"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","La'Damian Webb",7400,"SALA","TROY",1,24.75,21.75,17.0397102358331,2.92254486478803,18.1783199310303,2.4565297204095
"2","Perris Jones",6100,"UV","GT",1,22,25,15.5291981957969,2.17857148594301,13.7624816894531,2.25614453925461
"3","Kimani Vidal",5700,"TROY","SALA",1,21.75,24.75,21.0128813844517,3.07009756562569,13.9023170471191,2.43900299072266
"4","Hassan Hall",5200,"GT","UV",1,25,22,15.5696478159921,3.08617148104074,16.4351005554199,3.16059626065768
"5","Dontae Smith",5100,"GT","UV",2,25,22,6.02022031127735,2.41613135841452,7.75824213027954,1.52122394711364
"6","Omni Wells",3800,"SALA","TROY",2,24.75,21.75,7.52831175733047,1.9294805535607,8.89779376983643,2.34152467627274
"7","Xavier Brown",3400,"UV","GT",2,22,25,8.30687233307173,1.87969657933249,8.26957988739014,2.43222937864416
"8","DK Billingsley",3200,"TROY","SALA",2,21.75,24.75,9.68038784946628,1.64686312599084,9.61041641235352,3.00325512886047
"9","Marco Lee",4900,"SALA","TROY",3,24.75,21.75,3.50810707502247,1.9294805535607,6.20929765701294,1.26720360347203
"10","Mike Hollins",4400,"UV","GT",3,22,25,5.26869835391795,2.11371632298147,5.83061838150024,1.32514054125006
"11","Dylan McDuffie",4300,"GT","UV",3,25,22,5.92511012787992,2.45988086044005,7.75824213027954,1.80424235587896
"12","Jamontez Woods",3500,"TROY","SALA",3,21.75,24.75,2.68806283850779,2.39812386294479,3.4320912361145,0.980597496032715
"13","Terrion Avery",3300,"SALA","TROY",4,24.75,21.75,2.94819830213704,2.34654417612364,5.71265745162964,1.73110831867565
