"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Jalen Wayne",6900,"SALA","TROY",1,24.75,21.75,0.276496004222638,8.81665843387257,15.8805341720581,2.30152669160262
"2","Keytaon Thompson",6000,"UV","GT",1,22,25,0.342066375651438,11.4888117307919,14.4609060287476,2.41015100479126
"3","Nate McCollum",4900,"GT","UV",1,25,22,0.225578801413361,6.94669533441799,13.0071630477905,2.65452307097766
"4","Deshon Stoudemire",3800,"TROY","SALA",1,21.75,24.75,0.278320220500297,8.15422379023317,12.52978515625,3.29731188322368
"5","Caullin Lacy",6400,"SALA","TROY",2,24.75,21.75,0.216207403183161,6.89422919546275,14.1053533554077,2.20396146178246
"6","Tez Johnson",6200,"TROY","SALA",2,21.75,24.75,0.236590226517581,6.93161873089366,12.2824563980103,1.98104135451778
"7","Dontayvion Wicks",5600,"UV","GT",2,22,25,0.249033525862679,8.36416408319257,12.3069505691528,2.19766974449158
"8","E.J. Jenkins",5000,"GT","UV",2,25,22,0.186463210928473,5.74213139391519,8.02475833892822,1.60495166778564
"9","Lavel Davis Jr.",5100,"UV","GT",3,22,25,0.158115495969924,5.31054583035164,8.49387836456299,1.66546634599274
"10","Devin Voisin",4600,"SALA","TROY",3,24.75,21.75,0.180927350315182,5.76925027744744,9.7107048034668,2.11102278336235
"11","Malachi Carter",4400,"GT","UV",3,25,22,0.146089866115466,4.4988349303728,7.19769048690796,1.63583874702454
"12","Marcus Rogers",3000,"TROY","SALA",3,21.75,24.75,0.166538564487579,4.87924564767455,7.59247159957886,2.53082386652629
"13","Grant Misch",3700,"UV","GT",4,22,25,0.108186520788811,3.63360639228272,5.73578453063965,1.55021203530801
"14","Lincoln Sefcik",3600,"SALA","TROY",4,24.75,21.75,0.10090823195346,3.21767186763127,6.81382417678833,1.89272893799676
"15","Dylan Leonard",3200,"GT","UV",4,25,22,0.129860472032426,3.99905101694337,5.52368640899658,1.72615200281143
"16","Michael Vice",3000,"TROY","SALA",4,21.75,24.75,0.102409238840135,3.0003851325959,5.32296943664551,1.7743231455485
"17","Billy Kemp IV",3500,"UV","GT",5,22,25,0.0807707646824311,2.71280714750557,4.78385639190674,1.36681611197335
"18","Brandon Crum",3300,"SALA","TROY",5,24.75,21.75,0.0931507798070222,2.97030913960726,5.16432762145996,1.56494776407878
"19","Luke Benson",3000,"GT","UV",5,25,22,0.105048754298692,3.23497459336143,4.51207542419434,1.50402514139811
"20","Clayton Ollendieck",3000,"TROY","SALA",5,21.75,24.75,0.0637479142041575,1.86768592539517,3.98163056373596,1.32721018791199
"21","Deyunkrea Lewis",4000,"TROY","SALA",6,21.75,24.75,0.0637479142041575,1.86768592539517,3.38268661499023,0.845671653747559
"22","Luke Wentz",3000,"UV","GT",6,22,25,0.0451456622524722,1.51628470671169,2.8685827255249,0.956194241841634
"23","Christian Wortham",3000,"SALA","TROY",6,24.75,21.75,0.0726360149402348,2.31615258067184,4.56538343429565,1.52179447809855
"24","Jay'juan Townsend",3900,"SALA","TROY",7,24.75,21.75,0.0692510098803178,2.20821455280006,4.29063320159912,1.10016235938439
"25","Sean Moore",3000,"UV","GT",7,22,25,0.0451456622524722,1.51628470671169,2.59383225440979,0.86461075146993
"26","Avery Boyd",3000,"GT","UV",6,25,22,0.0644515557741952,1.98478455859932,3.58340358734131,1.1944678624471
"27","Devonte Ross",3000,"TROY","SALA",7,21.75,24.75,0.0467431859770085,1.36948152182356,2.75764727592468,0.919215758641561
"28","Kalani Norris",3000,"GT","UV",7,25,22,0.0621053323025692,1.91253264688719,3.3086531162262,1.1028843720754
"29","Oakley Coleman",3000,"SALA","TROY",8,24.75,21.75,0.0532330993551649,1.6974496818152,3.51881551742554,1.17293850580851
"30","Malik Rutherford",3000,"GT","UV",8,25,22,0.0621053323025692,1.91253264688719,3.86972761154175,1.28990920384725
"31","Jacob Hopper",3000,"SALA","TROY",9,24.75,21.75,0.039155077226397,1.24854224504117,3.3042631149292,1.10142103830973
"32","Markus Ferrell",3000,"TROY","SALA",8,21.75,24.75,0.0422476831123599,1.23777231168395,2.60459017753601,0.868196725845337
"33","Peyton Higgins",3100,"TROY","SALA",9,21.75,24.75,0.0429635998981862,1.2587472364534,2.52753973007202,0.815335396797426
"34","Billy Ward",3000,"GT","UV",9,25,22,0.0391582066253113,1.20587630381883,2.72825646400452,0.909418821334839
"35","Ryan King",3000,"GT","UV",10,25,22,0.0420505338360227,1.29494547084327,2.72825646400452,0.909418821334839
"36","Demontrez Brown",3000,"TROY","SALA",10,21.75,24.75,0.044698765607161,1.30958410873916,3.25027060508728,1.08342353502909
"37","AJ Lewis",3200,"TROY","SALA",11,21.75,24.75,0.039842250339501,1.16729795984923,2.52753973007202,0.789856165647507
"38","James BlackStrain",3000,"GT","UV",11,25,22,0.0416127860061382,1.28146503390302,2.72825646400452,0.909418821334839
