"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Travis Dye",7700,"USC","UTAH",1,30.75,34.25,19.1817107380919,2.83122079885378,22.7125110626221,2.94967676137949
"2","Tavion Thomas",7300,"UTAH","USC",1,34.25,30.75,13.2193989312792,1.81050051218587,16.2554626464844,2.22677570499786
"3","Chris Rodriguez Jr.",6800,"UK","MSST",1,19.75,26.25,21.422004972287,2.45236314784227,18.2422885894775,2.68268949845258
"4","Will Shipley",6700,"CLEM","FSU",1,27.25,23.75,13.9147115668898,2.33775489317924,17.2356472015381,2.57248465694598
"5","Anthony Grant",6700,"NEB","PUR",1,22.5,36,20.3063606926778,2.47852287279833,17.9954891204834,2.68589389857961
"6","Keaton Mitchell",6400,"ECU","MEM",1,31.25,26.75,15.2817914906752,3.83620571019534,21.3554306030273,3.33678603172302
"7","Montrell Johnson Jr.",5900,"UF","LSU",1,27.25,24.25,10.4129846631545,1.72073189874686,16.2536869049072,2.75486218727241
"8","Brandon Thomas",5700,"MEM","ECU",1,26.75,31.25,12.3183926974809,1.88388552790681,13.519775390625,2.37189041940789
"9","Jo'quavious Marks",5600,"MSST","UK",1,26.25,19.75,11.0345375498578,4.91865683927739,15.9591608047485,2.8498501437051
"10","Casey Filkins",5500,"STAN","ND",1,18.25,35.25,21.2616089736456,3.9601666733001,21.108039855957,3.83782542835582
"11","Treshaun Ward",5500,"FSU","CLEM",1,23.75,27.25,12.0134659572451,2.42460972295651,15.5305089950562,2.82372890819203
"12","D.J. Jones",5400,"UNC","DUKE",1,36.75,29.75,13.8541352418003,2.69083167683317,16.0408992767334,2.97053690309878
"13","Chris Tyree",5200,"ND","STAN",1,35.25,18.25,15.386766684089,3.10314695229781,15.7588243484497,3.03054314393264
"14","Jaylen Coleman",5200,"DUKE","UNC",1,29.75,36.75,14.5836050397035,1.96280427234531,17.0708179473877,3.28284960526686
"15","King Doerue",5000,"PUR","NEB",1,36,22.5,15.1707461396693,2.10574729402969,14.2140798568726,2.84281597137451
"16","Josh Williams",3000,"LSU","UF",1,24.25,27.25,13.8873430010094,2.73483012128381,13.6257457733154,4.54191525777181
"17","Dillon Johnson",6000,"MSST","UK",2,26.25,19.75,8.26571558298572,4.05213997976479,13.8076467514038,2.3012744585673
"18","Micah Bernard",5300,"UTAH","USC",2,34.25,30.75,9.34833778420434,3.10522293800578,10.5824270248413,1.99668434430968
"19","Austin Jones",5200,"USC","UTAH",2,30.75,34.25,6.9106275820287,2.56487468397514,8.1423511505127,1.56583675971398
"20","Kavosiey Smoke",4800,"UK","MSST",2,19.75,26.25,7.38057933084439,1.94437973495098,5.70200872421265,1.18791848421097
"21","Gabe Ervin Jr.",4800,"NEB","PUR",2,22.5,36,6.83203765308703,2.61373378220541,5.7035665512085,1.18824303150177
"22","Jordan Waters",4600,"DUKE","UNC",2,29.75,36.75,11.0239754193978,2.64344657308445,9.46609210968018,2.05784611080004
"23","Devin Mockobee",4500,"PUR","NEB",2,36,22.5,9.29562791785663,3.10706349244139,11.2177267074585,2.492828157213
"24","Asa Martin",4500,"MEM","ECU",2,26.75,31.25,8.55443097873827,2.89993298851673,9.18828964233398,2.04184214274089
"25","John Emery Jr.",4200,"LSU","UF",2,24.25,27.25,9.36638813350776,2.55509383131491,8.44935035705566,2.01175008501325
"26","Logan Diggs",4100,"ND","STAN",2,35.25,18.25,13.1521763556399,2.38911685750414,13.5509614944458,3.30511255962093
"27","Phil Mafah",4000,"CLEM","FSU",2,27.25,23.75,6.9729468086334,2.20348230610438,6.04499816894531,1.51124954223633
"28","Trevor Etienne",3900,"UF","LSU",2,27.25,24.25,8.63615861299176,1.97634386930727,10.928147315979,2.80208905537923
"29","Lawrance Toafili",3300,"FSU","CLEM",2,23.75,27.25,7.93211110288017,2.71282868759205,8.48422908782959,2.57097851146351
"30","Caleb Robinson",3000,"STAN","ND",2,18.25,35.25,5.94438315933368,1.81984536886733,3.96531629562378,1.32177209854126
"31","George Pettaway",3000,"UNC","DUKE",2,36.75,29.75,8.53941383884497,1.91267910680098,10.5480012893677,3.51600042978923
"32","Omarion Hampton",5800,"UNC","DUKE",3,36.75,29.75,4.6180739720111,2.10290152401576,10.7857275009155,1.85960818981302
"33","Audric Estime",5600,"ND","STAN",3,35.25,18.25,7.44396736358785,2.49131581135217,14.4149808883667,2.57410373006548
"34","Trey Benson",4600,"FSU","CLEM",3,23.75,27.25,5.16354589170784,2.04337432215636,6.29362726211548,1.36817983959032
"35","Noah Cain",4500,"LSU","UF",3,24.25,27.25,4.48970280364258,2.46229260857253,6.43888187408447,1.43086263868544
"36","Jaylon Glover",3900,"UTAH","USC",3,34.25,30.75,5.3393976848388,2.23685238498592,7.82695913314819,2.00691259824313
"37","Simeon Price",3700,"MSST","UK",3,26.25,19.75,2.36843229188343,2.79296040349337,6.1468939781189,1.66132269678889
"38","JuTahn McClain",3700,"UK","MSST",3,19.75,26.25,3.71030525998985,1.99937156692436,4.81173181533813,1.3004680581995
"39","Nay'Quan Wright",3600,"UF","LSU",3,27.25,24.25,7.42283557955873,2.0055911531091,9.1311092376709,2.53641923268636
"40","Jaquez Moore",3300,"DUKE","UNC",3,29.75,36.75,4.01413932840486,2.06958989933713,7.33183288574219,2.221767541134
"41","Jevyon Ducker",3200,"MEM","ECU",3,26.75,31.25,7.20931781047885,1.9697344684156,7.01839685440063,2.1932490170002
"42","Raleek Brown",3100,"USC","UTAH",3,30.75,34.25,2.70590502917249,2.02299835980076,6.50589609146118,2.09867615853587
"43","Kobe Lewis",3100,"PUR","NEB",3,36,22.5,2.69152488091909,1.91349143004487,5.03939819335938,1.62561232043851
"44","Brendon Barrow",3000,"STAN","ND",3,18.25,35.25,1.83955588345668,1.90825702418733,3.21914005279541,1.07304668426514
"45","Keith Adams Jr.",3000,"CLEM","FSU",3,27.25,23.75,3.21208927116578,1.71250630282531,4.78139591217041,1.59379863739014
"46","Kamarro Edmonds",3000,"ECU","MEM",3,31.25,26.75,2.49909610564379,1.81640686962415,6.72939729690552,2.24313243230184
"47","Lorenzo Lingard",3000,"UF","LSU",4,27.25,24.25,2.8878258764692,1.60166834242719,7.49465322494507,2.49821774164836
"48","Ke'Travion Hargrove",3000,"MSST","UK",4,26.25,19.75,0.904472826057762,2.34091417198372,6.51974439620972,2.17324813206991
"49","Arlen Harris",3000,"STAN","ND",4,18.25,35.25,2.15181809559531,1.92035799766123,3.21914005279541,1.07304668426514
"50","Shield Taylor",3000,"STAN","ND",5,18.25,35.25,2.24274020162953,1.95923311374121,3.21914005279541,1.07304668426514
