"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_ra","est_re","est_fdpts","value"
"1","RB","Travis Dye",9500,"ASU","USC",1,42.75,17.25,13.1203607525031,2.32276819330551,17.1837844848633,1.80881941945929
"2","RB","Casey Filkins",8600,"ORE","STANFORD",1,23,40,18.2722956403206,2.73192540434118,13.4996223449707,1.56972352848497
"3","RB","Xazavian Valladay",8200,"USC","ARIZONA ST",1,17.25,42.75,18.7381449936872,3.11550793973981,15.3597450256348,1.87313963727253
"4","RB","Michael Wiley",7500,"CU","ARIZONA",1,37.25,19.75,16.9171110849279,3.11251092037981,16.9157314300537,2.25543085734049
"5","RB","Bucky Irving",7000,"STAN","OREGON",1,40,23,10.5822920187137,2.85028357305552,15.839168548584,2.26273836408343
"6","RB","Alex Fontenot",5400,"ARIZ","COLORADO",1,19.75,37.25,15.9580304836298,2.34492324716786,11.7527418136597,2.17643366919623
"7","RB","Austin Jones",7600,"ASU","USC",2,42.75,17.25,7.63356691771878,2.00123147839743,11.88063621521,1.56324160726447
"8","RB","Jonah Coleman",5800,"CU","ARIZONA",2,37.25,19.75,12.0552652116144,2.43613973770397,10.6957778930664,1.84409963673559
"9","RB","Deion Smith",5700,"ARIZ","COLORADO",2,19.75,37.25,12.1260412844059,2.52905462364806,7.2614951133728,1.27394651111804
"10","RB","Noah Whittington",5600,"STAN","OREGON",2,40,23,9.56028203486268,1.80734550625761,9.4156322479248,1.68136290141514
"11","RB","Daniyel Ngata",4800,"USC","ARIZONA ST",2,17.25,42.75,5.903681775071,1.97626048711072,4.38573360443115,0.913694500923157
"12","RB","Caleb Robinson",4200,"ORE","STANFORD",2,23,40,8.31125920696793,1.59409451477474,7.51258277893066,1.78871018545968
"13","RB","DJ Williams",5500,"CU","ARIZONA",3,37.25,19.75,6.44980004510102,1.99285669804175,8.46096420288086,1.53835712779652
"14","RB","Jayle Stacks",5000,"ARIZ","COLORADO",3,19.75,37.25,4.55154961362511,2.00275044457214,4.38039684295654,0.876079368591309
"15","RB","Sean Dollars",4900,"STAN","OREGON",3,40,23,5.04985918054991,2.26842945080984,7.41675806045532,1.51362409397047
"16","RB","Raleek Brown",4400,"ASU","USC",3,42.75,17.25,4.18017800450298,1.76570127607819,8.65989303588867,1.96815750815652
"17","RB","George Hart III",4200,"USC","ARIZONA ST",3,17.25,42.75,2.86750181029004,2.02633567323886,3.00930500030518,0.716501190548851
"18","RB","Brendon Barrow",4100,"ORE","STANFORD",3,23,40,3.59924588501059,1.71026086923443,5.51370620727539,1.34480639201839
"19","RB","Jordan James",4400,"STAN","OREGON",4,40,23,4.03398582643266,1.86697794637048,7.41675806045532,1.68562683192166
"20","RB","Arlen Harris",4000,"ORE","STANFORD",4,23,40,2.28279721395155,1.68213860520517,4.13727712631226,1.03431928157806
"21","RB","Tevin White",4000,"USC","ARIZONA ST",4,17.25,42.75,1.65133219499078,1.14405858431434,5.81769371032715,1.45442342758179
"22","RB","Byron Cardwell",6500,"STAN","OREGON",5,40,23,3.2564720903951,1.93508449021402,6.68893337249756,1.02906667269193
"23","RB","Victor Venn",4000,"ARIZ","COLORADO",4,19.75,37.25,2.0297674743551,2.00275044457214,3.00396800041199,0.750992000102997
"24","RB","Kilohana Haasenritter",4200,"STAN","OREGON",6,40,23,2.00609083260552,1.57020450411503,8.27585124969482,1.97044077373686
