"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_fdpts","tar_value","pts_value"
"1","WR","Jacob Cowing",10000,"CU","ARIZONA",1,37.25,19.75,0.283054530208254,9.38137067499603,15.0076208114624,0.938137067499603,1.50076208114624
"2","WR","Elijhah Badger",8100,"USC","ARIZONA ST",1,17.25,42.75,0.294998655661441,8.6355965758251,8.59345722198486,1.06612303405248,1.06092064468949
"3","WR","Michael Wilson",7600,"ORE","STANFORD",1,23,40,0.246461362027668,7.08289145210467,10.2271614074707,0.931959401592719,1.34567913256193
"4","WR","Mario Williams",6300,"ASU","USC",1,42.75,17.25,0.255338511066765,7.15986546304485,14.3779544830322,1.13648658143569,2.2822149973067
"5","WR","Daniel Arias",5600,"ARIZ","COLORADO",1,19.75,37.25,0.205549186048862,6.39152004267927,8.35153102874756,1.14134286476416,1.49134482656206
"6","WR","Chase Cota",5500,"STAN","OREGON",1,40,23,0.231839067150908,6.86713482908895,14.9875354766846,1.24856996892526,2.72500645030629
"7","WR","Jordan Addison",9400,"ASU","USC",2,42.75,17.25,0.205076291538403,5.75047865259617,10.698371887207,0.611753048148529,1.13812466885181
"8","WR","Troy Franklin",7200,"STAN","OREGON",2,40,23,0.137704238188072,4.07883615904537,10.0845947265625,0.566505022089635,1.40063815646701
"9","WR","Dorian Singer",6000,"CU","ARIZONA",2,37.25,19.75,0.238138423664493,7.89270117921152,12.0380992889404,1.31545019653525,2.00634988149007
"10","WR","Elijah Higgins",5700,"ORE","STANFORD",2,23,40,0.184449866630015,5.300783753475,7.38289880752563,0.929962062013158,1.29524540482906
"11","WR","Giovanni Sanders",5500,"USC","ARIZONA ST",2,17.25,42.75,0.166354161387516,4.86974228147325,5.42805242538452,0.885407687540591,0.986918622797186
"12","TE","Brady Russell",5100,"ARIZ","COLORADO",2,19.75,37.25,0.153038916343966,4.75872135484814,6.15627574920654,0.933082618597675,1.20711289200128
"13","WR","Tetairoa McMillan",6600,"CU","ARIZONA",3,37.25,19.75,0.175593848095215,5.81976545656474,8.08122444152832,0.881782644934052,1.22442794568611
