"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Bijan Robinson",9400,"UT","OKST",1,32.25,26.25,24.9684533815022,2.85839640359345,23.029167175293,2.44991140162691
"2","Braelon Allen",7400,"WISC","PUR",1,26.5,25,21.3981801593936,2.76350727469172,22.9611015319824,3.102851558376
"3","Zach Charbonnet",6700,"UCLA","ORE",1,32.5,38.5,17.0406586657582,4.00140356922115,24.303560256958,3.62739705327731
"4","Xazavian Valladay",6600,"ASU","STAN",1,25.5,27.5,22.4613929704593,3.4527501342013,22.5693988800049,3.41960589090983
"5","Dominic Richardson",6500,"OKST","UT",1,26.25,32.25,16.559584468435,3.23337524014042,17.599250793457,2.70757704514724
"6","Zach Evans",6400,"MISS","LSU",1,31.5,33,17.7736349340806,2.77114752713864,18.7814998626709,2.93460935354233
"7","Justice Ellison",6200,"WAKE","BC",1,40.25,19.75,15.8433403228909,1.86635553367775,18.435510635376,2.97346945731871
"8","Casey Filkins",5800,"STAN","ASU",1,27.5,25.5,24.7604943949431,4.04545910172912,23.6332626342773,4.07470045418575
"9","Tyjae Spears",5700,"TUL","MEM",1,31.25,24.25,18.9585426685306,3.72899156435614,22.0935192108154,3.87605600189744
"10","Bucky Irving",5500,"ORE","UCLA",1,38.5,32.5,12.520330295082,3.15303066348301,17.9571857452393,3.26494286277077
"11","Brandon Thomas",5200,"MEM","TUL",1,24.25,31.25,12.4982129789848,1.95040567964287,13.0855379104614,2.51644959816566
"12","King Doerue",5000,"PUR","WISC",1,25,26.5,17.0877446043972,2.03730619951573,16.2296943664551,3.24593887329102
"13","Pat Garwo III",4900,"BC","WAKE",1,19.75,40.25,16.0981947385013,2.3605308944935,12.7537603378296,2.60280823221012
"14","Josh Williams",3000,"LSU","MISS",1,33,31.5,15.7804738504361,2.56513255188187,16.0071792602539,5.33572642008464
"15","Quinshon Judkins",6700,"MISS","LSU",2,31.5,33,12.0763611881382,2.17672871558414,18.5906181335449,2.77471912440969
"16","Devin Mockobee",5800,"PUR","WISC",2,25,26.5,8.93679792301763,3.32071509448528,13.594783782959,2.3439282384412
"17","Asa Martin",5600,"MEM","TUL",2,24.25,31.25,7.72673579808219,3.24763376199192,8.75405216217041,1.56322360038757
"18","Roschon Johnson",5400,"UT","OKST",2,32.25,26.25,10.8263793730305,2.67155536527921,10.2310419082642,1.89463739041929
"19","Keegan Jones",5000,"UCLA","ORE",2,32.5,38.5,7.74890701092906,2.65628857211423,10.3039588928223,2.06079177856445
"20","Jaden Nixon",5000,"OKST","UT",2,26.25,32.25,3.72371247677518,2.31871708581785,6.12812089920044,1.22562417984009
"21","Christian Turner",5000,"WAKE","BC",2,40.25,19.75,11.6622094481306,2.17321157918752,11.0790672302246,2.21581344604492
"22","Armoni Goodwin",4600,"LSU","MISS",2,33,31.5,9.66089944593827,1.95135332522664,13.2591114044189,2.88241552269977
"23","Caleb Robinson",4300,"STAN","ASU",2,27.5,25.5,3.20062194240599,1.8553336692851,6.42897415161133,1.49511026781659
"24","Alec Sinkfield",4200,"BC","WAKE",2,19.75,40.25,11.5551014172594,1.97535064993129,6.83236265182495,1.62675301233927
"25","Noah Whittington",4000,"ORE","UCLA",2,38.5,32.5,11.6077995742883,2.05730315823836,12.3452634811401,3.08631587028503
"26","Isaac Guerendo",4000,"WISC","PUR",2,26.5,25,7.11496984337824,2.17171920545217,8.13473606109619,2.03368401527405
"27","Daniyel Ngata",3900,"ASU","STAN",2,25.5,27.5,5.59832809859609,1.90690960334527,6.78305149078369,1.73924397199582
"28","Iverson Celestine",3500,"TUL","MEM",2,31.25,24.25,7.90958287660303,1.78508631597982,9.91453552246094,2.83272443498884
"29","John Emery Jr.",4800,"LSU","MISS",3,33,31.5,5.17357944403439,2.97595319137113,7.82695913314819,1.63061648607254
"30","Ulysses Bentley IV",4800,"MISS","LSU",3,31.5,33,4.2788658570091,2.81810761062451,9.4903392791748,1.97715401649475
"31","Xavier Coleman",3900,"BC","WAKE",3,19.75,40.25,3.71897976096644,2.09037434532355,4.07690048217773,1.04535909799429
"32","Brendon Barrow",3500,"STAN","ASU",3,27.5,25.5,1.92650755447972,1.78018022925189,6.42897415161133,1.83684975760324
"33","Keilan Robinson",3500,"UT","OKST",3,32.25,26.25,3.72814054984581,2.39002450727583,7.47557497024536,2.13587856292725
"34","TJ Harden",3300,"UCLA","ORE",3,32.5,38.5,5.16161139608955,1.67451281804137,7.86500120162964,2.38333369746353
"35","Sean Dollars",3000,"ORE","UCLA",3,38.5,32.5,5.06203797090425,2.64387726210194,8.47195148468018,2.82398382822673
"36","George Hart III",3000,"ASU","STAN",3,25.5,27.5,2.88985086738807,2.04816283100632,5.66402530670166,1.88800843556722
"37","Ollie Gordon",3000,"OKST","UT",3,26.25,32.25,2.16139001661684,2.39133657915223,6.00315284729004,2.00105094909668
"38","Kobe Lewis",3000,"PUR","WISC",3,25,26.5,3.01941378676839,1.86884164587399,5.94408082962036,1.98136027654012
"39","Jackson Acker",3000,"WISC","PUR",3,26.5,25,2.1266420873761,1.88249054432236,6.4982795715332,2.16609319051107
"40","Shaadie Clayton",3000,"TUL","MEM",3,31.25,24.25,1.94757900687476,2.45444953387015,6.72939729690552,2.24313243230184
"41","Jevyon Ducker",3000,"MEM","TUL",3,24.25,31.25,5.08656956588393,2.00882079110241,5.69388437271118,1.89796145757039
"42","Byron Cardwell",4700,"ORE","UCLA",4,38.5,32.5,3.33164033258341,2.08893352307128,7.72577142715454,1.64378115471373
"43","Andre Hines",3500,"BC","WAKE",4,19.75,40.25,2.98947755116797,1.77055925864946,3.33072543144226,0.951635837554932
"44","Arlen Harris",3000,"STAN","ASU",4,27.5,25.5,2.13849282609822,1.79146901973445,6.42897415161133,2.14299138387044
"45","Deondre Jackson",3000,"OKST","UT",4,26.25,32.25,1.78314711267824,2.46729774752833,5.38194513320923,1.79398171106974
"46","Jordan James",3000,"ORE","UCLA",5,38.5,32.5,2.4083009566191,2.01541216351578,7.72577142715454,2.57525714238485
"47","Shield Taylor",3000,"STAN","ASU",5,27.5,25.5,2.03315182668551,1.68337240819216,6.42897415161133,2.14299138387044
