"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Bo Nix",9300,"ORE","UCLA",38.5,32.5,31.975227355957,6.67626852783849,35.6122550964355,3.82927474155221
"2","Sam Hartman",8900,"WAKE","BC",40.25,19.75,33.3996849060059,5.17132072106369,24.8516426086426,2.7923193942295
"3","Dorian Thompson-Robinson",7900,"UCLA","ORE",32.5,38.5,31.7916793823242,6.692381157623,26.9328575134277,3.40922247005414
"4","Spencer Sanders",7800,"OKST","UT",26.25,32.25,38.9737396240234,7.59562296961394,29.0521564483643,3.72463544209798
"5","Jayden Daniels",7700,"LSU","MISS",33,31.5,33.3025932312012,9.9789221557271,27.8023624420166,3.61069642104112
"6","Jaxson Dart",6700,"MISS","LSU",31.5,33,34.3247909545898,8.29064968292204,28.1055393218994,4.19485661520887
"7","Emory Jones",6500,"ASU","STAN",25.5,27.5,29.5886669158936,4.24355103183416,16.7804985046387,2.5816151545598
"8","Quinn Ewers",6400,"UT","OKST",32.25,26.25,31.6057834625244,4.35451958774138,22.1528053283691,3.46137583255768
"9","Michael Pratt",6300,"TUL","MEM",31.25,24.25,31.1163558959961,6.387580915115,23.985725402832,3.80725800044953
"10","Seth Henigan",6200,"MEM","TUL",24.25,31.25,34.6817779541016,6.779199188848,18.8484668731689,3.04007530212402
"11","Aidan O'Connell",6000,"PUR","WISC",25,26.5,34.8167877197266,2.99218783175263,17.9996509552002,2.9999418258667
"12","Phil Jurkovec",5600,"BC","WAKE",19.75,40.25,31.1756000518799,4.14548801108339,14.5755567550659,2.60277799197606
"13","Tanner McKee",5400,"STAN","ASU",27.5,25.5,30.6061897277832,4.32019881911771,18.441801071167,3.41514834651241
"14","Graham Mertz",5200,"WISC","PUR",26.5,25,27.5191287994385,3.65825674424764,16.0099563598633,3.07883776151217
