"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"29","Ky Thomas",4200,"KU","TTU",2,30.5,34,8.45556421216161,1.91117166839719,9.5009708404541,2.26213591439383
"30","LeQuint Allen",3900,"SYR","FSU",2,21.75,29.25,2.40362438409889,1.97633165862536,5.35270690917969,1.37248895107171
"31","DeCarlos Brooks",3400,"CAL","ORST",2,17.5,30,5.95844034124647,2.79254665112468,5.12628936767578,1.50773216696347
"32","Amari Daniels",3300,"TA&M","AUB",2,23.25,24.75,4.64319098021692,2.60307851296781,5.83061838150024,1.76685405500007
"33","Kendall Milton",5100,"UGA","MSST",3,34.25,17.75,7.80509424231212,1.80827260922561,10.0838241577148,1.97722042308134
"34","Lawrance Toafili",5100,"FSU","SYR",3,29.25,21.75,5.17931606373115,3.22585871126792,8.07531929016113,1.58339593924728
"35","Simeon Price",3500,"MSST","UGA",3,17.75,34.25,2.43357454626589,3.98780583759476,6.15757989883423,1.75930854252407
"36","Sean Dollars",3400,"ORE","UW",3,42.75,30.25,5.7259871871891,2.7320796945875,8.47195148468018,2.49175043667064
"37","Emani Bailey",3400,"TCU","UT",3,29,36,2.52131639072908,1.77875173824033,7.63670778274536,2.24609052433687
"38","Jam Griffin",3300,"ORST","CAL",3,30,17.5,5.81042481982603,1.51178292746642,7.47557497024536,2.2653257485592
"39","Keilan Robinson",3200,"UT","TCU",3,36,29,2.71757853536802,2.51033861221016,7.01147747039795,2.19108670949936
"40","Bryson Donnell",3200,"TTU","KU",3,34,30.5,5.81086305443432,2.15163404985201,8.35740184783936,2.6116880774498
"41","Damari Alston",3100,"AUB","TA&M",3,24.75,23.25,2.61023019518469,2.34250689745181,7.01206636428833,2.26195689170591
"42","Damien Moore",3100,"CAL","ORST",3,17.5,30,2.70541342404908,2.24905577593507,4.38011360168457,1.41293987151115
"43","Sevion Morrison",3000,"KU","TTU",3,30.5,34,3.03556197168602,1.61907260249623,6.68868446350098,2.22956148783366
"44","Juwaun Price",3000,"SYR","FSU",3,21.75,29.25,1.86645639048838,1.6045274706947,5.35270690917969,1.78423563639323
"45","George Pettaway",3000,"UNC","WAKE",3,37.5,41.5,3.81610477952036,2.21649757683686,6.32717943191528,2.10905981063843
"46","Omarion Hampton",5100,"UNC","WAKE",4,37.5,41.5,3.01992913543684,2.22970939665734,5.58100271224976,1.09431425730387
"47","Jordan James",3100,"ORE","UW",4,42.75,30.25,2.44130765096442,1.9660022965116,7.72577142715454,2.49218433134017
"48","Richard Newton",3100,"UW","ORE",4,30.25,42.75,2.14886578837588,2.30700202032268,5.58100271224976,1.80032345556444
"49","Branson Robinson",3000,"UGA","MSST",4,34.25,17.75,2.56711414536466,1.54405399259293,7.14704418182373,2.38234806060791
"50","Ke'Travion Hargrove",3000,"MSST","UGA",4,17.75,34.25,0.929349787547855,2.85558719463851,5.1043496131897,1.70144987106323
"51","Trent Battle",3000,"TCU","UT",4,29,36,3.04583761077287,1.66150779040936,7.26385736465454,2.42128578821818
"52","Torry Locklin",3000,"KU","TTU",4,30.5,34,2.09061995076075,1.82449474842683,6.31583404541016,2.10527801513672
"53","Kilohana Haasenritter",3000,"ORE","UW",5,42.75,30.25,1.66801086936664,1.65348801633377,7.72577142715454,2.57525714238485
