"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Bijan Robinson",8900,"UT","TCU",1,36,29,24.6138964432202,3.35283331039983,24.0664367675781,2.704094018829
"2","Kenny McIntosh",6700,"UGA","MSST",1,34.25,17.75,13.6790112633158,2.31590193062388,18.0050563812256,2.68732184794412
"3","Kendre Miller",6700,"TCU","UT",1,29,36,19.6729859526816,1.96536555981122,26.1988277435303,3.91027279754183
"4","Wayne Taulapapa",6500,"UW","ORE",1,30.25,42.75,11.9855136112426,3.67257927588546,12.7165870666504,1.95639801025391
"5","Sean Tucker",6500,"SYR","FSU",1,21.75,29.25,17.3700941324846,4.08419145526029,16.6915531158447,2.5679312485915
"6","Devon Achane",6100,"TA&M","AUB",1,23.25,24.75,24.924503522458,5.30559135755243,23.6486167907715,3.87682242471664
"7","Jaydn Ott",6000,"CAL","ORST",1,17.5,30,15.8288199293452,4.16058769061072,17.0186729431152,2.83644549051921
"8","Devin Neal",6000,"KU","TTU",1,30.5,34,21.2385189910983,3.00913338323126,20.9351253509521,3.48918755849202
"9","Bucky Irving",5700,"ORE","UW",1,42.75,30.25,13.6453837423573,2.62575571785316,20.5528755187988,3.60576763487699
"10","Justice Ellison",5600,"WAKE","UNC",1,41.5,37.5,12.751783051795,2.03575604594222,15.3753776550293,2.7456031526838
"11","Dillon Johnson",5500,"MSST","UGA",1,17.75,34.25,12.6134109177496,5.04878639276923,17.2639427185059,3.13889867609197
"12","Tank Bigsby",5400,"AUB","TA&M",1,24.75,23.25,17.7821883393938,2.8565127530997,20.9501075744629,3.87964955082646
"13","Tahj Brooks",5400,"TTU","KU",1,34,30.5,18.3174227573695,2.57060916710917,19.8285274505615,3.67194952788176
"14","Treshaun Ward",5300,"FSU","SYR",1,29.25,21.75,14.4230138712304,1.94571639039586,20.2807369232178,3.82655413645618
"15","Damien Martinez",5000,"ORST","CAL",1,30,17.5,19.1409426473095,2.04302529645,21.0402870178223,4.20805740356445
"16","D.J. Jones",4300,"UNC","WAKE",1,37.5,41.5,18.3618560478947,3.1514491807293,15.7428293228149,3.66112309832906
"17","Elijah Green",5900,"UNC","WAKE",2,37.5,41.5,7.05314856957866,2.1854308830356,9.89414215087891,1.67697324591168
"18","Jo'quavious Marks",5700,"MSST","UGA",2,17.75,34.25,7.47038591767441,7.44625537695659,9.83935642242432,1.72620288112707
"19","Roschon Johnson",5300,"UT","TCU",2,36,29,8.01697521085121,2.59807159762654,11.3144645690918,2.1348046356777
"20","Cameron Davis",5200,"UW","ORE",2,30.25,42.75,8.44341085572752,3.08498919401986,11.4428234100342,2.20054296346811
"21","Christian Turner",5200,"WAKE","UNC",2,41.5,37.5,10.2639136899717,2.21990287215304,10.6956205368042,2.05685010323158
"22","Trey Benson",5000,"FSU","SYR",2,29.25,21.75,11.048851236106,1.65188482648862,15.1043376922607,3.02086753845215
"23","Deshaun Fenwick",4800,"ORST","CAL",2,30,17.5,10.5393808228662,1.89685331155851,10.2310419082642,2.1314670642217
"24","SaRodorick Thompson",4800,"TTU","KU",2,34,30.5,10.189073354106,2.75267871020627,11.6095056533813,2.41864701112111
"25","Daijun Edwards",4600,"UGA","MSST",2,34.25,17.75,10.8681747591863,1.77526701510052,13.0770149230957,2.84282933110776
"26","Noah Whittington",4600,"ORE","UW",2,42.75,30.25,10.0099230305983,3.159194643052,12.3452634811401,2.68375293068264
"27","Jarquez Hunter",4400,"AUB","TA&M",2,24.75,23.25,10.7249632506884,2.59485818857306,10.7620677947998,2.44592449881814
"28","Emari Demercado",4300,"TCU","UT",2,29,36,7.98659678991675,2.00764227773448,10.44899559021,2.42999897446743
