"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Bo Nix",9700,"ORE","UW",42.75,30.25,31.1913223266602,9.82100094309368,35.0708618164062,3.61555276457796
"2","Drake Maye",8700,"UNC","WAKE",37.5,41.5,37.4592056274414,8.58638302314091,29.1811542510986,3.35415566104582
"3","Sam Hartman",8500,"WAKE","UNC",41.5,37.5,37.10595703125,3.24309405573774,23.3614730834961,2.74840859805836
"4","Stetson Bennett",8400,"UGA","MSST",34.25,17.75,29.3148365020752,5.53384952194426,20.6236515045166,2.45519660768055
"5","Michael Penix Jr.",8200,"UW","ORE",30.25,42.75,43.1064491271973,4.66510377631948,22.4930744171143,2.74305785574564
"6","Max Duggan",8100,"TCU","UT",29,36,28.4086132049561,7.67170186211024,20.5673885345459,2.53918376969702
"7","Jordan Travis",7900,"FSU","SYR",29.25,21.75,25.7536201477051,4.2136697848062,20.9984340667725,2.65802962870537
"8","Will Rogers",7200,"MSST","UGA",17.75,34.25,54.479419708252,2.63430905794664,13.7000751495361,1.90278821521335
"9","Ben Gulbranson",6800,"ORST","CAL",30,17.5,24.837646484375,4.99586238467964,15.4440851211548,2.27118898840512
"10","Quinn Ewers",6700,"UT","TCU",36,29,32.0296287536621,6.38087151638729,20.9276866912842,3.12353532705734
"11","Behren Morton",6500,"TTU","KU",34,30.5,38.08642578125,5.94103033638902,24.9722175598145,3.84187962458684
"12","Robby Ashford",5800,"AUB","TA&M",24.75,23.25,25.4217834472656,6.97290230095825,20.3361053466797,3.50622505977236
"13","Carlos Del Rio-Wilson",5500,"SYR","FSU",21.75,29.25,28.6618175506592,4.79737394189732,12.7498998641968,2.31816361167214
"14","Jack Plummer",5300,"CAL","ORST",17.5,30,42.0020217895508,3.10308115369111,14.4419822692871,2.72490231495983
"15","Conner Weigman",4900,"TA&M","AUB",23.25,24.75,41.1185493469238,3.47348625669133,17.1923770904541,3.50864838580696
"16","Jason Bean",6600,"KU","TTU",30.5,34,27.0124931335449,6.95850244675694,24.1430854797363,3.6580432545055
