"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Marvin Harrison Jr.",8100,"OSU","UMD",1,45,18,0.336252447372792,10.0273608571557,17.9463787078857,2.21560230961552
"2","Tyler Hudson",6800,"UL","NCST",1,24,20,0.353034347688645,11.0141305361269,16.9082813262939,2.48651195974911
"3","Ladd McConkey",6500,"UGA","UK",1,35.25,12.75,0.199268290459775,6.56163273259566,16.3922595977783,2.5218860919659
"4","Xavier Worthy",6500,"UT","KU",1,36,27.5,0.320627523779775,10.9422753092293,14.4161510467529,2.21786939180814
"5","Thayer Thomas",6500,"NCST","UL",1,20,24,0.299887528759343,8.35264054892756,12.8625211715698,1.97884941101074
"6","Mitchell Tinsley",6100,"PSU","RU",1,32,13,0.247729478477455,7.6130362519564,15.9857177734375,2.62060947105533
"7","Rakim Jarrett",5900,"UMD","OSU",1,18,45,0.258012403540761,7.31259713945304,9.70712852478027,1.6452760211492
"8","Lawrence Arnold",5400,"KU","UT",1,27.5,36,0.248664009149941,7.61354578797886,13.2212390899658,2.44837760925293
"9","Antonio Williams",5200,"CLEM","MIA",1,33.5,14.5,0.28448188736353,7.70056539884981,14.5366868972778,2.79551671101497
"10","Aron Cruickshank",5200,"RU","PSU",1,13,32,0.329674677434147,9.95391370008369,10.9603662490845,2.10776274020855
"11","Tayvion Robinson",5000,"UK","UGA",1,12.75,35.25,0.338217847109221,7.93837840690771,6.68869161605835,1.33773832321167
"12","Colbie Young",3900,"MIA","CLEM",1,14.5,33.5,0.261981689454816,7.15814067969388,9.78274250030518,2.50839551289876
"13","Emeka Egbuka",7700,"OSU","UMD",2,45,18,0.25144288249329,7.49826071876386,13.6835908889771,1.77708972584118
"14","Brock Bowers",6600,"UGA","UK",2,35.25,12.75,0.178022832402913,5.86204880640628,12.2194480895996,1.85143152872721
"15","Luke Grimm",5700,"KU","UT",2,27.5,36,0.22938954061776,7.02340389647485,12.4986410140991,2.19274403756125
"16","Barion Brown",4800,"UK","UGA",2,12.75,35.25,0.200543071879358,4.70698635529998,6.35614109039307,1.32419606049856
"17","Ahmari Huggins-Bruce",4800,"UL","NCST",2,24,20,0.210779823727053,6.57600742848698,9.018235206604,1.87879900137583
"18","Jacob Copeland",4700,"UMD","OSU",2,18,45,0.159052189165011,4.50786306220372,7.23478317260742,1.53931556863988
"19","Ja'Tavion Sanders",4500,"UT","KU",2,36,27.5,0.221116746806228,7.54620280415092,13.0227975845337,2.89395501878526
"20","Joseph Ngata",4400,"CLEM","MIA",2,33.5,14.5,0.171734328974861,4.64863139004905,10.0104417800903,2.27510040456598
"21","KeAndre Lambert-Smith",4100,"PSU","RU",2,32,13,0.166912597433432,5.12943256885984,10.05446434021,2.45230837566097
"22","Keyon Lesane",3800,"NCST","UL",2,20,24,0.181302922162753,5.04975363784108,7.42300271987915,1.95342176838925
"23","Johnny Langan",3800,"RU","PSU",2,13,32,0.244784302193599,7.39080671325447,8.6416654586792,2.27412248912611
"24","Will Mallory",3300,"MIA","CLEM",2,14.5,33.5,0.240485167217787,6.5707899735547,7.80259561538696,2.36442291375363
"25","Beaux Collins",5400,"CLEM","MIA",3,33.5,14.5,0.137856735616863,3.73160772423115,7.01921129226685,1.29985394301238
"26","Jordan Whittington",5200,"UT","KU",3,36,27.5,0.178925906409007,6.10632707011619,11.0848588943481,2.13170363352849
"27","Julian Fleming",5000,"OSU","UMD",3,45,18,0.145382549888792,4.33544291337794,8.2220344543457,1.64440689086914
"28","Dane Key",4900,"UK","UGA",3,12.75,35.25,0.14688521076413,3.44757201723749,5.91243982315063,1.20662037207156
"29","Brenton Strange",4800,"PSU","RU",3,32,13,0.129109505162523,3.96769633277169,7.75039148330688,1.6146648923556
"30","Quentin Skinner",4500,"KU","UT",3,27.5,36,0.154314642778129,4.72477542111231,7.86919736862183,1.74871052636041
"31","Marshon Ford",4400,"UL","NCST",3,24,20,0.137928620942276,4.30316156394506,7.40681219100952,1.68336640704762
"32","Frank Ladson Jr.",3800,"MIA","CLEM",3,14.5,33.5,0.165237237639013,4.51478649139737,6.16018152236938,1.62110040062352
"33","Porter Rooks",3700,"NCST","UL",3,20,24,0.13668584215819,3.80705297215277,5.82384586334229,1.57401239549791
"34","Corey Dyches",3600,"UMD","OSU",3,18,45,0.128929362404191,3.65412078555148,6.51030731201172,1.80841869778103
"35","Shameen Jones",3500,"RU","PSU",3,13,32,0.160749049780566,4.85351856969916,5.78954124450684,1.65415464128767
"36","Xavier Restrepo",5100,"MIA","CLEM",4,14.5,33.5,0.10203901119702,2.78801773698426,4.97248935699463,0.974997913136202
"37","Cade Stover",4900,"OSU","UMD",4,45,18,0.115389116713715,3.44101082777873,7.39864873886108,1.50992831405328
"38","Jeshaun Jones",4800,"UMD","OSU",4,18,45,0.113195102377921,3.20817980255786,5.6869215965271,1.18477533260981
"39","Sean Ryan",4500,"RU","PSU",4,13,32,0.10007975099209,3.02172193586242,6.16077709197998,1.36906157599555
"40","Braden Smith",3900,"UL","NCST",4,24,20,0.0875919020766677,2.73273308871043,6.43608140945435,1.65027728447547
"41","Jordan Dingle",3800,"UK","UGA",4,12.75,35.25,0.114861957185023,2.69594785871334,5.43703651428223,1.43079908270585
"42","Davis Allen",3600,"CLEM","MIA",4,33.5,14.5,0.113070675414662,3.06068037860728,6.17926263809204,1.71646184391446
"43","Marcus Rosemy-Jacksaint",3500,"UGA","UK",3,35.25,12.75,0.161640691081443,5.32260726015254,8.9412841796875,2.55465262276786
"44","Mason Fairchild",3400,"KU","UT",4,27.5,36,0.117986266604572,3.61248033528217,7.22959232330322,2.12635068332448
"45","Savion Red",3000,"UT","KU",4,36,27.5,0.0946921039982718,3.23162234902501,6.10195350646973,2.03398450215658
"46","Dontay Demus Jr.",4600,"UMD","OSU",5,18,45,0.0883515339153894,2.504062460989,4.75155544281006,1.03294683539349
"47","Michael Redding III",4400,"MIA","CLEM",5,14.5,33.5,0.0750622900344323,2.0509312422734,5.67249155044556,1.28920262510126
"48","Darnell Washington",3900,"UGA","UK",4,35.25,12.75,0.13095467700882,4.31215871408813,8.51516056060791,2.18337450271998
"49","Xavier Johnson",3800,"OSU","UMD",5,45,18,0.0642115326403653,1.91484765094404,4.64789772033691,1.22313097903603
"50","Brannon Spector",3700,"CLEM","MIA",5,33.5,14.5,0.0925088583348771,2.50409795921502,5.26045942306519,1.42174579001762
"51","Tyler Warren",3300,"PSU","RU",4,32,13,0.105661370902595,3.24710588363053,5.64570426940918,1.71081947557854
"52","Casey Cain",3200,"UT","KU",5,36,27.5,0.0687565105483762,2.34650057129538,5.09034252166748,1.59073203802109
"53","DeMarcus Harris",3000,"UK","UGA",5,12.75,35.25,0.092672616122334,2.17513741816118,3.7875394821167,1.26251316070557
"54","Steven McBride",3000,"KU","UT",5,27.5,36,0.0798596892851552,2.44512827998228,4.8688383102417,1.6229461034139
"55","Dez Melton",3000,"UL","NCST",5,24,20,0.0751701178454019,2.3451924601271,4.71033906936646,1.57011302312215
"56","Ced Seabrough",3000,"NCST","UL",4,20,24,0.122205135815331,3.40372798069061,5.00045919418335,1.66681973139445
"57","Joshua Youngblood",3000,"RU","PSU",5,13,32,0.059933400063966,1.80957754059978,4.13769006729126,1.37923002243042
"58","Jayden Ballard",4300,"OSU","UMD",6,45,18,0.0406563161686897,1.21240917807831,3.69866514205933,0.860154684199843
"59","Kearis Jackson",4000,"UGA","UK",5,35.25,12.75,0.108520897215708,3.5734449756068,5.53897094726562,1.38474273681641
"60","Jaelin Carter",3500,"UL","NCST",6,24,20,0.055700957711886,1.73778450522629,3.70542144775391,1.0586918422154
"61","CJ Dippre",3500,"UMD","OSU",6,18,45,0.0883515339153894,2.504062460989,4.15261173248291,1.18646049499512
"62","Kevin Terry",3100,"KU","UT",6,27.5,36,0.0646329860339261,1.97892007076252,3.86392068862915,1.24642602859005
"63","Romello Brinson",3100,"MIA","CLEM",6,14.5,33.5,0.0674489384088178,1.84291120051578,2.66605758666992,0.860018576345136
"64","Julian Gray",3100,"NCST","UL",5,20,24,0.099857299459338,2.78128314312064,3.9888482093811,1.28672522883261
"65","Malick Meiga",3100,"PSU","RU",5,32,13,0.087066336326094,2.67565724858176,4.71033906936646,1.51946421592466
"66","Brenden Bates",3000,"UK","UGA",6,12.75,35.25,0.0528830931712859,1.24122960544378,3.14646482467651,1.0488216082255
"67","Tarique Milton",3000,"UT","KU",6,36,27.5,0.0596790528409127,2.03670794909001,4.08542490005493,1.36180830001831
"68","Taj Harris",3000,"RU","PSU",6,13,32,0.0527814636883888,1.59363812412699,5.23210477828979,1.7440349260966
"69","Darryl Jones",4700,"NCST","UL",6,20,24,0.0621052924482551,1.7297924530319,3.77430820465088,0.803044298861889
"70","Jake Briningstool",4300,"CLEM","MIA",6,33.5,14.5,0.0862979662192442,2.33597695381507,3.94738435745239,0.917996362198231
"71","Tai Felton",3200,"UMD","OSU",7,18,45,0.0785176213989707,2.22534934661799,3.16372990608215,0.988665595650673
"72","Harrison Wallace III",3200,"PSU","RU",6,32,13,0.079199206312959,2.43389051836882,4.11139488220215,1.28481090068817
"73","Chauncey Magwood",3000,"UK","UGA",7,12.75,35.25,0.0586523218475849,1.37664031998735,2.1575825214386,0.719194173812866
"74","Douglas Emilien",3000,"KU","UT",7,27.5,36,0.0471857218918929,1.44472316436489,3.37638306617737,1.12546102205912
"75","Brenen Thompson",3000,"UT","KU",7,36,27.5,0.0450390928540638,1.53707999823999,3.59788703918457,1.19929567972819
"76","Brashard Smith",3000,"MIA","CLEM",7,14.5,33.5,0.0598355867832033,1.63489115875815,4.79879713058472,1.59959904352824
"77","Duane Martin",3000,"UL","NCST",7,24,20,0.0483255233245719,1.50768225700493,3.21788382530212,1.07262794176737
"78","Mitch Rossi",3000,"OSU","UMD",7,45,18,0.0406563161686897,1.21240917807831,3.42391467094421,1.14130489031474
"79","Jaxon Smith-Njigba",5700,"OSU","UMD",8,45,18,0.0404328181569529,1.20574425940767,6.58269691467285,1.15485910783734
"80","Chris Lewis",3600,"UK","UGA",8,12.75,35.25,0.0499682206407781,1.17281405211671,2.00452542304993,0.556812617513869
