"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Jacob Cowing",7700,"ARIZ","UCLA",1,28.5,48.5,0.260963398842263,10.3865939399065,19.9206027984619,2.58709127252752
"2","Devaughn Vele",7400,"UTAH","STAN",1,38.75,15.25,0.356460608889059,8.86287147923868,19.079402923584,2.57829769237621
"3","Elijah Cooks",6800,"SJSU","SDSU",1,21.75,19.25,0.297387006186926,11.3620976658695,18.4332084655762,2.71076595082003
"4","Jake Bobo",6500,"UCLA","ARIZ",1,48.5,28.5,0.246459616238634,7.2807529296,18.1290321350098,2.78908186692458
"5","Latrell Caples",6200,"BSU","NEV",1,34,13,0.226716408269211,5.8980311145919,14.6128711700439,2.3569147048458
"6","B.J. Casteel",5600,"NEV","BSU",1,13,34,0.321289563928364,10.9362190575267,7.67863464355469,1.37118475777762
"7","Zion Bowens",5400,"HAW","UTST",1,22.25,32.75,0.232771162127454,7.7042029957469,11.2283267974854,2.0793197773121
"8","Brian Cobbs",5400,"UTST","HAW",1,32.75,22.25,0.341797875920226,9.72118681925351,17.7421741485596,3.28558780528881
"9","Brycen Tremayne",5200,"STAN","UTAH",1,15.25,38.75,0.264593792891854,9.57259472276152,11.9264879226685,2.29355536974393
"10","Jesse Matthews",4800,"SDSU","SJSU",1,19.25,21.75,0.262178555526918,7.4251686483665,11.941330909729,2.48777727286021
"11","Dorian Singer",6500,"ARIZ","UCLA",2,28.5,48.5,0.217943933929168,8.67437791441531,14.899151802063,2.29217720031738
"12","Kazmeir Allen",6200,"UCLA","ARIZ",2,48.5,28.5,0.216865396753487,6.40649935611766,15.0306444168091,2.42429748658211
"13","Stefan Cobbs",6000,"BSU","NEV",2,34,13,0.186665564565978,4.85610775257909,11.0321855545044,1.8386975924174
"14","Thomas Yassmin",5000,"UTAH","STAN",2,38.75,15.25,0.184284661875786,4.58196847862194,11.3348655700684,2.26697311401367
"15","Dalevon Campbell",4500,"NEV","BSU",2,13,34,0.248957317178525,8.47413692293336,10.4400453567505,2.32001007927789
"16","Elijah Higgins",4400,"STAN","UTAH",2,15.25,38.75,0.222827881662171,8.0615685680701,10.413987159729,2.36681526357477
"17","Tyrell Shavers",4300,"SDSU","SJSU",2,19.25,21.75,0.221853406189404,6.28311859015394,10.5355014801025,2.45011662327966
"18","Justin Lockhart",4200,"SJSU","SDSU",2,21.75,19.25,0.171491118270562,6.55206446173561,10.7587518692017,2.56160758790516
"19","Justin McGriff",4100,"UTST","HAW",2,32.75,22.25,0.244097316503858,6.94245278565243,12.4402837753296,3.03421555495844
"20","Jonah Panoke",3900,"HAW","UTST",2,22.25,32.75,0.164579243673832,5.44720355632125,7.97520780563354,2.04492507836758
"21","Tetairoa McMillan",5900,"ARIZ","UCLA",3,28.5,48.5,0.179732159579655,7.15351259133749,12.2581691741943,2.07765579223633
"22","Billy Bowens",5700,"BSU","NEV",3,34,13,0.165209755439247,4.29793452292938,7.90702629089355,1.38719759489361
"23","Jaylen Dixon",5500,"UTAH","STAN",3,38.75,15.25,0.135876434456254,3.37836873307305,8.59051609039307,1.5619120164351
"24","Dominick Mazotti",5000,"SJSU","SDSU",3,21.75,19.25,0.129155545620183,4.93457310808929,9.1569242477417,1.83138484954834
"25","Benjamin Yurosek",4900,"STAN","UTAH",3,15.25,38.75,0.175829178999326,6.36122810214362,8.65159225463867,1.76563107237524
"26","Jamaal Bell",4900,"NEV","BSU",3,13,34,0.149223205928049,5.07933606228001,7.30857801437378,1.49154653354567
"27","Kam Brown",3900,"UCLA","ARIZ",3,48.5,28.5,0.144715279007265,4.27508655442295,8.37358951568604,2.14707423479129
"28","Mark Redman",3300,"SDSU","SJSU",3,19.25,21.75,0.164318909948158,4.65368197650153,7.12683629989624,2.15964736360492
"29","Koali Nishigaya",3000,"HAW","UTST",3,22.25,32.75,0.151467360318607,5.01322964777541,6.04629611968994,2.01543203989665
"30","Charles Ross",5300,"SJSU","SDSU",4,21.75,19.25,0.129155545620183,4.93457310808929,7.97339677810669,1.50441448643522
"31","Solomon Enis",5100,"UTAH","STAN",4,38.75,15.25,0.0914271498820412,2.2732023087853,7.1239972114563,1.39686219832476
"32","Michael Ezeike",4200,"UCLA","ARIZ",4,48.5,28.5,0.125848964085484,3.71774990132796,8.04074478149414,1.91446304321289
"33","Brionne Penny",4000,"SDSU","SJSU",4,19.25,21.75,0.129677273403519,3.67259489604825,6.22218179702759,1.5555454492569
"34","John Humphreys",3800,"STAN","UTAH",4,15.25,38.75,0.15343648548485,5.5510950396016,7.49454164505005,1.97224780132896
"35","Dior Scott",3400,"HAW","UTST",4,22.25,32.75,0.114743961917525,3.79776758885976,6.07936382293701,1.78804818321677
"36","Riley Smith",3200,"BSU","NEV",4,34,13,0.131118858715662,3.41105928026372,6.40673780441284,2.00210556387901
"37","Josh Sterzer",3100,"UTST","HAW",3,32.75,22.25,0.151939507778562,4.32136196389224,6.10480117797852,1.96929070257371
"38","Alex Lines",3000,"ARIZ","UCLA",4,28.5,48.5,0.138710695939737,5.52081893568041,5.47908687591553,1.82636229197184
"39","Jacob Munro",3000,"NEV","BSU",4,13,34,0.126622459618385,4.31004026105945,4.52791309356689,1.5093043645223
"40","Makai Cope",3800,"UTAH","STAN",5,38.75,15.25,0.0763484840235324,1.89829334479389,4.99228048324585,1.3137580219068
"41","Darius De Los Reyes",3700,"SDSU","SJSU",5,19.25,21.75,0.102072076125287,2.89078707446515,4.15285921096802,1.12239438134271
"42","Broc Lane",3400,"UTST","HAW",4,32.75,22.25,0.107377835632733,3.05396865800455,5.48169326782227,1.61226272583008
"43","James Phillips",3300,"HAW","UTST",5,22.25,32.75,0.109499208575435,3.62417802544143,7.10909414291382,2.15427095239813
"44","Sam Olson",3300,"SJSU","SDSU",5,21.75,19.25,0.102554232996074,3.91823175561785,4.81926298141479,1.46038272164085
"45","Hudson Habermehl",3200,"UCLA","ARIZ",5,48.5,28.5,0.0864882311998325,2.554980212557,5.67187166213989,1.77245989441872
"46","Mudia Reuben",3200,"STAN","UTAH",5,15.25,38.75,0.0825737745093018,2.98739161439556,3.90795969963074,1.22123740613461
"47","Tyneil Hopper",3100,"BSU","NEV",5,34,13,0.0965511662337048,2.51178018805029,5.02744913101196,1.62175778419741
"48","AJ Jones",3000,"ARIZ","UCLA",5,28.5,48.5,0.105993425091461,4.21864012964646,5.9153938293457,1.97179794311523
"49","Elijah Barclay",3000,"NEV","BSU",5,13,34,0.0643114380043247,2.18906573036608,3.59254837036133,1.19751612345378
