"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Zach Charbonnet",7800,"UCLA","ARIZ",1,48.5,28.5,21.2905920938032,3.35389837597737,28.2413368225098,3.62068420801407
"2","Toa Taua",7700,"NEV","BSU",1,13,34,20.5601919065904,3.83442716616576,21.1544742584229,2.7473343192757
"3","George Holani",7500,"BSU","NEV",1,34,13,20.9630564065989,2.38357537266442,23.6377792358398,3.15170389811198
"4","Jordan Byrd",5800,"SDSU","SJSU",1,19.25,21.75,13.1397729394444,2.32062715723181,12.11012840271,2.08795317288103
"5","Calvin Tyler Jr.",5600,"UTST","HAW",1,32.75,22.25,23.0512600631135,2.17913174515735,21.9821529388428,3.92538445336478
"6","Kairee Robinson",5500,"SJSU","SDSU",1,21.75,19.25,16.7264121408001,3.21024686702045,19.5730037689209,3.55872795798562
"7","Caleb Robinson",5400,"STAN","UTAH",1,15.25,38.75,16.9271348062294,2.60020170880907,13.034984588623,2.41388603493019
"8","Dedrick Parson",5300,"HAW","UTST",1,22.25,32.75,19.8823516995291,3.27942470278089,16.6358070373535,3.1388315164818
"9","Jonah Coleman",5100,"ARIZ","UCLA",1,28.5,48.5,15.5697456448872,3.29862112729554,14.0460891723633,2.75413513183594
"10","Michael Wiley",5700,"ARIZ","UCLA",2,28.5,48.5,8.87514145122615,3.81788469840019,10.2276248931885,1.79432015669973
"11","Devonte Lee",5500,"NEV","BSU",2,13,34,5.04098533130002,2.81351190151704,5.04157257080078,0.916649558327415
"12","Keegan Jones",5400,"UCLA","ARIZ",2,48.5,28.5,5.54777711986355,2.0387457734225,7.47557497024536,1.38436573523062
"13","Chance Bell",5300,"SDSU","SJSU",2,19.25,21.75,9.94157264371852,1.90969193376872,6.93372821807861,1.30825060718464
"14","Jaylon Glover",5000,"UTAH","STAN",2,38.75,15.25,10.6010566546976,1.5489313994481,9.66670513153076,1.93334102630615
"15","Ashton Jeanty",4900,"BSU","NEV",2,34,13,11.5580156138324,2.39107026074748,10.3243808746338,2.1070165050273
"16","Nasjzae Bryant-Lelei",3600,"HAW","UTST",2,22.25,32.75,10.1234333641234,2.0820371700803,8.54134941101074,2.3725970586141
"17","Robert Briggs",3300,"UTST","HAW",2,32.75,22.25,6.77545722299038,1.7089833040203,8.99932098388672,2.72706696481416
"18","Shamar Garrett",3200,"SJSU","SDSU",2,21.75,19.25,3.24973371167311,2.09301235962373,4.82125473022461,1.50664210319519
"19","Micah Bernard",6300,"UTAH","STAN",3,38.75,15.25,3.32123144963817,2.69988868410336,6.16506147384644,0.978581186324831
"20","Kenan Christon",5200,"SDSU","SJSU",3,19.25,21.75,7.0920533876925,2.55116082968752,5.06854295730591,0.974719799481905
"21","Pailate Makakona",4900,"UTST","HAW",3,32.75,22.25,2.51766377699944,2.16798422193043,7.36286306381226,1.50262511506373
"22","DJ Williams",4700,"ARIZ","UCLA",3,28.5,48.5,5.75212846860224,2.32643644673205,6.11422920227051,1.30089983027032
"23","Tylan Hines",4300,"HAW","UTST",3,22.25,32.75,3.79765020451087,2.51183879822639,5.7858829498291,1.34555417437886
"24","TJ Harden",3200,"UCLA","ARIZ",3,48.5,28.5,5.74532326925549,1.57768556562188,7.47557497024536,2.33611717820168
"25","Tyler Crowe",3100,"BSU","NEV",3,34,13,4.16817328186017,2.3344228508174,5.14058780670166,1.65825413119408
"26","Cross Patton",3000,"NEV","BSU",3,13,34,2.67049837439216,2.41401692214846,4.29539680480957,1.43179893493652
"27","Kenyon Sims",3000,"SJSU","SDSU",3,21.75,19.25,2.63457665725686,1.95595171029855,4.82125473022461,1.60708491007487
"28","Wesley Kommer",3500,"NEV","BSU",4,13,34,2.13579872788823,2.26121881497798,4.29539680480957,1.22725622994559
"29","Jordan Johnson",3300,"HAW","UTST",4,22.25,32.75,4.2011320142582,2.04269162168166,5.16467523574829,1.56505310174191
"30","Stevie Rocker Jr.",3000,"ARIZ","UCLA",4,28.5,48.5,2.91416139821054,2.60701472395434,5.36805248260498,1.78935082753499
"31","Shield Taylor",3000,"STAN","UTAH",4,15.25,38.75,1.54274286275636,1.96884719896706,3.86721611022949,1.28907203674316
"32","Jaylon Armstead",3000,"SDSU","SJSU",4,19.25,21.75,3.48158592874943,1.79291061605828,4.053297996521,1.35109933217367
"33","Jay Symonds",3000,"STAN","UTAH",5,15.25,38.75,2.0026256692333,2.09354682406004,3.2460081577301,1.08200271924337
