"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Braelon Allen",8200,"WISC","MSU",1,28.5,21,19.5682348064785,2.64733374057254,21.0188255310059,2.56327140622023
"2","Jahmyr Gibbs",7900,"BAMA","TENN",1,36.25,28.75,15.5689267780754,4.38736854200843,21.3554306030273,2.70321906367435
"3","Sean Tucker",7300,"SYR","NCST",1,23.25,19.75,23.9065120266886,4.05993171909884,25.0033626556396,3.42511817200543
"4","Dominic Richardson",7000,"OKST","TCU",1,32.5,36,17.433963891878,3.49421993375914,17.739200592041,2.53417151314872
"5","Christopher Brooks",6800,"BYU","ARK",1,32.5,34,16.3571500069646,3.18577708761945,17.6705627441406,2.59861216825597
"6","Jabari Small",6600,"TENN","BAMA",1,28.75,36.25,17.4252740318233,2.61054346777402,18.7121925354004,2.83518068718188
"7","Raheim Sanders",6500,"ARK","BYU",1,34,32.5,24.642677597979,3.01541774831157,21.8634834289551,3.36361283522386
"8","Sean Tyler",6400,"WMU","OHIO",1,29,30.5,16.3454523890111,2.39167528338692,15.9418973922729,2.49092146754265
"9","Shaun Shivers",6300,"IU","UMD",1,25,36.5,13.5967897096279,4.54333952597464,16.5995903015137,2.63485560341487
"10","Kendre Miller",6200,"TCU","OKST",1,36,32.5,18.7920719110556,1.97256183919667,22.3880481719971,3.61097551161243
"11","Jalen Berger",6100,"MSU","WISC",1,21,28.5,12.3633383899532,3.16898117971609,10.4410037994385,1.71163996712106
"12","Roman Hemby",5800,"UMD","IU",1,36.5,25,20.2185222596831,3.7226024719392,20.3187236785889,3.50322822044636
"13","Sieh Bangura",5500,"OHIO","WMU",1,30.5,29,18.2422231363113,2.66538258664163,19.1950607299805,3.49001104181463
"14","Jordan Houston",4700,"NCST","SYR",1,19.75,23.25,13.8961223670524,3.01084444208569,13.0373802185059,2.77391068478848
"15","Jarek Broussard",5300,"MSU","WISC",2,21,28.5,6.62749795557235,2.7243744472048,6.3679518699646,1.20150035282351
"16","Josh Henderson",5200,"IU","UMD",2,25,36.5,8.65885572862706,4.16518447284822,10.8583345413208,2.08814125794631
"17","La'Darius Jefferson",5200,"WMU","OHIO",2,29,30.5,9.64563838211097,2.39077008281516,10.7655019760132,2.070288841541
"18","Jase McClellan",5000,"BAMA","TENN",2,36.25,28.75,9.22130502006508,2.12511176625849,10.2310419082642,2.04620838165283
"19","LeQuint Allen",5000,"SYR","NCST",2,23.25,19.75,4.39875850782516,1.90749432340023,7.80657243728638,1.56131448745728
"20","Lopini Katoa",4900,"BYU","ARK",2,32.5,34,8.87372545045557,2.75127333163544,9.5009708404541,1.938973640909
"21","Emari Demercado",4700,"TCU","OKST",2,36,32.5,7.03244918640663,3.16862530020271,9.96197128295898,2.11956835807638
"22","Jaden Nixon",4600,"OKST","TCU",2,32.5,36,3.80509776037753,2.27325795190843,6.71062517166138,1.45883155905682
"23","Jaylen Wright",4300,"TENN","BAMA",2,28.75,36.25,9.90048338008186,3.99759185360842,13.6025791168213,3.16339049228402
"24","AJ Green",3800,"ARK","BYU",2,34,32.5,7.04082490654948,2.23626305105506,8.64793586730957,2.27577259666041
"25","Demie Sumo-Karngbaye",3800,"NCST","SYR",2,19.75,23.25,9.33371828243274,3.2835994232274,7.86098146438599,2.06867933273315
"26","Julian Ross",3200,"OHIO","WMU",2,30.5,29,8.49046195616363,1.92346740379745,10.2873859405518,3.21480810642242
"27","Colby McDonald",5100,"UMD","IU",3,36.5,25,4.74574835033152,1.94814784830319,9.0448112487793,1.77349240172143
"28","Miles Davis",4700,"BYU","ARK",3,32.5,34,3.01558556876662,2.53520528352878,6.56419134140015,1.39663645561705
"29","Dominique Johnson",4400,"ARK","BYU",3,34,32.5,5.50270785255942,1.91981789574964,7.75765514373779,1.76310344175859
"30","Nolan McCormick",4300,"OHIO","WMU",3,30.5,29,2.75006441091175,2.84350417831774,6.72939729690552,1.56497611555942
"31","Zahir Abdus-Salaam",4100,"WMU","OHIO",3,29,30.5,4.28250777089047,2.13593038873538,8.01003456115723,1.95366696613591
"32","Emani Bailey",3600,"TCU","OKST",3,36,32.5,4.18745751119641,2.0314469377748,11.8728704452515,3.29801956812541
"33","Isaac Guerendo",3600,"WISC","MSU",3,28.5,21,4.20222072191076,2.20450930104187,7.82695913314819,2.17415531476339
"34","Jaylin Lucas",3400,"IU","UMD",3,25,36.5,3.10768299621356,3.56799851140168,6.86832427978516,2.0200953764074
"35","Ollie Gordon",3300,"OKST","TCU",3,32.5,36,2.2438512609043,2.31284545643942,6.58565616607666,1.99565338365959
"36","Roydell Williams",3100,"BAMA","TENN",3,36.25,28.75,5.14306737766431,1.81498051910224,7.47557497024536,2.41147579685334
"37","Harold Joiner",3000,"MSU","WISC",3,21,28.5,3.69229283127148,2.06945064435872,5.47767496109009,1.8258916536967
"38","Ramon Brown",3700,"UMD","IU",4,36.5,25,4.2840829045976,2.1422816580126,8.42360305786133,2.27664947509766
"39","Trent Battle",3300,"TCU","OKST",4,36,32.5,2.7772487441151,1.84410854192681,8.0771598815918,2.44762420654297
"40","Trey Sanders",3000,"BAMA","TENN",4,36.25,28.75,4.98717711190143,1.8356107389283,7.47557497024536,2.49185832341512
"41","Deondre Jackson",3000,"OKST","TCU",4,32.5,36,1.89037558754929,2.38631334242258,5.96444845199585,1.98814948399862
"42","Delbert Mimms III",3000,"NCST","SYR",4,19.75,23.25,3.01003285558828,2.03080463504128,4.35934162139893,1.45311387379964
