"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Grayson McCall",10600,"ODU","COAST CAR",34.5,22,30.5941715240479,7.05035886983387,23.2939319610596,2.19754075104336
"2","QB","Dillon Gabriel",10400,"KU","OKLAHOMA",35.75,26.75,31.3550262451172,4.37156196734747,24.6977615356445,2.37478476304274
"3","QB","Jason Bean",9900,"OU","KANSAS",26.75,35.75,26.1523265838623,5.5968772829101,14.4055242538452,1.45510345998437
"4","QB","Jaxson Dart",9500,"AUB","OLE MISS",34.25,19.75,28.157133102417,7.52639061752291,21.6491298675537,2.27885577553197
"5","QB","Quinn Ewers",9400,"ISU","TEXAS",33,16,31.7331924438477,4.4726248919595,18.0779247283936,1.923183481744
"6","QB","Tyler Van Dyke",9100,"VT","MIAMI FL",26.75,19.75,35.2717552185059,5.48884452183984,17.1793651580811,1.88784232506385
"7","QB","Sean Clifford",8600,"MICH","PENN STATE",22.5,29.5,31.5214767456055,4.21313825010168,13.9562921524048,1.62282466888428
"8","QB","Robby Ashford",8200,"MISS","AUBURN",19.75,34.25,33.2489547729492,5.91245840812769,14.117359161377,1.72162916602158
"9","QB","Hunter Dekkers",7600,"TEX","IOWA STATE",16,33,39.8482933044434,3.88865472569836,13.8166122436523,1.81797529521741
"10","QB","Tanner Morgan",7600,"ILL","MINNESOTA",23,16.5,26.4835529327393,5.54442314418554,14.917763710022,1.96286364605552
"11","QB","J.J. McCarthy",7300,"PSU","MICHIGAN",29.5,22.5,27.3122272491455,6.12650787562626,15.5973081588745,2.13661755601021
"12","QB","Hayden Wolff",7200,"CCU","DOMINION",22,34.5,39.3194618225098,3.46069578636666,16.5347747802734,2.2964964972602
"13","QB","Grant Wells",6800,"MIA","VA TECH",19.75,26.75,35.0966415405273,6.52040070048076,15.7657737731934,2.31849614311667
"14","QB","Tommy DeVito",6000,"MINN","ILLINOIS",16.5,23,26.9939308166504,7.13781327712877,12.0572719573975,2.00954532623291
