"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_ra","est_re","est_fdpts","value"
"39","RB","Keilan Robinson",4800,"OU","TEXAS",3,37.25,28.75,3.97834019364551,2.26506349668013,5.87143278121948,1.22321516275406
"40","RB","Dylan Sampson",4500,"LSU","TENNESSEE",3,33.75,30.75,5.4230841985683,1.8852590819332,10.1540193557739,2.25644874572754
"41","RB","Jaylin Lucas",4400,"MICH","INDIANA",3,18.25,40.75,2.12149566969488,2.17007607643256,2.31430006027222,0.525977286425504
"42","RB","Ky Thomas",4200,"TCU","KANSAS",2,30.75,37.75,10.3252105202022,2.38239347577339,9.74458122253418,2.32013838631766
"43","RB","Armoni Goodwin",6500,"TENN","LSU",4,30.75,33.75,3.58744924589287,1.99277150546119,8.46141147613525,1.30175561171312
"44","RB","Kobe Lewis",4800,"MD","PURDUE",3,28.25,31.25,4.42121062876106,1.84886119228425,5.31816053390503,1.10795011123021
"45","RB","Sevion Morrison",4800,"TCU","KANSAS",3,30.75,37.75,3.55085419657646,1.67405068979358,7.37031173706055,1.53548161188761
"46","RB","Trent Battle",4800,"KU","TCU",4,37.75,30.75,2.19376288139271,1.68609590406124,6.01846170425415,1.25384618838628
"47","RB","Jalen Mitchell",4500,"UVA","LOUISVILLE",4,26.5,24,2.7988315496912,2.11225230875951,4.26529026031494,0.947842280069987
"48","RB","Lorenzo Lingard",4500,"MIZZ","FLORIDA",4,32.25,21.75,2.90829423351003,1.86542566072946,5.90956020355225,1.31323560078939
"49","RB","David Holloman",4200,"MICH","INDIANA",4,18.25,40.75,2.56530657584363,1.72289624837847,2.82112574577332,0.671696606136504
"50","RB","Jonathon Brooks",4200,"OU","TEXAS",4,37.25,28.75,3.9907624669844,1.64270654249065,6.37825870513916,1.51863302503313
"51","RB","Tavierre Dunlap",4200,"IND","MICHIGAN",4,40.75,18.25,3.30232442460352,1.02118511941523,15.3081684112549,3.64480200267973
"52","RB","Justin Williams-Thomas",4100,"LSU","TENNESSEE",4,33.75,30.75,3.47374648952807,1.33960283757377,8.13119983673096,1.9832194723734
"53","RB","Bentavious Thompson",4000,"TEX","OKLAHOMA",4,28.75,37.25,3.62334278339657,1.32971800738716,9.54110527038574,2.38527631759644
"54","RB","Taj Butts",4000,"UF","MISSOURI",3,21.75,32.25,4.60341511373135,1.68819075928549,5.37205123901367,1.34301280975342
"55","RB","Torry Locklin",5000,"TCU","KANSAS",4,30.75,37.75,2.77355208369345,1.57966864746852,5.99388265609741,1.19877653121948
"56","RB","Isaiah Gash",4600,"IND","MICHIGAN",5,40.75,18.25,2.79822314802565,1.02118511941523,14.6595640182495,3.18686174309772
"57","RB","Michael Cox",4400,"UF","MISSOURI",4,21.75,32.25,2.47633086536806,1.1680010793181,6.29718494415283,1.43117839639837
"58","RB","Corey Wren",4400,"KU","TCU",5,37.75,30.75,2.22475692050707,2.02916779289689,5.51163578033447,1.25264449553056
"59","RB","Charlie Spegal",4100,"MICH","INDIANA",5,18.25,40.75,1.57233750755574,1.72289624837847,2.82112574577332,0.688079450188614
"60","RB","Gavin Sawchuk",4100,"TEX","OKLAHOMA",5,28.75,37.25,1.70221284477368,1.32971800738716,8.16467571258545,1.99138432014279
"61","RB","Jaydon Blue",4100,"OU","TEXAS",5,37.25,28.75,2.5487590208178,1.26039329882274,7.30339002609253,1.78131464051037
"62","RB","BJ Harris",4600,"UF","MISSOURI",5,21.75,32.25,2.11596462541282,1.56446627561388,3.99562215805054,0.868613512619682
"63","RB","Leon Franklin",4500,"IND","MICHIGAN",6,40.75,18.25,2.13150855642266,1.62778783621613,6.01846170425415,1.3374359342787
"64","RB","Trent Howland",4200,"MICH","INDIANA",6,18.25,40.75,1.70138827476408,1.72289624837847,2.82112574577332,0.671696606136504
"65","RB","Spencer Roe",4000,"TCU","KANSAS",5,30.75,37.75,1.69152346798901,0.999174029854166,14.6349849700928,3.65874624252319
