"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_ra","est_re","est_fdpts","value"
"1","RB","Bijan Robinson",10700,"OU","TEXAS",1,37.25,28.75,25.3718913227919,2.65557015475146,21.6676425933838,2.02501332648447
"2","RB","Blake Corum",10500,"IND","MICHIGAN",1,40.75,18.25,22.7954686485021,1.94305156987097,23.7706451416016,2.26387096586682
"3","RB","Raheim Sanders",9400,"MSST","ARKANSAS",1,24.25,33.25,21.0409573210437,3.24396902333342,19.2418384552002,2.04700409097874
"4","RB","Kendre Miller",9100,"KU","TCU",1,37.75,30.75,11.9034928774472,1.90348228063009,15.9187774658203,1.7493162050352
"5","RB","Roman Hemby",8200,"PUR","MARYLAND",1,31.25,28.25,17.1128222455656,3.23365018194913,15.3808069229126,1.8757081613308
"6","RB","Eric Gray",8000,"TEX","OKLAHOMA",1,28.75,37.25,14.2464796574429,3.08527060795795,15.7634258270264,1.9704282283783
"7","RB","Jabari Small",7500,"LSU","TENNESSEE",1,33.75,30.75,16.3275271534405,2.23664543712537,16.7254238128662,2.23005650838216
"8","RB","Dillon Johnson",7100,"ARK","MISS STATE",1,33.25,24.25,13.1048621874438,4.64565259947169,13.5394220352173,1.9069608500306
"9","RB","Tiyon Evans",7100,"UVA","LOUISVILLE",1,26.5,24,15.5436924807903,2.28374782765343,14.7427597045898,2.07644502881547
"10","RB","Nathaniel Peat",6800,"UF","MISSOURI",1,21.75,32.25,15.9767280278099,2.31166311499142,12.23756980896,1.7996426189647
"11","RB","Shaun Shivers",6700,"MICH","INDIANA",1,18.25,40.75,17.5053368077525,3.2519560048568,14.664740562439,2.18876724812522
"12","RB","Perris Jones",6600,"LOU","VIRGINIA",1,24,26.5,14.3745626601349,2.42401165338205,11.6104183197021,1.75915429086396
"13","RB","Devin Neal",6100,"TCU","KANSAS",1,30.75,37.75,12.4794921298865,1.60755459831351,13.9197521209717,2.28192657720847
"14","RB","Josh Williams",6000,"TENN","LSU",1,30.75,33.75,15.7752440548063,2.77249728104657,14.1050605773926,2.35084342956543
"15","RB","Nay'Quan Wright",5400,"MIZZ","FLORIDA",1,32.25,21.75,10.105193645067,2.33586511191956,12.715030670166,2.35463530929
"16","RB","Cody Schrader",6900,"UF","MISSOURI",2,21.75,32.25,8.87164041245024,1.7294322538427,8.4913272857666,1.23062714286472
"17","RB","Jo'quavious Marks",6600,"ARK","MISS STATE",2,33.25,24.25,9.36469109834749,3.48955764383628,10.6156358718872,1.60842967755867
"18","RB","Dylan Downing",6500,"MD","PURDUE",1,28.25,31.25,14.1975463067874,2.11582828299269,12.4758987426758,1.91936903733474
"19","RB","Marcus Major",6500,"TEX","OKLAHOMA",2,28.75,37.25,10.339580183973,2.15889422137989,11.3425092697144,1.7450014261099
"20","RB","Emari Demercado",6300,"KU","TCU",2,37.75,30.75,5.75364704975661,2.89712130208691,8.61675930023193,1.36773957146539
"21","RB","Jaylen Wright",6200,"LSU","TENNESSEE",2,33.75,30.75,10.4413689112635,3.52791173422357,12.2341642379761,1.97325229644775
"22","RB","Donovan Edwards",6100,"IND","MICHIGAN",2,40.75,18.25,6.98620216175997,2.7193333682945,7.53434705734253,1.23513886185943
"23","RB","Trevor Etienne",5700,"MIZZ","FLORIDA",2,32.25,21.75,8.95436407275971,2.30180148447226,9.28486347198486,1.6289234161377
"24","RB","Roschon Johnson",5700,"OU","TEXAS",2,37.25,28.75,10.3092988425824,3.6283712289728,8.75252819061279,1.53553126151102
"25","RB","Josh Henderson",5500,"MICH","INDIANA",2,18.25,40.75,9.08580959385756,3.17384551013142,5.68960571289062,1.03447376598011
"26","RB","John Emery Jr.",5500,"TENN","LSU",2,30.75,33.75,11.5934993964832,2.63083296958766,9.61381244659424,1.74796589938077
"27","RB","Jawhar Jordan",5400,"UVA","LOUISVILLE",2,26.5,24,8.6997080480958,1.88066232415987,7.64059448242188,1.4149249041522
"28","RB","Mike Hollins",5300,"LOU","VIRGINIA",2,24,26.5,7.80017102290707,2.2490040259812,8.18025398254395,1.5434441476498
"29","RB","AJ Green",5100,"MSST","ARKANSAS",2,24.25,33.25,6.16550203100751,2.60699326388616,5.08844709396362,0.997734724306593
"30","RB","Montrell Johnson Jr.",7500,"MIZZ","FLORIDA",3,32.25,21.75,7.99803215495145,1.85637490290369,11.013560295105,1.468474706014
"31","RB","Trevion Cooley",7000,"UVA","LOUISVILLE",3,26.5,24,5.30072280702109,2.45425681222409,6.76211786270142,0.966016837528774
"32","RB","Devin Mockobee",6600,"MD","PURDUE",2,28.25,31.25,9.68316915719803,2.54633056144826,9.04573154449463,1.37056538552949
"33","RB","Jovantae Barnes",5800,"TEX","OKLAHOMA",3,28.75,37.25,5.23475271880154,2.55275323681831,7.85311508178711,1.35398535892881
"34","RB","Noah Cain",5400,"TENN","LSU",3,30.75,33.75,6.10688159365816,2.36812836786474,8.46141147613525,1.56692805113616
"35","RB","Emani Bailey",5000,"KU","TCU",3,37.75,30.75,3.30769394528929,1.99744093136381,7.88893508911133,1.57778701782227
"36","RB","Colby McDonald",5000,"PUR","MARYLAND",2,31.25,28.25,9.08398236594938,1.79094468094202,9.39376544952393,1.87875308990479
"37","RB","Simeon Price",4900,"ARK","MISS STATE",3,33.25,24.25,2.52920600448173,2.85163797077011,5.51163578033447,1.12482362863969
"38","RB","CJ Stokes",4800,"IND","MICHIGAN",3,40.75,18.25,3.78820805514722,1.64322863264379,7.39489078521729,1.54060224692027
