"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Bo Nix",9600,"ORE","COL",47,16,30.1180438995361,6.45806480240117,33.6135292053223,3.50140929222107
"2","Stetson Bennett",8600,"UGA","TENN",36.75,28.25,33.1611404418945,6.59394797592472,20.9334926605225,2.43412705354912
"3","John Rhys Plumlee",8300,"UCF","MEM",31.5,28.5,31.8154048919678,9.22645697007204,27.264232635498,3.28484730548169
"4","Spencer Sanders",8100,"OKST","KU",30.75,32.25,38.820858001709,7.22946001565674,29.7972679138184,3.67867505108869
"5","Hendon Hooker",8000,"TENN","UGA",28.25,36.75,33.4241600036621,5.3762700048278,26.0316600799561,3.25395750999451
"6","Jason Bean",7100,"KU","OKST",32.25,30.75,27.6041698455811,6.13199150744549,23.3444309234619,3.287948017389
"7","Sean Clifford",7000,"PSU","IU",32.25,18.75,32.4739608764648,6.0868654005543,18.4932899475098,2.64189856392997
"8","Seth Henigan",6400,"MEM","UCF",28.5,31.5,34.9330062866211,8.50522451213067,23.1813678741455,3.62208873033524
"9","Garrett Shrader",5900,"SYR","PITT",22,26,32.0021095275879,7.53040152956601,17.3056812286377,2.93316630993859
"10","Connor Bazelak",5900,"IU","PSU",18.75,32.25,46.7677955627441,4.37324851492917,16.0352764129639,2.71784345982438
"11","Kedon Slovis",5500,"PITT","SYR",26,22,28.2366333007812,5.36808702120925,14.5757398605347,2.65013452009721
"12","J.T. Shrout",4900,"COL","ORE",16,47,33.3167572021484,4.27010692693079,12.9754095077515,2.64804275668397
