"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","DeWayne McBride",7900,"UAB","WKU",1,27.75,29.75,23.2168978247954,1.90670042150524,26.8938846588135,3.40428919731816
"2","Kye Robichaux",7000,"WKU","UAB",1,29.75,27.75,12.9177448782879,3.82424542277887,18.5748882293701,2.65355546133859
"3","Deneric Prince",5600,"TLSA","TEMP",1,32.75,19.75,14.7575398728282,2.35305408485232,15.1944875717163,2.7133013520922
"4","Edward Saydee",4400,"TEMP","TLSA",1,19.75,32.75,12.1985786227543,2.17103503321508,10.4410037994385,2.37295540896329
"5","Jermaine Brown Jr.",6700,"UAB","WKU",2,27.75,29.75,9.61791798754673,2.45704907103152,8.88358783721924,1.32590863242078
"6","Steven Anderson",6000,"TLSA","TEMP",2,32.75,19.75,9.61094157682955,1.63584369820757,10.5147304534912,1.75245507558187
"7","Davion Ervin-Poindexter",3900,"WKU","UAB",2,29.75,27.75,6.12578295121812,2.483635805624,8.47195148468018,2.1722952524821
"8","Darvon Hubbard",3200,"TEMP","TLSA",2,19.75,32.75,5.72408164038601,3.20287110084634,5.47767496109009,1.71177342534065
"9","Jordan Ford",3700,"TLSA","TEMP",3,32.75,19.75,6.29269638276208,2.51403243614854,7.26262426376343,1.96287142263876
"10","Jakairi Moses",3300,"WKU","UAB",3,29.75,27.75,2.78024157423572,3.69148848467579,9.15185451507568,2.77328924699263
"11","Jakari Norwood",3000,"TEMP","TLSA",3,19.75,32.75,3.94220287745117,2.42587278773177,5.47767496109009,1.8258916536967
"12","Lee Witherspoon",3000,"UAB","WKU",3,27.75,29.75,6.78409085555815,1.81958396574495,10.0679349899292,3.3559783299764
"13","Trey Blair",3000,"TEMP","TLSA",4,19.75,32.75,1.77646678579955,2.18929746563035,4.73149919509888,1.57716639836629
"14","Onasis Neely",3000,"TEMP","TLSA",5,19.75,32.75,1.63761094219395,1.74760897655462,4.73149919509888,1.57716639836629
