"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Carson Steele",7500,"BALL","TOL",1,19.5,30.5,29.031810267559,3.36581803643646,19.397367477417,2.5863156636556
"2","Samson Evans",7100,"EMU","AKR",1,32,25,21.0024809906692,2.24481829851257,20.261417388916,2.85372075900226
"3","Sieh Bangura",7000,"OHIO","MIAOH",1,27,25,16.5419067557459,3.41777464904204,21.6227569580078,3.0889652797154
"4","Keyon Mozee",5800,"MIAOH","OHIO",1,25,27,14.6702013381554,1.58316230062327,15.6597537994385,2.69995755162732
"5","Jacquez Stuart",4100,"TOL","BALL",1,30.5,19.5,18.3698090171577,2.406309492232,16.766731262207,4.08944664931879
"6","Clyde Price III",3000,"AKR","EMU",1,25,32,17.0344855522476,3.50152968395488,15.5847101211548,5.19490337371826
"7","Will Jones",6200,"BALL","TOL",2,19.5,30.5,4.32466803486447,2.1553810463986,4.81173181533813,0.776085776667441
"8","Tyre Shelton",4200,"MIAOH","OHIO",2,25,27,10.3638831598204,2.23828703190416,10.4833583831787,2.49603771028065
"9","Jaylon Jackson",3700,"EMU","AKR",2,32,25,6.48720553228247,1.86171331677134,8.99932098388672,2.43224891456398
"10","Cam Wiley",3000,"AKR","EMU",2,25,32,5.72829880908477,2.69545475674605,6.04526996612549,2.0150899887085
"11","Julian Ross",3000,"OHIO","MIAOH",2,27,25,7.82539490927202,1.85520626665851,11.2427015304565,3.74756717681885
"12","Jonzell Norrils",6400,"AKR","EMU",3,25,32,2.86081322244639,3.50574620626624,5.29909324645996,0.827983319759369
"13","Nolan McCormick",5000,"OHIO","MIAOH",3,27,25,2.51063686018657,1.9213645974066,7.68471479415894,1.53694295883179
"14","Micah Kelly",3600,"TOL","BALL",3,30.5,19.5,4.35565574959517,2.16637073625616,7.47557497024536,2.07654860284593
"15","Donny Marcus",3000,"BALL","TOL",3,19.5,30.5,2.13316724549932,1.97035999855702,4.06555604934692,1.35518534978231
"16","Willie Shaw III",3200,"TOL","BALL",4,30.5,19.5,3.03915293224402,1.76298648441388,6.72939729690552,2.10293665528297
"17","Rico Barfield",3000,"BALL","TOL",4,19.5,30.5,2.38786707884271,1.83869894888065,4.06555604934692,1.35518534978231
"18","Anthony Williams Jr.",3000,"AKR","EMU",4,25,32,2.1706785389891,2.62867652850019,5.29909324645996,1.76636441548665
"19","Jordan Brunson",3000,"MIAOH","OHIO",4,25,27,2.92414908503986,1.34512146381015,6.98171520233154,2.32723840077718
