"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Marvin Mims",8500,"OU","TCU",1,37.5,31.5,0.216898643392392,6.99955347651413,17.7814388275146,2.09193397970761
"2","Xavier Hutchinson",7800,"ISU","KU",1,31,28,0.352777801098732,10.9638118839146,23.4476547241211,3.00610958001552
"3","A.T. Perry",7200,"WAKE","FSU",1,28.75,35.25,0.290373823876613,10.2780696279756,19.5579376220703,2.71638022528754
"4","Jadon Haselwood",6700,"ARK","BAMA",1,21.75,38.75,0.270914935627183,7.50763393858531,11.578667640686,1.72815934935612
"5","Isaiah Williams",6600,"IL","WISC",1,18.25,25.25,0.286314655449764,8.18663820328056,12.1446933746338,1.8401050567627
"6","Quentin Johnston",6500,"TCU","OU",1,31.5,37.5,0.247088264497103,7.63119857184653,16.5118923187256,2.54029112595778
"7","Charlie Jones",6400,"PUR","MINN",1,20,32,0.310498667014537,11.594438387522,21.4371891021729,3.34956079721451
"8","Lawrence Arnold",6200,"KU","ISU",1,28,31,0.248031651750931,6.89691564987533,14.4158458709717,2.32513643080188
"9","Rakim Jarrett",6100,"UMD","MSU",1,33,25.5,0.232828115288746,7.76950770891164,15.9857177734375,2.62060947105533
"10","Ronnie Bell",6000,"MICH","IOWA",1,26.25,15.75,0.282648218385905,7.50310884833451,14.6943845748901,2.44906409581502
"11","Tayvion Robinson",5800,"UK","MISS",1,23.75,30.75,0.23240812827543,7.64730495336981,14.6111106872559,2.51915701504411
"12","Michael Brown-Stephens",5600,"MINN","PUR",1,32,20,0.238779988190079,6.47766047193127,11.026762008667,1.96906464440482
"13","Johnny Wilson",5500,"FSU","WAKE",1,35.25,28.75,0.275683332653997,7.60695134446888,15.2478523254395,2.77233678644354
"14","Myles Price",5400,"TTU","KSU",1,24.75,32.25,0.225755656123755,8.66112301562712,17.2772026062012,3.19948196411133
"15","Phillip Brooks",5200,"KSU","TTU",1,32.25,24.75,0.291815758962697,7.87534584648785,13.491322517395,2.59448509949904
"16","Ja'Corey Brooks",5000,"BAMA","ARK",1,38.75,21.75,0.231806396734237,8.65241976236096,16.207820892334,3.2415641784668
"17","Caleb Ducking",4700,"MSST","TA&M",1,24.5,20.5,0.181869399512007,7.86076961455934,15.1718463897705,3.22805242335543
"18","Braydon Johnson",4300,"OKST","BAY",1,26.75,29.25,0.257997615702391,10.723930366623,21.8013572692871,5.07008308588072
"19","Dane Kinamon",4300,"AF","NAVY",1,26.25,12.25,0.453854572238186,5.10082580289408,7.5661883354187,1.75957868265551
"20","Keon Coleman",4200,"MSU","UMD",1,25.5,33,0.292126868165705,9.97100129413126,17.8092937469482,4.24030803498768
"21","Malik Heath",4000,"MISS","UK",1,30.75,23.75,0.236044061379596,6.89885195894795,16.31662940979,4.07915735244751
"22","Skyler Bell",3800,"WISC","IL",1,25.25,18.25,0.293063688211856,7.10633104917336,11.699613571167,3.07884567662289
"23","Ben Sims",3700,"BAY","OKST",1,29.25,26.75,0.208763214136672,5.86657290794681,13.6873760223389,3.69929081684834
"24","Evan Stewart",3600,"TA&M","MSST",1,20.5,24.5,0.342889666508287,9.67157711150399,12.9929218292236,3.60914495256212
"25","Sam LaPorta",3500,"IOWA","MICH",1,15.75,26.25,0.35768853543427,9.6549426959411,11.3583726882935,3.24524933951242
"26","Brennan Presley",6900,"OKST","BAY",2,26.75,29.25,0.208509621667384,8.66691212414652,14.2208042144775,2.06098611804022
"27","Jayden Reed",6000,"MSU","UMD",2,25.5,33,0.188385494687048,6.43005562314323,11.2778625488281,1.87964375813802
"28","Traeshon Holden",5900,"BAMA","ARK",2,38.75,21.75,0.175702860233832,6.55829572267373,12.6844902038574,2.14991359387414
"29","Rufus Harvey",5900,"MSST","TA&M",2,24.5,20.5,0.145806481591009,6.30205610823902,11.2357559204102,1.90436541023901
"30","Jonathan Mingo",5800,"MISS","UK",2,30.75,23.75,0.198783749994334,5.80984607297549,10.3675117492676,1.78750202573579
"31","Theo Wease",5800,"OU","TCU",2,37.5,31.5,0.175915934087514,5.67699718521928,11.9885330200195,2.06698845172751
"32","Dane Key",5700,"UK","MISS",2,23.75,30.75,0.180973374810244,5.9548630931457,8.89654445648193,1.56079727306701
"33","Jerand Bradley",5000,"TTU","KSU",2,24.75,32.25,0.130328400414381,5.00005327795675,11.304856300354,2.2609712600708
"34","Brian Hightower",5000,"IL","WISC",2,18.25,25.25,0.17365811217259,4.96543263979427,8.04602718353271,1.60920543670654
"35","Hal Presley",4900,"BAY","OKST",2,29.25,26.75,0.190608298721745,5.35639138310428,10.2711524963379,2.0961535706812
"36","Taylor Morin",4900,"WAKE","FSU",2,28.75,35.25,0.197947745230239,7.00655686182543,13.1769886016846,2.68918134728256
"37","Taye Barber",4700,"TCU","OU",2,31.5,37.5,0.156632329594959,4.83751185975107,10.6411828994751,2.26408146797342
"38","Jaylin Noel",4500,"ISU","KU",2,31,28,0.195425342277118,6.07353037351775,12.6524705886841,2.81166013081869
"39","Roman Wilson",4400,"MICH","IOWA",2,26.25,15.75,0.134119004333724,3.5602895142691,9.72530555725098,2.21029671755704
"40","Chimere Dike",4400,"WISC","IL",2,25.25,18.25,0.180289989704855,4.37174717725035,8.33024215698242,1.89323685385964
"41","Malik Knowles",4200,"KSU","TTU",2,32.25,24.75,0.202539935626507,5.4660243382813,11.2734222412109,2.68414815266927
"42","Payne Durham",4200,"PUR","MINN",2,20,32,0.169371987799319,6.32457812457982,11.2689771652222,2.68308980124337
"43","Ontaria Wilson",4100,"FSU","WAKE",2,35.25,28.75,0.178631556037413,4.92899422784045,12.2194480895996,2.98035319258527
"44","Luke Grimm",4000,"KU","ISU",2,28,31,0.173988289091192,4.83802186316556,8.59361839294434,2.14840459823608
"45","Brevyn Spann-Ford",3600,"MINN","PUR",2,32,20,0.190652957871964,5.17206294558025,7.60964584350586,2.11379051208496
"46","Corey Dyches",3500,"UMD","MSU",2,33,25.5,0.155504706641307,5.18921443625187,10.4585857391357,2.98816735403878
"47","David Cormier",3500,"AF","NAVY",2,26.25,12.25,0.298024881593396,3.34947161254608,9.08046340942383,2.59441811697824
"48","Matt Landers",3200,"ARK","BAMA",2,21.75,38.75,0.238921940240434,6.62103941618844,9.1456298828125,2.85800933837891
"49","Mark Walker",3200,"NAVY","AF",1,12.25,26.25,0.335545040117579,3.48575532082487,5.78147983551025,1.80671244859695
"50","Donovan Green",3000,"TA&M","MSST",2,20.5,24.5,0.255799157064635,7.21509428324678,8.27666282653809,2.75888760884603
"51","Brody Brecht",3000,"IOWA","MICH",2,15.75,26.25,0.216300254778627,5.83850573368144,6.39813423156738,2.13271141052246
"52","Mycah Pittman",7200,"FSU","WAKE",3,35.25,28.75,0.147878229622431,4.08041533310926,8.10853862762451,1.1261859205034
"53","Jermaine Burton",6800,"BAMA","ARK",3,38.75,21.75,0.163281076002567,6.09463944363839,10.7961978912354,1.58767616047579
"54","Tre Mosley",5900,"MSU","UMD",3,25.5,33,0.135054202989109,4.60972878406523,8.0694751739502,1.36770765660173
"55","Donavon Greene",5800,"WAKE","FSU",3,28.75,35.25,0.156821623317011,5.55085696811743,9.07647228240967,1.56490901420856
"56","Rara Thomas",5600,"MSST","TA&M",3,24.5,20.5,0.13593400471178,5.87534734645222,9.37310886383057,1.67376943996974
"57","Jalil Farooq",5000,"OU","TCU",3,37.5,31.5,0.175915934087514,5.67699718521928,9.91280841827393,1.98256168365479
"58","Jeshaun Jones",4900,"UMD","MSU",3,33,25.5,0.144265949479685,4.81417549261951,8.58313751220703,1.75166071677695
"59","Loic Fouonji",4800,"TTU","KSU",3,24.75,32.25,0.119233729883036,4.57440588581721,8.57288646697998,1.78601801395416
"60","Daniel Jackson",4700,"MINN","PUR",3,32,20,0.147523868973958,4.00205034752857,4.74530744552612,1.00963988202683
"61","Chase Lane",4600,"TA&M","MSST",3,20.5,24.5,0.15477850387592,4.36569655388843,5.62356805801392,1.22251479522042
"62","Barion Brown",4300,"UK","MISS",3,23.75,30.75,0.151752606190028,4.99336432686407,8.21277713775635,1.90994817157124
"63","Cornelius Johnson",4300,"MICH","IOWA",3,26.25,15.75,0.125041546626261,3.31932159437845,8.85410308837891,2.05909374148347
"64","Seth Jones",4000,"BAY","OKST",3,29.25,26.75,0.136143552476965,3.82584680857667,7.18322229385376,1.79580557346344
"65","Dimitri Stanley",3900,"ISU","KU",3,31,28,0.123280408146639,3.83137260814688,7.52680158615112,1.92994912465413
"66","Savion Williams",3900,"TCU","OU",3,31.5,37.5,0.120970888601352,3.73612593138946,6.99526691436768,1.7936581831712
