"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Mohamed Ibrahim",9500,"MINN","PUR",1,32,20,18.7476328299528,1.82495351538927,28.7250633239746,3.02369087620785
"2","Braelon Allen",8700,"WISC","IL",1,25.25,18.25,20.7591390111486,2.72924772989564,26.5570507049561,3.05253456378805
"3","Jahmyr Gibbs",8000,"BAMA","ARK",1,38.75,21.75,12.1909506003509,4.99753219704431,14.8375768661499,1.85469710826874
"4","Eric Gray",7600,"OU","TCU",1,37.5,31.5,14.9761212402581,3.06442780838296,19.9085788726807,2.61954985166851
"5","Chase Brown",7500,"IL","WISC",1,18.25,25.25,19.3283578528963,1.97381433660075,20.6224479675293,2.74965972900391
"6","Deuce Vaughn",7200,"KSU","TTU",1,32.25,24.75,21.6206311005059,3.51391188663812,22.2055416107178,3.08410300148858
"7","Brad Roberts",7000,"AF","NAVY",1,26.25,12.25,15.1900295177632,1.13501205410051,29.8310108184814,4.26157297406878
"8","Dominic Richardson",6800,"OKST","BAY",1,26.75,29.25,13.8539666062956,3.32821675953418,14.5566234588623,2.14067992042093
"9","Blake Corum",6500,"MICH","IOWA",1,26.25,15.75,14.8699965075387,1.7919369086918,25.3063144683838,3.89327914898212
"10","Devon Achane",6400,"TA&M","MSST",1,20.5,24.5,21.1295394178769,3.44179452094058,20.9709300994873,3.27670782804489
"11","Justice Ellison",6300,"WAKE","FSU",1,28.75,35.25,15.0169907124499,1.94875572644851,15.1729259490967,2.40840094430106
"12","Treshaun Ward",6200,"FSU","WAKE",1,35.25,28.75,13.1255178808887,2.36421698391614,20.2807369232178,3.271086600519
"13","Raheim Sanders",6100,"ARK","BAMA",1,21.75,38.75,18.9973848014274,2.81866057060998,16.1719703674316,2.65114268318551
"14","Chris Rodriguez Jr.",6000,"UK","MISS",1,23.75,30.75,16.9501463221113,2.68236770009373,19.2585983276367,3.20976638793945
"15","Jalen Berger",5900,"MSU","UMD",1,25.5,33,16.9927651829977,2.84867729890043,17.4754505157471,2.96194076538086
"16","Taye McWilliams",5700,"BAY","OKST",1,29.25,26.75,19.0602449981588,2.60377528014578,13.8320045471191,2.42666746440687
"17","Jirehl Brock",5400,"ISU","KU",1,31,28,17.3627689887782,2.93571972120131,21.0402870178223,3.89634944774486
"18","Roman Hemby",5300,"UMD","MSU",1,33,25.5,15.1153827883177,3.18812027425377,20.2807369232178,3.82655413645618
"19","Jo'quavious Marks",5200,"MSST","TA&M",1,24.5,20.5,12.3136979634176,3.34599361168007,14.0988454818726,2.71131643882165
"20","Kendre Miller",5200,"TCU","OU",1,31.5,37.5,17.558346251497,2.50244466110907,19.8918933868408,3.825364112854
"21","Quinshon Judkins",5000,"MISS","UK",1,30.75,23.75,15.9247161748057,1.80313757008654,19.929349899292,3.9858699798584
"22","Devin Neal",4900,"KU","ISU",1,28,31,10.8287622196002,1.74843044116893,15.4887418746948,3.16096772952956
"23","SaRodorick Thompson",4900,"TTU","KSU",1,24.75,32.25,14.6956838479447,2.38701669143732,13.9771308898926,2.85247569181481
"24","Anton Hall Jr.",4200,"NAVY","AF",1,12.25,26.25,14.6568829160575,1.04911421579409,16.1503734588623,3.84532701401483
"25","Gavin Williams",4000,"IOWA","MICH",1,15.75,26.25,18.1249789794665,2.41162768861601,11.0466175079346,2.76165437698364
"26","Zach Evans",6900,"MISS","UK",2,30.75,23.75,10.9604989093958,3.10401099238443,14.3801021575928,2.08407277646272
"27","Marcus Major",6500,"OU","TCU",2,37.5,31.5,9.67946014038274,2.047676138433,12.6385955810547,1.94439932016226
"28","Chez Mellusi",5900,"WISC","IL",2,25.25,18.25,11.3519085145541,2.24175822859307,9.99992275238037,1.6949021614204
"29","Christian Turner",5800,"WAKE","FSU",2,28.75,35.25,11.9327532407402,2.22840210813618,10.2448129653931,1.7663470629988
"30","Dillon Johnson",5600,"MSST","TA&M",2,24.5,20.5,9.9203850749551,4.65893556955539,11.2615880966187,2.01099787439619
"31","Tahj Brooks",5500,"TTU","KSU",2,24.75,32.25,7.89383298763515,3.44785259957661,10.9125556945801,1.9841010353782
"32","Kavosiey Smoke",5300,"UK","MISS",2,23.75,30.75,11.0099278313565,2.48057742546285,8.69770812988281,1.64107700563827
"33","Colby McDonald",5000,"UMD","MSU",2,33,25.5,9.12738864381543,1.88354984062418,11.2036352157593,2.24072704315186
"34","Jase McClellan",4900,"BAMA","ARK",2,38.75,21.75,9.05442355736579,2.39459159990643,11.7002754211426,2.38781131043726
"35","Richard Reese",4900,"BAY","OKST",2,29.25,26.75,12.2036452550991,1.70046806460014,11.6937294006348,2.38647538788465
"36","Cartevious Norton",4900,"ISU","KU",2,31,28,5.31991541455843,2.00536484379341,7.47557497024536,1.52562754494803
