"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_ra","est_re","est_fdpts","value"
"1","RB","Mohamed Ibrahim",9800,"PSU","MINNESOTA",1,19,24,21.3684647143495,1.76487669701833,21.6903896331787,2.21330506461007
"2","RB","Jahmyr Gibbs",9700,"MSST","ALABAMA",1,41,20,19.9194933073256,3.33679605278343,18.7150554656982,1.92938716141219
"3","RB","Kendre Miller",9100,"KSU","TCU",1,29,25.5,17.3386423933394,2.04165990723892,18.6630382537842,2.05088332459167
"4","RB","Israel Abanikanda",9000,"LOU","PITTSBURGH",1,26.25,28.75,23.1203874825962,2.10388138057828,23.0673732757568,2.56304147508409
"5","RB","Brad Roberts",8800,"BOIS","AIR FORCE",1,24.75,22.25,24.438179544812,0.981238802963759,31.2412242889404,3.55013912374323
"6","RB","Deuce Vaughn",8600,"TCU","KANSAS ST",1,25.5,29,19.1264361100214,3.17928641478007,16.0624675750732,1.86772878779921
"7","RB","Devon Achane",8500,"SCAR","TEXAS A&M",1,23.75,20.75,24.402302253262,4.33219820742188,22.2757968902588,2.62068198708927
"8","RB","Keaton Mitchell",8300,"UCF","E CAROLINA",1,29.25,34.25,19.8170711707612,3.90264811587764,20.7774658203125,2.50330913497741
"9","RB","Isaiah Bowser",8200,"ECU","UCF",1,34.25,29.25,12.8973677155928,2.2049743458851,15.3108034133911,1.86717114797453
"10","RB","George Holani",8000,"AF","BOISE ST",1,22.25,24.75,19.5767612886016,2.36939228920366,15.1442317962646,1.89302897453308
"11","RB","MarShawn Lloyd",8000,"TXAM","S CAROLINA",1,20.75,23.75,16.0714958304452,3.20438417545337,15.1442317962646,1.89302897453308
"12","RB","Deshaun Fenwick",7400,"CU","OREGON ST",1,36,12.5,13.6841541826027,2.08983080354385,12.3171062469482,1.66447381715517
"13","RB","Tiyon Evans",7000,"PITT","LOUISVILLE",1,28.75,26.25,12.807240718564,2.39026564034071,14.0458030700684,2.00654329572405
