"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Bo Nix",9300,"ORE","UCLA",38.5,32.5,31.975227355957,6.67626852783849,35.6122550964355,3.82927474155221
"2","C.J. Stroud",9200,"OSU","IOWA",39.75,10.25,26.4774494171143,6.57929417723437,24.5293426513672,2.66623289688774
"3","Sam Hartman",8900,"WAKE","BC",40.25,19.75,33.3996849060059,5.17132072106369,24.8516426086426,2.7923193942295
"4","Dorian Thompson-Robinson",7900,"UCLA","ORE",32.5,38.5,31.7916793823242,6.692381157623,26.9328575134277,3.40922247005414
"5","Spencer Sanders",7800,"OKST","UT",26.25,32.25,38.9737396240234,7.59562296961394,29.0521564483643,3.72463544209798
"6","Jayden Daniels",7700,"LSU","MISS",33,31.5,33.3025932312012,9.9789221557271,27.8023624420166,3.61069642104112
"7","Tanner Mordecai",7600,"SMU","CINCY",28.25,31.75,39.8379096984863,4.94547912479021,26.0360488891602,3.42579590646844
"8","Ben Bryant",7500,"CINCY","SMU",31.75,28.25,32.7695083618164,6.51067673282756,21.5364761352539,2.87153015136719
"9","DJ Uiagalelei",7400,"CLEM","SYR",32,18,25.8054618835449,9.40709209054967,26.0415592193604,3.51912962423789
"10","Jason Bean",7300,"KU","BAY",23.25,33.75,25.3875732421875,5.41819257858782,15.7539854049683,2.15808019246141
"11","JT Daniels",7100,"WVU","TTU",30.25,35.25,33.852180480957,5.89224900947875,19.1899108886719,2.70280435051717
"12","Donovan Smith",7000,"TTU","WVU",35.25,30.25,45.7974243164062,8.13560547511059,22.1595497131348,3.16564995901925
"13","Blake Shapen",6900,"BAY","KU",33.75,23.25,31.4546852111816,4.03282261873517,20.7525463104248,3.00761540730794
"14","Jaxson Dart",6700,"MISS","LSU",31.5,33,34.3247909545898,8.29064968292204,28.1055393218994,4.19485661520887
"15","Emory Jones",6500,"ASU","STAN",25.5,27.5,29.5886669158936,4.24355103183416,16.7804985046387,2.5816151545598
"16","Quinn Ewers",6400,"UT","OKST",32.25,26.25,31.6057834625244,4.35451958774138,22.1528053283691,3.46137583255768
"17","Michael Pratt",6300,"TUL","MEM",31.25,24.25,31.1163558959961,6.387580915115,23.985725402832,3.80725800044953
"18","Seth Henigan",6200,"MEM","TUL",24.25,31.25,34.6817779541016,6.779199188848,18.8484668731689,3.04007530212402
"19","Garrett Shrader",6100,"SYR","CLEM",18,32,29.9083251953125,6.60343686983197,16.6232814788818,2.7251281112921
"20","Aidan O'Connell",6000,"PUR","WISC",25,26.5,34.8167877197266,2.99218783175263,17.9996509552002,2.9999418258667
"21","Doug Brumfield",5800,"UNLV","ND",11,36,26.8501205444336,5.71108718504706,18.0096969604492,3.10512016559469
"22","Phil Jurkovec",5600,"BC","WAKE",19.75,40.25,31.1756000518799,4.14548801108339,14.5755567550659,2.60277799197606
"23","Tanner McKee",5400,"STAN","ASU",27.5,25.5,30.6061897277832,4.32019881911771,18.441801071167,3.41514834651241
"24","Graham Mertz",5200,"WISC","PUR",26.5,25,27.5191287994385,3.65825674424764,16.0099563598633,3.07883776151217
"25","Drew Pyne",5000,"ND","UNLV",36,11,25.9347114562988,5.44102539068263,20.3636150360107,4.07272300720215
"26","Spencer Petras",4800,"IOWA","OSU",10.25,39.75,26.2420139312744,3.05460907815905,9.67826843261719,2.01630592346191
