"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Rashee Rice",7900,"SMU","CINCY",1,28.25,31.75,0.298435771940188,11.8890573333513,24.6350040435791,3.1183549422252
"2","Charlie Jones",7800,"PUR","WISC",1,25,26.5,0.272969197983197,9.50391062020497,16.778528213501,2.15109336070525
"3","Monaray Baldwin",7500,"BAY","KU",1,33.75,23.25,0.218908608045014,6.88570135607386,16.7464466094971,2.23285954793294
"4","A.T. Perry",7400,"WAKE","BC",1,40.25,19.75,0.291529925419762,9.73700764969143,21.061336517334,2.84612655639648
"5","Tyler Scott",7300,"CINCY","SMU",1,31.75,28.25,0.309729826596091,10.1496941425445,21.7809562683105,2.9836926394946
"6","Elijhah Badger",7200,"ASU","STAN",1,25.5,27.5,0.257886587657851,7.63052034428453,13.6973323822021,1.90240727530585
"7","Bryce Ford-Wheaton",7100,"WVU","TTU",1,30.25,35.25,0.263497266032109,8.91995700595771,19.3008842468262,2.71843440096143
"8","Troy Franklin",7000,"ORE","UCLA",1,38.5,32.5,0.215667744346131,6.89602515881395,18.7825736999512,2.68322481427874
"9","Emeka Egbuka",6900,"OSU","IOWA",1,39.75,10.25,0.277965042210727,7.35980534486055,17.9357318878174,2.59938143301701
"10","Jake Bobo",6800,"UCLA","ORE",1,32.5,38.5,0.245867704563813,7.81654723396074,16.6772003173828,2.45252945843865
"11","Jonathan Mingo",6600,"MISS","LSU",1,31.5,33,0.307288029871063,10.547597388172,20.0646419525146,3.04009726553252
"12","Luke Grimm",6500,"KU","BAY",1,23.25,33.75,0.314818866038394,7.99248701957214,12.7622032165527,1.96341587946965
"13","Ricky White",6400,"UNLV","ND",1,11,36,0.288174158970112,7.73751090613827,9.30187034606934,1.45341724157333
"14","Oronde Gadsden II",6300,"SYR","CLEM",1,18,32,0.284389874147002,8.50562483824254,15.8096008300781,2.50946044921875
"15","Brennan Presley",6100,"OKST","UT",1,26.25,32.25,0.258554518275005,10.0768364738649,17.1876449584961,2.81764671450756
"16","Xavier Worthy",6100,"UT","OKST",1,32.25,26.25,0.287330175673684,9.08129531459155,17.734130859375,2.90723456711066
"17","Chimere Dike",6000,"WISC","PUR",1,26.5,25,0.312975034040933,8.61280027278108,15.3050508499146,2.55084180831909
"18","Zay Flowers",5900,"BC","WAKE",1,19.75,40.25,0.347161322094072,10.8229625310866,18.9152412414551,3.20597309177205
"19","Malik Nabers",5800,"LSU","MISS",1,33,31.5,0.240641164197193,8.0139748059418,18.2632942199707,3.14884383102943
"20","Myles Price",5500,"TTU","WVU",1,35.25,30.25,0.231285563632161,10.5922830959212,18.5425224304199,3.3713677146218
"21","Beaux Collins",5200,"CLEM","SYR",1,32,18,0.233873010400113,6.03520105547001,12.3092212677002,2.36715793609619
"22","Javon Ivory",5100,"MEM","TUL",1,24.25,31.25,0.222022547323618,7.70013668708174,14.6111106872559,2.86492366416782
