"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Bijan Robinson",9400,"UT","OKST",1,32.25,26.25,24.9684533815022,2.85839640359345,23.029167175293,2.44991140162691
"2","TreVeyon Henderson",8000,"OSU","IOWA",1,39.75,10.25,16.7935166482164,2.16003713362312,22.5566482543945,2.81958103179932
"3","Braelon Allen",7400,"WISC","PUR",1,26.5,25,21.3981801593936,2.76350727469172,22.9611015319824,3.102851558376
"4","Sean Tucker",6900,"SYR","CLEM",1,18,32,21.7210068442618,4.25051831013659,21.3666667938232,3.09661837591641
"5","Will Shipley",6800,"CLEM","SYR",1,32,18,14.7360525503878,2.80362938125132,20.504524230957,3.01537121043486
"6","Zach Charbonnet",6700,"UCLA","ORE",1,32.5,38.5,17.0406586657582,4.00140356922115,24.303560256958,3.62739705327731
"7","Xazavian Valladay",6600,"ASU","STAN",1,25.5,27.5,22.4613929704593,3.4527501342013,22.5693988800049,3.41960589090983
"8","Dominic Richardson",6500,"OKST","UT",1,26.25,32.25,16.559584468435,3.23337524014042,17.599250793457,2.70757704514724
"9","Zach Evans",6400,"MISS","LSU",1,31.5,33,17.7736349340806,2.77114752713864,18.7814998626709,2.93460935354233
"10","Aidan Robbins",6300,"UNLV","ND",1,11,36,20.0920379389837,2.50593567500121,16.1674385070801,2.5662600804889
"11","Justice Ellison",6200,"WAKE","BC",1,40.25,19.75,15.8433403228909,1.86635553367775,18.435510635376,2.97346945731871
"12","Charles McClelland",6100,"CINCY","SMU",1,31.75,28.25,21.7149047670089,3.2502368082998,21.7000732421875,3.55738905609631
"13","Tre Siggers",6000,"SMU","CINCY",1,28.25,31.75,17.215106797265,2.52809499982715,17.1393585205078,2.85655975341797
"14","Richard Reese",5900,"BAY","KU",1,33.75,23.25,17.3424856725837,2.27784868136533,20.6674385070801,3.50295567916611
"15","Casey Filkins",5800,"STAN","ASU",1,27.5,25.5,24.7604943949431,4.04545910172912,23.6332626342773,4.07470045418575
"16","Tyjae Spears",5700,"TUL","MEM",1,31.25,24.25,18.9585426685306,3.72899156435614,22.0935192108154,3.87605600189744
"17","Chris Tyree",5600,"ND","UNLV",1,36,11,15.8244856268243,2.76963936596522,15.4074373245239,2.75132809366499
"18","Bucky Irving",5500,"ORE","UCLA",1,38.5,32.5,12.520330295082,3.15303066348301,17.9571857452393,3.26494286277077
"19","Tahj Brooks",5400,"TTU","WVU",1,35.25,30.25,17.1567968618939,4.50564090983538,18.5779209136963,3.44035572475857
"20","Devin Neal",5300,"KU","BAY",1,23.25,33.75,14.0484358295287,1.64637973228694,13.2080698013306,2.49208864176048
"21","Brandon Thomas",5200,"MEM","TUL",1,24.25,31.25,12.4982129789848,1.95040567964287,13.0855379104614,2.51644959816566
"22","CJ Donaldson",5100,"WVU","TTU",1,30.25,35.25,18.844248926958,2.5847505794555,18.4301128387451,3.61374761544022
