"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Drake Maye",11800,"UVA","N CAROLINA",33.5,26.5,33.9277763366699,7.80327386799365,26.4230899810791,2.23924491365077
"2","QB","Max Duggan",11000,"TTU","TCU",38.5,30.5,26.2908477783203,9.56164665589353,25.0131568908691,2.27392335371538
"3","QB","C.J. Stroud",10700,"NW","OHIO STATE",46.75,8.75,31.8028030395508,4.8092400410651,19.2943820953369,1.80321327993803
"4","QB","Will Levis",9500,"MIZZ","KENTUCKY",19.5,20.5,27.5162296295166,5.28113299434193,11.5760927200317,1.21853607579281
"5","QB","Behren Morton",9000,"TCU","TEXAS TECH",30.5,38.5,41.5936889648438,5.31943968991618,25.3325595855713,2.81472884284125
"6","QB","Brennan Armstrong",8600,"UNC","VIRGINIA",26.5,33.5,34.9057273864746,5.73353614092724,16.6381072998047,1.93466363951217
"7","QB","Taulia Tagovailoa",8500,"WIS","MARYLAND",22.25,26.75,33.8517723083496,3.65924195697312,15.2166595458984,1.79019524069393
"8","QB","Anthony Richardson",8000,"TXAM","FLORIDA",26.25,28.75,25.8005123138428,5.54629234123945,16.9661979675293,2.12077474594116
"9","QB","Casey Thompson",7800,"MINN","NEBRASKA",15,29.5,31.4920196533203,2.93920333922244,13.6684322357178,1.7523631071433
"10","QB","Aidan O'Connell",7600,"IOWA","PURDUE",21.25,17.75,33.1983108520508,4.73135639801535,14.0562257766724,1.84950339166742
"11","QB","Brady Cook",7400,"UK","MISSOURI",20.5,19.5,24.896951675415,8.40235968110551,13.5636510848999,1.83292582228377
"12","QB","Graham Mertz",7300,"MD","WISCONSIN",26.75,22.25,27.4805583953857,4.03213622066812,16.6948184967041,2.28696143790467
"13","QB","Tanner Morgan",7000,"NEB","MINNESOTA",29.5,15,23.9324226379395,6.23145078817652,15.5364255905151,2.21948937007359
"14","QB","Alex Padilla",5800,"PUR","IOWA",17.75,21.25,29.8255043029785,2.23455098384414,11.8118896484375,2.03653269800647
"15","QB","Haynes King",5500,"UF","TEXAS A&M",28.75,26.25,37.8142776489258,6.97234270024978,16.9384670257568,3.07972127741033
