"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_ra","est_re","est_fdpts","value"
"1","RB","Aidan Robbins",10000,"SJST","UNLV",1,22.5,29,26.1331455147285,2.88614290920576,22.9541187286377,2.29541187286377
"2","RB","Anthony Grant",9400,"RUT","NEBRASKA",1,26.75,23.75,20.3993589698703,1.82171099160249,18.8690624237061,2.00734706635171
"3","RB","Toa Taua",8600,"CSU","NEVADA",1,24,20.5,17.2366774513361,2.87736239844661,15.8356895446777,1.84135924938113
"4","RB","Kairee Robinson",8400,"UNLV","S JOSE ST",1,29,22.5,20.3166925072862,2.19959488138298,18.0388240814209,2.14747905731201
"5","RB","Brandon Campbell",8200,"MEM","HOUSTON",1,27.5,30,19.8265665235333,3.03530595640123,15.0424575805664,1.83444604641054
"6","RB","Brandon Thomas",7600,"HOU","MEMPHIS",1,30,27.5,13.1924563550043,1.95872479948452,14.8467559814453,1.95352052387438
"7","RB","Samuel Brown V",6500,"NEB","RUTGERS",1,23.75,26.75,11.3441670073126,2.13794800053907,12.0358114242554,1.85166329603929
"8","RB","A'Jon Vivens",5900,"NEV","COLO STATE",1,20.5,24,14.8021951829296,2.30649579566474,11.8396453857422,2.00671955690546
"9","RB","Ta'Zhawn Henry",7000,"MEM","HOUSTON",2,27.5,30,6.45750614884217,3.10884624909793,5.73472929000854,0.819247041429792
"10","RB","Devonte Lee",6700,"CSU","NEVADA",2,24,20.5,9.24017818316632,1.9666439063957,8.73352241516113,1.303510808233
"11","RB","Kyle Monangai",5800,"NEB","RUTGERS",2,23.75,26.75,7.55801605433927,2.33591460606484,7.48524808883667,1.29056001531667
"12","RB","Asa Martin",5400,"HOU","MEMPHIS",2,30,27.5,8.47226299844109,3.60482559103906,8.88693904876709,1.64572945347539
"13","RB","Avery Morrow",5300,"NEV","COLO STATE",2,20.5,24,9.3287234295367,1.97740197494518,6.46617746353149,1.22003348368519
"14","RB","Courtney Reese",5200,"SJST","UNLV",2,22.5,29,5.37266224388677,2.39698253870325,5.4863715171814,1.05507144561181
"15","RB","Gabe Ervin Jr.",4900,"RUT","NEBRASKA",2,26.75,23.75,8.37398631950965,2.43358534772903,7.15576601028442,1.46036041026213
"16","RB","Shamar Garrett",4800,"UNLV","S JOSE ST",2,29,22.5,5.4079315967073,2.30609506435858,7.28598928451538,1.51791443427404
"17","RB","Jevyon Ducker",6000,"HOU","MEMPHIS",3,30,27.5,7.14007006211547,2.00921150454932,7.53434705734253,1.25572450955709
"18","RB","Stacy Sneed",5100,"MEM","HOUSTON",3,27.5,30,4.052331595712,2.21404564337946,5.08844709396362,0.997734724306593
"19","RB","Kenyon Sims",4600,"UNLV","S JOSE ST",3,29,22.5,2.31259240986537,1.45678981807245,6.41638612747192,1.39486654945042
"20","RB","Rahmir Johnson",4500,"RUT","NEBRASKA",3,26.75,23.75,2.98062317447887,2.96965418477549,6.15776395797729,1.36839199066162
"21","RB","Jordan Younge-Humphrey",4400,"SJST","UNLV",3,22.5,29,3.49378659710877,1.76558942402318,5.99319744110107,1.36209032752297
"22","RB","Cross Patton",4200,"CSU","NEVADA",3,24,20.5,4.18982408791167,1.50285079613517,7.24147462844849,1.72416062582107
"23","RB","David Aggrey",4000,"NEV","COLO STATE",3,20.5,24,6.58544816006438,1.62207336589227,5.62040901184082,1.40510225296021
"24","RB","Jaquez Yant",5200,"RUT","NEBRASKA",4,26.75,23.75,2.61115065752084,1.92336202998881,3.78046202659607,0.727011928191552
"25","RB","Jaylen Thomas",4400,"NEV","COLO STATE",4,20.5,24,3.88443969755796,2.18092217489344,4.46730089187622,1.0152956572446
"26","RB","Wesley Kommer",4300,"CSU","NEVADA",4,24,20.5,2.61438580068414,2.31322995365165,5.35821962356567,1.24609758687574
"27","RB","Kelan Walker",4100,"MEM","HOUSTON",4,27.5,30,2.69795099185181,1.2645426524531,6.52040672302246,1.59034310317621
"28","RB","Chad Magyar",4000,"SJST","UNLV",4,22.5,29,1.68720367828313,2.3822496777631,4.10994243621826,1.02748560905457
"29","RB","Terrell Johnson",4000,"CSU","NEVADA",5,24,20.5,1.96666826286171,1.00748675117214,14.5061483383179,3.62653708457947
