"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Cameron Rising",9100,"UTAH","ARIZ",42.5,25,29.0487098693848,7.58205334326613,33.3894462585449,3.66916991852142
"2","Bryce Young",9000,"BAMA","LSU",35,21.5,31.4933547973633,3.8493560506931,19.1875419616699,2.13194910685221
"3","Sam Hartman",8800,"WAKE","NCST",28.5,25.5,33.5827560424805,4.47869343295815,20.5891609191895,2.33967737718062
"4","Jaren Hall",8200,"BYU","BSU",23.25,31.25,31.1925525665283,3.45474909885563,21.0742855072021,2.57003481795148
"5","Adrian Martinez",8100,"KSU","UT",26,28.5,28.174955368042,10.7660320960894,31.2659015655518,3.85998784759898
"6","Jordan Travis",8000,"FSU","MIA",30.5,23,33.0481262207031,5.08766003031815,24.0797595977783,3.00996994972229
"7","Jayden Daniels",7900,"LSU","BAMA",21.5,35,33.1355514526367,9.98818875116558,31.7368469238281,4.01732239542128
"8","Jayden de Laura",7700,"ARIZ","UTAH",25,42.5,36.9449653625488,4.34943282041644,31.9199657440186,4.14545009662579
"9","Will Rogers",7600,"MSST","AUB",31.75,19.25,46.6404876708984,3.32117805830168,18.5502853393555,2.44082701833625
"10","DJ Uiagalelei",7200,"CLEM","ND",23.75,20.25,27.6312599182129,10.3871884667495,16.7227668762207,2.32260651058621
"11","Taylen Green",6300,"BSU","BYU",31.25,23.25,23.1309757232666,7.26348199624465,19.3111209869385,3.06525729951404
"12","Quinn Ewers",6200,"UT","KSU",28.5,26,30.8715190887451,4.02531423914434,18.1553745269775,2.92828621402864
"13","J.J. McCarthy",6000,"MICH","RU",35.5,9.5,26.541202545166,7.70261256239468,19.9867172241211,3.33111953735352
"14","Drew Pyne",5700,"ND","CLEM",20.25,23.75,26.4455432891846,6.85331336421484,15.5462341308594,2.727409496642
"15","Jack Chambers",5700,"NCST","WAKE",25.5,28.5,33.4628982543945,9.2023705398077,18.5845050811768,3.26043948792575
"16","Tyler Van Dyke",5500,"MIA","FSU",23,30.5,38.5616111755371,7.59146488509867,16.2031898498535,2.94603451815518
"17","Gavin Wimsatt",5400,"RU","MICH",9.5,35.5,22.1838245391846,3.83102693617715,10.8275861740112,2.00510855074282
"18","Robby Ashford",5100,"AUB","MSST",19.25,31.75,29.904447555542,6.0694532050519,16.9806118011475,3.32953172571519
