"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Jacob Cowing",8000,"ARIZ","UTAH",1,25,42.5,0.266128686224624,9.83211509454938,19.19602394104,2.39950299263
"2","A.T. Perry",7300,"WAKE","NCST",1,28.5,25.5,0.273515745783245,9.18541256441582,18.2478141784668,2.49970057239271
"3","Dalton Kincaid",6600,"UTAH","ARIZ",1,42.5,25,0.340726348862789,9.89766085296992,21.8316078186035,3.30781936645508
"4","Michael Mayer",6500,"ND","CLEM",1,20.25,23.75,0.39913767439042,10.5554126464363,15.5831470489502,2.39740723830003
"5","Xavier Worthy",6400,"UT","KSU",1,28.5,26,0.319241311026418,9.85546422726809,18.762336730957,2.93161511421204
"6","Stefan Cobbs",6300,"BSU","BYU",1,31.25,23.25,0.229781523858744,5.31507085003182,13.2229995727539,2.09888882107205
"7","Johnny Wilson",6200,"FSU","MIA",1,30.5,23,0.257842291693771,8.52120460093111,19.7041625976562,3.17809074155746
"8","Thayer Thomas",6200,"NCST","WAKE",1,25.5,28.5,0.265098466818143,8.87096302253149,14.0338535308838,2.26352476304577
"9","Ja'Corey Brooks",6000,"BAMA","LSU",1,35,21.5,0.203124608893097,6.39707537594596,14.0886106491089,2.34810177485148
"10","Ronnie Bell",5900,"MICH","RU",1,35.5,9.5,0.314804424628405,8.35528799617694,18.3551216125488,3.11103756144895
"11","Caleb Ducking",5700,"MSST","AUB",1,31.75,19.25,0.232234512562999,10.8315309199517,20.5860958099365,3.61159575612921
"12","Beaux Collins",5400,"CLEM","ND",1,23.75,20.25,0.241846452980993,6.68252220261566,11.0563049316406,2.04746387622975
"13","Gunner Romney",5200,"BYU","BSU",1,23.25,31.25,0.336629593627165,10.5003362946644,16.6181087493896,3.19579014411339
"14","Kayshon Boutte",5100,"LSU","BAMA",1,21.5,35,0.245931924147547,8.14908992643699,13.5912160873413,2.66494433085124
"15","Malik Knowles",4800,"KSU","UT",1,26,28.5,0.326820215478952,9.20814498449332,17.2033977508545,3.58404119809469
"16","Ja'Varrius Johnson",4700,"AUB","MSST",1,19.25,31.75,0.238252281999473,7.12480287204145,9.935471534729,2.11393011377213
"17","Johnny Langan",4200,"RU","MICH",1,9.5,35.5,0.344354177095783,7.63909264402815,8.86495590209961,2.11070378621419
"18","Colbie Young",3000,"MIA","FSU",1,23,30.5,0.241216187878236,9.30168484620585,17.478723526001,5.82624117533366
"19","Devaughn Vele",7400,"UTAH","ARIZ",2,42.5,25,0.185858087878413,5.39893767165864,13.0318460464478,1.76106027654699
"20","Dorian Singer",6800,"ARIZ","UTAH",2,25,42.5,0.210394667754947,7.7730237126715,13.3423452377319,1.96210959378411
"21","Jahmal Banks",6700,"WAKE","NCST",2,28.5,25.5,0.184199063431324,6.18591221046755,10.6626977920532,1.59144743164973
"22","Puka Nacua",6300,"BYU","BSU",2,23.25,31.25,0.211745962500596,6.60489706604998,12.4347677230835,1.9737726544577
"23","Latrell Caples",6200,"BSU","BYU",2,31.25,23.25,0.199947732120622,4.62498613760432,10.7973289489746,1.74150466918945
"24","Jermaine Burton",5800,"BAMA","LSU",2,35,21.5,0.174248943413986,5.48768379800233,9.69911003112793,1.67226035019447
"25","Malik Nabers",5700,"LSU","BAMA",2,21.5,35,0.202881240464558,6.72258178218812,11.0616779327393,1.94064525135776
"26","Rara Thomas",5600,"MSST","AUB",2,31.75,19.25,0.153348116600805,7.15223094167534,12.6277170181274,2.25494946752276
"27","Devin Carter",5400,"NCST","WAKE",2,25.5,28.5,0.17226083117363,5.76434666678061,9.30453777313232,1.72306255058006
"28","Jordan Whittington",5300,"UT","KSU",2,28.5,26,0.20027883896545,6.18291200019359,11.0925149917603,2.0929273569359
