"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Bijan Robinson",8900,"UT","KSU",1,28.5,26,21.7957424807931,2.9480760751162,22.9519309997559,2.57886865165796
"2","Jahmyr Gibbs",8300,"BAMA","LSU",1,35,21.5,19.4778380465998,3.92513094372073,28.4810237884521,3.4314486492111
"3","Tavion Thomas",7800,"UTAH","ARIZ",1,42.5,25,15.945011721915,1.76064718950697,15.4074373245239,1.97531247750307
"4","Blake Corum",7700,"MICH","RU",1,35.5,9.5,25.4667760817667,2.36763571889313,25.5900020599365,3.32337689090085
"5","George Holani",7300,"BSU","BYU",1,31.25,23.25,18.5546623061794,2.08027659155197,20.1530647277832,2.76069379832647
"6","Deuce Vaughn",7100,"KSU","UT",1,26,28.5,17.0992423881739,3.14111274873779,19.6020660400391,2.76085437183649
"7","Will Shipley",6800,"CLEM","ND",1,23.75,20.25,15.10447547809,3.17102893161372,19.4877834320068,2.86585050470689
"8","Justice Ellison",6200,"WAKE","NCST",1,28.5,25.5,12.5981881919461,1.87658544541427,18.0841236114502,2.91679413087906
"9","Dillon Johnson",5800,"MSST","AUB",1,31.75,19.25,16.261111088531,4.01978631158215,20.5165195465088,3.53733095629462
"10","Jordan Houston",5700,"NCST","WAKE",1,25.5,28.5,14.3867392635033,4.09469016721072,16.4133129119873,2.8795285810504
"11","Tank Bigsby",5600,"AUB","MSST",1,19.25,31.75,17.0663020302196,3.28086418151523,16.6328258514404,2.97014747347151
"12","Michael Wiley",5400,"ARIZ","UTAH",1,25,42.5,16.32002158713,3.08648951877428,13.1746025085449,2.4397412052861
"13","Henry Parrish Jr.",5400,"MIA","FSU",1,23,30.5,16.8589538457597,2.93168589025306,13.574010848999,2.5137057127776
"14","Lopini Katoa",5400,"BYU","BSU",1,23.25,31.25,12.4952758089678,2.54992406809316,9.84592247009277,1.82331897594311
"15","Treshaun Ward",5300,"FSU","MIA",1,30.5,23,14.9524552750042,2.49682493143487,20.2807369232178,3.82655413645618
"16","Kyle Monangai",4800,"RU","MICH",1,9.5,35.5,14.7697692932794,1.68796146529263,13.7080345153809,2.85584052403768
"17","Logan Diggs",4000,"ND","CLEM",1,20.25,23.75,17.1413349201892,2.02086362271362,17.3701286315918,4.34253215789795
"18","Josh Williams",3500,"LSU","BAMA",1,21.5,35,14.7491688479916,2.82218000835072,15.1381988525391,4.32519967215402
"19","Micah Bernard",6600,"UTAH","ARIZ",2,42.5,25,10.5890035887853,3.10970102197118,10.2310419082642,1.55015786488851
"20","Roschon Johnson",5500,"UT","KSU",2,28.5,26,7.43100391565963,2.50413195659921,10.5357437133789,1.91558976606889
"21","Donovan Edwards",5400,"MICH","RU",2,35.5,9.5,8.51478339663384,2.93245285484723,12.5011425018311,2.31502638922797
"22","Jo'quavious Marks",5200,"MSST","AUB",2,31.75,19.25,9.98427685247938,6.41701505924156,12.2905883789062,2.3635746882512
"23","Christian Turner",5100,"WAKE","NCST",2,28.5,25.5,10.5356358323729,2.0091236706476,10.7276821136475,2.10346708110735
"24","Audric Estime",5000,"ND","CLEM",2,20.25,23.75,12.232356941512,2.06073627685032,9.61041641235352,1.9220832824707
"25","Aaron Young",4900,"RU","MICH",2,9.5,35.5,4.76317448628111,2.16789539827901,5.77617120742798,1.17881045049551
"26","DJ Williams",4800,"ARIZ","UTAH",2,25,42.5,8.48211535845971,2.48536289736563,7.80626678466797,1.62630558013916
"27","Jaylan Knighton",4800,"MIA","FSU",2,23,30.5,6.43620525308432,2.37412391260573,4.30996084213257,0.897908508777618
"28","Jase McClellan",4600,"BAMA","LSU",2,35,21.5,6.90073829602675,2.09377991974447,9.31387996673584,2.02475651450779
"29","Armoni Goodwin",4500,"LSU","BAMA",2,21.5,35,7.93138610697713,1.97264656193403,9.64529514312744,2.14339892069499
"30","Trey Benson",4500,"FSU","MIA",2,30.5,23,9.17569396873641,2.11104947250875,10.8307847976685,2.40684106614855
"31","Demie Sumo-Karngbaye",4500,"NCST","WAKE",2,25.5,28.5,6.19117884901094,3.62187765439418,7.05537223815918,1.56786049736871
"32","Ashton Jeanty",4500,"BSU","BYU",2,31.25,23.25,13.6019717077885,2.12599473213379,13.5412731170654,3.00917180379232
"33","Jarquez Hunter",4400,"AUB","MSST",2,19.25,31.75,8.99123962634215,3.05241372129611,7.91716003417969,1.79935455322266
"34","Miles Davis",4400,"BYU","BSU",2,23.25,31.25,8.00230323340667,2.33487434861814,7.569908618927,1.72043377702886
"35","Phil Mafah",4000,"CLEM","ND",2,23.75,20.25,7.89002285063168,2.38512043586988,9.84581851959229,2.46145462989807
"36","DJ Giddens",3700,"KSU","UT",2,26,28.5,5.65093403150677,2.42177510355542,6.41020107269287,1.73248677640348
"37","Jaylon Glover",5300,"UTAH","ARIZ",3,42.5,25,3.92997428315248,1.80965641088208,7.47557497024536,1.41048584344252
"38","Chris Tyree",5100,"ND","CLEM",3,20.25,23.75,7.83862214565976,2.39566087295244,6.61722230911255,1.29749457041423
"39","John Emery Jr.",5000,"LSU","BAMA",3,21.5,35,4.57933383498141,2.96102617020614,4.5296516418457,0.905930328369141
"40","Jonah Coleman",5000,"ARIZ","UTAH",3,25,42.5,4.45405352930718,3.06192216560367,4.994460105896,0.998892021179199
"41","Lawrance Toafili",4700,"FSU","MIA",3,30.5,23,4.9532259003164,3.55542017023601,7.82695913314819,1.66531045386132
"42","Simeon Price",3700,"MSST","AUB",3,31.75,19.25,3.20918575592577,3.34856607998468,7.36286306381226,1.98996299021953
"43","Jordan Schippers",3500,"KSU","UT",3,26,28.5,2.43585912864422,1.65347616012911,5.66402530670166,1.6182929447719
"44","Keilan Robinson",3500,"UT","KSU",3,28.5,26,2.83393085599094,2.26069809580322,6.72939729690552,1.922684941973
"45","CJ Stokes",3200,"MICH","RU",3,35.5,9.5,2.5496659623399,1.66912963439585,6.639319896698,2.07478746771812
"46","Roydell Williams",3100,"BAMA","LSU",3,35,21.5,5.43611108002567,1.98985462684537,8.42360305786133,2.71729130898753
"47","Damari Alston",3100,"AUB","MSST",3,19.25,31.75,2.4690864101118,2.75556491969401,4.54001379013062,1.46452057746149
"48","Tyler Crowe",3100,"BSU","BYU",3,31.25,23.25,4.40988675337277,2.07562728911992,5.14058780670166,1.65825413119408
"49","Keith Adams Jr.",3000,"CLEM","ND",3,23.75,20.25,2.51454834389807,1.60102882800793,7.03353118896484,2.34451039632161
"50","Jackson McChesney",3000,"BYU","BSU",3,23.25,31.25,3.9104107588006,1.79838263568161,4.88259506225586,1.62753168741862
"51","Trey Sanders",3000,"BAMA","LSU",4,35,21.5,4.19833430201214,1.76085732374604,8.42360305786133,2.80786768595378
"52","Ke'Travion Hargrove",3000,"MSST","AUB",4,31.75,19.25,1.22554540400151,2.44470260619423,7.73571348190308,2.57857116063436
"53","Stevie Rocker Jr.",3000,"ARIZ","UTAH",4,25,42.5,2.00938580310861,2.41994332215885,3.99992632865906,1.33330877621969
"54","Delbert Mimms III",3000,"NCST","WAKE",4,25.5,28.5,2.35052209679044,2.13643872577139,6.30919647216797,2.10306549072266
