"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Bryce Young",9100,"BAMA","MSST",41,20,29.3045959472656,3.87180390882023,22.532735824585,2.47612481588846
"2","John Rhys Plumlee",8400,"UCF","ECU",34.25,29.25,28.6478843688965,12.7254889998341,32.3941230773926,3.85644322349912
"3","Adrian Martinez",8300,"KSU","TCU",25.5,29,27.3424758911133,11.6360101347207,32.4427337646484,3.90876310417451
"4","Max Duggan",7900,"TCU","KSU",29,25.5,29.6479644775391,5.4441657691018,24.8541698455811,3.14609744880773
"5","Will Rogers",7600,"MSST","BAMA",20,41,46.031852722168,2.40316344398202,21.5590438842773,2.83671630056281
"6","Malik Cunningham",7400,"UL","PITT",28.75,26.25,29.8928241729736,8.89241809359112,33.5143203735352,4.52896221263989
"7","Holton Ahlers",7200,"ECU","UCF",29.25,34.25,36.6350975036621,5.28003927430768,25.8925075531006,3.5961816045973
"8","Sean Clifford",7000,"PSU","MINN",24,19,30.0305976867676,7.25739363176103,13.0116167068481,1.85880238669259
"9","Kedon Slovis",6400,"PITT","UL",26.25,28.75,26.3643188476562,6.49109069098677,15.7713670730591,2.46427610516548
"10","Taylen Green",6100,"BSU","AF",22.25,24.75,25.0523242950439,8.47087543134478,19.7242641448975,3.23348592539303
"11","Haynes King",5500,"TA&M","SCAR",23.75,20.75,28.3331241607666,6.36260758426079,19.1460494995117,3.48109990900213
"12","Haaziq Daniels",5400,"AF","BSU",24.75,22.25,9.71623516082764,12.6075523981342,13.3243360519409,2.46746963924832
"13","J.T. Shrout",4800,"COL","ORST",12.5,36,30.3206272125244,3.17295217149382,15.797251701355,3.29109410444895
"14","Tanner Morgan",4800,"MINN","PSU",19,24,24.8623104095459,4.87565324319985,14.5341110229492,3.02793979644775
"15","Spencer Rattler",4600,"SCAR","TA&M",20.75,23.75,26.390552520752,4.6180316926683,16.4698619842529,3.58040477918542
"16","Ben Gulbranson",4500,"ORST","COL",36,12.5,27.3645191192627,3.98023634697989,17.4961204528809,3.88802676730686
