"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Mohamed Ibrahim",8400,"MINN","PSU",1,19,24,21.3684647143495,1.76487669701833,25.9404010772705,3.08814298538935
"2","Israel Abanikanda",8000,"PITT","UL",1,26.25,28.75,23.1203874825962,2.10388138057828,27.1452522277832,3.3931565284729
"3","Jahmyr Gibbs",7800,"BAMA","MSST",1,41,20,19.9194933073256,3.33679605278343,22.4880504608154,2.88308339241223
"4","Deuce Vaughn",7200,"KSU","TCU",1,25.5,29,19.1264361100214,3.17928641478007,19.1595115661621,2.66104327307807
"5","George Holani",7100,"BSU","AF",1,22.25,24.75,19.5767612886016,2.36939228920366,18.3572311401367,2.58552551269531
"6","Brad Roberts",7000,"AF","BSU",1,24.75,22.25,24.438179544812,0.981238802963759,31.1674251556396,4.45248930794852
"7","Isaiah Bowser",6800,"UCF","ECU",1,34.25,29.25,12.8973677155928,2.2049743458851,18.3772144317627,2.70253153408275
"8","Keaton Mitchell",6300,"ECU","UCF",1,29.25,34.25,19.8170711707612,3.90264811587764,21.3285713195801,3.38548751104446
"9","MarShawn Lloyd",6000,"SCAR","TA&M",1,20.75,23.75,16.0714958304452,3.20438417545337,16.6105785369873,2.76842975616455
"10","Kendre Miller",5900,"TCU","KSU",1,29,25.5,17.3386423933394,2.04165990723892,25.1011142730713,4.25442614797818
"11","Devon Achane",5600,"TA&M","SCAR",1,23.75,20.75,24.402302253262,4.33219820742188,26.0187950134277,4.64621339525495
"12","Dillon Johnson",5500,"MSST","BAMA",1,20,41,11.4376483736165,3.96733011830817,13.585147857666,2.470026883212
"13","Nicholas Singleton",5300,"PSU","MINN",1,24,19,11.8986919805649,2.08290173914393,15.0468702316284,2.83903211917517
"14","Deshaun Fenwick",5200,"ORST","COL",1,36,12.5,13.6841541826027,2.08983080354385,15.4074373245239,2.9629687162546
"15","Tiyon Evans",5100,"UL","PITT",1,28.75,26.25,12.807240718564,2.39026564034071,17.7119655609131,3.47293442370845
"16","Alex Fontenot",3400,"COL","ORST",1,12.5,36,14.3200007362038,2.28653797873073,12.6220512390137,3.71236801147461
"17","Trey Potts",5400,"MINN","PSU",2,19,24,11.1474372250886,1.57421529925234,8.4267463684082,1.56050858674226
"18","Jo'quavious Marks",5000,"MSST","BAMA",2,20,41,7.36803532200421,6.27270514747573,6.71092176437378,1.34218435287476
"19","Jase McClellan",4700,"BAMA","MSST",2,41,20,7.66197733321312,1.94826416383392,9.91453552246094,2.1094756430768
"20","Ashton Jeanty",4500,"BSU","AF",2,22.25,24.75,8.36725382192803,2.32077182101198,9.65980339050293,2.14662297566732
"21","Emari Demercado",4400,"TCU","KSU",2,29,25.5,6.38553782554659,2.76395041477436,9.48370361328125,2.15538718483665
"22","Johnny Richardson",4300,"UCF","ECU",2,34.25,29.25,7.89154244283151,3.13297138877213,10.7043399810791,2.48938139094863
"23","John Lee Eldridge III",4200,"AF","BSU",2,24.75,22.25,9.46000500617211,1.62034277594351,12.6152200698853,3.00362382616316
"24","Kaytron Allen",4100,"PSU","MINN",2,24,19,11.4104592237159,1.79645506952637,12.8390092849731,3.13146567926174
"25","Christian Beal-Smith",4000,"SCAR","TA&M",2,20.75,23.75,8.49622075918688,1.62665163015254,6.96860790252686,1.74215197563171
"26","DJ Giddens",3900,"KSU","TCU",2,25.5,29,5.7070982956983,2.5920350489492,6.78305149078369,1.73924397199582
"27","Amari Daniels",3600,"TA&M","SCAR",2,23.75,20.75,7.20960370941171,1.7936757954633,8.64852333068848,2.40236759185791
"28","Vincent Davis",3500,"PITT","UL",2,26.25,28.75,7.94354832223054,2.52792393675676,9.19129657745361,2.62608473641532
"29","Jawhar Jordan",3200,"UL","PITT",2,28.75,26.25,9.02071338420194,1.96837955578553,9.85888385772705,3.0809012055397
"30","Jam Griffin",3100,"ORST","COL",2,36,12.5,11.7141660449452,1.68073647992652,10.2310419082642,3.30033609944005
"31","Deion Smith",3000,"COL","ORST",2,12.5,36,8.51956667957857,2.45433753890678,7.12914323806763,2.37638107935588
"32","Kamarro Edmonds",3000,"ECU","UCF",2,29.25,34.25,8.91128919109327,1.85701904766981,9.46609210968018,3.15536403656006
"33","Jordan Schippers",4800,"KSU","TCU",3,25.5,29,2.29233215847418,1.60462124799463,5.66402530670166,1.18000527222951
"34","Simeon Price",3700,"MSST","BAMA",3,20,41,2.34948691486688,2.9973985996102,3.40003037452698,0.918927128250534
"35","Emani Bailey",3600,"TCU","KSU",3,29,25.5,3.44974722628878,1.8770691042552,9.77893543243408,2.71637095345391
"36","Damien Martinez",3500,"ORST","COL",3,36,12.5,6.39376012572412,1.67487237755555,9.48370361328125,2.70962960379464
"37","Juju McDowell",3300,"SCAR","TA&M",3,20.75,23.75,6.64798501413739,2.7086789667953,5.41992855072021,1.64240259112734
"38","Roydell Williams",3100,"BAMA","MSST",3,41,20,4.64568839564807,1.62006469549383,7.47557497024536,2.41147579685334
"39","Tyler Crowe",3100,"BSU","AF",3,22.25,24.75,2.68043120708678,1.49892249626123,4.04634189605713,1.30527157937327
"40","Jayle Stacks",3000,"COL","ORST",3,12.5,36,4.08638032187205,1.95288479440207,4.69018697738647,1.56339565912882
"41","Trevion Cooley",3000,"UL","PITT",3,28.75,26.25,5.59139224985944,2.56872744871269,7.60005950927734,2.53335316975911
"42","C'Bo Flemister",3000,"PITT","UL",3,26.25,28.75,3.76665353314543,1.45723692405511,6.75233697891235,2.25077899297078
"43","Bryce Williams",3000,"MINN","PSU",3,19,24,4.73113050840111,2.05014077935783,5.54749011993408,1.84916337331136
"44","Keyvone Lee",3000,"PSU","MINN",3,24,19,4.47113593691434,1.8534848574456,7.40685653686523,2.46895217895508
"45","RJ Harvey",3000,"UCF","ECU",3,34.25,29.25,5.5153503269999,1.71078922020579,9.13487339019775,3.04495779673258
"46","Mark-Antony Richards",3200,"UCF","ECU",4,34.25,29.25,2.47419045603184,1.81696782440628,9.94753170013428,3.10860365629196
