"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Drake Maye",11700,"PITT","N CAROLINA",34.25,31.25,35.8311729431152,6.94897472172852,25.7837600708008,2.20374017699152
"2","QB","Max Duggan",11000,"WVU","TCU",38,31,29.0614032745361,8.77604116179918,28.1088733673096,2.55535212430087
"3","QB","Hendon Hooker",11000,"UK","TENNESSEE",36.5,25,28.3945255279541,5.15424760511462,27.7953147888184,2.52684679898349
"4","QB","Spencer Sanders",10800,"KSU","OKLA STATE",27.25,28.75,40.2544212341309,7.38965818682465,27.7595367431641,2.57032747621889
"5","QB","KJ Jefferson",10700,"AUB","ARKANSAS",31.75,28.75,27.0321750640869,11.178800547953,29.9604473114014,2.80004180480387
"6","QB","Malik Cunningham",10600,"WAKE","LOUISVILLE",31,34,31.5988998413086,10.9975177723347,32.1712913513184,3.03502748597343
"7","QB","Sam Hartman",10500,"LOU","WAKE",34,31,33.9795875549316,4.13336098324646,24.6041030883789,2.34324791317894
"8","QB","C.J. Stroud",10400,"PSU","OHIO STATE",37.5,23,29.9300231933594,4.72313084169002,21.1122303009033,2.03002214431763
"9","QB","John Rhys Plumlee",10300,"CIN","UCF",28.75,27.25,28.2046451568604,9.29317750896445,21.5818462371826,2.09532487739637
"10","QB","Adrian Martinez",10200,"OKST","KANSAS ST",28.75,27.25,29.4192867279053,11.2240114622892,32.3199691772461,3.16862442914177
"11","QB","Dillon Gabriel",10100,"ISU","OKLAHOMA",29.75,28.25,30.1179618835449,6.33349352073174,24.021017074585,2.37831852223613
"12","QB","Stetson Bennett",10000,"UF","GEORGIA",39.75,16.75,31.5352020263672,5.02018422475675,18.7276802062988,1.87276802062988
"13","QB","Garrett Shrader",9700,"ND","SYRACUSE",24.5,23.5,25.4874591827393,9.05666883527579,14.3139448165894,1.47566441408138
"14","QB","Jaxson Dart",9300,"TXAM","OLE MISS",28,26,28.2489414215088,7.88155070757512,22.6474266052246,2.43520716185211
"15","QB","Will Levis",9100,"TENN","KENTUCKY",25,36.5,22.3089962005615,6.72645060000553,14.1460037231445,1.55450590364226
"16","QB","Sean Clifford",8700,"OSU","PENN STATE",23,37.5,32.7121849060059,5.27518895360311,15.2414207458496,1.75188744205168
"17","QB","Robby Ashford",8500,"ARK","AUBURN",28.75,31.75,28.378999710083,8.83862323739947,18.7681331634521,2.20801566628849
"18","QB","Hunter Dekkers",8300,"OU","IOWA STATE",28.25,29.75,38.0420112609863,5.07014420519812,17.8040332794189,2.1450642505324
"19","QB","Tommy DeVito",8200,"NEB","ILLINOIS",28.75,21.25,28.9870319366455,5.28104404772364,13.4875059127808,1.64481779424156
"20","QB","Ben Bryant",8100,"UCF","CINCINNATI",27.25,28.75,32.0922813415527,3.6001993446969,14.5341186523438,1.79433563609182
"21","QB","JT Daniels",8000,"TCU","W VIRGINIA",31,38,34.2540664672852,3.48672975346949,18.2164192199707,2.27705240249634
"22","QB","Kedon Slovis",7900,"UNC","PITTSBURGH",31.25,34.25,29.992847442627,5.26875684394781,16.4678745269775,2.08454107936425
"23","QB","Casey Thompson",7800,"ILL","NEBRASKA",21.25,28.75,30.5001678466797,3.64088237752668,15.2370433807373,1.95346710009453
"24","QB","Drew Pyne",7700,"SYR","NOTRE DAME",23.5,24.5,28.4451770782471,6.13130625513605,15.2543268203735,1.98108140524332
"25","QB","J.J. McCarthy",7500,"MSU","MICHIGAN",38.25,16.25,27.422872543335,4.90198511271538,17.0310096740723,2.2708012898763
"26","QB","Anthony Richardson",7200,"UGA","FLORIDA",16.75,39.75,27.001277923584,5.80525590910179,17.6821041107178,2.45584779315525
"27","QB","Haynes King",6600,"MISS","TEXAS A&M",26,28,31.4043731689453,6.85704965339073,15.8102140426636,2.39548697616115
"28","QB","Payton Thorne",6500,"MICH","MICH STATE",16.25,38.25,33.5814743041992,4.488622345989,16.6311721801758,2.5586418738732
