"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Bo Nix",9700,"ORE","UTAH",29.25,31.25,31.8080863952637,8.88395466920542,31.0620021820068,3.20226826618627
"2","Cameron Rising",8900,"UTAH","ORE",31.25,29.25,27.733959197998,6.74531533271636,29.8854885101318,3.35792005731818
"3","Jake Haener",7500,"FRES","NEV",38,16,32.4055519104004,5.95849983250082,18.9302654266357,2.5240353902181
"4","Chevan Cordeiro",6900,"SJSU","UTST",24.5,26,39.8378524780273,5.10028210274066,19.5865783691406,2.83863454625226
"5","Nate Cox",6300,"NEV","FRES",16,38,32.4303894042969,3.72718246601707,12.7159509658813,2.01840491521926
"6","Brayden Schager",5500,"HAW","UNLV",22.25,33.25,34.6210861206055,5.00124471225354,20.2238731384277,3.6770678433505
"7","Doug Brumfield",5400,"UNLV","HAW",33.25,22.25,29.9921169281006,4.16711630076378,17.7609443664551,3.28906377156575
"8","Cooper Legas",5300,"UTST","SJSU",26,24.5,29.4651489257812,9.03621547591376,17.7807807922363,3.35486430042195
