"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Max Duggan",11000,"WVU","TCU",38,31,29.0614032745361,8.77604116179918,28.1088733673096,2.55535212430087
"2","QB","Clayton Tune",10800,"USF","HOUSTON",38.75,21.25,31.7502670288086,5.99777319565311,23.2939319610596,2.15684555194996
"3","QB","KJ Jefferson",10700,"AUB","ARKANSAS",31.75,28.75,27.0321750640869,11.178800547953,29.9604473114014,2.80004180480387
"4","QB","C.J. Stroud",10400,"PSU","OHIO STATE",37.5,23,29.9300231933594,4.72313084169002,21.1122303009033,2.03002214431763
"5","QB","Dillon Gabriel",10100,"ISU","OKLAHOMA",29.75,28.25,30.1179618835449,6.33349352073174,24.021017074585,2.37831852223613
"6","QB","Garrett Shrader",9700,"ND","SYRACUSE",24.5,23.5,25.4874591827393,9.05666883527579,14.3139448165894,1.47566441408138
"7","QB","Jordan Travis",9400,"GT","FLORIDA ST",35.75,12.25,31.0532875061035,5.53949564953029,19.1295509338379,2.03505860998275
"8","QB","Sean Clifford",8700,"OSU","PENN STATE",23,37.5,32.7121849060059,5.27518895360311,15.2414207458496,1.75188744205168
"9","QB","Brennan Armstrong",8600,"MIA","VIRGINIA",22.75,25.75,35.3813438415527,8.88129149662063,18.3184986114502,2.1300579780756
"10","QB","Robby Ashford",8500,"ARK","AUBURN",28.75,31.75,28.378999710083,8.83862323739947,18.7681331634521,2.20801566628849
"11","QB","Hunter Dekkers",8300,"OU","IOWA STATE",28.25,29.75,38.0420112609863,5.07014420519812,17.8040332794189,2.1450642505324
"12","QB","Jeff Sims",8200,"FSU","GA TECH",12.25,35.75,32.2746963500977,8.12223879737508,11.0141553878784,1.34318968144859
"13","QB","JT Daniels",8000,"TCU","W VIRGINIA",31,38,34.2540664672852,3.48672975346949,18.2164192199707,2.27705240249634
"14","QB","Drew Pyne",7700,"SYR","NOTRE DAME",23.5,24.5,28.4451770782471,6.13130625513605,15.2543268203735,1.98108140524332
"15","QB","Tyler Van Dyke",7500,"UVA","MIAMI FL",25.75,22.75,39.4271469116211,5.69069260146642,17.8186950683594,2.37582600911458
"16","QB","Katravis Marsh",7000,"HOU","USF",21.25,38.75,24.7252731323242,4.06482511172857,13.5100288391113,1.93000411987305
