"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Drake Maye",11800,"MIA","N CAROLINA",31.25,34.75,36.0042533874512,6.19376778045836,25.5723819732666,2.16715101468361
"2","QB","Spencer Sanders",11200,"TTU","OKLA STATE",37.75,28.75,40.1265678405762,9.02777507923668,28.5439834594727,2.54856995173863
"3","QB","C.J. Stroud",11000,"MSU","OHIO STATE",46,19,29.3004779815674,5.66731646228135,20.7268047332764,1.8842549757524
"4","QB","Michael Penix Jr.",10800,"ASU","WASHINGTON",34.5,21,35.7820129394531,5.70429746581772,23.7975196838379,2.2034740447998
"5","QB","Donovan Smith",10500,"OKST","TEXAS TECH",28.75,37.75,48.8092727661133,9.19907772542319,22.3639831542969,2.12990315755208
"6","QB","Cameron Rising",10100,"UCLA","UTAH",33.75,30.25,32.8260231018066,5.22408177148702,21.1880016326904,2.09782194383074
"7","QB","Riley Leonard",10000,"GT","DUKE",29.25,25.75,24.40576171875,9.16574593746282,21.6848278045654,2.16848278045654
"8","QB","Dorian Thompson-Robinson",10000,"UTAH","UCLA",30.25,33.75,35.3237495422363,5.13887491649984,23.1526584625244,2.31526584625244
"9","QB","Jaxson Dart",9900,"VAN","OLE MISS",39,22,29.597936630249,9.05581225056619,21.4156875610352,2.16320076374092
"10","QB","Holton Ahlers",9500,"TULN","E CAROLINA",26.25,29.25,34.1805610656738,4.85184543367996,20.9384174346924,2.20404394049394
"11","QB","Stetson Bennett",9400,"AUB","GEORGIA",39,10.5,28.6269607543945,4.00694414831509,16.8166160583496,1.78900170833506
"12","QB","Michael Pratt",9200,"ECU","TULANE",29.25,26.25,29.8288841247559,6.53736397565626,17.4482765197754,1.89655179562776
"13","QB","Tyler Van Dyke",8500,"UNC","MIAMI FL",34.75,31.25,37.648193359375,6.06122989387012,19.0671272277832,2.24319143856273
"14","QB","Jeff Sims",8400,"DUKE","GA TECH",25.75,29.25,32.0948638916016,6.48576011423006,17.096155166626,2.03525656745547
"15","QB","Payton Thorne",7700,"OSU","MICH STATE",19,46,34.9893035888672,4.38586520117798,11.7292985916138,1.52328553137841
"16","QB","Kedon Slovis",7600,"VT","PITTSBURGH",28.25,13.75,26.9378242492676,5.02854405566325,15.5463399887085,2.04557105114585
"17","QB","Grant Wells",7200,"PITT","VA TECH",13.75,28.25,32.3309669494629,8.05207919633233,13.0767841339111,1.81622001859877
"18","QB","Emory Jones",6900,"WASH","ARIZONA ST",21,34.5,29.3109912872314,4.91570541031408,14.5977144241333,2.11561078610628
"19","QB","AJ Swann",6700,"MISS","VANDERBILT",22,39,29.0339260101318,4.93855206701951,12.9697580337524,1.93578478115708
"20","QB","Robby Ashford",6500,"UGA","AUBURN",10.5,39,30.8323459625244,6.04984521243651,10.8285388946533,1.6659290607159
