"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Jordan Mims",7900,"FRES","BSU",1,19,26.5,17.2649922246216,2.93421617534967,20.0076026916504,2.53260793565195
"2","George Holani",7200,"BSU","FRES",1,26.5,19,20.7109921929132,2.88318632231821,20.5849361419678,2.85901890860664
"3","Dedrick Parson",6100,"HAW","SDSU",1,12.5,36,14.9449390370656,2.517492537925,14.8374271392822,2.43236510480037
"4","Deshaun Fenwick",5800,"ORST","STAN",1,30.75,25.75,12.7341840299729,1.81019479970484,19.1835269927979,3.30750465393066
"5","Chance Bell",5200,"SDSU","HAW",1,36,12.5,14.3610750753253,1.37883185628468,15.6895179748535,3.01721499516414
"6","Casey Filkins",4300,"STAN","ORST",1,25.75,30.75,19.2947510456597,3.2609358255934,17.3863010406494,4.04332582340684
"7","Trey Lowe",4900,"ORST","STAN",2,30.75,25.75,8.99338291995732,2.34933118217081,11.578800201416,2.36302044926857
"8","Malik Sherrod",4900,"FRES","BSU",2,19,26.5,5.31465195031681,2.15656993887,4.77800893783569,0.975103864864427
"9","Ashton Jeanty",4700,"BSU","FRES",2,26.5,19,7.99212438695451,2.48512910947356,9.59333896636963,2.04113595029141
"10","Nasjzae Bryant-Lelei",4300,"HAW","SDSU",2,12.5,36,10.6370514418799,1.79944134906058,8.35055255889893,1.9419889671858
"11","Cam Davis",3500,"SDSU","HAW",2,36,12.5,7.30523270737865,1.90873144623805,8.64793586730957,2.47083881923131
"12","Caleb Robinson",3000,"STAN","ORST",2,25.75,30.75,7.78129203592249,1.75812549774256,8.35412979125977,2.78470993041992
"13","Jordan Byrd",5600,"SDSU","HAW",3,36,12.5,5.53013611077487,1.58887618273942,10.8071928024292,1.92985585757664
"14","Tylan Hines",3900,"HAW","SDSU",3,12.5,36,4.2615078615542,1.73206417702513,4.72559404373169,1.21169078044402
"15","Damien Martinez",3500,"ORST","STAN",3,30.75,25.75,6.61674188941831,1.53406464152906,9.71361351013184,2.77531814575195
"16","Tyler Crowe",3100,"BSU","FRES",3,26.5,19,2.10971252105178,1.60507633476835,6.40820217132568,2.06716199075022
"17","Brendon Barrow",3000,"STAN","ORST",3,25.75,30.75,2.83439301163828,1.84353868073869,5.16899490356445,1.72299830118815
"18","Elijah Gilliam",3000,"FRES","BSU",3,19,26.5,2.24377127040354,1.7183701610715,3.78347635269165,1.26115878423055
"19","Jordan Johnson",3700,"HAW","SDSU",4,12.5,36,4.00540514339953,1.81476885739092,4.4772367477417,1.21006398587613
"20","Arlen Harris",3000,"STAN","ORST",4,25.75,30.75,2.279785996722,1.85522925092445,5.16899490356445,1.72299830118815
