"","time","Away","Home","Park","temp","precip","blowing_right","blowing_out","date"
"465","06:40 PM EST","  Phillies  ","  Marlins  ","loanDepot park",83,0,0,0,2022-09-14
"466","07:05 PM EST","  Orioles  ","  Nationals  ","Nationals Park",78,0,4.7,8.63375993398884e-16,2022-09-14
"467","07:07 PM EST","  Rays  ","  Blue Jays  ","Rogers Centre",68,0,0,0,2022-09-14
"468","07:10 PM EST","  Cubs  ","  Mets  ","Citi Field",80,0,5.86898628384835,-5.86898628384834,2022-09-14
"469","07:10 PM EST","  Yankees  ","  Red Sox  ","Fenway Park",76,0,2.49447473778047,1.03324526738574,2022-09-14
"470","07:40 PM EST","  Royals  ","  Twins  ","Target Field",78,0,-7.14177848998413,-7.14177848998413,2022-09-14
"471","07:45 PM EST","  Brewers  ","  Cardinals  ","Busch Stadium",82,0,-3.8802940365474,-1.60727041593338,2022-09-14
"472","08:05 PM EST","  Athletics  ","  Rangers  ","Globe Life Field",86,0,0,0,2022-09-14
"473","09:40 PM EST","  Dodgers  ","  Diamondbacks  ","Chase Field",95,0,0,0,2022-09-14
"474","01:10 PM EST","  White Sox  ","  Guardians  ","Progressive Field",69,0,-2.10475887800799,-5.08133742881208,2022-09-15
"475","03:07 PM EST","  Rays  ","  Blue Jays  ","Rogers Centre",63,0,0,0,2022-09-15
"476","06:40 PM EST","  Phillies  ","  Marlins  ","loanDepot park",79,0,0,0,2022-09-15
"477","07:20 PM EST","  Pirates  ","  Mets  ","Citi Field",72,0,5.23259018078045,-5.23259018078045,2022-09-15
"478","07:20 PM EST","  Athletics  ","  Astros  ","Minute Maid Park",87,0,0,0,2022-09-15
"479","07:40 PM EST","  Royals  ","  Twins  ","Target Field",84,0,-7.63675323681471,7.63675323681471,2022-09-15
"480","07:45 PM EST","  Reds  ","  Cardinals  ","Busch Stadium",82,0,-5.08133742881208,2.10475887800799,2022-09-15
"481","09:40 PM EST","  Padres  ","  Diamondbacks  ","Chase Field",95,0,0,0,2022-09-15
"482","02:20 PM EST","  Rockies  ","  Cubs  ","Wrigley Field",80,0,-8.69499227394621e-16,7.1,2022-09-16
"483","07:05 PM EST","  Marlins  ","  Nationals  ","Nationals Park",76,0,1.48492424049175,1.48492424049175,2022-09-16
"484","07:07 PM EST","  Orioles  ","  Blue Jays  ","Rogers Centre",64,0,0,0,2022-09-16
"485","07:10 PM EST","  Rangers  ","  Rays  ","Tropicana Field",81,0,0,0,2022-09-16
"486","07:10 PM EST","  Pirates  ","  Mets  ","Citi Field",75,0,0,-3.9,2022-09-16
"487","07:10 PM EST","  White Sox  ","  Tigers  ","Comerica Park",79,0,-4.59619407771256,-4.59619407771256,2022-09-16
"488","07:10 PM EST","  Twins  ","  Guardians  ","Progressive Field",76,0,-0.306146745892072,-0.739103626009029,2022-09-16
"489","07:10 PM EST","  Royals  ","  Red Sox  ","Fenway Park",69,0,1.7220754456429,-4.15745789630079,2022-09-16
"490","07:20 PM EST","  Phillies  ","  Braves  ","Truist Park",80,0,1.76776695296637,-1.76776695296637,2022-09-16
"491","08:10 PM EST","  Yankees  ","  Brewers  ","American Family Field",73,0,0,0,2022-09-16
"492","08:10 PM EST","  Athletics  ","  Astros  ","Minute Maid Park",83,0,0,0,2022-09-16
"493","08:15 PM EST","  Reds  ","  Cardinals  ","Busch Stadium",81,0,-3.78790608329628,1.56900207269687,2022-09-16
"494","09:38 PM EST","  Mariners  ","  Angels  ","Angel Stadium",76,0,-2.29610059419054,5.54327719506772,2022-09-16
"495","09:40 PM EST","  Padres  ","  Diamondbacks  ","Chase Field",94,0,0,0,2022-09-16
"496","10:15 PM EST","  Dodgers  ","  Giants  ","Oracle Park",61,0,-3.36761420481279,8.13013988609932,2022-09-16
"497","01:10 PM EST","  Twins  ","  Guardians  ","Progressive Field",80,0,2.37263728066356,5.72805310156998,2022-09-17
"498","01:15 PM EST","  Reds  ","  Cardinals  ","Busch Stadium",83,0,-3.17627248863025,7.66820011984368,2022-09-17
"499","02:20 PM EST","  Rockies  ","  Cubs  ","Wrigley Field",82,0,-1.45732969098535e-15,11.9,2022-09-17
"500","03:07 PM EST","  Orioles  ","  Blue Jays  ","Rogers Centre",71,0,0,0,2022-09-17
"501","04:05 PM EST","  Marlins  ","  Nationals  ","Nationals Park",81,0,-9.06238631369041e-16,7.4,2022-09-17
"502","04:10 PM EST","  Royals  ","  Red Sox  ","Fenway Park",66,0,-3.78790608329628,-1.56900207269687,2022-09-17
"503","06:10 PM EST","  Rangers  ","  Rays  ","Tropicana Field",80,0,0,0,2022-09-17
"504","06:10 PM EST","  White Sox  ","  Tigers  ","Comerica Park",83,0,-7.35391052434009,-7.35391052434009,2022-09-17
"505","07:10 PM EST","  Yankees  ","  Brewers  ","American Family Field",77,0,0,0,2022-09-17
"506","07:10 PM EST","  Pirates  ","  Mets  ","Citi Field",71,0,-5.58614357137373,5.58614357137373,2022-09-17
"507","07:10 PM EST","  Athletics  ","  Astros  ","Minute Maid Park",87,0,0,0,2022-09-17
"508","07:10 PM EST","  Twins  ","  Guardians  ","Progressive Field",79,0,0.612293491784143,1.47820725201806,2022-09-17
"509","07:15 PM EST","  Reds  ","  Cardinals  ","Busch Stadium",85,0,-6.92909649383465,2.87012574273817,2022-09-17
"510","07:20 PM EST","  Phillies  ","  Braves  ","Truist Park",80,0,1.97989898732233,-1.97989898732233,2022-09-17
"511","08:10 PM EST","  Padres  ","  Diamondbacks  ","Chase Field",98,0,0,0,2022-09-17
"512","09:05 PM EST","  Dodgers  ","  Giants  ","Oracle Park",61,0,-3.48241923452232,8.40730374585271,2022-09-17
"513","09:07 PM EST","  Mariners  ","  Angels  ","Angel Stadium",74,0,-2.21956390771752,5.35850128856546,2022-09-17
"514","12:10 PM EST","  White Sox  ","  Tigers  ","Comerica Park",79,2,-10.7,-6.55186037543834e-16,2022-09-18
"515","01:10 PM EST","  Rangers  ","  Rays  ","Tropicana Field",84,0,0,0,2022-09-18
"516","01:35 PM EST","  Phillies  ","  Braves  ","Truist Park",81,0,1.97989898732233,-1.97989898732233,2022-09-18
"517","01:35 PM EST","  Marlins  ","  Nationals  ","Nationals Park",79,9,-5.02045814642449,5.02045814642449,2022-09-18
"518","01:35 PM EST","  Royals  ","  Red Sox  ","Fenway Park",81,0,4.80417356905869,1.98995384829847,2022-09-18
"519","01:37 PM EST","  Orioles  ","  Blue Jays  ","Rogers Centre",75,0,0,0,2022-09-18
"520","01:40 PM EST","  Pirates  ","  Mets  ","Citi Field",80,0,8.1317279836453,8.1317279836453,2022-09-18
"521","01:40 PM EST","  Twins  ","  Guardians  ","Progressive Field",82,0,3.71202929394137,8.96163146535948,2022-09-18
"522","02:10 PM EST","  Yankees  ","  Brewers  ","American Family Field",78,0,0,0,2022-09-18
"523","02:10 PM EST","  Athletics  ","  Astros  ","Minute Maid Park",88,0,0,0,2022-09-18
"524","02:15 PM EST","  Reds  ","  Cardinals  ","Busch Stadium",84,1,-2.90839408597468,7.02148444708578,2022-09-18
"525","02:20 PM EST","  Rockies  ","  Cubs  ","Wrigley Field",80,0,-1.29812560709619e-15,10.6,2022-09-18
"526","04:07 PM EST","  Mariners  ","  Angels  ","Angel Stadium",77,0,-2.33436893742705,5.63566514831885,2022-09-18
"527","04:10 PM EST","  Padres  ","  Diamondbacks  ","Chase Field",97,0,0,0,2022-09-18
"528","07:08 PM EST","  Dodgers  ","  Giants  ","Oracle Park",67,25,-15.5211761461896,-6.42908166373351,2022-09-18
"529","01:10 PM EST","  Twins  ","  Guardians  ","Progressive Field",75,2,8.13013988609932,-3.36761420481279,2022-09-19
"530","04:07 PM EST","  Mariners  ","  Angels  ","Angel Stadium",79,0,1.98995384829847,4.80417356905869,2022-09-19
"531","06:40 PM EST","  Cubs  ","  Marlins  ","loanDepot park",85,0,0,0,2022-09-19
"532","06:40 PM EST","  Astros  ","  Rays  ","Tropicana Field",85,0,0,0,2022-09-19
"533","07:05 PM EST","  Tigers  ","  Orioles  ","Oriole Park at Camden Yards",83,1,4.38406204335659,4.3840620433566,2022-09-19
"534","07:20 PM EST","  Nationals  ","  Braves  ","Truist Park",84,0,-4.04133443718627e-16,3.3,2022-09-19
"535","07:40 PM EST","  Mets  ","  Brewers  ","American Family Field",72,0,0,0,2022-09-19
"536","08:40 PM EST","  Giants  ","  Rockies  ","Coors Field",87,0,3.8802940365474,-1.60727041593338,2022-09-19
"537","10:10 PM EST","  Diamondbacks  ","  Dodgers  ","Dodger Stadium",73,0,3.04055915910215,3.04055915910216,2022-09-19
"538","03:10 PM EST","  Diamondbacks  ","  Dodgers  ","Dodger Stadium",81,0,2.61629509039023,2.61629509039023,2022-09-20
"539","06:40 PM EST","  Cubs  ","  Marlins  ","loanDepot park",85,0,0,0,2022-09-20
"540","06:40 PM EST","  Astros  ","  Rays  ","Tropicana Field",86,0,0,0,2022-09-20
"541","06:40 PM EST","  Red Sox  ","  Reds  ","Great American Ball Park",86,0,0,-1.8,2022-09-20
"542","06:45 PM EST","  Blue Jays  ","  Phillies  ","Citizens Bank Park",80,0,7.1,1.30424884109193e-15,2022-09-20
"543","07:05 PM EST","  Pirates  ","  Yankees  ","Yankee Stadium",76,0,3.36761420481279,8.13013988609932,2022-09-20
"544","07:05 PM EST","  Tigers  ","  Orioles  ","Oriole Park at Camden Yards",79,0,3.88908729652601,-3.88908729652601,2022-09-20
"545","07:20 PM EST","  Nationals  ","  Braves  ","Truist Park",81,2,-3.91886975727153e-16,3.2,2022-09-20
"546","07:40 PM EST","  Mets  ","  Brewers  ","American Family Field",78,0,0,0,2022-09-20
"547","08:05 PM EST","  Angels  ","  Rangers  ","Globe Life Field",93,0,0,0,2022-09-20
"548","08:10 PM EST","  Guardians  ","  White Sox  ","Guaranteed Rate Field",83,16,-6.92909649383465,-2.87012574273817,2022-09-20
"549","08:10 PM EST","  Twins  ","  Royals  ","Kauffman Stadium",94,0,-2.90839408597468,7.02148444708578,2022-09-20
"550","08:40 PM EST","  Giants  ","  Rockies  ","Coors Field",89,0,-4.80417356905869,-1.98995384829847,2022-09-20
"551","09:40 PM EST","  Cardinals  ","  Padres  ","Petco Park",74,0,9.23879532511287,-3.8268343236509,2022-09-20
"552","09:40 PM EST","  Mariners  ","  Athletics  ","Oakland Coliseum",69,2,5.23259018078045,5.23259018078045,2022-09-20
"553","10:10 PM EST","  Diamondbacks  ","  Dodgers  ","Dodger Stadium",74,0,2.89913780286484,2.89913780286485,2022-09-20
"554","12:20 PM EST","  Nationals  ","  Braves  ","Truist Park",86,0,-1.46957615897682e-16,1.2,2022-09-21
"555","02:10 PM EST","  Mets  ","  Brewers  ","American Family Field",72,0,0,0,2022-09-21
"556","06:40 PM EST","  Red Sox  ","  Reds  ","Great American Ball Park",91,5,-5.65685424949238,5.65685424949238,2022-09-21
"557","06:40 PM EST","  Cubs  ","  Marlins  ","loanDepot park",84,0,0,0,2022-09-21
"558","06:40 PM EST","  Astros  ","  Rays  ","Tropicana Field",86,0,0,0,2022-09-21
"559","06:45 PM EST","  Blue Jays  ","  Phillies  ","Citizens Bank Park",80,0,-7.71527483462833e-16,6.3,2022-09-21
"560","07:05 PM EST","  Pirates  ","  Yankees  ","Yankee Stadium",74,0,-8.13013988609932,-3.36761420481279,2022-09-21
"561","07:05 PM EST","  Tigers  ","  Orioles  ","Oriole Park at Camden Yards",81,0,-6.2456986756515e-16,5.1,2022-09-21
"562","08:05 PM EST","  Angels  ","  Rangers  ","Globe Life Field",94,0,0,0,2022-09-21
"563","08:10 PM EST","  Guardians  ","  White Sox  ","Guaranteed Rate Field",74,0,4.17124941277948,10.070286904373,2022-09-21
"564","08:10 PM EST","  Twins  ","  Royals  ","Kauffman Stadium",73,0,4.78354290456362,-11.5484941563911,2022-09-21
"565","08:40 PM EST","  Giants  ","  Rockies  ","Coors Field",55,43,1.68380710240639,-4.06506994304966,2022-09-21
"566","09:40 PM EST","  Cardinals  ","  Padres  ","Petco Park",74,0,9.70073509136851,-4.01817603983345,2022-09-21
"567","09:40 PM EST","  Mariners  ","  Athletics  ","Oakland Coliseum",68,0,-8.69499227394621e-16,7.1,2022-09-21
"568","10:10 PM EST","  Diamondbacks  ","  Dodgers  ","Dodger Stadium",74,0,3.6,6.61309271539571e-16,2022-09-21
"569","02:05 PM EST","  Angels  ","  Rangers  ","Globe Life Field",93,0,0,0,2022-09-22
"570","02:10 PM EST","  Twins  ","  Royals  ","Kauffman Stadium",63,6,-3.8268343236509,-9.23879532511287,2022-09-22
"571","03:10 PM EST","  Giants  ","  Rockies  ","Coors Field",56,10,-4.43462175605418,-1.83688047535243,2022-09-22
"572","03:37 PM EST","  Mariners  ","  Athletics  ","Oakland Coliseum",72,0,3.18198051533946,3.18198051533946,2022-09-22
"573","04:10 PM EST","  Cardinals  ","  Padres  ","Petco Park",78,0,8.68446760560609,-3.59722426423185,2022-09-22
"574","06:35 PM EST","  Cubs  ","  Pirates  ","PNC Park",57,10,-3.91886975727153e-16,3.2,2022-09-22
"575","06:40 PM EST","  Brewers  ","  Reds  ","Great American Ball Park",69,0,8.34386001800126,8.34386001800126,2022-09-22
"576","06:40 PM EST","  Blue Jays  ","  Rays  ","Tropicana Field",88,0,0,0,2022-09-22
"577","07:05 PM EST","  Astros  ","  Orioles  ","Oriole Park at Camden Yards",69,0,10.3944696834423,-10.3944696834422,2022-09-22
"578","07:15 PM EST","  Red Sox  ","  Yankees  ","Yankee Stadium",67,3,4.51566450190806,10.9017784836332,2022-09-22
"579","07:15 PM EST","  Braves  ","  Phillies  ","Citizens Bank Park",68,0,8.9,1.63490347686172e-15,2022-09-22
"580","08:10 PM EST","  Guardians  ","  White Sox  ","Guaranteed Rate Field",60,0,9.51595918486625,3.94163935336042,2022-09-22
"581","10:10 PM EST","  Diamondbacks  ","  Dodgers  ","Dodger Stadium",77,0,-3.55147571752732e-16,2.9,2022-09-22
"582","06:35 PM EST","  Cubs  ","  Pirates  ","PNC Park",62,0,-8.327598234202e-16,6.8,2022-09-23
"583","06:40 PM EST","  Brewers  ","  Reds  ","Great American Ball Park",68,0,1.41421356237309,-1.4142135623731,2022-09-23
"584","06:40 PM EST","  Nationals  ","  Marlins  ","loanDepot park",87,0,0,0,2022-09-23
"585","07:05 PM EST","  Red Sox  ","  Yankees  ","Yankee Stadium",58,0,12.3799857356512,5.1279579936922,2022-09-23
"586","07:05 PM EST","  Braves  ","  Phillies  ","Citizens Bank Park",62,0,6.08111831820431,-6.08111831820431,2022-09-23
"587","07:05 PM EST","  Astros  ","  Orioles  ","Oriole Park at Camden Yards",66,0,6.36396103067893,-6.36396103067893,2022-09-23
"588","07:10 PM EST","  Blue Jays  ","  Rays  ","Tropicana Field",82,0,0,0,2022-09-23
"589","08:05 PM EST","  Guardians  ","  Rangers  ","Globe Life Field",94,0,0,0,2022-09-23
"590","08:10 PM EST","  Tigers  ","  White Sox  ","Guaranteed Rate Field",62,0,-2.9849307724477,-7.20626035358804,2022-09-23
"591","08:10 PM EST","  Angels  ","  Twins  ","Target Field",55,37,-8.2,-5.02105187650415e-16,2022-09-23
"592","08:10 PM EST","  Mariners  ","  Royals  ","Kauffman Stadium",66,1,-4.71178561580756,-1.95168550506196,2022-09-23
"593","08:10 PM EST","  Padres  ","  Rockies  ","Coors Field",82,0,6.55954468083013,-2.71705236979214,2022-09-23
"594","09:40 PM EST","  Mets  ","  Athletics  ","Oakland Coliseum",80,0,4.03050865276332,4.03050865276332,2022-09-23
"595","09:40 PM EST","  Giants  ","  Diamondbacks  ","Chase Field",92,0,0,0,2022-09-23
"596","10:10 PM EST","  Cardinals  ","  Dodgers  ","Dodger Stadium",81,0,-3.42901103761259e-16,2.8,2022-09-23
"597","01:05 PM EST","  Red Sox  ","  Yankees  ","Yankee Stadium",64,0,3.06146745892072,7.39103626009029,2022-09-24
"598","04:05 PM EST","  Braves  ","  Phillies  ","Citizens Bank Park",70,0,5.02045814642449,5.02045814642449,2022-09-24
"599","04:07 PM EST","  Mets  ","  Athletics  ","Oakland Coliseum",82,0,4.24264068711928,4.24264068711929,2022-09-24
"600","06:10 PM EST","  Nationals  ","  Marlins  ","loanDepot park",83,0,0,0,2022-09-24
"601","06:10 PM EST","  Blue Jays  ","  Rays  ","Tropicana Field",88,0,0,0,2022-09-24
"602","06:35 PM EST","  Cubs  ","  Pirates  ","PNC Park",68,0,-2.69422295812418e-16,2.2,2022-09-24
"603","06:40 PM EST","  Brewers  ","  Reds  ","Great American Ball Park",78,0,-5.86898628384835,5.86898628384834,2022-09-24
"604","07:05 PM EST","  Guardians  ","  Rangers  ","Globe Life Field",94,0,0,0,2022-09-24
"605","07:05 PM EST","  Astros  ","  Orioles  ","Oriole Park at Camden Yards",67,0,-5.8783046359073e-16,4.8,2022-09-24
"606","07:10 PM EST","  Tigers  ","  White Sox  ","Guaranteed Rate Field",70,0,2.87012574273817,6.92909649383465,2022-09-24
"607","07:10 PM EST","  Angels  ","  Twins  ","Target Field",60,12,6.50538238691624,6.50538238691624,2022-09-24
"608","07:10 PM EST","  Mariners  ","  Royals  ","Kauffman Stadium",85,0,6.46715672757901,2.67878402655563,2022-09-24
"609","08:10 PM EST","  Padres  ","  Rockies  ","Coors Field",81,0,1.95168550506196,-4.71178561580756,2022-09-24
"610","08:10 PM EST","  Giants  ","  Diamondbacks  ","Chase Field",101,0,0,0,2022-09-24
"611","09:10 PM EST","  Cardinals  ","  Dodgers  ","Dodger Stadium",85,0,2.89913780286484,2.89913780286485,2022-09-24
"612","01:05 PM EST","  Braves  ","  Phillies  ","Citizens Bank Park",72,0,-1.10218211923262e-15,9,2022-09-25
"613","01:05 PM EST","  Astros  ","  Orioles  ","Oriole Park at Camden Yards",71,0,-9.91963907309356e-16,8.1,2022-09-25
"614","01:10 PM EST","  Blue Jays  ","  Rays  ","Tropicana Field",82,0,0,0,2022-09-25
"615","01:35 PM EST","  Cubs  ","  Pirates  ","PNC Park",67,25,3.60624458405139,3.60624458405139,2022-09-25
"616","01:40 PM EST","  Brewers  ","  Reds  ","Great American Ball Park",73,1,-1.65327317884893e-15,13.5,2022-09-25
"617","01:40 PM EST","  Nationals  ","  Marlins  ","loanDepot park",88,0,0,0,2022-09-25
"618","02:10 PM EST","  Tigers  ","  White Sox  ","Guaranteed Rate Field",66,8,-4.93661627750966,11.9180459693956,2022-09-25
"619","02:10 PM EST","  Angels  ","  Twins  ","Target Field",68,0,12.3,2.25947334442687e-15,2022-09-25
"620","02:10 PM EST","  Mariners  ","  Royals  ","Kauffman Stadium",77,0,13.5810291279159,-5.62544645576682,2022-09-25
"621","02:35 PM EST","  Guardians  ","  Rangers  ","Globe Life Field",93,0,0,0,2022-09-25
"622","03:10 PM EST","  Padres  ","  Rockies  ","Coors Field",72,0,2.44917396713657,-5.91282900807224,2022-09-25
"623","03:40 PM EST","  Giants  ","  Diamondbacks  ","Chase Field",98,0,0,0,2022-09-25
"624","04:07 PM EST","  Mets  ","  Athletics  ","Oakland Coliseum",69,0,-6.36816335556624e-16,5.2,2022-09-25
"625","04:10 PM EST","  Cardinals  ","  Dodgers  ","Dodger Stadium",91,0,-6.2456986756515e-16,5.1,2022-09-25
"626","07:08 PM EST","  Red Sox  ","  Yankees  ","Yankee Stadium",68,16,-8.77685555885722,3.63549260746835,2022-09-25
"627","06:35 PM EST","  Reds  ","  Pirates  ","PNC Park",64,3,-4.53119315684521e-16,3.7,2022-09-26
"628","07:05 PM EST","  Braves  ","  Nationals  ","Nationals Park",73,0,4.45477272147525,-4.45477272147525,2022-09-26
"629","07:07 PM EST","  Yankees  ","  Blue Jays  ","Rogers Centre",57,0,0,0,2022-09-26
"630","07:10 PM EST","  Orioles  ","  Red Sox  ","Fenway Park",68,1,-8.03775193284819,-3.32934586157628,2022-09-26
"631","06:10 PM EST","  Rays  ","  Guardians  ","Progressive Field",60,7,9.70073509136851,4.01817603983344,2022-09-27
"632","06:35 PM EST","  Reds  ","  Pirates  ","PNC Park",57,34,-7.34788079488412e-16,6,2022-09-27
"633","06:40 PM EST","  Royals  ","  Tigers  ","Comerica Park",58,10,-9.19238815542512,9.19238815542512,2022-09-27
"634","07:05 PM EST","  Braves  ","  Nationals  ","Nationals Park",67,1,6.7,1.23077003314309e-15,2022-09-27
"635","07:07 PM EST","  Yankees  ","  Blue Jays  ","Rogers Centre",54,0,0,0,2022-09-27
"636","07:10 PM EST","  Marlins  ","  Mets  ","Citi Field",67,0,8.8,1.61653377487451e-15,2022-09-27
"637","07:10 PM EST","  Orioles  ","  Red Sox  ","Fenway Park",67,0,5.54327719506772,-2.29610059419054,2022-09-27
"638","07:40 PM EST","  Cardinals  ","  Brewers  ","American Family Field",53,0,0,0,2022-09-27
"639","07:40 PM EST","  White Sox  ","  Twins  ","Target Field",56,0,5.1618795026618,-5.1618795026618,2022-09-27
"640","07:40 PM EST","  Phillies  ","  Cubs  ","Wrigley Field",55,0,9.54594154601839,-9.54594154601839,2022-09-27
"641","08:10 PM EST","  Diamondbacks  ","  Astros  ","Minute Maid Park",85,0,0,0,2022-09-27
"642","09:38 PM EST","  Athletics  ","  Angels  ","Angel Stadium",85,0,1.91341716182545,4.61939766255643,2022-09-27
"643","09:40 PM EST","  Rangers  ","  Mariners  ","T-Mobile Park",74,0,0,0,2022-09-27
"644","09:40 PM EST","  Dodgers  ","  Padres  ","Petco Park",77,0,6.09760491457449,-2.52571065360959,2022-09-27
"645","09:45 PM EST","  Rockies  ","  Giants  ","Oracle Park",62,0,-3.52068757775883,8.49969169910384,2022-09-27
"646","12:35 PM EST","  Reds  ","  Pirates  ","PNC Park",57,5,1.41421356237309,1.4142135623731,2022-09-28
"647","06:10 PM EST","  Rays  ","  Guardians  ","Progressive Field",59,3,3.90337101012391,-9.42357123161512,2022-09-28
"648","06:40 PM EST","  Royals  ","  Tigers  ","Comerica Park",57,0,-1.18790739517293e-15,9.7,2022-09-28
"649","07:05 PM EST","  Braves  ","  Nationals  ","Nationals Park",66,0,5.65685424949238,-5.65685424949238,2022-09-28
"650","07:07 PM EST","  Yankees  ","  Blue Jays  ","Rogers Centre",56,0,0,0,2022-09-28
"651","07:10 PM EST","  Marlins  ","  Mets  ","Citi Field",68,0,4.31335136523794,-4.31335136523794,2022-09-28
"652","07:10 PM EST","  Orioles  ","  Red Sox  ","Fenway Park",67,0,2.67925064428273,-1.10978195385876,2022-09-28
"653","07:40 PM EST","  White Sox  ","  Twins  ","Target Field",61,0,-4.3,-2.63299061816681e-16,2022-09-28
"654","07:40 PM EST","  Cardinals  ","  Brewers  ","American Family Field",53,0,0,0,2022-09-28
"655","07:40 PM EST","  Phillies  ","  Cubs  ","Wrigley Field",56,0,0,-9.9,2022-09-28
"656","08:10 PM EST","  Diamondbacks  ","  Astros  ","Minute Maid Park",85,0,0,0,2022-09-28
"657","09:38 PM EST","  Athletics  ","  Angels  ","Angel Stadium",80,0,-2.1430272212445,5.17372538206321,2022-09-28
"658","09:40 PM EST","  Rangers  ","  Mariners  ","T-Mobile Park",66,0,0,0,2022-09-28
"659","09:40 PM EST","  Dodgers  ","  Padres  ","Petco Park",72,0,2.06649053477148,4.98894947556095,2022-09-28
"660","09:45 PM EST","  Rockies  ","  Giants  ","Oracle Park",65,0,-2.9849307724477,7.20626035358804,2022-09-28
"661","01:10 PM EST","  White Sox  ","  Twins  ","Target Field",62,0,-10.3,-6.30693101560887e-16,2022-09-29
"662","01:10 PM EST","  Royals  ","  Tigers  ","Comerica Park",59,0,3.25269119345812,3.25269119345812,2022-09-29
"663","01:35 PM EST","  Orioles  ","  Red Sox  ","Fenway Park",65,0,2.06649053477148,-4.98894947556095,2022-09-29
"664","02:20 PM EST","  Phillies  ","  Cubs  ","Wrigley Field",59,0,-5.9,-3.61270805748469e-16,2022-09-29
"665","06:10 PM EST","  Rays  ","  Guardians  ","Progressive Field",57,0,-2.21956390771752,-5.35850128856546,2022-09-29
"666","07:40 PM EST","  Marlins  ","  Brewers  ","American Family Field",56,0,0,0,2022-09-29
"667","09:38 PM EST","  Athletics  ","  Angels  ","Angel Stadium",77,0,-1.91341716182545,4.61939766255643,2022-09-29
"668","09:40 PM EST","  Rangers  ","  Mariners  ","T-Mobile Park",68,0,0,0,2022-09-29
"669","09:40 PM EST","  Dodgers  ","  Padres  ","Petco Park",72,0,4.71178561580756,1.95168550506196,2022-09-29
"670","09:45 PM EST","  Rockies  ","  Giants  ","Oracle Park",69,0,-2.64051568331912,6.37476877432788,2022-09-29
"671","01:05 PM EST","  Phillies  ","  Nationals  ","Nationals Park",62,0,0,-6.5,2022-09-30
"672","02:20 PM EST","  Reds  ","  Cubs  ","Wrigley Field",62,0,-3.46482322781408,-3.46482322781408,2022-09-30
"673","07:05 PM EST","  Orioles  ","  Yankees  ","Yankee Stadium",61,0,2.5639789968461,-6.18999286782562,2022-09-30
"674","07:07 PM EST","  Red Sox  ","  Blue Jays  ","Rogers Centre",56,0,0,0,2022-09-30
"675","07:10 PM EST","  Twins  ","  Tigers  ","Comerica Park",62,0,5.4,-3.30654635769785e-16,2022-09-30
"676","07:10 PM EST","  Royals  ","  Guardians  ","Progressive Field",60,0,-5.82044105482111,-2.41090562390007,2022-09-30
"677","07:20 PM EST","  Mets  ","  Braves  ","Truist Park",74,0,-9.67470971326409e-16,7.9,2022-09-30
"678","08:10 PM EST","  Marlins  ","  Brewers  ","American Family Field",57,0,0,0,2022-09-30
"679","08:10 PM EST","  Rays  ","  Astros  ","Minute Maid Park",80,0,0,0,2022-09-30
"680","08:15 PM EST","  Pirates  ","  Cardinals  ","Busch Stadium",66,0,1.76034378887941,-4.24984584955192,2022-09-30
"681","09:38 PM EST","  Rangers  ","  Angels  ","Angel Stadium",72,0,-2.1430272212445,5.17372538206321,2022-09-30
"682","09:40 PM EST","  Athletics  ","  Mariners  ","T-Mobile Park",67,0,0,0,2022-09-30
"683","09:40 PM EST","  White Sox  ","  Padres  ","Petco Park",68,0,5.91282900807224,2.44917396713657,2022-09-30
"684","10:10 PM EST","  Rockies  ","  Dodgers  ","Dodger Stadium",70,0,-4.04133443718627e-16,3.3,2022-09-30
"685","10:15 PM EST","  Diamondbacks  ","  Giants  ","Oracle Park",62,0,-1.7220754456429,4.15745789630079,2022-09-30
"686","01:05 PM EST","  Orioles  ","  Yankees  ","Yankee Stadium",57,34,4.51566450190806,-10.9017784836332,2022-10-01
"687","01:05 PM EST","  Phillies  ","  Nationals  ","Nationals Park",59,47,-3.81837661840736,-3.81837661840736,2022-10-01
"688","02:20 PM EST","  Reds  ","  Cubs  ","Wrigley Field",64,0,0,-12.6,2022-10-01
"689","03:07 PM EST","  Red Sox  ","  Blue Jays  ","Rogers Centre",62,0,0,0,2022-10-01
"690","04:05 PM EST","  Diamondbacks  ","  Giants  ","Oracle Park",61,0,-2.71705236979214,6.55954468083014,2022-10-01
"691","04:10 PM EST","  Athletics  ","  Mariners  ","T-Mobile Park",72,0,0,0,2022-10-01
"692","06:10 PM EST","  Twins  ","  Tigers  ","Comerica Park",66,0,9.26309883354377,9.26309883354377,2022-10-01
"693","06:10 PM EST","  Royals  ","  Guardians  ","Progressive Field",64,0,-4.36259112896202,-10.5322266706287,2022-10-01
"694","07:05 PM EST","  Phillies  ","  Nationals  ","Nationals Park",63,21,-4.10121933088198,-4.10121933088198,2022-10-01
"695","07:10 PM EST","  Marlins  ","  Brewers  ","American Family Field",60,0,0,0,2022-10-01
"696","07:15 PM EST","  Pirates  ","  Cardinals  ","Busch Stadium",72,0,2.33436893742705,-5.63566514831885,2022-10-01
"697","07:20 PM EST","  Mets  ","  Braves  ","Truist Park",70,0,-3.46482322781408,3.46482322781408,2022-10-01
"698","07:20 PM EST","  Rays  ","  Astros  ","Minute Maid Park",83,0,0,0,2022-10-01
