"","time","Away","Home","Park","temp","precip","blowing_right","blowing_out","date"
"232","12:05 PM EST","  Dodgers  ","  Marlins  ","loanDepot park",84,0,0,0,2022-08-28
"233","01:35 PM EST","  Pirates  ","  Phillies  ","Citizens Bank Park",85,1,-5.4,-3.30654635769785e-16,2022-08-28
"234","01:35 PM EST","  Reds  ","  Nationals  ","Nationals Park",86,0,-3.4,-2.0818995585505e-16,2022-08-28
"235","01:35 PM EST","  Rays  ","  Red Sox  ","Fenway Park",76,0,-3.8268343236509,-9.23879532511287,2022-08-28
"236","01:37 PM EST","  Angels  ","  Blue Jays  ","Rogers Centre",76,0,0,0,2022-08-28
"237","01:40 PM EST","  Rockies  ","  Mets  ","Citi Field",81,0,-8.7,-5.32721357629099e-16,2022-08-28
"238","02:10 PM EST","  Orioles  ","  Astros  ","Minute Maid Park",91,0,0,0,2022-08-28
"239","02:10 PM EST","  Cubs  ","  Brewers  ","American Family Field",81,0,0,0,2022-08-28
"240","02:10 PM EST","  Diamondbacks  ","  White Sox  ","Guaranteed Rate Field",86,2,-9.60834713811738,-3.97990769659693,2022-08-28
"241","02:10 PM EST","  Giants  ","  Twins  ","Target Field",75,2,-7.5,-4.59242549680257e-16,2022-08-28
"242","02:10 PM EST","  Padres  ","  Royals  ","Kauffman Stadium",82,1,-5.35756805311126,12.934313455158,2022-08-28
"243","02:35 PM EST","  Tigers  ","  Rangers  ","Globe Life Field",91,0,0,0,2022-08-28
"244","04:07 PM EST","  Yankees  ","  Athletics  ","Oakland Coliseum",68,0,-4.10121933088198,4.10121933088198,2022-08-28
"245","04:10 PM EST","  Guardians  ","  Mariners  ","T-Mobile Park",72,0,0,0,2022-08-28
"246","07:08 PM EST","  Braves  ","  Cardinals  ","Busch Stadium",83,53,-3.59722426423184,8.6844676056061,2022-08-28
"247","06:40 PM EST","  Dodgers  ","  Marlins  ","loanDepot park",86,0,0,0,2022-08-29
"248","06:40 PM EST","  Cardinals  ","  Reds  ","Great American Ball Park",79,27,-8.4,-5.14351655641888e-16,2022-08-29
"249","07:07 PM EST","  Cubs  ","  Blue Jays  ","Rogers Centre",80,0,0,0,2022-08-29
"250","07:40 PM EST","  Red Sox  ","  Twins  ","Target Field",78,0,8.55599205235722,8.55599205235723,2022-08-29
"251","08:10 PM EST","  Pirates  ","  Brewers  ","American Family Field",78,0,0,0,2022-08-29
"252","09:38 PM EST","  Yankees  ","  Angels  ","Angel Stadium",78,0,2.37263728066356,5.72805310156998,2022-08-29
"253","09:40 PM EST","  Phillies  ","  Diamondbacks  ","Chase Field",105,0,0,0,2022-08-29
"254","09:45 PM EST","  Padres  ","  Giants  ","Oracle Park",63,0,-3.52068757775883,8.49969169910384,2022-08-29
"255","06:10 PM EST","  Orioles  ","  Guardians  ","Progressive Field",79,0,10.2550628108753,4.24778609925249,2022-08-30
"256","06:40 PM EST","  Rays  ","  Marlins  ","loanDepot park",87,0,0,0,2022-08-30
"257","06:40 PM EST","  Cardinals  ","  Reds  ","Great American Ball Park",83,0,-1.16341445918999e-15,9.5,2022-08-30
"258","07:05 PM EST","  Athletics  ","  Nationals  ","Nationals Park",76,35,5,9.18485099360515e-16,2022-08-30
"259","07:07 PM EST","  Cubs  ","  Blue Jays  ","Rogers Centre",79,0,0,0,2022-08-30
"260","07:10 PM EST","  Dodgers  ","  Mets  ","Citi Field",80,4,-9.82878425849301,9.82878425849301,2022-08-30
"261","07:10 PM EST","  Mariners  ","  Tigers  ","Comerica Park",77,0,-9.97020561473032,9.97020561473032,2022-08-30
"262","07:20 PM EST","  Rockies  ","  Braves  ","Truist Park",75,94,-1.5556349186104,1.5556349186104,2022-08-30
"263","07:40 PM EST","  Red Sox  ","  Twins  ","Target Field",79,0,6.01040764008565,6.01040764008566,2022-08-30
"264","08:05 PM EST","  Astros  ","  Rangers  ","Globe Life Field",82,0,0,0,2022-08-30
"265","08:10 PM EST","  Pirates  ","  Brewers  ","American Family Field",73,0,0,0,2022-08-30
"266","08:10 PM EST","  Royals  ","  White Sox  ","Guaranteed Rate Field",76,0,-4.01817603983344,9.70073509136851,2022-08-30
"267","09:38 PM EST","  Yankees  ","  Angels  ","Angel Stadium",87,0,2.1430272212445,5.17372538206321,2022-08-30
"268","09:40 PM EST","  Phillies  ","  Diamondbacks  ","Chase Field",109,0,0,0,2022-08-30
"269","09:45 PM EST","  Padres  ","  Giants  ","Oracle Park",63,0,-4.2477860992525,10.2550628108753,2022-08-30
"270","02:05 PM EST","  Astros  ","  Rangers  ","Globe Life Field",86,0,0,0,2022-08-31
"271","02:10 PM EST","  Pirates  ","  Brewers  ","American Family Field",79,0,0,0,2022-08-31
"272","03:45 PM EST","  Padres  ","  Giants  ","Oracle Park",63,0,-2.06649053477149,4.98894947556095,2022-08-31
"273","06:10 PM EST","  Orioles  ","  Guardians  ","Progressive Field",79,0,10.6246146238798,4.40085947219853,2022-08-31
"274","06:40 PM EST","  Rays  ","  Marlins  ","loanDepot park",86,0,0,0,2022-08-31
"275","06:40 PM EST","  Cardinals  ","  Reds  ","Great American Ball Park",82,0,-8.69499227394621e-16,7.1,2022-08-31
"276","07:05 PM EST","  Athletics  ","  Nationals  ","Nationals Park",83,0,5.1,9.36854801347725e-16,2022-08-31
"277","07:07 PM EST","  Cubs  ","  Blue Jays  ","Rogers Centre",77,0,0,0,2022-08-31
"278","07:10 PM EST","  Dodgers  ","  Mets  ","Citi Field",81,0,10.6,1.94718841064429e-15,2022-08-31
"279","07:10 PM EST","  Mariners  ","  Tigers  ","Comerica Park",80,0,-9.05096679918781,9.05096679918781,2022-08-31
"280","07:20 PM EST","  Rockies  ","  Braves  ","Truist Park",86,0,-2.12132034355964,2.12132034355964,2022-08-31
"281","07:40 PM EST","  Red Sox  ","  Twins  ","Target Field",87,0,4.10121933088198,4.10121933088198,2022-08-31
"282","08:10 PM EST","  Royals  ","  White Sox  ","Guaranteed Rate Field",80,0,-2.33436893742705,5.63566514831885,2022-08-31
"283","09:38 PM EST","  Yankees  ","  Angels  ","Angel Stadium",94,0,1.98995384829847,4.80417356905869,2022-08-31
"284","09:40 PM EST","  Phillies  ","  Diamondbacks  ","Chase Field",106,0,0,0,2022-08-31
"285","01:10 PM EST","  Mariners  ","  Tigers  ","Comerica Park",78,0,-2.61629509039023,-2.61629509039023,2022-09-01
"286","02:10 PM EST","  Royals  ","  White Sox  ","Guaranteed Rate Field",84,0,-5.72805310156998,-2.37263728066356,2022-09-01
"287","04:05 PM EST","  Athletics  ","  Nationals  ","Nationals Park",89,0,4.5254833995939,-4.5254833995939,2022-09-01
"288","04:10 PM EST","  Dodgers  ","  Mets  ","Citi Field",86,0,11.5,2.11251572852918e-15,2022-09-01
"289","06:10 PM EST","  Orioles  ","  Guardians  ","Progressive Field",77,0,1.3011236700413,-3.14119041053838,2022-09-01
"290","07:10 PM EST","  Rangers  ","  Red Sox  ","Fenway Park",76,0,7.02148444708578,-2.90839408597468,2022-09-01
"291","07:20 PM EST","  Rockies  ","  Braves  ","Truist Park",88,0,0.919238815542512,-0.919238815542512,2022-09-01
"292","09:40 PM EST","  Brewers  ","  Diamondbacks  ","Chase Field",105,0,0,0,2022-09-01
"293","06:35 PM EST","  Blue Jays  ","  Pirates  ","PNC Park",85,0,3.7476659402887,3.7476659402887,2022-09-02
"294","06:40 PM EST","  Rockies  ","  Reds  ","Great American Ball Park",86,0,-2.61629509039023,-2.61629509039023,2022-09-02
"295","07:05 PM EST","  Athletics  ","  Orioles  ","Oriole Park at Camden Yards",82,0,-6.1,-3.73517273739943e-16,2022-09-02
"296","07:10 PM EST","  Yankees  ","  Rays  ","Tropicana Field",82,0,0,0,2022-09-02
"297","07:10 PM EST","  Nationals  ","  Mets  ","Citi Field",74,0,-5.44472221513642,5.44472221513642,2022-09-02
"298","07:10 PM EST","  Royals  ","  Tigers  ","Comerica Park",81,0,0,-7.3,2022-09-02
"299","07:10 PM EST","  Mariners  ","  Guardians  ","Progressive Field",79,0,-1.53073372946036,-3.69551813004515,2022-09-02
"300","07:10 PM EST","  Rangers  ","  Red Sox  ","Fenway Park",68,0,-4.24984584955192,-1.76034378887941,2022-09-02
"301","07:20 PM EST","  Marlins  ","  Braves  ","Truist Park",76,12,2.5,-1.53080849893419e-16,2022-09-02
"302","08:10 PM EST","  Twins  ","  White Sox  ","Guaranteed Rate Field",81,0,-7.76058807309481,-3.21454083186675,2022-09-02
"303","08:15 PM EST","  Cubs  ","  Cardinals  ","Busch Stadium",76,7,2.86402655078499,1.18631864033178,2022-09-02
"304","09:38 PM EST","  Astros  ","  Angels  ","Angel Stadium",88,0,-1.98995384829847,4.80417356905869,2022-09-02
"305","09:40 PM EST","  Brewers  ","  Diamondbacks  ","Chase Field",105,0,0,0,2022-09-02
"306","10:10 PM EST","  Padres  ","  Dodgers  ","Dodger Stadium",89,0,2.1920310216783,2.1920310216783,2022-09-02
"307","10:15 PM EST","  Phillies  ","  Giants  ","Oracle Park",64,0,-2.87012574273817,6.92909649383465,2022-09-02
"308","04:05 PM EST","  Phillies  ","  Giants  ","Oracle Park",70,0,-1.53073372946036,3.69551813004515,2022-09-03
"309","04:10 PM EST","  Rangers  ","  Red Sox  ","Fenway Park",75,0,3.09973580215723,-7.48342421334142,2022-09-03
"310","06:10 PM EST","  Yankees  ","  Rays  ","Tropicana Field",83,0,0,0,2022-09-03
"311","06:10 PM EST","  Royals  ","  Tigers  ","Comerica Park",86,0,-6.08111831820431,-6.08111831820431,2022-09-03
"312","06:35 PM EST","  Blue Jays  ","  Pirates  ","PNC Park",81,7,-1.76776695296637,1.76776695296637,2022-09-03
"313","07:05 PM EST","  Athletics  ","  Orioles  ","Oriole Park at Camden Yards",85,0,-3.67695526217005,3.67695526217005,2022-09-03
"314","07:10 PM EST","  Nationals  ","  Mets  ","Citi Field",75,0,-6.15182899632296,6.15182899632296,2022-09-03
"315","07:15 PM EST","  Twins  ","  White Sox  ","Guaranteed Rate Field",75,11,10.1626748576242,4.20951775601599,2022-09-03
"316","07:15 PM EST","  Cubs  ","  Cardinals  ","Busch Stadium",77,5,-1.22458698356829,-2.95641450403612,2022-09-03
"317","07:15 PM EST","  Mariners  ","  Guardians  ","Progressive Field",81,1,-3.14119041053837,-1.30112367004131,2022-09-03
"318","07:20 PM EST","  Marlins  ","  Braves  ","Truist Park",85,0,2.33345237791561,-2.33345237791561,2022-09-03
"319","08:10 PM EST","  Brewers  ","  Diamondbacks  ","Chase Field",105,0,0,0,2022-09-03
"320","09:07 PM EST","  Astros  ","  Angels  ","Angel Stadium",94,0,-2.21956390771752,5.35850128856546,2022-09-03
"321","09:10 PM EST","  Padres  ","  Dodgers  ","Dodger Stadium",95,0,-5.63337527607782e-16,4.6,2022-09-03
"322","12:05 PM EST","  Blue Jays  ","  Pirates  ","PNC Park",76,12,0.989949493661166,-0.989949493661167,2022-09-04
"323","12:10 PM EST","  Rockies  ","  Reds  ","Great American Ball Park",75,7,-2.68700576850888,-2.68700576850888,2022-09-04
"324","01:35 PM EST","  Marlins  ","  Braves  ","Truist Park",81,0,0,-2.8,2022-09-04
"325","01:35 PM EST","  Rangers  ","  Red Sox  ","Fenway Park",84,0,2.06649053477148,-4.98894947556095,2022-09-04
"326","01:35 PM EST","  Athletics  ","  Orioles  ","Oriole Park at Camden Yards",88,0,-4.66690475583121,4.66690475583121,2022-09-04
"327","01:40 PM EST","  Yankees  ","  Rays  ","Tropicana Field",89,0,0,0,2022-09-04
"328","01:40 PM EST","  Nationals  ","  Mets  ","Citi Field",84,0,4.17193000900063,4.17193000900063,2022-09-04
"329","01:40 PM EST","  Royals  ","  Tigers  ","Comerica Park",72,13,4.5254833995939,4.5254833995939,2022-09-04
"330","02:10 PM EST","  Twins  ","  White Sox  ","Guaranteed Rate Field",73,13,9.42357123161512,-3.90337101012392,2022-09-04
"331","02:15 PM EST","  Cubs  ","  Cardinals  ","Busch Stadium",75,26,1.64553875916989,-3.97268198979853,2022-09-04
"332","02:40 PM EST","  Mariners  ","  Guardians  ","Progressive Field",74,9,-0.646715672757901,-0.267878402655563,2022-09-04
"333","03:40 PM EST","  Rockies  ","  Reds  ","Great American Ball Park",80,19,-3.18198051533946,-3.18198051533946,2022-09-04
"334","04:05 PM EST","  Phillies  ","  Giants  ","Oracle Park",75,0,1.60727041593338,3.8802940365474,2022-09-04
"335","04:07 PM EST","  Astros  ","  Angels  ","Angel Stadium",100,0,-6.65193263408126,2.75532071302865,2022-09-04
"336","04:10 PM EST","  Brewers  ","  Diamondbacks  ","Chase Field",104,0,0,0,2022-09-04
"337","07:08 PM EST","  Padres  ","  Dodgers  ","Dodger Stadium",101,3,-7.9602041944578e-16,6.5,2022-09-04
"338","01:05 PM EST","  Twins  ","  Yankees  ","Yankee Stadium",83,0,-3.97268198979853,-1.64553875916989,2022-09-05
"339","01:05 PM EST","  Blue Jays  ","  Orioles  ","Oriole Park at Camden Yards",85,4,-4.73761543394987,4.73761543394987,2022-09-05
"340","04:10 PM EST","  Red Sox  ","  Rays  ","Tropicana Field",92,0,0,0,2022-09-05
"341","04:10 PM EST","  Brewers  ","  Rockies  ","Coors Field",94,0,1.07151361062225,-2.5868626910316,2022-09-05
"342","04:15 PM EST","  Nationals  ","  Cardinals  ","Busch Stadium",77,12,2.44917396713657,-5.91282900807224,2022-09-05
"343","04:35 PM EST","  Blue Jays  ","  Orioles  ","Oriole Park at Camden Yards",85,11,-9.42978035343462e-16,7.7,2022-09-05
"344","06:40 PM EST","  White Sox  ","  Mariners  ","T-Mobile Park",74,0,0,0,2022-09-05
"345","06:40 PM EST","  Diamondbacks  ","  Padres  ","Petco Park",85,0,7.57581216659255,3.13800414539373,2022-09-05
"346","07:10 PM EST","  Rangers  ","  Astros  ","Minute Maid Park",85,0,0,0,2022-09-05
"347","08:10 PM EST","  Guardians  ","  Royals  ","Kauffman Stadium",81,0,-1.98995384829847,-4.80417356905869,2022-09-05
"348","09:38 PM EST","  Tigers  ","  Angels  ","Angel Stadium",93,0,1.95168550506196,4.71178561580756,2022-09-05
"349","10:10 PM EST","  Giants  ","  Dodgers  ","Dodger Stadium",93,0,1.62634559672906,1.62634559672906,2022-09-05
"350","06:35 PM EST","  Mets  ","  Pirates  ","PNC Park",76,11,5.65685424949238,5.65685424949238,2022-09-06
"351","06:40 PM EST","  Red Sox  ","  Rays  ","Tropicana Field",88,0,0,0,2022-09-06
"352","06:45 PM EST","  Marlins  ","  Phillies  ","Citizens Bank Park",72,38,-4.17193000900063,-4.17193000900063,2022-09-06
"353","07:05 PM EST","  Blue Jays  ","  Orioles  ","Oriole Park at Camden Yards",74,11,0,-5.4,2022-09-06
"354","07:40 PM EST","  Reds  ","  Cubs  ","Wrigley Field",74,0,-4.80832611206852,-4.80832611206852,2022-09-06
"355","07:45 PM EST","  Nationals  ","  Cardinals  ","Busch Stadium",79,1,1.76034378887941,-4.24984584955192,2022-09-06
"356","08:10 PM EST","  Rangers  ","  Astros  ","Minute Maid Park",85,0,0,0,2022-09-06
"357","08:10 PM EST","  Guardians  ","  Royals  ","Kauffman Stadium",82,0,-4.71178561580756,-1.95168550506196,2022-09-06
"358","08:40 PM EST","  Brewers  ","  Rockies  ","Coors Field",97,0,2.02822219153497,-4.89656152230982,2022-09-06
"359","09:38 PM EST","  Tigers  ","  Angels  ","Angel Stadium",89,0,-2.25783225095403,5.45088924181659,2022-09-06
"360","09:40 PM EST","  White Sox  ","  Mariners  ","T-Mobile Park",74,0,0,0,2022-09-06
"361","09:40 PM EST","  Diamondbacks  ","  Padres  ","Petco Park",80,0,5.08133742881208,2.10475887800799,2022-09-06
"362","09:40 PM EST","  Braves  ","  Athletics  ","Oakland Coliseum",87,0,4.87903679018718,4.87903679018718,2022-09-06
"363","10:10 PM EST","  Giants  ","  Dodgers  ","Dodger Stadium",87,1,2.33345237791561,2.33345237791561,2022-09-06
"364","12:35 PM EST","  Mets  ","  Pirates  ","PNC Park",69,0,-6.12323399573677e-16,5,2022-09-07
"365","03:05 PM EST","  Twins  ","  Yankees  ","Yankee Stadium",73,7,3.21454083186675,-7.76058807309481,2022-09-07
"366","03:10 PM EST","  Brewers  ","  Rockies  ","Coors Field",93,0,1.41592869975083,-3.41835427029176,2022-09-07
"367","03:37 PM EST","  Braves  ","  Athletics  ","Oakland Coliseum",83,0,3.95979797464467,3.95979797464467,2022-09-07
"368","04:07 PM EST","  Tigers  ","  Angels  ","Angel Stadium",97,0,1.95168550506196,4.71178561580756,2022-09-07
"369","04:10 PM EST","  Giants  ","  Dodgers  ","Dodger Stadium",100,0,-4.77612251667468e-16,3.9,2022-09-07
"370","04:10 PM EST","  White Sox  ","  Mariners  ","T-Mobile Park",73,0,0,0,2022-09-07
"371","06:35 PM EST","  Twins  ","  Yankees  ","Yankee Stadium",73,0,2.90839408597468,-7.02148444708578,2022-09-07
"372","06:35 PM EST","  Mets  ","  Pirates  ","PNC Park",76,3,6.6,-4.04133443718627e-16,2022-09-07
"373","06:40 PM EST","  Red Sox  ","  Rays  ","Tropicana Field",85,0,0,0,2022-09-07
"374","06:45 PM EST","  Marlins  ","  Phillies  ","Citizens Bank Park",70,14,0,-5.7,2022-09-07
"375","07:05 PM EST","  Blue Jays  ","  Orioles  ","Oriole Park at Camden Yards",71,30,-4.17193000900063,-4.17193000900063,2022-09-07
"376","07:40 PM EST","  Reds  ","  Cubs  ","Wrigley Field",75,0,-3.95979797464467,-3.95979797464467,2022-09-07
"377","07:45 PM EST","  Nationals  ","  Cardinals  ","Busch Stadium",80,0,3.02319911568421,-7.29864830683917,2022-09-07
"378","08:10 PM EST","  Guardians  ","  Royals  ","Kauffman Stadium",82,0,-1.98995384829847,-4.80417356905869,2022-09-07
"379","08:10 PM EST","  Rangers  ","  Astros  ","Minute Maid Park",83,0,0,0,2022-09-07
"380","08:40 PM EST","  Diamondbacks  ","  Padres  ","Petco Park",86,0,6.83670854058352,2.83185739950166,2022-09-07
"381","01:15 PM EST","  Nationals  ","  Cardinals  ","Busch Stadium",78,0,-1.49246538622385,-3.60313017679402,2022-09-08
"382","02:20 PM EST","  Reds  ","  Cubs  ","Wrigley Field",79,0,-5.6,-3.42901103761259e-16,2022-09-08
"383","04:10 PM EST","  Giants  ","  Brewers  ","American Family Field",82,0,0,0,2022-09-08
"384","06:45 PM EST","  Marlins  ","  Phillies  ","Citizens Bank Park",78,1,0,-4.4,2022-09-08
"385","07:05 PM EST","  Twins  ","  Yankees  ","Yankee Stadium",75,0,-1.87514881858894,-4.52700970930531,2022-09-08
"386","07:40 PM EST","  Giants  ","  Brewers  ","American Family Field",79,0,0,0,2022-09-08
"387","09:40 PM EST","  White Sox  ","  Athletics  ","Oakland Coliseum",91,0,3.88908729652601,3.88908729652601,2022-09-08
"388","04:05 PM EST","  Giants  ","  Cubs  ","Wrigley Field",82,0,-5.86898628384835,5.86898628384834,2022-09-09
"389","06:35 PM EST","  Cardinals  ","  Pirates  ","PNC Park",82,0,6.15182899632296,6.15182899632296,2022-09-09
"390","06:40 PM EST","  Mets  ","  Marlins  ","loanDepot park",88,0,0,0,2022-09-09
"391","07:05 PM EST","  Rays  ","  Yankees  ","Yankee Stadium",75,0,-4.52700970930531,-1.87514881858894,2022-09-09
"392","07:05 PM EST","  Nationals  ","  Phillies  ","Citizens Bank Park",77,0,-5.4,-3.30654635769785e-16,2022-09-09
"393","07:05 PM EST","  Red Sox  ","  Orioles  ","Oriole Park at Camden Yards",79,0,-5,-3.06161699786838e-16,2022-09-09
"394","08:05 PM EST","  Blue Jays  ","  Rangers  ","Globe Life Field",87,0,0,0,2022-09-09
"395","08:10 PM EST","  Angels  ","  Astros  ","Minute Maid Park",86,0,0,0,2022-09-09
"396","08:10 PM EST","  Reds  ","  Brewers  ","American Family Field",75,0,0,0,2022-09-09
"397","08:10 PM EST","  Guardians  ","  Twins  ","Target Field",61,44,3.8,6.98048675513991e-16,2022-09-09
"398","08:10 PM EST","  Tigers  ","  Royals  ","Kauffman Stadium",84,0,-5.08133742881208,2.10475887800799,2022-09-09
"399","08:40 PM EST","  Diamondbacks  ","  Rockies  ","Coors Field",60,0,6.09760491457449,-2.52571065360959,2022-09-09
"400","09:40 PM EST","  Dodgers  ","  Padres  ","Petco Park",72,41,2.9849307724477,7.20626035358804,2022-09-09
"401","09:40 PM EST","  Braves  ","  Mariners  ","T-Mobile Park",74,0,0,0,2022-09-09
"402","09:40 PM EST","  White Sox  ","  Athletics  ","Oakland Coliseum",76,0,4.66690475583121,4.66690475583121,2022-09-09
"403","01:05 PM EST","  Rays  ","  Yankees  ","Yankee Stadium",82,0,-4.71178561580756,1.95168550506196,2022-09-10
"404","02:20 PM EST","  Giants  ","  Cubs  ","Wrigley Field",80,0,-3.88908729652601,3.88908729652601,2022-09-10
"405","04:07 PM EST","  White Sox  ","  Athletics  ","Oakland Coliseum",70,0,5.37401153701776,5.37401153701776,2022-09-10
"406","04:10 PM EST","  Tigers  ","  Royals  ","Kauffman Stadium",77,1,10.6246146238798,-4.40085947219854,2022-09-10
"407","05:05 PM EST","  Red Sox  ","  Orioles  ","Oriole Park at Camden Yards",81,0,-3.04055915910215,3.04055915910215,2022-09-10
"408","06:05 PM EST","  Nationals  ","  Phillies  ","Citizens Bank Park",80,0,-5.38844591624835e-16,4.4,2022-09-10
"409","06:10 PM EST","  Mets  ","  Marlins  ","loanDepot park",89,0,0,0,2022-09-10
"410","07:05 PM EST","  Blue Jays  ","  Rangers  ","Globe Life Field",89,0,0,0,2022-09-10
"411","07:15 PM EST","  Angels  ","  Astros  ","Minute Maid Park",91,0,0,0,2022-09-10
"412","07:15 PM EST","  Reds  ","  Brewers  ","American Family Field",74,0,0,0,2022-09-10
"413","07:15 PM EST","  Guardians  ","  Twins  ","Target Field",70,0,6.3,1.15729122519425e-15,2022-09-10
"414","07:35 PM EST","  Cardinals  ","  Pirates  ","PNC Park",74,0,3.7476659402887,3.7476659402887,2022-09-10
"415","08:10 PM EST","  Diamondbacks  ","  Rockies  ","Coors Field",52,13,-1.45419704298734,-3.51074222354289,2022-09-10
"416","08:40 PM EST","  Dodgers  ","  Padres  ","Petco Park",78,5,3.52068757775882,8.49969169910384,2022-09-10
"417","09:10 PM EST","  Braves  ","  Mariners  ","T-Mobile Park",82,0,0,0,2022-09-10
"418","01:05 PM EST","  Nationals  ","  Phillies  ","Citizens Bank Park",75,24,-5.4,-3.30654635769785e-16,2022-09-11
"419","01:05 PM EST","  Red Sox  ","  Orioles  ","Oriole Park at Camden Yards",72,58,-7.1,-4.3474961369731e-16,2022-09-11
"420","01:35 PM EST","  Rays  ","  Yankees  ","Yankee Stadium",76,35,-3.60313017679402,1.49246538622385,2022-09-11
"421","01:35 PM EST","  Cardinals  ","  Pirates  ","PNC Park",72,10,-2.57175827820944e-16,2.1,2022-09-11
"422","01:40 PM EST","  Mets  ","  Marlins  ","loanDepot park",89,0,0,0,2022-09-11
"423","02:10 PM EST","  Angels  ","  Astros  ","Minute Maid Park",90,0,0,0,2022-09-11
"424","02:10 PM EST","  Reds  ","  Brewers  ","American Family Field",64,0,0,0,2022-09-11
"425","02:10 PM EST","  Guardians  ","  Twins  ","Target Field",70,0,2.89913780286484,-2.89913780286484,2022-09-11
"426","02:10 PM EST","  Tigers  ","  Royals  ","Kauffman Stadium",71,0,11.0865543901354,-4.59220118838108,2022-09-11
"427","02:35 PM EST","  Blue Jays  ","  Rangers  ","Globe Life Field",79,0,0,0,2022-09-11
"428","03:10 PM EST","  Diamondbacks  ","  Rockies  ","Coors Field",70,0,1.18631864033178,2.86402655078499,2022-09-11
"429","04:07 PM EST","  White Sox  ","  Athletics  ","Oakland Coliseum",74,0,4.17193000900063,4.17193000900063,2022-09-11
"430","04:10 PM EST","  Dodgers  ","  Padres  ","Petco Park",83,1,8.13013988609933,3.36761420481279,2022-09-11
"431","04:10 PM EST","  Braves  ","  Mariners  ","T-Mobile Park",78,0,0,0,2022-09-11
"432","08:08 PM EST","  Giants  ","  Cubs  ","Wrigley Field",62,36,17.8,3.26980695372343e-15,2022-09-11
"433","01:10 PM EST","  Rangers  ","  Marlins  ","loanDepot park",89,0,0,0,2022-09-12
"434","06:10 PM EST","  Angels  ","  Guardians  ","Progressive Field",71,0,7.29864830683917,3.02319911568421,2022-09-12
"435","06:40 PM EST","  Astros  ","  Tigers  ","Comerica Park",68,2,-11.3,-6.91925441518255e-16,2022-09-12
"436","06:40 PM EST","  Pirates  ","  Reds  ","Great American Ball Park",73,1,-6.36396103067893,6.36396103067893,2022-09-12
"437","07:07 PM EST","  Rays  ","  Blue Jays  ","Rogers Centre",73,0,0,0,2022-09-12
"438","07:10 PM EST","  Rangers  ","  Marlins  ","loanDepot park",88,0,0,0,2022-09-12
"439","07:10 PM EST","  Cubs  ","  Mets  ","Citi Field",78,5,-4.03050865276332,4.03050865276332,2022-09-12
"440","09:40 PM EST","  Dodgers  ","  Diamondbacks  ","Chase Field",94,0,0,0,2022-09-12
"441","09:45 PM EST","  Braves  ","  Giants  ","Oracle Park",62,0,-3.75029763717788,9.05401941861061,2022-09-12
"442","12:35 PM EST","  Pirates  ","  Reds  ","Great American Ball Park",67,0,-8.93992163377568e-16,7.3,2022-09-13
"443","01:07 PM EST","  Rays  ","  Blue Jays  ","Rogers Centre",66,0,0,0,2022-09-13
"444","06:10 PM EST","  Angels  ","  Guardians  ","Progressive Field",69,1,10.1626748576242,4.20951775601598,2022-09-13
"445","06:40 PM EST","  Phillies  ","  Marlins  ","loanDepot park",87,0,0,0,2022-09-13
"446","06:40 PM EST","  Astros  ","  Tigers  ","Comerica Park",74,0,-5.44472221513642,5.44472221513642,2022-09-13
"447","06:40 PM EST","  Pirates  ","  Reds  ","Great American Ball Park",73,0,-7.71527483462833e-16,6.3,2022-09-13
"448","07:05 PM EST","  Orioles  ","  Nationals  ","Nationals Park",79,0,3.39411254969543,3.39411254969543,2022-09-13
"449","07:07 PM EST","  Rays  ","  Blue Jays  ","Rogers Centre",66,0,0,0,2022-09-13
"450","07:10 PM EST","  Yankees  ","  Red Sox  ","Fenway Park",74,15,-1.45419704298734,-3.51074222354289,2022-09-13
"451","07:10 PM EST","  Cubs  ","  Mets  ","Citi Field",80,2,8.76812408671319,8.76812408671319,2022-09-13
"452","07:40 PM EST","  Royals  ","  Twins  ","Target Field",79,0,-2.05060966544099,2.05060966544099,2022-09-13
"453","07:45 PM EST","  Brewers  ","  Cardinals  ","Busch Stadium",79,0,1.37766035651432,-3.32596631704063,2022-09-13
"454","08:05 PM EST","  Athletics  ","  Rangers  ","Globe Life Field",88,0,0,0,2022-09-13
"455","08:10 PM EST","  Rockies  ","  White Sox  ","Guaranteed Rate Field",71,0,3.32596631704063,-1.37766035651432,2022-09-13
"456","09:40 PM EST","  Dodgers  ","  Diamondbacks  ","Chase Field",93,0,0,0,2022-09-13
"457","09:40 PM EST","  Padres  ","  Mariners  ","T-Mobile Park",69,0,0,0,2022-09-13
"458","09:45 PM EST","  Braves  ","  Giants  ","Oracle Park",62,0,-4.55393284514457,10.9941664368843,2022-09-13
"459","12:35 PM EST","  Pirates  ","  Reds  ","Great American Ball Park",72,0,1.90918830920368,1.90918830920368,2022-09-14
"460","01:10 PM EST","  Astros  ","  Tigers  ","Comerica Park",76,0,-4.87903679018718,4.87903679018718,2022-09-14
"461","01:10 PM EST","  Angels  ","  Guardians  ","Progressive Field",72,0,7.66820011984368,-3.17627248863025,2022-09-14
"462","02:10 PM EST","  Rockies  ","  White Sox  ","Guaranteed Rate Field",75,0,3.60313017679402,1.49246538622385,2022-09-14
"463","03:45 PM EST","  Braves  ","  Giants  ","Oracle Park",65,0,-3.4058825480493,8.22252783935045,2022-09-14
"464","04:10 PM EST","  Padres  ","  Mariners  ","T-Mobile Park",70,0,0,0,2022-09-14
