"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Marquez Cooper",7500,"KENT","EMU",1,33.75,26.25,24.4203989099543,1.93173141128672,20.9648342132568,2.79531122843424
"2","Samson Evans",7200,"EMU","KENT",1,26.25,33.75,23.9411084466848,2.55385287389298,20.6190605163574,2.86375840504964
"3","Harrison Waylee",6700,"NIU","MIAOH",1,22.75,21.75,21.3470197916909,2.53347806840765,19.1484985351562,2.85798485599347
"4","Sean Tyler",6600,"WMU","CMU",1,19.75,29.75,23.8782871703808,2.01316113666257,20.4066772460938,3.09192079486269
"5","Lew Nichols III",6200,"CMU","WMU",1,29.75,19.75,18.2491933747012,2.47069666343377,16.9238471984863,2.72965277394941
"6","Keyon Mozee",5300,"MIAOH","NIU",1,21.75,22.75,12.7922859704933,1.63168449823548,13.0581531524658,2.46380248159732
"7","Antario Brown",4800,"NIU","MIAOH",2,22.75,21.75,9.40536110971991,1.27222228615743,15.7082357406616,3.27254911263784
"8","Bryan Bradford",4100,"KENT","EMU",2,33.75,26.25,5.67306061342,1.99462585684746,8.44817161560059,2.06052966234161
"9","Tyre Shelton",3900,"MIAOH","NIU",2,21.75,22.75,9.22762149876016,2.07619851606039,7.881751537323,2.02096193264692
"10","Darius Boone Jr.",3500,"EMU","KENT",2,26.25,33.75,6.45214384542059,1.75119734922056,7.65186262130737,2.18624646323068
"11","La'Darius Jefferson",3000,"WMU","CMU",2,19.75,29.75,4.78598529060664,2.57329610084563,5.12628936767578,1.70876312255859
"12","Zahir Abdus-Salaam",3800,"WMU","CMU",3,19.75,29.75,3.10213872474484,2.12645606865251,4.38011360168457,1.15266147412752
"13","Mason Blakemore",3200,"NIU","MIAOH",3,22.75,21.75,2.60614620477113,2.16262709463013,4.52921056747437,1.41537830233574
"14","Jake Tafelski",4200,"CMU","WMU",4,29.75,19.75,1.7117970618395,2.89761027822545,7.08078289031982,1.68590068817139
"15","Jordan Brunson",3000,"MIAOH","NIU",4,21.75,22.75,2.77904445093735,1.38634796942725,4.38011360168457,1.46003786722819
