"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Bo Nix",12000,"CAL","OREGON",36.75,19.75,29.753490447998,7.10851286747726,27.9271068572998,2.32725890477498
"2","QB","Spencer Sanders",10800,"KSU","OKLA STATE",27.25,28.75,40.2544212341309,7.38965818682465,27.7595367431641,2.57032747621889
"3","QB","Malik Cunningham",10600,"WAKE","LOUISVILLE",31,34,31.5988998413086,10.9975177723347,32.1712913513184,3.03502748597343
"4","QB","Sam Hartman",10500,"LOU","WAKE",34,31,33.9795875549316,4.13336098324646,24.6041030883789,2.34324791317894
"5","QB","John Rhys Plumlee",10300,"CIN","UCF",28.75,27.25,28.2046451568604,9.29317750896445,21.5818462371826,2.09532487739637
"6","QB","Adrian Martinez",10200,"OKST","KANSAS ST",28.75,27.25,29.4192867279053,11.2240114622892,32.3199691772461,3.16862442914177
"7","QB","Stetson Bennett",10000,"UF","GEORGIA",39.75,16.75,31.5352020263672,5.02018422475675,18.7276802062988,1.87276802062988
"8","QB","Tommy DeVito",8200,"NEB","ILLINOIS",28.75,21.25,28.9870319366455,5.28104404772364,13.4875059127808,1.64481779424156
"9","QB","Ben Bryant",8100,"UCF","CINCINNATI",27.25,28.75,32.0922813415527,3.6001993446969,14.5341186523438,1.79433563609182
"10","QB","Casey Thompson",7800,"ILL","NEBRASKA",21.25,28.75,30.5001678466797,3.64088237752668,15.2370433807373,1.95346710009453
"11","QB","Jack Plummer",7600,"ORE","CAL",19.75,36.75,34.3391151428223,3.30991686648122,14.9569702148438,1.96802239668997
"12","QB","Brady Cook",7400,"SCAR","MISSOURI",20.75,24.25,29.0754261016846,6.6311592068472,13.2059993743896,1.78459451005266
"13","QB","Anthony Richardson",7200,"UGA","FLORIDA",16.75,39.75,27.001277923584,5.80525590910179,17.6821041107178,2.45584779315525
"14","QB","Spencer Rattler",7000,"MIZZ","S CAROLINA",24.25,20.75,25.440637588501,2.84456613527905,12.1128826141357,1.73041180201939
"15","QB","Alex Padilla",5700,"NW","IOWA",24.5,13,27.3397274017334,3.1529700278345,13.165958404541,2.30981726395456
