"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Caleb Williams",12400,"UCLA","USC",39.5,37.5,34.3258018493652,7.57195998809141,24.6458911895752,1.98757187012703
"2","QB","C.J. Stroud",11600,"MD","OHIO STATE",45,18,29.820930480957,5.55927147301844,16.1772861480713,1.39459363345442
"3","QB","Dorian Thompson-Robinson",11400,"USC","UCLA",37.5,39.5,33.1881484985352,5.79330812288589,22.3043441772461,1.95652141905667
"4","QB","Hendon Hooker",11200,"SCAR","TENNESSEE",44.5,22,30.7700881958008,6.17445614414419,23.8709201812744,2.13133215904236
"5","QB","Max Duggan",10500,"BAY","TCU",29.75,27.25,23.7302684783936,8.86301386832997,18.9086322784424,1.80082212175642
"6","QB","KJ Jefferson",10200,"MISS","ARKANSAS",32,33.5,34.3169021606445,8.12542176727726,23.9568214416504,2.34870798447553
"7","QB","Anthony Richardson",10000,"VAN","FLORIDA",35.75,21.75,24.8037853240967,6.38498421340955,23.4331569671631,2.34331569671631
"8","QB","DJ Uiagalelei",9600,"MIA","CLEMSON",33.5,14.5,27.0687370300293,8.12715175156791,19.7497959136963,2.0572704076767
"9","QB","Dillon Gabriel",9500,"OKST","OKLAHOMA",37,30,33.2822265625,7.11871015536008,21.7188167572021,2.28619123760023
"10","QB","Jaxson Dart",9400,"ARK","OLE MISS",33.5,32,32.1458511352539,9.89646468931073,24.3988513946533,2.59562248879291
"11","QB","Stetson Bennett",9300,"UK","GEORGIA",35.25,12.75,32.9286346435547,3.76941196564636,16.1919479370117,1.74106967064642
"12","QB","Ben Gulbranson",9000,"ASU","OREGON ST",30.5,23.5,25.6921424865723,4.52787912210712,12.8719673156738,1.43021859063043
"13","QB","J.J. McCarthy",8600,"ILL","MICHIGAN",29.25,12.25,25.1197071075439,12.0181419040841,15.6842288970947,1.82374754617381
"14","QB","Quinn Ewers",8400,"KU","TEXAS",36,27.5,34.127685546875,4.90835649091861,18.4277973175049,2.19378539494106
"15","QB","Drew Pyne",8300,"BC","NOTRE DAME",31.5,11,26.3181190490723,7.38348958493225,16.8166160583496,2.02609832028309
"16","QB","Spencer Rattler",8000,"TENN","S CAROLINA",22,44.5,30.4479522705078,4.14062552720156,11.3880786895752,1.4235098361969
"17","QB","Emory Jones",7600,"ORST","ARIZONA ST",23.5,30.5,31.634220123291,3.64210741103371,14.23375415802,1.87286238921316
"18","QB","Taulia Tagovailoa",7500,"OSU","MARYLAND",18,45,28.3420372009277,4.21397575400971,10.4237470626831,1.38983294169108
"19","QB","Blake Shapen",7400,"TCU","BAYLOR",27.25,29.75,28.7087574005127,6.71169527946807,19.0692119598389,2.57692053511336
"20","QB","Graham Mertz",7300,"NEB","WISCONSIN",26,15,24.7967205047607,4.83371233620559,10.3413324356079,1.41662088159012
"21","QB","Emmett Morehead",7200,"ND","BOSTON COL",11,31.5,39.6628189086914,3.1193566213675,14.2050380706787,1.97292195426093
"22","QB","Tommy DeVito",7000,"MICH","ILLINOIS",12.25,29.25,30.418550491333,3.91634131035062,11.5597915649414,1.65139879499163
"23","QB","Mike Wright",7000,"UF","VANDERBILT",21.75,35.75,29.6349143981934,6.0152038981866,16.7726631164551,2.39609473092215
"24","QB","Casey Thompson",6900,"WIS","NEBRASKA",15,26,27.2418155670166,4.15338259374118,13.6864681243896,1.98354610498401
"25","QB","Will Levis",6500,"UGA","KENTUCKY",12.75,35.25,23.4711990356445,5.98014497705157,9.28241729736328,1.42806419959435
"26","QB","Jacurri Brown",6500,"CLEM","MIAMI FL",14.5,33.5,27.3230571746826,9.96083364394622,13.5731267929077,2.08817335275503
"27","QB","Gunnar Gundy",5600,"OU","OKLA STATE",30,37,39.0007820129395,5.65339627461196,22.9855422973633,4.10456112452916
"28","QB","Jason Bean",9800,"TEX","KANSAS",27.5,36,30.6178035736084,7.22877407260057,21.2634696960449,2.16974180571887
