"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Malik Cunningham",11200,"BC","LOUISVILLE",32.75,18.25,27.962194442749,9.97672866222206,31.4570579528809,2.80866588865008
"2","QB","Dillon Gabriel",10700,"TCU","OKLAHOMA",37.5,31.5,32.2710800170898,4.36812933912762,26.3241844177246,2.46020415118922
"3","QB","Donovan Smith",10200,"KSU","TEXAS TECH",24.75,32.25,38.3650321960449,7.32360700860625,19.0067481994629,1.86340668622185
"4","QB","Adrian Martinez",9800,"TTU","KANSAS ST",32.25,24.75,26.9873905181885,11.6085475054429,26.9649906158447,2.75152965467803
"5","QB","Aidan O'Connell",9000,"MINN","PURDUE",20,32,37.3413467407227,3.81786856676436,18.4166030883789,2.0462892320421
"6","QB","Max Duggan",8800,"OU","TCU",31.5,37.5,30.8845043182373,6.24432048208837,21.2338523864746,2.4129377711903
"7","QB","Haaziq Daniels",8700,"NAVY","AIR FORCE",26.25,12.25,11.238899230957,13.9790958365822,13.6228761672974,1.56584783532154
"8","QB","Will Levis",8600,"MISS","KENTUCKY",23.75,30.75,32.9046363830566,5.31266740189614,16.8224868774414,1.95610312528388
"9","QB","Jaxson Dart",8500,"UK","OLE MISS",30.75,23.75,29.2269668579102,6.71904560845286,19.4699897766113,2.29058703254251
"10","QB","Tanner Morgan",7900,"PUR","MINNESOTA",32,20,27.1281547546387,7.131743451256,18.9810638427734,2.40266630921183
"11","QB","Graham Mertz",7400,"ILL","WISCONSIN",25.25,18.25,24.2484188079834,5.83705486334634,11.5565538406372,1.56169646495097
"12","QB","Phil Jurkovec",7400,"LOU","BOSTON COL",18.25,32.75,31.880313873291,5.4429694079794,13.2040491104126,1.78433096086657
"13","QB","J.J. McCarthy",7300,"IOWA","MICHIGAN",26.25,15.75,26.5457496643066,4.3641167782344,15.4972810745239,2.12291521568821
"14","QB","Tai Lavatai",6500,"AF","NAVY",12.25,26.25,10.3883380889893,14.1069965553656,8.59808921813965,1.32278295663687
"15","QB","Tommy DeVito",6500,"WIS","ILLINOIS",18.25,25.25,28.5931510925293,3.28308925701276,13.0279922485352,2.00430649977464
"16","QB","Spencer Petras",5800,"MICH","IOWA",15.75,26.25,26.9925975799561,4.41441800887696,8.91874217987061,1.53771416894321
