"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_fdpts","tar_value","pts_value"
"1","WR","Nathaniel Dell",9200,"TULN","HOUSTON",1,28.75,26.25,0.282426261739767,8.50583512068896,12.915599822998,0.924547295727061,1.40386954597805
"2","WR","De'Corian Clark",8800,"MTSU","UTSA",1,35,30.5,0.326110243624849,12.7736990812922,17.2884693145752,1.4515567137832,1.96459878574718
"3","WR","Kyle Williams",8400,"UNM","UNLV",1,29,15,0.264542092422325,7.57914800250077,11.6662588119507,0.902279524107234,1.38884033475603
"4","WR","Jalen McMillan",8300,"UCLA","WASHINGTON",1,33.75,30.75,0.23350929366511,8.81154638189135,17.2431488037109,1.06163209420378,2.07748780767602
"5","WR","Jake Bobo",6600,"WASH","UCLA",1,30.75,33.75,0.20167895481471,7.21187290732459,11.4395446777344,1.0927080162613,1.73326434511127
"6","WR","Stefan Cobbs",6300,"SDSU","BOISE ST",1,22.25,15.75,0.295116733105635,8.46599522827117,10.4966878890991,1.34380876639225,1.66614093477764
"7","WR","Izaiah Gathings",5600,"UTSA","MIDDLE TN",1,30.5,35,0.270769784927338,9.18123423504808,15.0613708496094,1.63950611340144,2.68953050885882
"8","WR","Jesse Matthews",5400,"BOIS","S DIEGO ST",1,15.75,22.25,0.236669519725223,5.44203072607567,5.56749725341797,1.00778346779179,1.03101800989222
"9","WR","Dea Dea McDougle",5200,"HOU","TULANE",1,26.25,28.75,0.25636066628972,7.70262663818239,9.11609268188477,1.48127435349661,1.7530947465163
"10","WR","Luke Wysong",5200,"UNLV","NEW MEXICO",1,15,29,0.333578257614295,7.13181124783877,7.22686386108398,1.37150216304592,1.38978151174692
"11","WR","Zakhari Franklin",9500,"MTSU","UTSA",2,35,30.5,0.261507199393327,10.2432055967079,13.3078651428223,1.07823216807452,1.40082790977076
"12","WR","Rome Odunze",8100,"UCLA","WASHINGTON",2,33.75,30.75,0.215944782003514,8.14874402935035,13.2586631774902,1.00601778140128,1.63687199722102
"13","WR","Ricky White",7700,"UNM","UNLV",2,29,15,0.208932709592074,5.98593559936702,8.89249897003174,0.777394233684028,1.15486999610802
"14","WR","Jaylin Lane",7400,"UTSA","MIDDLE TN",2,30.5,35,0.193308812490316,6.55469548660631,9.9568510055542,0.885769660352203,1.34552040615597
"15","WR","Matthew Golden",6800,"TULN","HOUSTON",2,28.75,26.25,0.171590218571835,5.16778467591601,7.92724800109863,0.759968334693531,1.16577176486745
"16","WR","Latrell Caples",6500,"SDSU","BOISE ST",2,22.25,15.75,0.210763616853687,6.04616266857971,7.82213544845581,0.930178872089185,1.20340545360859
"17","WR","Kazmeir Allen",6000,"WASH","UCLA",2,30.75,33.75,0.15641173846929,5.59315462582881,9.54609489440918,0.932192437638135,1.59101581573486
"18","WR","Tyrell Shavers",5700,"BOIS","S DIEGO ST",2,15.75,22.25,0.215213710598491,4.9486711559204,5.15679502487183,0.868187922091298,0.904700881556461
"19","WR","Shae Wyatt",5600,"HOU","TULANE",2,26.25,28.75,0.149006103315449,4.47704555172379,7.00046825408936,0.799472419950676,1.25008361680167
"20","WR","Geordan Porter",5500,"UNLV","NEW MEXICO",2,15,29,0.197214670719955,4.21639532785641,5.24614477157593,0.766617332337529,0.953844503922896
"21","WR","Joshua Cephus",8000,"MTSU","UTSA",3,35,30.5,0.217144088873685,8.50550788507171,11.4045753479004,1.06318848563396,1.42557191848755
"22","WR","Ja'Lynn Polk",7500,"UCLA","WASHINGTON",3,33.75,30.75,0.152972644163789,5.77247067152253,8.71846008300781,0.769662756203004,1.16246134440104
"23","WR","Joseph Manjack IV",6400,"TULN","HOUSTON",3,28.75,26.25,0.148161461479427,4.46218051685831,5.9961142539978,0.697215705759111,0.936892852187157
"24","WR","Jha'Quan Jackson",5800,"HOU","TULANE",3,26.25,28.75,0.119638742210517,3.59467220945632,6.03708744049072,0.619771070595917,1.04087714491219
"25","WR","Billy Bowens",5300,"SDSU","BOISE ST",3,22.25,15.75,0.162031117050101,4.64817650067505,6.96682691574097,0.877014434089632,1.31449564447943
"26","TE","Mark Redman",5200,"BOIS","S DIEGO ST",3,15.75,22.25,0.147449113439896,3.39047718018002,4.72142457962036,0.652014842342311,0.907966265311608
"27","WR","Michael Ezeike",5200,"WASH","UCLA",3,30.75,33.75,0.13505809986221,4.82956613993701,6.88632535934448,0.928762719218655,1.32429333833548
"28","WR","Austin Erickson",4300,"UNLV","NEW MEXICO",3,15,29,0.138866789789204,2.96893370824857,4.28276395797729,0.69044969959269,0.995991618134255
"29","WR","Nick Williams",4200,"UNM","UNLV",3,29,15,0.154451230706357,4.42503771695836,5.59113216400146,1.05358040879961,1.33122194380987
"30","WR","Duece Watts",6100,"HOU","TULANE",4,26.25,28.75,0.1112096743393,3.34141197394694,5.21129369735718,0.5477724547454,0.854310442189701
"31","WR","Yusuf Ali",5900,"UTSA","MIDDLE TN",3,30.5,35,0.12874763700095,4.36556173663126,6.83405780792236,0.739925718073095,1.15831488269871
"32","WR","Jeff Weimer",5800,"UNM","UNLV",4,29,15,0.119605505958353,3.42670545648046,6.26841735839844,0.59081128560008,1.08076161351697
"33","WR","Kam Brown",5200,"WASH","UCLA",4,30.75,33.75,0.121009653410183,4.32720529395556,5.26014709472656,0.832154864222223,1.01156674898588
"34","WR","KeSean Carter",5100,"TULN","HOUSTON",4,28.75,26.25,0.12379365703797,3.7282950574983,5.15734910964966,0.731038246568294,1.01124492346072
"35","WR","Mekhi Shaw",5000,"BOIS","S DIEGO ST",4,15.75,22.25,0.127781288407059,2.93823090753769,3.4776759147644,0.587646181507538,0.695535182952881
"36","TE","Oscar Cardenas",4800,"MTSU","UTSA",4,35,30.5,0.0874146761926031,3.4240223691269,5.58241987228394,0.713337993568103,1.16300414005915
"37","TE","Tyneil Hopper",4800,"SDSU","BOISE ST",4,22.25,15.75,0.12116574725965,3.4758741984411,4.00681591033936,0.724140458008564,0.834753314654032
"38","TE","Devin Culp",4800,"UCLA","WASHINGTON",4,33.75,30.75,0.106104516903688,4.00388720016377,6.14000177383423,0.834143166700786,1.27916703621546
"39","TE","Will Dennis",4000,"UNLV","NEW MEXICO",4,15,29,0.125754906433979,2.68860525440411,3.44399738311768,0.672151313601028,0.860999345779419
"40","WR","Giles Jackson",5700,"UCLA","WASHINGTON",5,33.75,30.75,0.0799398359144812,3.01655476261878,4.93102693557739,0.529220133792768,0.865092444838139
"41","TE","Tyrick James",5500,"HOU","TULANE",5,26.25,28.75,0.0925191325379083,2.77983492999135,4.79415035247803,0.505424532725701,0.87166370045055
"42","WR","Shelton Zeon III",5300,"UNM","UNLV",5,29,15,0.0888942928400007,2.54682722073741,4.60168218612671,0.480533437874982,0.8682419219107
"43","TE","Riley Smith",4900,"SDSU","BOISE ST",5,22.25,15.75,0.0783335949659149,2.24715092978948,3.20282220840454,0.458602230569282,0.653637185388682
"44","TE","Christian Trahan",4900,"TULN","HOUSTON",5,28.75,26.25,0.097500331264628,2.93641864903355,4.11704587936401,0.599269112047663,0.840213444768166
"45","WR","Titus Mokiao-Atimalala",4400,"WASH","UCLA",5,30.75,33.75,0.109770896248562,3.9253166171704,4.77632141113281,0.892117412993272,1.08552759343928
"46","WR","AJ Toney",4400,"UTSA","MIDDLE TN",4,30.5,35,0.101240189402575,3.43284201062211,4.47924184799194,0.780191366050479,1.01800951090726
"47","WR","Darius De Los Reyes",4200,"BOIS","S DIEGO ST",5,15.75,22.25,0.10525268882399,2.42020335887466,2.9808783531189,0.576238894970157,0.709732941218785
"48","WR","Tykee Ogle-Kellogg",4000,"MTSU","UTSA",5,35,30.5,0.0503201546990919,1.97103441678362,3.81249260902405,0.492758604195905,0.953123152256012
"49","WR","Logan Loya",5300,"WASH","UCLA",6,30.75,33.75,0.101029640678412,3.61273653522639,4.04037809371948,0.681648402872903,0.762335489381034
"50","WR","Taj Davis",5100,"UCLA","WASHINGTON",6,33.75,30.75,0.0731965816175083,2.7620959482819,4.6000657081604,0.541587440839589,0.901973668266745
"51","TE","Will Wallace",5000,"HOU","TULANE",6,26.25,28.75,0.0846520025247733,2.5434587101826,3.26637411117554,0.50869174203652,0.653274822235107
"52","WR","Cole Wright",4800,"SDSU","BOISE ST",6,22.25,15.75,0.0617252093826299,1.77070721337355,2.39056396484375,0.368897336119489,0.498034159342448
"53","WR","Senika McKie",4800,"UNM","UNLV",6,29,15,0.0722034835069227,2.06863445731522,2.9975917339325,0.430965511940671,0.624498277902603
"54","WR","Marquel Tinsley",4500,"UTSA","MIDDLE TN",5,30.5,35,0.0849270770007571,2.87969866006711,3.27026557922363,0.63993303557047,0.726725684271918
"55","WR","Brionne Penny",4400,"BOIS","S DIEGO ST",6,15.75,22.25,0.0796845162813017,1.83228320443963,1.86142539978027,0.416428001009008,0.423051227222789
"56","WR","Tre'Von Bradley",4400,"MTSU","UTSA",6,35,30.5,0.0453823788097976,1.77762232816103,3.48153138160706,0.404005074582052,0.791257132183422
"57","WR","Samuel Brown",4200,"TULN","HOUSTON",6,28.75,26.25,0.0822099845306352,2.47591909259589,3.07390570640564,0.589504545856165,0.731882311048962
"58","WR","Jah'Mar Sanders",4000,"UNLV","NEW MEXICO",5,15,29,0.0969087630524837,2.0718826559463,2.87088632583618,0.517970663986576,0.717721581459045
"59","WR","Matt Sykes",5400,"WASH","UCLA",7,30.75,33.75,0.0869811942263847,3.11037568924494,4.01646280288696,0.575995498008321,0.74378940794203
"60","TE","Alex Bauman",5300,"HOU","TULANE",7,26.25,28.75,0.0743905285945972,2.23514190173639,3.56778717041016,0.421724887120075,0.673167390643426
"61","TE","Kaleo Ballungay",4300,"UNM","UNLV",7,29,15,0.064218682745728,1.83986940073979,2.89402222633362,0.427876604823208,0.673028424728748
"62","WR","Davis Koetter",4200,"SDSU","BOISE ST",7,22.25,15.75,0.0420573843497924,1.20649754919678,1.96085631847382,0.287261321237329,0.466870552017575
"63","WR","Jace Taylor",4200,"UNLV","NEW MEXICO",6,15,29,0.062490069245018,1.3360204646046,1.50160849094391,0.318100110620143,0.357525831177121
"64","WR","CJ Nelson",4100,"TULN","HOUSTON",7,28.75,26.25,0.0588950513593236,1.77374296993848,2.89402222633362,0.43262023657036,0.705859079593565
"65","WR","Lonyatta Alexander Jr.",4100,"UCLA","WASHINGTON",7,33.75,30.75,0.048593613782274,1.8336952460672,3.56039428710938,0.447242742943219,0.868388850514482
"66","TE","Aaron Greene",4000,"BOIS","S DIEGO ST",7,15.75,22.25,0.0571559166982333,1.3142556557766,1.43171727657318,0.328563913944151,0.357929319143295
"67","WR","Elijah Metcalf",6000,"UTSA","MIDDLE TN",6,30.5,35,0.0788754385291148,2.6745003203451,2.93930435180664,0.44575005339085,0.48988405863444
"68","TE","Jack Westover",5000,"UCLA","WASHINGTON",8,33.75,30.75,0.0409802621566595,1.54640303633202,3.00547790527344,0.309280607266404,0.601095581054688
"69","WR","Hudson Habermehl",4600,"WASH","UCLA",8,30.75,33.75,0.0586467340977766,2.09715878948007,3.04382967948914,0.455904084669581,0.661702104236769
"70","TE","Gavin Sharp",4600,"MTSU","UTSA",7,35,30.5,0.0355844879509482,1.39384011981598,2.92796564102173,0.303008721699127,0.636514269787332
"71","WR","Josh Nicholson",4500,"BOIS","S DIEGO ST",8,15.75,22.25,0.0542635894875219,1.24774885097626,1.60792195796967,0.277277522439169,0.357315990659926
"72","WR","Lawrence Keys III",4500,"HOU","TULANE",8,26.25,28.75,0.0638752762769007,1.91920005394152,3.26269578933716,0.426488900875894,0.725043508741591
"73","WR","Kilinahe Mendiola-Jensen",4400,"UNM","UNLV",8,29,15,0.0570140131987179,1.63345515374455,4.64698934555054,0.371239807669216,1.05613394217058
"74","WR","Peyton Sawyer",4100,"TULN","HOUSTON",8,28.75,26.25,0.045691476512104,1.37609074750596,2.33910632133484,0.3356318896356,0.570513736910936
"75","TE","Kurt Rafdal",4500,"SDSU","BOISE ST",8,22.25,15.75,0.041880196736884,1.20141457924924,1.73207819461823,0.266981017610943,0.384906265470717
"76","WR","Jordan Jakes",4300,"UNM","UNLV",9,29,15,0.0406979488244347,1.16599885755104,2.19031167030334,0.271162525011869,0.50937480704729
"77","WR","Isaiah Davis",4200,"MTSU","UTSA",8,35,30.5,0.039536348608709,1.54863402721469,2.69918775558472,0.368722387432069,0.642663751329694
"78","TE","Matt Byrnes",4200,"TULN","HOUSTON",9,28.75,26.25,0.0382446819790191,1.15181554701334,2.19031167030334,0.274241796907937,0.521502778643653
"79","WR","Bryce Bohanon",4000,"HOU","TULANE",9,26.25,28.75,0.0520473907156781,1.56381875572675,2.38278007507324,0.390954688931687,0.595695018768311
"80","WR","Tristan White",4000,"UNLV","NEW MEXICO",7,15,29,0.062490069245018,1.3360204646046,1.39803910255432,0.33400511615115,0.34950977563858
"81","TE","Cameron Harpole",4000,"BOIS","S DIEGO ST",9,15.75,22.25,0.0422441293551547,0.971370754518695,1.29350638389587,0.242842688629674,0.323376595973969
"82","WR","Zyell Griffin",4700,"UNM","UNLV",10,29,15,0.0422134781992594,1.20941887184349,2.59529423713684,0.25732316422202,0.552190263220604
"83","WR","Chris Carpenter",4000,"MTSU","UTSA",9,35,30.5,0.0381376655628274,1.49384778027069,2.55039310455322,0.373461945067674,0.637598276138306
"84","WR","Andrew Erickson",4200,"UNLV","NEW MEXICO",8,15,29,0.0578353506539132,1.23650386348982,1.16926109790802,0.29440568178329,0.27839549950191
"85","WR","Kyle Eaves",4100,"MTSU","UTSA",10,35,30.5,0.040078877581822,1.56988482194103,2.55039310455322,0.382898737058787,0.622047098671518
"86","TE","Connor Witthoft",4200,"UNLV","NEW MEXICO",9,15,29,0.0471857218918929,1.00881773450325,1.25982809066772,0.240194698691249,0.299959069206601
