"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Michael Penix Jr.",8500,"UW","UCLA",34.25,31.25,37.7353134155273,5.26215961752177,24.1292266845703,2.83873255112592
"2","Dorian Thompson-Robinson",8100,"UCLA","UW",31.25,34.25,35.7591743469238,6.43196986847664,24.6176643371582,3.03921781940225
"3","Clayton Tune",6200,"UH","TUL",28.5,26,30.1170120239258,5.54492642154253,18.5319995880127,2.98903219161495
"4","Hank Bachmeier",5200,"BSU","SDSU",22.5,16.5,28.6869373321533,4.53117137117994,13.4159383773804,2.57998814949622
"5","Miles Kendrick",5000,"UNM","UNLV",14.25,28.75,21.3797245025635,6.01773080855924,13.2296590805054,2.64593181610107
"6","Braxton Burmeister",4800,"SDSU","BSU",16.5,22.5,22.9942188262939,6.0102994996314,9.42455863952637,1.96344971656799
"7","Cameron Friel",4500,"UNLV","UNM",28.75,14.25,28.6500644683838,3.3324745788328,14.4051485061646,3.20114411248101
