"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_fdpts","tar_value","pts_value"
"1","WR","Jordan Addison",9000,"CAL","USC",1,41,19.5,0.260148367187921,8.58921498657853,16.3756446838379,0.954357220730948,1.81951607598199
"2","WR","Elijhah Badger",8800,"UCLA","ARIZONA ST",1,28,39,0.291048911487624,9.33660424521888,14.8012189865112,1.06097775513851,1.68195670301264
"3","WR","Elijah Cooks",8700,"CSU","S JOSE ST",1,34.25,10.25,0.308350489735636,9.26474689555478,17.4777812957764,1.06491343627066,2.00894037882487
"4","WR","Jake Bobo",8300,"ASU","UCLA",1,39,28,0.272634090154516,8.73462552908614,15.0478076934814,1.05236452157664,1.8129888787327
"5","WR","Tory Horton",8200,"SJST","COLO STATE",1,10.25,34.25,0.372688466207262,10.3127419869768,10.0108404159546,1.25765146182644,1.22083419706763
"6","WR","J.Michael Sturdivant",7200,"USC","CAL",1,19.5,41,0.264971665905361,10.3544058538103,10.287410736084,1.43811192414032,1.42880704667833
"7","WR","Jalen Moreno-Cropper",7000,"HAW","FRESNO ST",1,44.75,17.25,0.29191694881039,8.84568298626234,15.2548351287842,1.26366899803748,2.17926216125488
"8","WR","Jalen Moreno-Cropper",7000,"HAW","FRESNO ST",2,44.75,17.25,0.252992950896565,7.66620592093006,12.0570983886719,1.09517227441858,1.72244262695312
"9","WR","Zion Bowens",4500,"FRES","HAWAII",1,17.25,44.75,0.278245505620989,8.95596777252291,8.84388828277588,1.99021506056065,1.96530850728353
"10","WR","Mario Williams",7500,"CAL","USC",2,41,19.5,0.187123332616237,6.17817651603746,12.7952709197998,0.823756868804995,1.70603612263997
"11","WR","Nikko Remigio",7100,"HAW","FRESNO ST",3,44.75,17.25,0.144306227624761,4.37277502287534,9.42436981201172,0.61588380603878,1.32737602986081
"12","WR","Justus Ross-Simmons",6700,"SJST","COLO STATE",2,10.25,34.25,0.169254745541521,4.68348414053256,5.10399055480957,0.699027483661576,0.761789635046204
"13","WR","Jeremiah Hunter",6700,"USC","CAL",2,19.5,41,0.185618012660627,7.2534707826168,7.48878765106201,1.08260757949505,1.11772950015851
"14","WR","Kazmeir Allen",6500,"ASU","UCLA",2,39,28,0.209323599184504,6.70628992963036,11.007963180542,1.03173691225083,1.69353279700646
"15","WR","Justin Lockhart",5600,"CSU","S JOSE ST",2,34.25,10.25,0.19222206898085,5.7755342577023,9.62992668151855,1.03134540316113,1.71962976455688
"16","WR","Andre Johnson",5500,"UCLA","ARIZONA ST",2,28,39,0.206390921951421,6.62084715664092,7.67980909347534,1.20379039211653,1.39632892608643
"17","WR","Jonah Panoke",5200,"FRES","HAWAII",2,17.25,44.75,0.170752231478384,5.49605097409855,5.2441291809082,1.05693287963434,1.00848638094389
"18","WR","Bryan Thompson",6200,"UCLA","ARIZONA ST",3,28,39,0.148427365809289,4.76142503553253,7.93556833267212,0.767971779924601,1.27993037623744
"19","WR","Kam Brown",6000,"ASU","UCLA",3,39,28,0.141166197798332,4.52266946673657,7.15653324127197,0.753778244456095,1.192755540212
"20","WR","Mavin Anderson",5400,"USC","CAL",3,19.5,41,0.160782366254365,6.28295809910593,6.82193231582642,1.16351075909369,1.26332079922711
"21","WR","Brenden Rice",5300,"CAL","USC",3,41,19.5,0.149986210129289,4.95203493970815,10.0549068450928,0.934346215039273,1.89715223492316
"22","WR","Koali Nishigaya",4900,"FRES","HAWAII",3,17.25,44.75,0.157640348123159,5.07401502960272,4.28074836730957,1.03551327134749,0.873622115777463
"23","TE","Dominick Mazotti",4800,"CSU","S JOSE ST",3,34.25,10.25,0.126763512845919,3.80875627314795,7.8446102142334,0.793490890239157,1.63429379463196
"24","WR","Louis Brown",4700,"SJST","COLO STATE",3,10.25,34.25,0.12269719450529,3.39518022206588,4.66862010955811,0.722378770652315,0.993323427565554
"25","TE","Raymond Pauwels Jr.",4700,"HAW","FRESNO ST",4,44.75,17.25,0.110139099021204,3.33744086564477,5.15239572525024,0.710093801201015,1.09625440962771
"26","WR","Charles Ross",7700,"CSU","S JOSE ST",4,34.25,10.25,0.126763512845919,3.80875627314795,7.0058445930481,0.494643671837397,0.909849947149103
"27","WR","Dior Scott",5600,"FRES","HAWAII",4,17.25,44.75,0.112069000535553,3.60719701421674,5.08106184005737,0.644142323967276,0.907332471438817
"28","WR","Michael Ezeike",5500,"ASU","UCLA",4,39,28,0.113870815005334,3.6481825409278,5.79681396484375,0.663305916532327,1.05396617542614
"29","WR","Josh Kelly",5000,"HAW","FRESNO ST",5,44.75,17.25,0.0802503380813194,2.43175003404414,4.3484034538269,0.486350006808829,0.869680690765381
"30","TE","Messiah Swinson",4900,"UCLA","ARIZONA ST",4,28,39,0.116337756545186,3.73201736466625,5.05979824066162,0.761636196870663,1.03261188584931
"31","TE","Tanner Arkin",4700,"SJST","COLO STATE",4,10.25,34.25,0.0859735559854778,2.37899259293971,2.7126944065094,0.506168636795684,0.577169022661574
"32","TE","Lake McRee",4600,"CAL","USC",4,41,19.5,0.11222034598295,3.70513445052496,6.30632400512695,0.805464010983687,1.37094000111456
"33","TE","Jermaine Terry II",4400,"USC","CAL",4,19.5,41,0.107317992899795,4.19370897678433,3.56501007080078,0.953115676541894,0.810229561545632
"34","WR","Erik Brooks",6100,"HAW","FRESNO ST",6,44.75,17.25,0.0566489480419144,1.71657945153949,3.94112634658813,0.281406467465491,0.646086286325924
"35","WR","James Phillips",5500,"FRES","HAWAII",5,17.25,44.75,0.099210895567848,3.19332950735631,4.58426380157471,0.580605364973875,0.833502509377219
"36","TE","Sam Olson",5200,"CSU","S JOSE ST",5,34.25,10.25,0.0844146511245721,2.53633577042876,4.29379081726074,0.487756878928608,0.825729003319373
"37","WR","Kyron Hudson",5000,"CAL","USC",5,41,19.5,0.0841606812034657,2.77869967852341,5.09734916687012,0.555739935704682,1.01946983337402
"38","WR","Cam Johnson",5000,"UCLA","ARIZONA ST",5,28,39,0.0834348161707022,2.67651871596695,3.59733581542969,0.53530374319339,0.719467163085938
"39","WR","Hudson Habermehl",4900,"ASU","UCLA",5,39,28,0.0909245827109988,2.91303329278773,4.97468757629395,0.594496590364842,1.01524236250897
"40","WR","Mason Mangum",4100,"USC","CAL",5,19.5,41,0.0742640053190976,2.90204482345713,2.35603499412537,0.707815810599301,0.574642681493992
"41","TE","Gary Williams",4000,"SJST","COLO STATE",5,10.25,34.25,0.0859735559854778,2.37899259293971,2.62087893486023,0.594748148234929,0.655219733715057
"42","WR","Giovanni Sanders",5600,"UCLA","ARIZONA ST",6,28,39,0.0563730719525874,1.80840072625022,5.49794292449951,0.322928701116111,0.981775522232056
"43","TE","Caleb Phillips",5500,"FRES","HAWAII",6,17.25,44.75,0.0724916567674771,2.33330971631458,2.43005585670471,0.424238130239014,0.441828337582675
"44","WR","Zane Pope",5200,"HAW","FRESNO ST",7,44.75,17.25,0.0511602526839133,1.55026071142213,5.29046154022217,0.298127059888872,1.01739645004272
"45","WR","Titus Mokiao-Atimalala",4700,"ASU","UCLA",6,39,28,0.0738179240829289,2.36497176062417,3.85189342498779,0.503185480983866,0.819551792550594
"46","WR","Terrell Bynum",4500,"CAL","USC",6,41,19.5,0.067931287120425,2.24286024048286,4.76638603210449,0.498413386773969,1.05919689602322
"47","WR","Isaiah Hamilton",4400,"CSU","S JOSE ST",6,34.25,10.25,0.0621244494206896,1.86660089433244,3.88651537895203,0.424227475984646,0.883298949761824
"48","WR","Tommy Christakos",4200,"USC","CAL",6,19.5,41,0.0609882234219323,2.38326167990768,2.02507328987122,0.567443257120877,0.482160307112194
"49","WR","Justice McCoy",4100,"SJST","COLO STATE",6,10.25,34.25,0.0654506081251257,1.81109772822907,1.80862069129944,0.441731153226603,0.441126997877912
"50","WR","Tahj Washington",7400,"CAL","USC",7,41,19.5,0.0561010164239814,1.85226490652186,4.86762762069702,0.2503060684489,0.657787516310408
"51","WR","Jalen Walthall",5700,"FRES","HAWAII",7,17.25,44.75,0.0567573967412071,1.82686658291958,2.25017237663269,0.320502909284137,0.39476708361977
"52","WR","Logan Loya",5700,"ASU","UCLA",7,39,28,0.0572504458532973,1.83418443973152,3.54815220832825,0.321786743812548,0.622482843566359
"53","WR","Monroe Young",4800,"USC","CAL",7,19.5,41,0.0542449691249595,2.11975278159685,1.92150402069092,0.441615162832678,0.400313337643941
"54","TE","Jalin Conyers",4400,"UCLA","ARIZONA ST",7,28,39,0.0612900282107968,1.96613254678619,3.49147319793701,0.446848306087769,0.793516635894775
"55","WR","Malikhi Miller",4200,"CSU","S JOSE ST",7,34.25,10.25,0.0516349427365096,1.55143154087535,2.92796564102173,0.369388462113179,0.697134676433745
"56","WR","Ty Jones",4200,"HAW","FRESNO ST",8,44.75,17.25,0.0500874622275767,1.51775295767192,2.75379943847656,0.361369751826648,0.65566653297061
