"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Caleb Williams",9100,"USC","ASU",42.75,17.25,28.0406799316406,4.22896081891639,23.3342437744141,2.56420261257297
"2","Emory Jones",8000,"ASU","USC",17.25,42.75,29.2733421325684,4.90573011847499,12.663125038147,1.58289062976837
"3","Bo Nix",6200,"ORE","STAN",40,23,29.6202659606934,5.98841661817755,24.8256359100342,4.00413482419906
"4","Tanner McKee",5200,"STAN","ORE",23,40,28.7383441925049,3.56358442593495,19.9027156829834,3.82744532365065
