"","position","player","Salary","Opponent","team_name","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_fdpts","tar_value","pts_value"
"1","WR","Keylon Stokes",9500,"USF","TULSA",1,35.75,22.25,0.309745156873241,8.96710185007707,12.9800100326538,0.943905457902849,1.36631684554251
"2","WR","Xavier Weaver",8500,"TULS","USF",1,22.25,35.75,0.352578723226392,10.1530894289784,15.5766868591309,1.19448110929157,1.83255139519187
"3","WR","Jesse Matthews",7100,"UNM","S DIEGO ST",1,25.75,11.75,0.245626931343439,5.7802807141515,9.51128768920898,0.81412404424669,1.33961798439563
"4","WR","Geordan Porter",5700,"SDSU","NEW MEXICO",1,11.75,25.75,0.295550954299514,7.07646410970009,6.68285465240479,1.24148493152633,1.17243064077277
"5","WR","JuanCarlos Santana",7900,"USF","TULSA",2,35.75,22.25,0.25683443192077,7.43533985450733,10.334659576416,0.941182260064219,1.30818475650836
"6","WR","Jimmy Horn Jr.",7600,"TULS","USF",2,22.25,35.75,0.217518843387706,6.26381606125799,8.61435890197754,0.824186323849736,1.13346827657599
"7","WR","Tyrell Shavers",6800,"UNM","S DIEGO ST",2,25.75,11.75,0.214803640333478,5.05492346770835,7.27462816238403,0.743371098192405,1.06979825917412
"8","WR","Luke Wysong",5200,"SDSU","NEW MEXICO",2,11.75,25.75,0.242250945490194,5.80028619892393,6.25413370132446,1.11543965363922,1.20271801948547
"9","WR","Isaiah Epps",6200,"USF","TULSA",3,35.75,22.25,0.18685573117718,5.40946108617316,6.3183536529541,0.872493723576316,1.01908929886356
"10","WR","Khafre Brown",5100,"TULS","USF",3,22.25,35.75,0.129334301800255,3.724395846681,5.63780450820923,0.730273695427646,1.10545186435475
"11","TE","Mark Redman",5000,"UNM","S DIEGO ST",3,25.75,11.75,0.166771002419785,3.92458271450267,6.33379888534546,0.784916542900533,1.26675977706909
"12","WR","Austin Erickson",4300,"SDSU","NEW MEXICO",3,11.75,25.75,0.128636273246839,3.07997642232051,4.4485297203064,0.716273586586164,1.03454179542009
"13","WR","Brionne Penny",5000,"UNM","S DIEGO ST",4,25.75,11.75,0.128144715608753,3.01559940598707,5.49503374099731,0.603119881197413,1.09900674819946
