"","player","Salary","TeamAbbrev","dk_opp_abbr","implied_total","opp_implied_total","est_pa","est_ra","est_dkpts","value"
"1","Tanner Mordecai",7900,"SMU","NAVY",35,23,38.0078811645508,2.98454645889399,24.22922706604,3.06699076785317
"2","Frank Harris",6800,"UTSA","FIU",48.25,14.75,33.018383026123,6.33239448612471,28.1291618347168,4.13664144628188
"3","Grayson James",6000,"FIU","UTSA",14.75,48.25,34.6642379760742,6.54248257640762,11.7270822525024,1.95451370875041
"4","Tai Lavatai",5400,"NAVY","SMU",23,35,12.7136487960815,12.4905804045193,12.8046159744263,2.37122518044931
