"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Stetson Bennett",10000,"MIZZ","GEORGIA",41.75,12.75,31.4587268829346,5.04605625926882,19.8263664245605,1.98263664245605
"2","QB","Riley Leonard",9800,"UVA","DUKE",27.5,25,29.529369354248,6.74232504025247,20.387149810791,2.08032140926439
"3","QB","Jayden Daniels",9500,"AUB","LSU",27.25,19.25,32.7158050537109,5.56138328775222,18.8701572418213,1.98633234124435
"4","QB","Ben Bryant",9300,"TULS","CINCINNATI",34.25,24.25,34.6443328857422,8.80955307348171,20.9270095825195,2.25021608414189
"5","QB","Davis Brin",8800,"CIN","TULSA",24.25,34.25,36.6752319335938,4.89990351726919,19.0793075561523,2.16810313138095
"6","QB","Kedon Slovis",8500,"GT","PITTSBURGH",35,13.5,25.9190807342529,6.04700324442774,15.1421794891357,1.78143288107479
"7","QB","Casey Thompson",8300,"IND","NEBRASKA",32.75,28.25,31.4608879089355,5.07551354373965,24.2309265136719,2.91938873658697
"8","QB","Brennan Armstrong",8300,"DUKE","VIRGINIA",25,27.5,34.6371307373047,5.32608313785659,15.3419208526611,1.8484241991158
"9","QB","JT Daniels",8200,"TEX","W VIRGINIA",26.75,36.25,33.6996879577637,3.53644891940803,16.8228855133057,2.05157140406167
"10","QB","DJ Uiagalelei",8100,"NCST","CLEMSON",25,18.5,35.4432373046875,6.3428284247891,17.5822772979736,2.17065151826835
"11","QB","Hudson Card",8000,"WVU","TEXAS",36.25,26.75,32.3094902038574,3.35984029864278,17.9746017456055,2.24682521820068
"12","QB","Connor Bazelak",7700,"NEB","INDIANA",28.25,32.75,48.641056060791,6.94892100815866,21.8543186187744,2.83822319724343
"13","QB","Devin Leary",7600,"CLEM","NC STATE",18.5,25,33.8900680541992,4.01667191223427,14.9133052825928,1.96227701086747
"14","QB","Jeff Sims",7000,"PITT","GA TECH",13.5,35,30.8804550170898,5.70764724459755,11.0917062759399,1.58452946799142
"15","QB","Robby Ashford",7000,"LSU","AUBURN",19.25,27.25,27.446195602417,6.60284084630075,12.4083604812622,1.7726229258946
"16","QB","Brady Cook",6800,"UGA","MISSOURI",12.75,41.75,27.8922538757324,7.20949541199167,14.7265090942383,2.16566310209386
