"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_ra","est_re","est_dkpts","value"
"1","Jahmyr Gibbs",8000,"BAMA","ARK",1,38.75,21.75,12.1909506003509,4.99753219704431,14.8375768661499,1.85469710826874
"2","Dominic Richardson",6800,"OKST","BAY",1,26.75,29.25,13.8539666062956,3.32821675953418,14.5566234588623,2.14067992042093
"3","Devon Achane",6400,"TA&M","MSST",1,20.5,24.5,21.1295394178769,3.44179452094058,20.9709300994873,3.27670782804489
"4","Justice Ellison",6300,"WAKE","FSU",1,28.75,35.25,15.0169907124499,1.94875572644851,15.1729259490967,2.40840094430106
"5","Treshaun Ward",6200,"FSU","WAKE",1,35.25,28.75,13.1255178808887,2.36421698391614,20.2807369232178,3.271086600519
"6","Raheim Sanders",6100,"ARK","BAMA",1,21.75,38.75,18.9973848014274,2.81866057060998,16.1719703674316,2.65114268318551
"7","Jalen Berger",5900,"MSU","UMD",1,25.5,33,16.9927651829977,2.84867729890043,17.4754505157471,2.96194076538086
"8","Taye McWilliams",5700,"BAY","OKST",1,29.25,26.75,19.0602449981588,2.60377528014578,13.8320045471191,2.42666746440687
"9","Jirehl Brock",5400,"ISU","KU",1,31,28,17.3627689887782,2.93571972120131,21.0402870178223,3.89634944774486
"10","Roman Hemby",5300,"UMD","MSU",1,33,25.5,15.1153827883177,3.18812027425377,20.2807369232178,3.82655413645618
"11","Jo'quavious Marks",5200,"MSST","TA&M",1,24.5,20.5,12.3136979634176,3.34599361168007,14.0988454818726,2.71131643882165
"12","Devin Neal",4900,"KU","ISU",1,28,31,10.8287622196002,1.74843044116893,15.4887418746948,3.16096772952956
"13","Christian Turner",5800,"WAKE","FSU",2,28.75,35.25,11.9327532407402,2.22840210813618,10.2448129653931,1.7663470629988
"14","Dillon Johnson",5600,"MSST","TA&M",2,24.5,20.5,9.9203850749551,4.65893556955539,11.2615880966187,2.01099787439619
"15","Colby McDonald",5000,"UMD","MSU",2,33,25.5,9.12738864381543,1.88354984062418,11.2036352157593,2.24072704315186
"16","Jase McClellan",4900,"BAMA","ARK",2,38.75,21.75,9.05442355736579,2.39459159990643,11.7002754211426,2.38781131043726
"17","Richard Reese",4900,"BAY","OKST",2,29.25,26.75,12.2036452550991,1.70046806460014,11.6937294006348,2.38647538788465
"18","Cartevious Norton",4900,"ISU","KU",2,31,28,5.31991541455843,2.00536484379341,7.47557497024536,1.52562754494803
"19","Amari Daniels",4600,"TA&M","MSST",2,20.5,24.5,7.27522002200103,1.78563374421928,5.70200872421265,1.23956711395927
"20","Jarek Broussard",4400,"MSU","UMD",2,25.5,33,10.4232277093736,2.0209840056094,8.51142978668213,1.93441586060957
"21","Jaden Nixon",3900,"OKST","BAY",2,26.75,29.25,4.04850076583497,2.5067384652542,6.74932861328125,1.73059708032853
"22","Lawrance Toafili",3800,"FSU","WAKE",2,35.25,28.75,9.26960652306304,2.15690076953728,11.0790672302246,2.91554400795384
"23","Daniel Hishaw Jr.",3700,"KU","ISU",2,28,31,9.64096285477017,1.81781987021396,13.2808809280396,3.58942727784853
"24","AJ Green",3500,"ARK","BAMA",2,21.75,38.75,5.21515805519624,2.31689928676566,3.42266273498535,0.977903638567243
"25","Craig Williams",3800,"BAY","OKST",3,29.25,26.75,4.86412897738707,2.3026728749639,4.7892017364502,1.26031624643426
"26","Deon Silas",3700,"ISU","KU",3,31,28,4.26981472631863,1.71747183260788,7.47557497024536,2.02042566763388
"27","Simeon Price",3600,"MSST","TA&M",3,24.5,20.5,2.54475357609924,2.70301014504285,5.71265745162964,1.58684929211934
"28","Roydell Williams",3300,"BAMA","ARK",3,38.75,21.75,5.12658890185989,2.06352048531248,7.82695913314819,2.3718057979237
"29","Ollie Gordon",3000,"OKST","BAY",3,26.75,29.25,2.45659738171337,2.66603521390346,6.00315284729004,2.00105094909668
"30","Ky Thomas",3000,"KU","ISU",3,28,31,3.44139615668978,2.59117126115308,6.72970390319824,2.24323463439941
"31","Trey Benson",3000,"FSU","WAKE",3,35.25,28.75,6.09709024916031,1.590857622413,10.8764972686768,3.62549908955892
"32","Harold Joiner",3000,"MSU","UMD",3,25.5,33,3.51450681468616,2.0209840056094,5.00978755950928,1.66992918650309
"33","Trey Sanders",3000,"BAMA","ARK",4,38.75,21.75,4.20921937840648,2.0869757680439,7.82695913314819,2.60898637771606
"34","Deondre Jackson",3000,"OKST","BAY",4,26.75,29.25,1.84390967149217,2.63140548593623,5.38194513320923,1.79398171106974
"35","Sevion Morrison",3000,"KU","ISU",4,28,31,2.68805502923894,1.82075382644274,7.35091161727905,2.45030387242635
"36","Eli Sanders",3000,"ISU","KU",4,31,28,2.39645529989393,2.36900792609997,6.72939729690552,2.24313243230184
