"","player","Salary","TeamAbbrev","dk_opp_abbr","string","implied_total","opp_implied_total","est_wr_share","est_tar","est_dkpts","value"
"1","Xavier Hutchinson",7800,"ISU","KU",1,31,28,0.352777801098732,10.9638118839146,23.4476547241211,3.00610958001552
"2","A.T. Perry",7200,"WAKE","FSU",1,28.75,35.25,0.290373823876613,10.2780696279756,19.5579376220703,2.71638022528754
"3","Jadon Haselwood",6700,"ARK","BAMA",1,21.75,38.75,0.270914935627183,7.50763393858531,11.578667640686,1.72815934935612
"4","Lawrence Arnold",6200,"KU","ISU",1,28,31,0.248031651750931,6.89691564987533,14.4158458709717,2.32513643080188
"5","Rakim Jarrett",6100,"UMD","MSU",1,33,25.5,0.232828115288746,7.76950770891164,15.9857177734375,2.62060947105533
"6","Johnny Wilson",5500,"FSU","WAKE",1,35.25,28.75,0.275683332653997,7.60695134446888,15.2478523254395,2.77233678644354
"7","Ja'Corey Brooks",5000,"BAMA","ARK",1,38.75,21.75,0.231806396734237,8.65241976236096,16.207820892334,3.2415641784668
"8","Caleb Ducking",4700,"MSST","TA&M",1,24.5,20.5,0.181869399512007,7.86076961455934,15.1718463897705,3.22805242335543
"9","Braydon Johnson",4300,"OKST","BAY",1,26.75,29.25,0.257997615702391,10.723930366623,21.8013572692871,5.07008308588072
"10","Keon Coleman",4200,"MSU","UMD",1,25.5,33,0.292126868165705,9.97100129413126,17.8092937469482,4.24030803498768
"11","Ben Sims",3700,"BAY","OKST",1,29.25,26.75,0.208763214136672,5.86657290794681,13.6873760223389,3.69929081684834
"12","Evan Stewart",3600,"TA&M","MSST",1,20.5,24.5,0.342889666508287,9.67157711150399,12.9929218292236,3.60914495256212
"13","Brennan Presley",6900,"OKST","BAY",2,26.75,29.25,0.208509621667384,8.66691212414652,14.2208042144775,2.06098611804022
"14","Jayden Reed",6000,"MSU","UMD",2,25.5,33,0.188385494687048,6.43005562314323,11.2778625488281,1.87964375813802
"15","Traeshon Holden",5900,"BAMA","ARK",2,38.75,21.75,0.175702860233832,6.55829572267373,12.6844902038574,2.14991359387414
"16","Rufus Harvey",5900,"MSST","TA&M",2,24.5,20.5,0.145806481591009,6.30205610823902,11.2357559204102,1.90436541023901
"17","Hal Presley",4900,"BAY","OKST",2,29.25,26.75,0.190608298721745,5.35639138310428,10.2711524963379,2.0961535706812
"18","Taylor Morin",4900,"WAKE","FSU",2,28.75,35.25,0.197947745230239,7.00655686182543,13.1769886016846,2.68918134728256
"19","Jaylin Noel",4500,"ISU","KU",2,31,28,0.195425342277118,6.07353037351775,12.6524705886841,2.81166013081869
"20","Ontaria Wilson",4100,"FSU","WAKE",2,35.25,28.75,0.178631556037413,4.92899422784045,12.2194480895996,2.98035319258527
"21","Luke Grimm",4000,"KU","ISU",2,28,31,0.173988289091192,4.83802186316556,8.59361839294434,2.14840459823608
"22","Corey Dyches",3500,"UMD","MSU",2,33,25.5,0.155504706641307,5.18921443625187,10.4585857391357,2.98816735403878
"23","Matt Landers",3200,"ARK","BAMA",2,21.75,38.75,0.238921940240434,6.62103941618844,9.1456298828125,2.85800933837891
"24","Donovan Green",3000,"TA&M","MSST",2,20.5,24.5,0.255799157064635,7.21509428324678,8.27666282653809,2.75888760884603
"25","Mycah Pittman",7200,"FSU","WAKE",3,35.25,28.75,0.147878229622431,4.08041533310926,8.10853862762451,1.1261859205034
"26","Jermaine Burton",6800,"BAMA","ARK",3,38.75,21.75,0.163281076002567,6.09463944363839,10.7961978912354,1.58767616047579
"27","Tre Mosley",5900,"MSU","UMD",3,25.5,33,0.135054202989109,4.60972878406523,8.0694751739502,1.36770765660173
"28","Donavon Greene",5800,"WAKE","FSU",3,28.75,35.25,0.156821623317011,5.55085696811743,9.07647228240967,1.56490901420856
"29","Rara Thomas",5600,"MSST","TA&M",3,24.5,20.5,0.13593400471178,5.87534734645222,9.37310886383057,1.67376943996974
"30","Jeshaun Jones",4900,"UMD","MSU",3,33,25.5,0.144265949479685,4.81417549261951,8.58313751220703,1.75166071677695
"31","Chase Lane",4600,"TA&M","MSST",3,20.5,24.5,0.15477850387592,4.36569655388843,5.62356805801392,1.22251479522042
"32","Seth Jones",4000,"BAY","OKST",3,29.25,26.75,0.136143552476965,3.82584680857667,7.18322229385376,1.79580557346344
"33","Dimitri Stanley",3900,"ISU","KU",3,31,28,0.123280408146639,3.83137260814688,7.52680158615112,1.92994912465413
"34","John Paul Richardson",3800,"OKST","BAY",3,26.75,29.25,0.137911495430466,5.73243000609429,8.41305446624756,2.21396170164409
"35","Quentin Skinner",3400,"KU","ISU",3,28,31,0.131835870796234,3.66590664574757,7.27958250045776,2.14105367660522
"36","Trey Knox",3300,"ARK","BAMA",3,21.75,38.75,0.171293625371761,4.74691375847245,7.40987396240234,2.24541635224313
"37","Monaray Baldwin",6300,"BAY","OKST",4,29.25,26.75,0.127066094769501,3.5707560461554,5.64570426940918,0.896143534826854
"38","Dontay Demus Jr.",6000,"UMD","MSU",4,33,25.5,0.112894249801342,3.76729736026737,6.70341539382935,1.11723589897156
"39","Daniel Barker",4800,"MSU","UMD",4,25.5,33,0.102126457208327,3.4858246466109,6.51833486557007,1.3579864303271
"40","Warren Thompson",4200,"ARK","BAMA",4,21.75,38.75,0.137214813333297,3.80251678288917,5.69548845291138,1.35606867926461
"41","Ke'Shawn Williams",4200,"WAKE","FSU",4,28.75,35.25,0.117159607485632,4.14698056197826,6.92700529098511,1.64928697404407
"42","Camren McDonald",4100,"FSU","WAKE",4,35.25,28.75,0.128210404589594,3.53771952833931,6.9182596206665,1.68738039528451
"43","Mason Fairchild",3800,"KU","ISU",4,28,31,0.131835870796234,3.66590664574757,5.74206447601318,1.51106959895084
"44","Cameron Latu",3700,"BAMA","ARK",4,38.75,21.75,0.116014360269625,4.33035911716197,8.34889698028564,2.25645864332044
"45","Austin Williams",3700,"MSST","TA&M",4,24.5,20.5,0.12023307035419,5.19672066131718,6.10214042663574,1.64922714233398
"46","Yulkeith Brown",3000,"TA&M","MSST",4,20.5,24.5,0.0857883085978267,2.41975283279447,5.07670497894287,1.69223499298096
"47","Bryson Green",3000,"OKST","BAY",4,26.75,29.25,0.128470939414704,5.34002380086788,7.58966779708862,2.52988926569621
"48","Jared Rus",3000,"ISU","KU",4,31,28,0.0983382540949706,3.0562073790695,5.64570426940918,1.88190142313639
"49","Kobe Prentice",6300,"BAMA","ARK",5,38.75,21.75,0.0962171416510451,3.59140692244938,8.43566036224365,1.33899370829264
"50","Jacob Copeland",5000,"UMD","MSU",5,33,25.5,0.106150995504369,3.54227399408796,5.34822463989258,1.06964492797852
"51","Ketron Jackson Jr.",3500,"ARK","BAMA",5,21.75,38.75,0.0958102651750736,2.65510794680995,4.15285921096802,1.18653120313372
"52","Blake Whiteheart",3500,"WAKE","FSU",5,28.75,35.25,0.0928554465269391,3.28671066833553,5.4244704246521,1.54984869275774
"53","Deuce Spann",3500,"FSU","WAKE",5,35.25,28.75,0.113906531838439,3.1430316703248,4.82483959197998,1.37852559770857
"54","Germie Bernard",3500,"MSU","UMD",5,25.5,33,0.0936973893371106,3.19812003669278,4.8688383102417,1.39109666006906
"55","Jaden Walley",3400,"MSST","TA&M",5,24.5,20.5,0.0918118292483639,3.96829614849529,5.37674283981323,1.58139495288624
"56","Jaden Bray",3100,"OKST","BAY",5,26.75,29.25,0.0922821413542828,3.83580001416666,5.58296966552734,1.80095795662172
"57","Max Wright",3000,"TA&M","MSST",5,20.5,24.5,0.0598800157726152,1.6889811696,3.44633340835571,1.14877780278524
"58","Easton Dean",3000,"ISU","KU",5,31,28,0.0728045865084798,2.26265878487566,4.71033906936646,1.57011302312215
"59","Steven McBride",3000,"KU","ISU",5,28,31,0.104091885725758,2.89444089340633,4.3627758026123,1.45425860087077
"60","Tai Felton",3700,"UMD","MSU",6,33,25.5,0.0930289871426919,3.10439068692802,4.11139488220215,1.11118780600058
"61","Gavin Holmes",3600,"BAY","OKST",5,29.25,26.75,0.0998337216471108,2.8054837588916,5.34822463989258,1.48561795552572
"62","Lideatrick Griffin",3500,"MSST","TA&M",6,24.5,20.5,0.0867902568995543,3.75125346048539,4.89778852462769,1.39936814989362
"63","JoJo Earle",3200,"BAMA","ARK",6,38.75,21.75,0.0761230789239975,2.84137470636279,5.52804040908813,1.72751262784004
"64","Jaedon Wilson",3000,"ARK","BAMA",6,21.75,38.75,0.0504636927306991,1.39845716270404,2.87389850616455,0.957966168721517
"65","Devin Price",3000,"TA&M","MSST",6,20.5,24.5,0.0598800157726152,1.6889811696,2.84738945960999,0.949129819869995
"66","Jake Schultz",3000,"OKST","BAY",6,26.75,29.25,0.0550631238873799,2.28875412173636,4.26989412307739,1.4232980410258
"67","Kevin Terry",3000,"KU","ISU",6,28,31,0.0723746026688497,2.01249125374348,3.43410396575928,1.14470132191976
"68","DeShawn Hanika",3000,"ISU","KU",6,31,28,0.0544183741344237,1.69124251917237,3.49263429641724,1.16421143213908
"69","Jackson Hensley",3000,"WAKE","FSU",6,28.75,35.25,0.0731368002407868,2.58874961663751,4.11139488220215,1.37046496073405
"70","Malik McClain",3000,"FSU","WAKE",6,35.25,28.75,0.0704942780386849,1.94515402125077,3.89616751670837,1.29872250556946
"71","Maliq Carr",3000,"MSU","UMD",6,25.5,33,0.0709389060848272,2.42131758991386,4.26989412307739,1.4232980410258
"72","Darren Wilson Jr.",3500,"ISU","KU",7,31,28,0.0465512441212887,1.44674376312345,3.21788382530212,0.91939537865775
"73","Javon Gipson",3200,"BAY","OKST",6,29.25,26.75,0.0726013485247204,2.0402114716278,4.41955280303955,1.38111025094986
"74","Bryce Stephens",3000,"ARK","BAMA",7,21.75,38.75,0.0546510361247871,1.51449742938475,2.73664999008179,0.912216663360596
"75","Antonio Harmon",3000,"MSST","TA&M",7,24.5,20.5,0.080738618427912,3.48968919544781,3.56532740592957,1.18844246864319
"76","Noah Thomas",3000,"TA&M","MSST",7,20.5,24.5,0.0472364139657911,1.33235458739037,2.43513703346252,0.811712344487508
"77","Cale Cabbiness",3000,"OKST","BAY",7,26.75,29.25,0.0497945307573713,2.06975974962768,3.38323855400085,1.12774618466695
"78","Douglas Emilien",3000,"KU","ISU",7,28,31,0.0512115628674339,1.42401918022002,2.74063467979431,0.913544893264771
"79","Ja'Khi Douglas",3000,"FSU","WAKE",7,35.25,28.75,0.0531865920097879,1.46758171305322,4.12276220321655,1.37425406773885
"80","Octavian Smith Jr.",3000,"UMD","MSU",7,33,25.5,0.0609282869998107,2.03318570417811,3.43067097663879,1.14355699221293
"81","Sean Shaw Jr.",4100,"ISU","KU",8,31,28,0.0418729098004224,1.30134805720236,3.64145660400391,0.888160147318026
"82","Christian Leary",4000,"BAMA","ARK",7,38.75,21.75,0.0613722101493694,2.29078287500832,4.53915786743164,1.13478946685791
