team,conference,athlete_id,player,category,rushing_car,rushing_yds,rushing_td,rushing_ypc,rushing_long,week,team_rushes,runshare,season_team_rushes,season_rushes,total_runshare,avg_runshare,year,position
Arkansas,SEC,4034948,Feleipe Franks,rushing,8,8,0,1,9,5,37,0.216216216216216,351,92,0.262108262108262,0.305209897397397,2020,QB
Arkansas State,Sun Belt,4361222,Layne Hatcher,rushing,1,-4,0,-4,0,5,19,0.0526315789473684,384,43,0.111979166666667,0.111545593328053,2020,QB
Arkansas State,Sun Belt,4036473,Logan Bonner,rushing,4,-2,0,-0.5,8,5,19,0.210526315789474,384,34,0.0885416666666667,0.105325336629091,2020,QB
Army,FBS Independents,4577305,Jemel Jones,rushing,14,138,2,9.9,49,5,60,0.233333333333333,533,41,0.0769230769230769,0.182725392886683,2020,QB
Army,FBS Independents,4258447,Christian Anderson,rushing,2,9,0,4.5,5,5,60,0.0333333333333333,533,72,0.135084427767355,0.265514820000547,2020,QB
Army,FBS Independents,4689802,Christian Parrish,rushing,1,4,0,4,4,5,60,0.0166666666666667,533,5,0.00938086303939963,0.0291805094130676,2020,QB
Auburn,SEC,4567218,Bo Nix,rushing,11,8,0,0.7,10,5,22,0.5,330,91,0.275757575757576,0.289755135113341,2020,QB
Baylor,Big 12,4241222,Charlie Brewer,rushing,11,-8,0,-0.7,15,5,33,0.333333333333333,266,101,0.379699248120301,0.393937030884705,2020,QB
Baylor,Big 12,4362915,Gerry Bohannon,rushing,2,3,0,1.5,2,5,33,0.0606060606060606,266,4,0.0150375939849624,0.0535588442565187,2020,QB
Boston College,ACC,4372768,Phil Jurkovec,rushing,8,0,0,0,6,5,19,0.421052631578947,361,77,0.213296398891967,0.243037268527062,2020,QB
BYU,FBS Independents,4361259,Zach Wilson,rushing,8,43,3,5.4,15,5,38,0.210526315789474,365,60,0.164383561643836,0.181990747381185,2020,QB
Charlotte,Conference USA,4259269,Chris Reynolds,rushing,12,3,0,0.3,12,5,41,0.292682926829268,235,50,0.212765957446809,0.218211225928625,2020,QB
Cincinnati,American Athletic,4239086,Desmond Ridder,rushing,4,28,0,7,26,5,45,0.0888888888888889,317,71,0.22397476340694,0.226729782751124,2020,QB
Clemson,ACC,4429020,D.J. Uiagalelei,rushing,2,5,0,2.5,7,5,31,0.0645161290322581,361,28,0.0775623268698061,0.119639935541852,2020,QB
Clemson,ACC,4360310,Trevor Lawrence,rushing,6,36,0,6,22,5,31,0.193548387096774,361,44,0.121883656509695,0.148870334528148,2020,QB
Coastal Carolina,Sun Belt,4427936,Grayson McCall,rushing,17,44,0,2.6,13,5,51,0.333333333333333,442,86,0.194570135746606,0.220359712407063,2020,QB
Duke,ACC,4239994,Chase Brice,rushing,11,-15,0,-1.4,22,5,37,0.297297297297297,386,86,0.22279792746114,0.233995076536875,2020,QB
East Carolina,American Athletic,4360131,Holton Ahlers,rushing,6,-13,0,-2.2,11,5,26,0.230769230769231,361,54,0.149584487534626,0.173304644884171,2020,QB
East Carolina,American Athletic,4432138,Mason Garcia,rushing,1,10,0,10,10,5,26,0.0384615384615385,361,19,0.0526315789473684,0.14433978719693,2020,QB
Florida,SEC,4034946,Kyle Trask,rushing,6,22,0,3.7,19,5,24,0.25,276,39,0.141304347826087,0.148810042052097,2020,QB
Florida Atlantic,Conference USA,4258236,Nick Tronti,rushing,10,94,1,9.4,49,5,33,0.303030303030303,285,48,0.168421052631579,0.201841433910399,2020,QB
Florida State,ACC,4360799,Jordan Travis,rushing,11,48,1,4.4,16,5,52,0.211538461538462,307,85,0.276872964169381,0.315576487005058,2020,QB
Florida State,ACC,4433886,Tate Rodemaker,rushing,3,-17,0,-5.7,6,5,52,0.0576923076923077,307,8,0.0260586319218241,0.0666163901458019,2020,QB
Georgia,SEC,4259553,Stetson Bennett,rushing,1,-15,0,-15,0,5,45,0.0222222222222222,308,24,0.0779220779220779,0.105747593165396,2020,QB
Georgia,SEC,4427914,D'Wan Mathis,rushing,1,2,0,2,2,5,45,0.0222222222222222,308,18,0.0584415584415584,0.167232256887429,2020,QB
Georgia State,Sun Belt,4568411,Cornelious Brown,rushing,6,26,0,4.3,13,5,44,0.136363636363636,384,88,0.229166666666667,0.232434334501906,2020,QB
Iowa State,Big 12,4361741,Brock Purdy,rushing,2,-2,1,-1,2,5,31,0.0645161290322581,366,71,0.193989071038251,0.199372055285648,2020,QB
Kansas,Big 12,4596472,Jalon Daniels,rushing,4,4,0,1,6,5,40,0.1,354,74,0.209039548022599,0.268847156601083,2020,QB
Kansas,Big 12,4360331,Miles Kendrick,rushing,6,-17,0,-2.8,2,5,40,0.15,354,42,0.11864406779661,0.178941460131494,2020,QB
Kansas State,Big 12,4429955,Will Howard,rushing,5,8,0,1.6,3,5,42,0.119047619047619,353,78,0.220963172804533,0.236888262174303,2020,QB
Kansas State,Big 12,4036419,Skylar John Thompson,rushing,3,21,0,7,13,5,42,0.0714285714285714,353,19,0.0538243626062323,0.199023199023199,2020,QB
Kentucky,SEC,4038940,Terry Wilson,rushing,22,129,3,5.9,31,5,55,0.4,384,98,0.255208333333333,0.276343558517119,2020,QB
Liberty,FBS Independents,4034303,Chris Ferguson,rushing,2,-5,0,-2.5,2,5,40,0.05,436,4,0.00917431192660551,0.0324600520252694,2020,QB
Louisiana Monroe,Sun Belt,4365325,Colby Suits,rushing,7,51,0,7.3,17,5,18,0.388888888888889,249,34,0.136546184738956,0.203651512918754,2020,QB
Louisiana Tech,Conference USA,4043980,Luke Anthony,rushing,11,28,0,2.5,10,5,30,0.366666666666667,279,42,0.150537634408602,0.170722039773764,2020,QB
LSU,SEC,4242210,Myles Brennan,rushing,1,0,0,0,0,5,19,0.0526315789473684,258,16,0.062015503875969,0.180701754385965,2020,QB
Memphis,American Athletic,3893630,Brady White,rushing,5,7,0,1.4,16,5,38,0.131578947368421,330,56,0.16969696969697,0.17448974758843,2020,QB
Middle Tennessee,Conference USA,4374350,Asher O'Hara,rushing,25,98,1,3.9,28,5,33,0.757575757575758,322,173,0.537267080745342,0.535079245293392,2020,QB
Mississippi State,SEC,4044431,K.J. Costello,rushing,4,4,0,1,7,5,24,0.166666666666667,129,24,0.186046511627907,0.274038461538462,2020,QB
Missouri,SEC,4426444,Connor Bazelak,rushing,8,11,0,1.4,4,5,37,0.216216216216216,296,39,0.131756756756757,0.131180763653529,2020,QB
Navy,American Athletic,4686167,Xavier Arline,rushing,5,16,0,3.2,8,5,36,0.138888888888889,448,42,0.09375,0.207753789711337,2020,QB
Navy,American Athletic,4568526,Maasai Maynor,rushing,1,8,0,8,8,5,36,0.0277777777777778,448,1,0.00223214285714286,0.0277777777777778,2020,QB
NC State,ACC,4361653,Devin Leary,rushing,5,2,0,0.4,14,5,30,0.166666666666667,408,19,0.0465686274509804,0.129385964912281,2020,QB
North Carolina,ACC,4426875,Sam Howell,rushing,11,-1,0,-0.1,20,5,39,0.282051282051282,400,76,0.19,0.19812136166885,2020,QB
North Texas,Conference USA,4360163,Austin Aune,rushing,4,0,0,0,5,5,38,0.105263157894737,341,22,0.0645161290322581,0.0780253734725494,2020,QB
Oklahoma,Big 12,4426339,Spencer Rattler,rushing,9,20,1,2.2,13,5,33,0.272727272727273,348,67,0.192528735632184,0.191722077205948,2020,QB
Oklahoma State,Big 12,4429070,Shane Illingworth,rushing,5,-9,0,-1.8,4,5,60,0.0833333333333333,415,12,0.0289156626506024,0.0681827609092417,2020,QB
Ole Miss,SEC,4362874,Matt Corral,rushing,13,51,0,3.9,14,5,38,0.342105263157895,378,87,0.23015873015873,0.232926039084949,2020,QB
Ole Miss,SEC,4426494,John Rhys Plumlee,rushing,5,16,0,3.2,7,5,38,0.131578947368421,378,24,0.0634920634920635,0.107608973413927,2020,QB
Pittsburgh,ACC,4240703,Kenny Pickett,rushing,15,40,2,2.7,9,5,37,0.405405405405405,334,67,0.20059880239521,0.24353728949517,2020,QB
SMU,American Athletic,4039034,Shane Buechele,rushing,7,27,0,3.9,16,5,26,0.269230769230769,375,58,0.154666666666667,0.166069046740576,2020,QB
South Carolina,SEC,4036357,Collin Hill,rushing,8,-15,0,-1.9,12,5,36,0.222222222222222,357,42,0.117647058823529,0.157300743635338,2020,QB
Southern Mississippi,Conference USA,4362942,Tate Whatley,rushing,1,-5,0,-5,0,5,46,0.0217391304347826,319,19,0.0595611285266458,0.133439194149693,2020,QB
Southern Mississippi,Conference USA,4040407,Jack Abraham,rushing,4,3,0,0.8,8,5,46,0.0869565217391304,319,28,0.0877742946708464,0.166521872443911,2020,QB
South Florida,American Athletic,4360890,Jordan McCloud,rushing,4,-18,0,-4.5,1,5,33,0.121212121212121,337,62,0.183976261127596,0.197918516048233,2020,QB
South Florida,American Athletic,4565303,Katravis Marsh,rushing,1,2,0,2,2,5,33,0.0303030303030303,337,4,0.0118694362017804,0.0349081812496447,2020,QB
TCU,Big 12,4427105,Max Duggan,rushing,16,94,2,5.9,26,5,49,0.326530612244898,374,110,0.294117647058824,0.294385300880246,2020,QB
Tennessee,SEC,4035167,Jarrett Guarantano,rushing,10,14,2,1.4,9,5,51,0.196078431372549,320,41,0.128125,0.156004753271234,2020,QB
Texas,Big 12,4241820,Sam Ehlinger,rushing,8,49,0,6.1,36,5,24,0.333333333333333,329,108,0.328267477203647,0.32556350181622,2020,QB
Texas A&M,SEC,4240904,Kellen Mond,rushing,8,19,0,2.4,8,5,30,0.266666666666667,292,51,0.174657534246575,0.178010043291373,2020,QB
Texas A&M,SEC,4428993,Haynes King,rushing,5,43,0,8.6,22,5,30,0.166666666666667,292,6,0.0205479452054795,0.0944444444444444,2020,QB
Texas Tech,Big 12,4259219,Henry Colombi,rushing,8,40,0,5,9,5,34,0.235294117647059,337,51,0.1513353115727,0.283019774906185,2020,QB
Tulsa,American Athletic,4035409,Zach Smith,rushing,3,-22,0,-7.3,0,5,43,0.0697674418604651,278,23,0.0827338129496403,0.0989248731857212,2020,QB
UAB,Conference USA,4427839,Bryson Lucero,rushing,1,7,0,7,7,5,37,0.027027027027027,280,8,0.0285714285714286,0.0402013237727523,2020,QB
UCF,American Athletic,4427238,Dillon Gabriel,rushing,4,28,0,7,20,5,34,0.117647058823529,401,66,0.164588528678304,0.161864501750164,2020,QB
UT San Antonio,Conference USA,4242203,Lowell Narcisse,rushing,7,42,0,6,25,5,36,0.194444444444444,441,32,0.072562358276644,0.239701949620428,2020,QB
UT San Antonio,Conference USA,4362982,Jordan Weeks,rushing,5,-5,0,-1,9,5,36,0.138888888888889,441,8,0.018140589569161,0.109984984984985,2020,QB
Vanderbilt,SEC,4431375,Ken Seals,rushing,5,-12,0,-2.4,2,5,36,0.138888888888889,288,38,0.131944444444444,0.132465407518119,2020,QB
Vanderbilt,SEC,4433932,Mike Wright,rushing,2,10,0,5,6,5,36,0.0555555555555556,288,13,0.0451388888888889,0.0958812260536398,2020,QB
Virginia,ACC,4370775,Brennan Armstrong,rushing,22,89,0,4,28,5,38,0.578947368421053,345,111,0.321739130434783,0.352570678181866,2020,QB
Virginia Tech,ACC,4242490,Braxton Burmeister,rushing,15,54,2,3.6,14,5,50,0.3,427,40,0.0936768149882904,0.216319444444444,2020,QB
Wake Forest,ACC,4567031,Michael Kern,rushing,2,8,0,4,5,5,45,0.0444444444444444,312,5,0.016025641025641,0.0419612794612795,2020,QB
Wake Forest,ACC,4361994,Sam Hartman,rushing,2,7,0,3.5,12,5,45,0.0444444444444444,312,54,0.173076923076923,0.1745268952678,2020,QB
Western Kentucky,Conference USA,4036210,Tyrrell Pigrome,rushing,16,55,0,3.4,14,5,38,0.421052631578947,363,95,0.261707988980716,0.284587281463442,2020,QB
West Virginia,Big 12,4244029,Jarret Doege,rushing,6,-12,1,-2,6,5,39,0.153846153846154,331,37,0.11178247734139,0.135654227355679,2020,QB
Alabama,SEC,4241464,Mac Jones,rushing,3,1,0,0.3,5,6,39,0.0769230769230769,334,22,0.0658682634730539,0.0892708067126672,2020,QB
Arkansas,SEC,4034948,Feleipe Franks,rushing,15,28,0,1.9,9,6,42,0.357142857142857,351,92,0.262108262108262,0.305209897397397,2020,QB
Arkansas,SEC,4429133,Malik Hornsby,rushing,2,-1,0,-0.5,1,6,42,0.0476190476190476,351,2,0.0056980056980057,0.0476190476190476,2020,QB
Arkansas State,Sun Belt,4036473,Logan Bonner,rushing,2,14,0,7,8,6,36,0.0555555555555556,384,34,0.0885416666666667,0.105325336629091,2020,QB
Arkansas State,Sun Belt,4361222,Layne Hatcher,rushing,5,16,0,3.2,15,6,36,0.138888888888889,384,43,0.111979166666667,0.111545593328053,2020,QB
Army,FBS Independents,4577305,Jemel Jones,rushing,17,49,1,2.9,11,6,50,0.34,533,41,0.0769230769230769,0.182725392886683,2020,QB
Auburn,SEC,4567218,Bo Nix,rushing,10,30,1,3,17,6,41,0.24390243902439,330,91,0.275757575757576,0.289755135113341,2020,QB
Boston College,ACC,4372768,Phil Jurkovec,rushing,12,-42,1,-3.5,12,6,41,0.292682926829268,361,77,0.213296398891967,0.243037268527062,2020,QB
BYU,FBS Independents,4361259,Zach Wilson,rushing,6,19,1,3.2,13,6,38,0.157894736842105,365,60,0.164383561643836,0.181990747381185,2020,QB
Charlotte,Conference USA,4250679,Dominique Shoffner,rushing,4,32,0,8,12,6,47,0.0851063829787234,235,17,0.0723404255319149,0.106527059566573,2020,QB
Charlotte,Conference USA,4259269,Chris Reynolds,rushing,4,4,0,1,6,6,47,0.0851063829787234,235,50,0.212765957446809,0.218211225928625,2020,QB
Clemson,ACC,4429020,D.J. Uiagalelei,rushing,2,17,0,8.5,14,6,43,0.0465116279069767,361,28,0.0775623268698061,0.119639935541852,2020,QB
Clemson,ACC,4426430,Taisun Phommachanh,rushing,1,4,0,4,4,6,43,0.0232558139534884,361,6,0.0166204986149584,0.0392207640690957,2020,QB
Clemson,ACC,4360310,Trevor Lawrence,rushing,8,34,1,4.3,16,6,43,0.186046511627907,361,44,0.121883656509695,0.148870334528148,2020,QB
Duke,ACC,4360403,Gunnar Holmberg,rushing,4,9,0,2.3,6,6,63,0.0634920634920635,386,23,0.0595854922279793,0.0928080920340982,2020,QB
Duke,ACC,4239994,Chase Brice,rushing,5,18,0,3.6,13,6,63,0.0793650793650794,386,86,0.22279792746114,0.233995076536875,2020,QB
East Carolina,American Athletic,4360131,Holton Ahlers,rushing,6,35,0,5.8,17,6,47,0.127659574468085,361,54,0.149584487534626,0.173304644884171,2020,QB
Florida,SEC,4034946,Kyle Trask,rushing,5,4,0,0.8,5,6,24,0.208333333333333,276,39,0.141304347826087,0.148810042052097,2020,QB
Florida International,Conference USA,4244648,Kaylan Wiggins,rushing,8,20,0,2.5,17,6,44,0.181818181818182,176,16,0.0909090909090909,0.130742913000978,2020,QB
Florida International,Conference USA,4430260,Stone Norton,rushing,2,-10,0,-5,0,6,44,0.0454545454545455,176,17,0.0965909090909091,0.108015640273705,2020,QB
Florida State,ACC,4240020,James Blackman,rushing,1,-2,0,-2,0,6,39,0.0256410256410256,307,17,0.0553745928338762,0.159076109076109,2020,QB
Florida State,ACC,4360799,Jordan Travis,rushing,19,96,1,5.1,33,6,39,0.487179487179487,307,85,0.276872964169381,0.315576487005058,2020,QB
Georgia,SEC,4259553,Stetson Bennett,rushing,6,22,1,3.7,10,6,50,0.12,308,24,0.0779220779220779,0.105747593165396,2020,QB
Georgia Tech,ACC,4429066,Jeff Sims,rushing,7,64,1,9.1,22,6,33,0.212121212121212,376,110,0.292553191489362,0.296555563983599,2020,QB
Houston,American Athletic,4360175,Clayton Tune,rushing,12,15,1,1.3,18,6,43,0.27906976744186,218,52,0.238532110091743,0.232772788306068,2020,QB
Iowa State,Big 12,4361741,Brock Purdy,rushing,7,42,0,6,14,6,42,0.166666666666667,366,71,0.193989071038251,0.199372055285648,2020,QB
Kansas State,Big 12,4429955,Will Howard,rushing,13,86,1,6.6,80,6,38,0.342105263157895,353,78,0.220963172804533,0.236888262174303,2020,QB
Kentucky,SEC,4038940,Terry Wilson,rushing,13,50,0,3.8,51,6,31,0.419354838709677,384,98,0.255208333333333,0.276343558517119,2020,QB
Kentucky,SEC,4361329,Joey Gatewood,rushing,2,5,0,2.5,7,6,31,0.0645161290322581,384,25,0.0651041666666667,0.139328990806534,2020,QB
Liberty,FBS Independents,4242512,Malik Willis,rushing,13,87,1,6.7,17,6,39,0.333333333333333,436,120,0.275229357798165,0.301479198225863,2020,QB
Liberty,FBS Independents,4034303,Chris Ferguson,rushing,1,-5,0,-5,0,6,39,0.0256410256410256,436,4,0.00917431192660551,0.0324600520252694,2020,QB
Louisiana Monroe,Sun Belt,4689899,Jeremy Hunt,rushing,3,2,0,0.7,5,6,26,0.115384615384615,249,35,0.140562248995984,0.197327261659158,2020,QB
Louisiana Monroe,Sun Belt,4365325,Colby Suits,rushing,2,5,0,2.5,10,6,26,0.0769230769230769,249,34,0.136546184738956,0.203651512918754,2020,QB
Louisiana Tech,Conference USA,4384187,Aaron Allen,rushing,2,-6,0,-3,0,6,42,0.0476190476190476,279,12,0.043010752688172,0.0544704433497537,2020,QB
Louisiana Tech,Conference USA,4043980,Luke Anthony,rushing,6,-29,0,-4.8,5,6,42,0.142857142857143,279,42,0.150537634408602,0.170722039773764,2020,QB
Louisville,ACC,4240069,Malik Cunningham,rushing,14,50,2,3.6,15,6,48,0.291666666666667,373,118,0.316353887399464,0.324728774773442,2020,QB
LSU,SEC,4242210,Myles Brennan,rushing,4,-2,0,-0.5,7,6,20,0.2,258,16,0.062015503875969,0.180701754385965,2020,QB
Marshall,Conference USA,4430686,Grant Wells,rushing,4,-13,0,-3.3,2,6,40,0.1,320,44,0.1375,0.161308171200612,2020,QB
Miami,ACC,4240628,N'Kosi Perry,rushing,1,-6,0,-6,0,6,25,0.04,362,5,0.0138121546961326,0.0335634794458324,2020,QB
Miami,ACC,4039300,D'Eriq King,rushing,14,84,1,6,56,6,25,0.56,362,111,0.306629834254144,0.316656436177826,2020,QB
Middle Tennessee,Conference USA,4374350,Asher O'Hara,rushing,23,106,2,4.6,31,6,38,0.605263157894737,322,173,0.537267080745342,0.535079245293392,2020,QB
Mississippi State,SEC,4044431,K.J. Costello,rushing,4,-4,0,-1,5,6,13,0.307692307692308,129,24,0.186046511627907,0.274038461538462,2020,QB
Missouri,SEC,4426444,Connor Bazelak,rushing,6,3,0,0.5,6,6,33,0.181818181818182,296,39,0.131756756756757,0.131180763653529,2020,QB
Navy,American Athletic,4243715,Dalen Morris,rushing,10,0,0,0,5,6,60,0.166666666666667,448,67,0.149553571428571,0.186751517504107,2020,QB
NC State,ACC,4361653,Devin Leary,rushing,4,29,0,7.3,20,6,42,0.0952380952380952,408,19,0.0465686274509804,0.129385964912281,2020,QB
North Carolina,ACC,4426875,Sam Howell,rushing,3,19,0,6.3,12,6,43,0.0697674418604651,400,76,0.19,0.19812136166885,2020,QB
North Texas,Conference USA,4360163,Austin Aune,rushing,4,-12,0,-3,2,6,27,0.148148148148148,341,22,0.0645161290322581,0.0780253734725494,2020,QB
Notre Dame,FBS Independents,4046678,Ian Book,rushing,9,58,1,6.4,11,6,42,0.214285714285714,438,92,0.210045662100457,0.211906124460131,2020,QB
Oklahoma,Big 12,4360271,Tanner Mordecai,rushing,3,-4,0,-1.3,5,6,55,0.0545454545454545,348,11,0.0316091954022989,0.0704247365537688,2020,QB
Oklahoma,Big 12,4426339,Spencer Rattler,rushing,14,51,1,3.6,23,6,55,0.254545454545455,348,67,0.192528735632184,0.191722077205948,2020,QB
Ole Miss,SEC,4362874,Matt Corral,rushing,12,50,0,4.2,15,6,56,0.214285714285714,378,87,0.23015873015873,0.232926039084949,2020,QB
Ole Miss,SEC,4426494,John Rhys Plumlee,rushing,1,0,0,0,0,6,56,0.0178571428571429,378,24,0.0634920634920635,0.107608973413927,2020,QB
Pittsburgh,ACC,4240703,Kenny Pickett,rushing,14,36,1,2.6,12,6,40,0.35,334,67,0.20059880239521,0.24353728949517,2020,QB
South Carolina,SEC,4036357,Collin Hill,rushing,5,2,1,0.4,5,6,30,0.166666666666667,357,42,0.117647058823529,0.157300743635338,2020,QB
South Carolina,SEC,4426657,Ryan Hilinski,rushing,1,-1,0,-1,0,6,30,0.0333333333333333,357,2,0.00560224089635854,0.0384057971014493,2020,QB
South Florida,American Athletic,4360890,Jordan McCloud,rushing,12,7,0,0.6,17,6,34,0.352941176470588,337,62,0.183976261127596,0.197918516048233,2020,QB
South Florida,American Athletic,3928455,Noah Johnson,rushing,3,18,1,6,15,6,34,0.0882352941176471,337,41,0.121661721068249,0.193536039124274,2020,QB
Syracuse,ACC,4037121,Rex Culpepper,rushing,1,-9,0,-9,0,6,23,0.0434782608695652,318,25,0.0786163522012579,0.115372800745243,2020,QB
Syracuse,ACC,4240391,Tommy DeVito,rushing,9,-19,0,-2.1,5,6,23,0.391304347826087,318,43,0.135220125786164,0.34069400335385,2020,QB
TCU,Big 12,4427105,Max Duggan,rushing,15,43,1,2.9,17,6,37,0.405405405405405,374,110,0.294117647058824,0.294385300880246,2020,QB
Temple,American Athletic,4044122,Anthony Russo,rushing,4,20,2,5,10,6,33,0.121212121212121,283,21,0.0742049469964664,0.192640692640693,2020,QB
Tennessee,SEC,4035167,Jarrett Guarantano,rushing,10,-40,0,-4,3,6,27,0.37037037037037,320,41,0.128125,0.156004753271234,2020,QB
Texas,Big 12,4241820,Sam Ehlinger,rushing,23,112,4,4.9,25,6,34,0.676470588235294,329,108,0.328267477203647,0.32556350181622,2020,QB
Texas A&M,SEC,4240904,Kellen Mond,rushing,6,8,0,1.3,6,6,37,0.162162162162162,292,51,0.174657534246575,0.178010043291373,2020,QB
Texas State,Sun Belt,4362667,Tyler Vitt,rushing,2,3,0,1.5,4,6,36,0.0555555555555556,372,36,0.0967741935483871,0.217445866919551,2020,QB
Texas State,Sun Belt,4371730,Brady McBride,rushing,10,22,0,2.2,7,6,36,0.277777777777778,372,64,0.172043010752688,0.255801563202879,2020,QB
Texas Tech,Big 12,4259219,Henry Colombi,rushing,6,11,0,1.8,7,6,22,0.272727272727273,337,51,0.1513353115727,0.283019774906185,2020,QB
Troy,Sun Belt,4362723,Gunnar Watson,rushing,3,-4,0,-1.3,4,6,35,0.0857142857142857,302,28,0.0927152317880795,0.135727076351656,2020,QB
Tulane,American Athletic,4685039,Michael Pratt,rushing,13,-9,1,-0.7,20,6,45,0.288888888888889,477,98,0.205450733752621,0.246637038921025,2020,QB
UTEP,Conference USA,4575668,Gavin Hardison,rushing,1,-8,0,-8,0,6,27,0.037037037037037,242,26,0.107438016528926,0.109496755676602,2020,QB
UT San Antonio,Conference USA,4242203,Lowell Narcisse,rushing,9,12,0,1.3,14,6,28,0.321428571428571,441,32,0.072562358276644,0.239701949620428,2020,QB
UT San Antonio,Conference USA,4245186,Frank Harris,rushing,2,4,0,2,3,6,28,0.0714285714285714,441,76,0.172335600907029,0.181321553787986,2020,QB
Vanderbilt,SEC,4431375,Ken Seals,rushing,4,-12,0,-3,0,6,29,0.137931034482759,288,38,0.131944444444444,0.132465407518119,2020,QB
Vanderbilt,SEC,4433932,Mike Wright,rushing,5,-1,0,-0.2,11,6,29,0.172413793103448,288,13,0.0451388888888889,0.0958812260536398,2020,QB
Virginia,ACC,4370775,Brennan Armstrong,rushing,6,-6,0,-1,8,6,29,0.206896551724138,345,111,0.321739130434783,0.352570678181866,2020,QB
Virginia,ACC,4240850,Lindell Stone,rushing,3,13,0,4.3,6,6,29,0.103448275862069,345,8,0.0231884057971014,0.0810005682963941,2020,QB
Virginia Tech,ACC,4240858,Hendon Hooker,rushing,8,29,1,3.6,12,6,48,0.166666666666667,427,120,0.281030444964871,0.37199879638082,2020,QB
Virginia Tech,ACC,4242490,Braxton Burmeister,rushing,11,51,0,4.6,14,6,48,0.229166666666667,427,40,0.0936768149882904,0.216319444444444,2020,QB
Western Kentucky,Conference USA,4363077,Kavaris Thomas,rushing,7,30,1,4.3,13,6,25,0.28,363,24,0.0661157024793388,0.26915404040404,2020,QB
Western Kentucky,Conference USA,4036210,Tyrrell Pigrome,rushing,7,28,0,4,8,6,25,0.28,363,95,0.261707988980716,0.284587281463442,2020,QB
Alabama,SEC,4241464,Mac Jones,rushing,3,-20,0,-6.7,0,7,43,0.0697674418604651,334,22,0.0658682634730539,0.0892708067126672,2020,QB
Arkansas,SEC,4034948,Feleipe Franks,rushing,14,16,0,1.1,14,7,48,0.291666666666667,351,92,0.262108262108262,0.305209897397397,2020,QB
Arkansas State,Sun Belt,4036473,Logan Bonner,rushing,6,15,0,2.5,14,7,39,0.153846153846154,384,34,0.0885416666666667,0.105325336629091,2020,QB
Arkansas State,Sun Belt,4361222,Layne Hatcher,rushing,4,-14,0,-3.5,3,7,39,0.102564102564103,384,43,0.111979166666667,0.111545593328053,2020,QB
Army,FBS Independents,4373726,Tyhier Tyler,rushing,19,95,1,5,37,7,60,0.316666666666667,533,73,0.136960600375235,0.278185904258363,2020,QB
Army,FBS Independents,4577303,Cade Ballard,rushing,3,5,1,1.7,9,7,60,0.05,533,9,0.0168855534709193,0.0726190476190476,2020,QB
Auburn,SEC,4567218,Bo Nix,rushing,15,69,0,4.6,18,7,36,0.416666666666667,330,91,0.275757575757576,0.289755135113341,2020,QB
Boston College,ACC,4372768,Phil Jurkovec,rushing,6,13,0,2.2,10,7,25,0.24,361,77,0.213296398891967,0.243037268527062,2020,QB
BYU,FBS Independents,4361259,Zach Wilson,rushing,9,40,0,4.4,32,7,24,0.375,365,60,0.164383561643836,0.181990747381185,2020,QB
Clemson,ACC,4686096,Hunter Helms,rushing,1,2,0,2,2,7,39,0.0256410256410256,361,2,0.00554016620498615,0.027972027972028,2020,QB
Clemson,ACC,4426430,Taisun Phommachanh,rushing,2,2,0,1,7,7,39,0.0512820512820513,361,6,0.0166204986149584,0.0392207640690957,2020,QB
Clemson,ACC,4360310,Trevor Lawrence,rushing,3,6,0,2,10,7,39,0.0769230769230769,361,44,0.121883656509695,0.148870334528148,2020,QB
Coastal Carolina,Sun Belt,4427936,Grayson McCall,rushing,11,45,1,4.1,22,7,48,0.229166666666667,442,86,0.194570135746606,0.220359712407063,2020,QB
Duke,ACC,4239994,Chase Brice,rushing,14,86,0,6.1,23,7,41,0.341463414634146,386,86,0.22279792746114,0.233995076536875,2020,QB
East Carolina,American Athletic,4432138,Mason Garcia,rushing,15,63,1,4.2,23,7,45,0.333333333333333,361,19,0.0526315789473684,0.14433978719693,2020,QB
Florida State,ACC,4360799,Jordan Travis,rushing,16,107,2,6.7,23,7,36,0.444444444444444,307,85,0.276872964169381,0.315576487005058,2020,QB
Georgia,SEC,4259553,Stetson Bennett,rushing,6,12,0,2,9,7,30,0.2,308,24,0.0779220779220779,0.105747593165396,2020,QB
Georgia Southern,Sun Belt,4361375,Justin Tomlin,rushing,2,10,0,5,11,7,41,0.0487804878048781,541,32,0.0591497227356747,0.106713594007117,2020,QB
Georgia State,Sun Belt,4568411,Cornelious Brown,rushing,13,83,2,6.4,35,7,41,0.317073170731707,384,88,0.229166666666667,0.232434334501906,2020,QB
Georgia Tech,ACC,4428961,Jordan Yates,rushing,2,-5,0,-2.5,0,7,44,0.0454545454545455,376,4,0.0106382978723404,0.0423351158645276,2020,QB
Georgia Tech,ACC,4429066,Jeff Sims,rushing,13,-20,0,-1.5,15,7,44,0.295454545454545,376,110,0.292553191489362,0.296555563983599,2020,QB
Houston,American Athletic,4360175,Clayton Tune,rushing,10,25,1,2.5,9,7,44,0.227272727272727,218,52,0.238532110091743,0.232772788306068,2020,QB
Kansas,Big 12,4360331,Miles Kendrick,rushing,9,-2,0,-0.2,9,7,31,0.290322580645161,354,42,0.11864406779661,0.178941460131494,2020,QB
Kentucky,SEC,4038940,Terry Wilson,rushing,8,32,0,4,23,7,44,0.181818181818182,384,98,0.255208333333333,0.276343558517119,2020,QB
