team,conference,athlete_id,player,category,rushing_car,rushing_yds,rushing_td,rushing_ypc,rushing_long,week,team_rushes,runshare,season_team_rushes,season_rushes,total_runshare,avg_runshare,year,position
Kent State,Mid-American,4362340,Woody Barrett,rushing,16,75,1,4.7,45,7,32,0.5,495,163,0.329292929292929,0.335187470487385,2018,QB
Liberty,FBS Independents,4029885,Stephen Calvert,rushing,1,-13,0,-13,0,7,45,0.0222222222222222,488,30,0.0614754098360656,0.0773993198769432,2018,QB
Louisiana,Sun Belt,4241553,Andre Nunez,rushing,5,8,0,1.6,10,7,56,0.0892857142857143,524,47,0.0896946564885496,0.104150816952027,2018,QB
Louisiana Monroe,Sun Belt,4036585,Caleb Evans,rushing,6,32,2,5.3,20,7,34,0.176470588235294,417,140,0.335731414868106,0.337091078899147,2018,QB
Louisiana Tech,Conference USA,3914382,J'Mar Smith,rushing,7,-1,0,-0.1,7,7,38,0.184210526315789,403,83,0.205955334987593,0.208285758943969,2018,QB
Louisville,ACC,4360799,Jordan Travis,rushing,2,-8,0,-4,0,7,32,0.0625,408,8,0.0196078431372549,0.102069031273837,2018,QB
Louisville,ACC,4240069,Malik Cunningham,rushing,2,3,1,1.5,2,7,32,0.0625,408,79,0.193627450980392,0.219270775352011,2018,QB
Louisville,ACC,4035995,Jawon Pass,rushing,11,5,1,0.5,14,7,32,0.34375,408,76,0.186274509803922,0.202087627345064,2018,QB
LSU,SEC,3915511,Joe Burrow,rushing,13,66,2,5.1,59,7,51,0.254901960784314,511,119,0.232876712328767,0.236638110713613,2018,QB
Marshall,Conference USA,3913137,Alex Thomson,rushing,8,29,0,3.6,11,7,45,0.177777777777778,433,35,0.0808314087759815,0.19196973840124,2018,QB
Maryland,Big Ten,4360634,Tyler DeSue,rushing,1,2,0,2,2,7,40,0.025,489,4,0.0081799591002045,0.0337962962962963,2018,QB
Maryland,Big Ten,4036210,Tyrrell Pigrome,rushing,5,38,0,7.6,23,7,40,0.125,489,58,0.118609406952965,0.135782873415029,2018,QB
Maryland,Big Ten,4241937,Kasim Hill,rushing,4,5,0,1.3,6,7,40,0.1,489,40,0.081799591002045,0.10768923576464,2018,QB
Memphis,American Athletic,3893630,Brady White,rushing,4,9,1,2.3,11,7,52,0.0769230769230769,562,47,0.0836298932384342,0.105737295424859,2018,QB
Miami,ACC,3123047,Malik Rosier,rushing,5,19,1,3.8,17,7,29,0.172413793103448,457,54,0.118161925601751,0.204642264126956,2018,QB
Miami,ACC,4240628,N'Kosi Perry,rushing,2,3,0,1.5,2,7,29,0.0689655172413793,457,57,0.12472647702407,0.15181616625818,2018,QB
Miami (OH),Mid-American,3125968,Gus Ragland,rushing,7,22,1,3.1,7,7,51,0.137254901960784,442,92,0.208144796380091,0.22151661398734,2018,QB
Michigan,Big Ten,4035292,Shea Patterson,rushing,9,90,1,10,81,7,48,0.1875,519,66,0.127167630057803,0.133988201702401,2018,QB
Michigan,Big Ten,4360698,Joe Milton,rushing,2,22,0,11,23,7,48,0.0416666666666667,519,6,0.0115606936416185,0.0472222222222222,2018,QB
Michigan,Big Ten,4258191,Dylan McCaffrey,rushing,1,44,1,44,44,7,48,0.0208333333333333,519,10,0.0192678227360308,0.0503582528582529,2018,QB
Michigan State,Big Ten,3929824,Brian Lewerke,rushing,12,20,0,1.7,12,7,36,0.333333333333333,420,74,0.176190476190476,0.25321741686476,2018,QB
Middle Tennessee,Conference USA,545683,Brent Stockstill,rushing,3,39,0,13,24,7,40,0.075,466,112,0.240343347639485,0.244986665381402,2018,QB
Middle Tennessee,Conference USA,4374350,Asher O'Hara,rushing,21,85,1,4,13,7,40,0.525,466,22,0.0472103004291846,0.277651515151515,2018,QB
Minnesota,Big Ten,4360936,Zack Annexstad,rushing,3,-6,0,-2,3,7,33,0.0909090909090909,482,23,0.0477178423236514,0.0875620604515594,2018,QB
Missouri,SEC,3924327,Drew Lock,rushing,4,-33,0,-8.3,0,7,34,0.117647058823529,509,49,0.0962671905697446,0.0976719783807836,2018,QB
Navy,American Athletic,3916282,Garret Lewis,rushing,12,56,1,4.7,20,7,53,0.226415094339623,696,81,0.116379310344828,0.144655063731533,2018,QB
Navy,American Athletic,4039436,Malcolm Perry,rushing,12,48,0,4,15,7,53,0.226415094339623,696,166,0.238505747126437,0.240720420405121,2018,QB
Nebraska,Big Ten,4361182,Adrian Martinez,rushing,13,37,0,2.8,13,7,47,0.276595744680851,468,140,0.299145299145299,0.337944155710864,2018,QB
Nevada,Mountain West,3122611,Ty Gangi,rushing,2,-5,0,-2.5,1,7,25,0.08,398,44,0.110552763819095,0.12368771837782,2018,QB
New Mexico,Mountain West,3915379,Sheriron Jones,rushing,9,35,0,3.9,13,7,37,0.243243243243243,506,79,0.156126482213439,0.180103895982799,2018,QB
North Carolina,ACC,4361573,Cade Fortin,rushing,6,44,0,7.3,40,7,38,0.157894736842105,404,14,0.0346534653465347,0.132631578947368,2018,QB
North Carolina,ACC,3895838,Nathan Elliott,rushing,4,-1,0,-0.3,2,7,38,0.105263157894737,404,39,0.0965346534653465,0.10334577707235,2018,QB
Northern Illinois,Mid-American,4039470,Marcus Childers,rushing,23,169,1,7.3,32,7,46,0.5,559,176,0.31484794275492,0.332184235735543,2018,QB
North Texas,Conference USA,4039073,Mason Fine,rushing,6,30,0,5,13,7,33,0.181818181818182,442,68,0.153846153846154,0.169565976847568,2018,QB
Northwestern,Big Ten,3116144,Clayton Thorson,rushing,4,-7,0,-1.8,4,7,23,0.173913043478261,478,73,0.152719665271967,0.157798016004604,2018,QB
Notre Dame,FBS Independents,4046678,Ian Book,rushing,16,31,0,1.9,22,7,38,0.421052631578947,501,78,0.155688622754491,0.218823648315257,2018,QB
Ohio,Mid-American,4244688,Nathan Rourke,rushing,10,0,0,0,13,7,32,0.3125,520,125,0.240384615384615,0.247416678019284,2018,QB
Ohio State,Big Ten,4040616,Dwayne Haskins,rushing,9,6,0,0.7,11,7,32,0.28125,533,73,0.136960600375235,0.138700988792248,2018,QB
Oklahoma State,Big 12,3122424,Taylor Cornelius,rushing,11,55,1,5,26,7,28,0.392857142857143,483,110,0.227743271221532,0.236671697117629,2018,QB
Ole Miss,SEC,4242418,Jordan Ta'amu,rushing,17,141,1,8.3,27,7,37,0.459459459459459,418,106,0.253588516746411,0.263676265686833,2018,QB
Oregon,Pac-12,4038941,Justin Herbert,rushing,5,-1,0,-0.2,5,7,48,0.104166666666667,500,67,0.134,0.150727723519766,2018,QB
Penn State,Big Ten,3116172,Trace McSorley,rushing,13,37,0,2.8,10,7,32,0.40625,476,150,0.315126050420168,0.319686684498486,2018,QB
Pittsburgh,ACC,4240703,Kenny Pickett,rushing,3,-6,0,-2,9,7,30,0.1,529,105,0.198487712665406,0.197679494539199,2018,QB
Purdue,Big Ten,4260395,Nick Sipe,rushing,3,0,0,0,0,7,45,0.0666666666666667,372,3,0.00806451612903226,0.0666666666666667,2018,QB
Purdue,Big Ten,3116188,David Blough,rushing,3,-15,0,-5,1,7,45,0.0666666666666667,372,69,0.185483870967742,0.201649999809032,2018,QB
Rice,Conference USA,4244861,Evan Marshman,rushing,7,7,0,1,13,7,37,0.189189189189189,493,18,0.0365111561866126,0.284249767008388,2018,QB
Rice,Conference USA,3122170,Shawn Stankavage,rushing,2,-8,0,-4,0,7,37,0.0540540540540541,493,43,0.0872210953346856,0.131224037592063,2018,QB
Rutgers,Big Ten,4361530,Artur Sitkowski,rushing,1,-7,0,-7,0,7,45,0.0222222222222222,426,22,0.0516431924882629,0.0680325169999083,2018,QB
Rutgers,Big Ten,3127375,Giovanni Rescigno,rushing,3,11,0,3.7,9,7,45,0.0666666666666667,426,32,0.0751173708920188,0.13581610383081,2018,QB
San Diego State,Mountain West,3921648,Ryan Agnew,rushing,4,4,0,1,32,7,34,0.117647058823529,482,55,0.114107883817427,0.122477060585825,2018,QB
San José State,Mountain West,4036850,Montel Aaron,rushing,7,17,0,2.4,7,7,30,0.233333333333333,357,21,0.0588235294117647,0.148100398053958,2018,QB
San José State,Mountain West,4036857,Michael Carrillo,rushing,2,-27,0,-13.5,0,7,30,0.0666666666666667,357,13,0.0364145658263305,0.105729358360937,2018,QB
South Alabama,Sun Belt,3129265,Evan Orth,rushing,9,31,1,3.4,19,7,44,0.204545454545455,501,56,0.111776447105788,0.138743418006441,2018,QB
South Alabama,Sun Belt,4249400,Cephus Johnson,rushing,1,7,0,7,7,7,44,0.0227272727272727,501,27,0.0538922155688623,0.0869958960786537,2018,QB
South Carolina,SEC,4038809,Jake Bentley,rushing,4,9,0,2.3,9,7,18,0.222222222222222,425,58,0.136470588235294,0.158567444488497,2018,QB
Southern Mississippi,Conference USA,4039275,Kwadra Griggs,rushing,1,-2,0,-2,0,7,30,0.0333333333333333,409,2,0.00488997555012225,0.0404761904761905,2018,QB
Southern Mississippi,Conference USA,4040407,Jack Abraham,rushing,6,-37,0,-6.2,6,7,30,0.2,409,49,0.119804400977995,0.163595376934632,2018,QB
South Florida,American Athletic,3858944,Blake Barnett,rushing,9,24,2,2.7,13,7,47,0.191489361702128,480,98,0.204166666666667,0.249823420658378,2018,QB
South Florida,American Athletic,4044111,Chris Oladokun,rushing,4,16,0,4,5,7,47,0.0851063829787234,480,25,0.0520833333333333,0.166471985172028,2018,QB
Temple,American Athletic,4044122,Anthony Russo,rushing,5,9,0,1.8,9,7,35,0.142857142857143,467,36,0.0770877944325482,0.106457945486892,2018,QB
Temple,American Athletic,4243276,Todd Centeio,rushing,1,-2,0,-2,0,7,35,0.0285714285714286,467,20,0.0428265524625268,0.0710420910788558,2018,QB
Tennessee,SEC,4035167,Jarrett Guarantano,rushing,5,-6,0,-1.2,12,7,36,0.138888888888889,419,40,0.0954653937947494,0.0988940623551047,2018,QB
Texas,Big 12,4039034,Shane Buechele,rushing,5,11,0,2.2,12,7,41,0.121951219512195,520,10,0.0192307692307692,0.116531165311653,2018,QB
Texas,Big 12,4241820,Sam Ehlinger,rushing,2,5,0,2.5,7,7,41,0.0487804878048781,520,143,0.275,0.279578008716744,2018,QB
Texas A&M,SEC,4240904,Kellen Mond,rushing,13,25,0,1.9,15,7,40,0.325,501,143,0.285429141716567,0.304965533689303,2018,QB
Texas State,Sun Belt,4241669,Willie Jones III,rushing,10,30,0,3,16,7,33,0.303030303030303,443,77,0.173814898419865,0.288348290702939,2018,QB
Texas State,Sun Belt,4362667,Tyler Vitt,rushing,9,2,0,0.2,10,7,33,0.272727272727273,443,81,0.182844243792325,0.280529658991888,2018,QB
Texas Tech,Big 12,3910083,McLane Carter,rushing,2,-8,0,-4,0,7,43,0.0465116279069767,439,9,0.020501138952164,0.065474060822898,2018,QB
Texas Tech,Big 12,4043136,Jett Duffey,rushing,16,83,1,5.2,38,7,43,0.372093023255814,439,79,0.17995444191344,0.326144533453504,2018,QB
Toledo,Mid-American,3932903,Mitchell Guadagni,rushing,27,137,1,5.1,25,7,53,0.509433962264151,504,76,0.150793650793651,0.251423623318619,2018,QB
Troy,Sun Belt,4362723,Gunnar Watson,rushing,3,-16,0,-5.3,0,7,39,0.0769230769230769,455,4,0.00879120879120879,0.050656660412758,2018,QB
Troy,Sun Belt,4039901,Sawyer Smith,rushing,11,15,0,1.4,11,7,39,0.282051282051282,455,68,0.149450549450549,0.152552236567905,2018,QB
Tulsa,American Athletic,4244601,Seth Boomer,rushing,11,46,0,4.2,30,7,49,0.224489795918367,582,58,0.0996563573883162,0.164505856024286,2018,QB
UAB,Conference USA,4239793,Tyler Johnston III,rushing,4,15,0,3.8,5,7,45,0.0888888888888889,588,80,0.136054421768707,0.158263941823218,2018,QB
UAB,Conference USA,545682,A.J. Erdely,rushing,9,29,1,3.2,20,7,45,0.2,588,84,0.142857142857143,0.222344690727633,2018,QB
UCF,American Athletic,4243535,D.J. Mack Jr.,rushing,1,-4,0,-4,0,7,38,0.0263157894736842,565,58,0.102654867256637,0.130660717908555,2018,QB
UCF,American Athletic,4042113,McKenzie Milton,rushing,11,-11,1,-1,8,7,38,0.289473684210526,565,79,0.139823008849558,0.184403412781575,2018,QB
UCLA,Pac-12,4367178,Dorian Thompson-Robinson,rushing,9,27,0,3,20,7,49,0.183673469387755,439,45,0.10250569476082,0.167152087743595,2018,QB
UNLV,Mountain West,4035856,Max Gilliam,rushing,11,-8,0,-0.7,25,7,48,0.229166666666667,543,51,0.0939226519337017,0.171339290240435,2018,QB
USC,Pac-12,4374303,JT Daniels,rushing,2,-4,0,-2,3,7,27,0.0740740740740741,388,45,0.115979381443299,0.131734826473105,2018,QB
Utah,Pac-12,4035671,Tyler Huntley,rushing,11,64,1,5.8,18,7,46,0.239130434782609,537,108,0.201117318435754,0.28922973840934,2018,QB
Utah,Pac-12,4243258,Jason Shelley,rushing,3,-4,0,-1.3,1,7,46,0.0652173913043478,537,51,0.0949720670391061,0.168083248604756,2018,QB
Utah State,Mountain West,4259219,Henry Colombi,rushing,2,41,1,20.5,37,7,38,0.0526315789473684,433,13,0.0300230946882217,0.0588276302485232,2018,QB
Utah State,Mountain West,4036378,Jordan Love,rushing,4,39,0,9.8,21,7,38,0.105263157894737,433,41,0.0946882217090069,0.10326241401509,2018,QB
UT San Antonio,Conference USA,4362984,Cordale Grundy,rushing,11,60,0,5.5,24,7,23,0.478260869565217,355,64,0.180281690140845,0.2642390035524,2018,QB
UT San Antonio,Conference USA,4362982,Jordan Weeks,rushing,1,6,0,6,6,7,23,0.0434782608695652,355,9,0.0253521126760563,0.117056856187291,2018,QB
Vanderbilt,SEC,3915776,Kyle Shurmur,rushing,1,-12,0,-12,0,7,22,0.0454545454545455,411,35,0.0851581508515815,0.0828919216807762,2018,QB
Virginia,ACC,3675812,Bryce Perkins,rushing,21,61,0,2.9,15,7,41,0.51219512195122,450,196,0.435555555555556,0.443392662789978,2018,QB
Virginia Tech,ACC,4361959,Quincy Patterson II,rushing,2,11,0,5.5,7,7,41,0.0487804878048781,476,9,0.0189075630252101,0.0690004028418663,2018,QB
Virginia Tech,ACC,3917958,Ryan Willis,rushing,15,88,1,5.9,33,7,41,0.365853658536585,476,101,0.21218487394958,0.241301823789485,2018,QB
Washington,Pac-12,3886812,Jake Browning,rushing,6,5,0,0.8,8,7,45,0.133333333333333,518,79,0.152509652509653,0.151551677569777,2018,QB
Western Kentucky,Conference USA,4363077,Kavaris Thomas,rushing,3,10,1,3.3,7,7,17,0.176470588235294,453,6,0.0132450331125828,0.0825299816896456,2018,QB
Western Kentucky,Conference USA,4243456,Davis Shanley,rushing,4,-7,0,-1.8,7,7,17,0.235294117647059,453,38,0.0838852097130243,0.147317480352285,2018,QB
Western Kentucky,Conference USA,4037556,Steven Duncan,rushing,1,0,0,0,0,7,17,0.0588235294117647,453,74,0.163355408388521,0.208874576781164,2018,QB
Western Michigan,Mid-American,3916726,Jon Wassink,rushing,7,40,0,5.7,13,7,55,0.127272727272727,531,46,0.0866290018832392,0.142460298340117,2018,QB
West Virginia,Big 12,559556,Will Grier,rushing,11,-38,0,-3.5,15,7,28,0.392857142857143,390,49,0.125641025641026,0.128867986554387,2018,QB
Wyoming,Mountain West,4240351,Tyler Vander Waal,rushing,8,35,0,4.4,8,7,30,0.266666666666667,494,61,0.123481781376518,0.202365294254239,2018,QB
Wisconsin,Big Ten,3886609,Alex Hornibrook,rushing,3,-13,0,-4.3,0,7,29,0.103448275862069,476,20,0.0420168067226891,0.0579655244177336,2018,QB
New Mexico State,FBS Independents,4241635,Josh Adkins,rushing,6,-17,0,-2.8,8,7,25,0.24,353,86,0.243626062322946,0.285675061096968,2018,QB
Old Dominion,Conference USA,3914543,Blake LaRussa,rushing,5,-16,0,-3.2,5,7,31,0.161290322580645,426,51,0.119718309859155,0.131760094314239,2018,QB
Air Force,Mountain West,4239964,Isaiah Sanders,rushing,21,173,3,8.2,45,8,52,0.403846153846154,690,120,0.173913043478261,0.268696887073255,2018,QB
Alabama,SEC,4241479,Tua Tagovailoa,rushing,1,6,0,6,6,8,42,0.0238095238095238,470,44,0.0936170212765957,0.0968173716791786,2018,QB
Alabama,SEC,4040715,Jalen Hurts,rushing,2,24,1,12,21,8,42,0.0476190476190476,470,34,0.0723404255319149,0.0891370924891969,2018,QB
Akron,Mid-American,4038741,Kato Nelson,rushing,17,90,1,5.3,55,8,39,0.435897435897436,392,131,0.334183673469388,0.371229230588314,2018,QB
Appalachian State,Sun Belt,4036429,Zac Thomas,rushing,5,43,0,8.6,14,8,47,0.106382978723404,504,83,0.16468253968254,0.190596709503625,2018,QB
Arizona,Pac-12,4245679,Rhett Rodriguez,rushing,4,14,0,3.5,8,8,38,0.105263157894737,444,11,0.0247747747747748,0.0490461289212912,2018,QB
Arizona State,Pac-12,3128814,Manny Wilkins,rushing,11,41,1,3.7,14,8,23,0.478260869565217,463,101,0.218142548596112,0.232989057357748,2018,QB
Arkansas,SEC,4035584,Cole Kelley,rushing,5,27,0,5.4,20,8,53,0.0943396226415094,443,28,0.0632054176072235,0.0858671553512806,2018,QB
Arkansas,SEC,4372004,Connor Noland,rushing,5,20,0,4,10,8,53,0.0943396226415094,443,26,0.0586907449209932,0.167587430912903,2018,QB
Arkansas State,Sun Belt,3116379,Justice Hansen,rushing,11,76,2,6.9,34,8,37,0.297297297297297,465,121,0.260215053763441,0.258685529315504,2018,QB
Army,FBS Independents,4258442,Cam Thomas,rushing,26,137,1,5.3,52,8,74,0.351351351351351,714,42,0.0588235294117647,0.124351823436453,2018,QB
Auburn,SEC,3892775,Jarrett Stidham,rushing,6,9,0,1.5,8,8,44,0.136363636363636,449,70,0.155902004454343,0.179015732261796,2018,QB
Ball State,Mid-American,3915468,Riley Neal,rushing,13,77,1,5.9,17,8,32,0.40625,449,86,0.191536748329621,0.236441386921407,2018,QB
Boise State,Mountain West,3914569,Jaylon Henderson,rushing,1,-1,0,-1,0,8,37,0.027027027027027,519,8,0.0154142581888247,0.0623847601578248,2018,QB
Boise State,Mountain West,3722362,Brett Rypien,rushing,6,-6,0,-1,10,8,37,0.162162162162162,519,83,0.159922928709056,0.162729922057271,2018,QB
Bowling Green,Mid-American,4046743,Grant Loy,rushing,1,1,0,1,1,8,26,0.0384615384615385,423,29,0.0685579196217494,0.11738567254689,2018,QB
Bowling Green,Mid-American,4244029,Jarret Doege,rushing,2,-10,0,-5,0,8,26,0.0769230769230769,423,51,0.120567375886525,0.120141631785816,2018,QB
Buffalo,Mid-American,3916564,Tyree Jackson,rushing,10,7,0,0.7,11,8,50,0.2,558,48,0.0860215053763441,0.124288589777028,2018,QB
California,Pac-12,4242408,Chase Garbers,rushing,8,54,0,6.8,20,8,43,0.186046511627907,451,91,0.201773835920177,0.238092967016182,2018,QB
California,Pac-12,4038833,Brandon McIlwain,rushing,4,27,0,6.8,18,8,43,0.0930232558139535,451,76,0.168514412416851,0.225949126251138,2018,QB
Central Michigan,Mid-American,4039268,Tommy Lazzaro,rushing,17,38,0,2.2,13,8,44,0.386363636363636,449,97,0.216035634743875,0.413540533344351,2018,QB
Charlotte,Conference USA,3917848,Evan Shirreffs,rushing,7,-8,0,-1.1,6,8,39,0.179487179487179,526,30,0.0570342205323194,0.148622551256698,2018,QB
Cincinnati,American Athletic,4239086,Desmond Ridder,rushing,16,9,0,0.6,12,8,47,0.340425531914894,566,148,0.261484098939929,0.260868513973781,2018,QB
Clemson,ACC,4360310,Trevor Lawrence,rushing,5,12,0,2.4,12,8,32,0.15625,502,47,0.0936254980079681,0.0984369013688236,2018,QB
Coastal Carolina,Sun Belt,4361032,Bryce Carpenter,rushing,9,53,0,5.9,13,8,52,0.173076923076923,513,57,0.111111111111111,0.185679033728965,2018,QB
Coastal Carolina,Sun Belt,3124529,Kilton Anderson,rushing,3,11,0,3.7,6,8,52,0.0576923076923077,513,56,0.10916179337232,0.163053123855233,2018,QB
Coastal Carolina,Sun Belt,4361033,Fred Payton,rushing,5,44,0,8.8,17,8,52,0.0961538461538462,513,47,0.0916179337231969,0.204482835413746,2018,QB
Colorado,Pac-12,3915436,Steven Montez,rushing,7,26,0,3.7,12,8,35,0.2,455,94,0.206593406593407,0.219049546962599,2018,QB
Colorado State,Mountain West,3127291,K.J. Carta-Samuels,rushing,4,-29,0,-7.3,0,8,25,0.16,393,45,0.114503816793893,0.145412800332265,2018,QB
Duke,ACC,3917792,Daniel Jones,rushing,15,37,0,2.5,17,8,27,0.555555555555556,441,98,0.222222222222222,0.29876881288646,2018,QB
Duke,ACC,3917793,Quentin Harris,rushing,1,4,0,4,4,8,27,0.037037037037037,441,40,0.090702947845805,0.091508343783337,2018,QB
East Carolina,American Athletic,4360131,Holton Ahlers,rushing,27,69,0,2.6,14,8,38,0.710526315789474,428,119,0.27803738317757,0.33808983074076,2018,QB
Eastern Michigan,Mid-American,4244804,Preston Hutchinson,rushing,1,1,0,1,1,8,50,0.02,471,1,0.00212314225053079,0.02,2018,QB
Eastern Michigan,Mid-American,4039315,Isaac Stiebeling,rushing,2,16,1,8,14,8,50,0.04,471,11,0.0233545647558386,0.0575013472619492,2018,QB
Eastern Michigan,Mid-American,3144983,Tyler Wiegers,rushing,6,6,1,1,9,8,50,0.12,471,65,0.138004246284501,0.162609959727601,2018,QB
Florida Atlantic,Conference USA,4243787,De'Andre Johnson,rushing,2,-4,0,-2,4,8,37,0.0540540540540541,580,35,0.0603448275862069,0.111763780752633,2018,QB
Florida Atlantic,Conference USA,4241399,Chris Robison,rushing,6,31,0,5.2,17,8,37,0.162162162162162,580,73,0.125862068965517,0.145108151155792,2018,QB
Florida International,Conference USA,3914395,James Morgan,rushing,3,13,1,4.3,11,8,38,0.0789473684210526,441,29,0.0657596371882086,0.0771700757557116,2018,QB
Florida State,ACC,3921561,Deondre Francois,rushing,2,1,0,0.5,1,8,29,0.0689655172413793,392,78,0.198979591836735,0.214608083951468,2018,QB
Fresno State,Mountain West,3127332,Marcus McMaryion,rushing,4,12,0,3,13,8,47,0.0851063829787234,474,67,0.141350210970464,0.143485006556205,2018,QB
Georgia State,Sun Belt,3917540,Aaron Winchester,rushing,2,-5,0,-2.5,5,8,43,0.0465116279069767,466,31,0.0665236051502146,0.14001812141347,2018,QB
Georgia State,Sun Belt,4361902,Dan Ellington,rushing,18,52,0,2.9,16,8,43,0.418604651162791,466,158,0.339055793991416,0.389856323244649,2018,QB
Hawai'i,Mountain West,4038220,Cole McDonald,rushing,11,21,0,1.9,23,8,35,0.314285714285714,384,123,0.3203125,0.370500155681607,2018,QB
Hawai'i,Mountain West,4373934,Chevan Cordeiro,rushing,3,15,0,5,13,8,35,0.0857142857142857,384,16,0.0416666666666667,0.14743222485158,2018,QB
Houston,American Athletic,4039300,D'Eriq King,rushing,7,56,1,8,17,8,24,0.291666666666667,495,111,0.224242424242424,0.245567653369663,2018,QB
Illinois,Big Ten,3116087,AJ Bush,rushing,5,47,0,9.4,16,8,36,0.138888888888889,497,138,0.277665995975855,0.34519190375234,2018,QB
Illinois,Big Ten,4360372,M.J. Rivers II,rushing,8,-6,0,-0.8,10,8,36,0.222222222222222,497,40,0.0804828973843058,0.160561396275682,2018,QB
Indiana,Big Ten,4045290,Peyton Ramsey,rushing,11,-5,0,-0.5,16,8,45,0.244444444444444,431,111,0.25754060324826,0.278422017797018,2018,QB
Indiana,Big Ten,4360423,Michael Penix Jr.,rushing,2,24,0,12,13,8,45,0.0444444444444444,431,5,0.0116009280742459,0.0555555555555556,2018,QB
Iowa,Big Ten,4240570,Peyton Mansell,rushing,3,17,0,5.7,10,8,52,0.0576923076923077,470,8,0.0170212765957447,0.0344994224994225,2018,QB
Iowa,Big Ten,4036149,Nathan Stanley,rushing,2,13,0,6.5,13,8,52,0.0384615384615385,470,32,0.0680851063829787,0.0708784188372381,2018,QB
Kansas,Big 12,3127261,Peyton Bender,rushing,3,-30,0,-10,0,8,31,0.0967741935483871,423,34,0.0803782505910166,0.0948083195150644,2018,QB
Kent State,Mid-American,4362340,Woody Barrett,rushing,16,81,1,5.1,22,8,43,0.372093023255814,495,163,0.329292929292929,0.335187470487385,2018,QB
Kentucky,SEC,4038940,Terry Wilson,rushing,12,91,0,7.6,23,8,51,0.235294117647059,487,125,0.256673511293634,0.264060550640899,2018,QB
Liberty,FBS Independents,4029885,Stephen Calvert,rushing,2,-13,0,-6.5,0,8,41,0.0487804878048781,488,30,0.0614754098360656,0.0773993198769432,2018,QB
Louisiana,Sun Belt,4241553,Andre Nunez,rushing,4,7,0,1.8,7,8,41,0.0975609756097561,524,47,0.0896946564885496,0.104150816952027,2018,QB
Louisiana,Sun Belt,4241556,Levi Lewis,rushing,5,0,0,0,10,8,41,0.121951219512195,524,23,0.0438931297709924,0.054062083885622,2018,QB
Louisiana Monroe,Sun Belt,4036585,Caleb Evans,rushing,14,85,0,6.1,18,8,43,0.325581395348837,417,140,0.335731414868106,0.337091078899147,2018,QB
Louisiana Tech,Conference USA,3914382,J'Mar Smith,rushing,5,22,1,4.4,43,8,31,0.161290322580645,403,83,0.205955334987593,0.208285758943969,2018,QB
LSU,SEC,3915511,Joe Burrow,rushing,9,8,0,0.9,8,8,44,0.204545454545455,511,119,0.232876712328767,0.236638110713613,2018,QB
Marshall,Conference USA,3913137,Alex Thomson,rushing,16,50,1,3.1,20,8,48,0.333333333333333,433,35,0.0808314087759815,0.19196973840124,2018,QB
Maryland,Big Ten,4241937,Kasim Hill,rushing,2,-5,0,-2.5,2,8,23,0.0869565217391304,489,40,0.081799591002045,0.10768923576464,2018,QB
Maryland,Big Ten,4036210,Tyrrell Pigrome,rushing,4,5,0,1.3,15,8,23,0.173913043478261,489,58,0.118609406952965,0.135782873415029,2018,QB
Memphis,American Athletic,3893630,Brady White,rushing,5,-5,0,-1,1,8,41,0.121951219512195,562,47,0.0836298932384342,0.105737295424859,2018,QB
Miami (OH),Mid-American,3125968,Gus Ragland,rushing,14,56,0,4,14,8,27,0.518518518518518,442,92,0.208144796380091,0.22151661398734,2018,QB
Michigan,Big Ten,4035292,Shea Patterson,rushing,8,24,0,3,11,8,53,0.150943396226415,519,66,0.127167630057803,0.133988201702401,2018,QB
Michigan State,Big Ten,4241965,Rocky Lombardi,rushing,3,-5,0,-1.7,10,8,23,0.130434782608696,420,38,0.0904761904761905,0.185628019323671,2018,QB
Michigan State,Big Ten,3929824,Brian Lewerke,rushing,4,-11,0,-2.8,3,8,23,0.173913043478261,420,74,0.176190476190476,0.25321741686476,2018,QB
Middle Tennessee,Conference USA,545683,Brent Stockstill,rushing,10,3,0,0.3,10,8,32,0.3125,466,112,0.240343347639485,0.244986665381402,2018,QB
Minnesota,Big Ten,4360936,Zack Annexstad,rushing,3,-3,0,-1,2,8,36,0.0833333333333333,482,23,0.0477178423236514,0.0875620604515594,2018,QB
Minnesota,Big Ten,4240756,Tanner Morgan,rushing,4,35,1,8.8,11,8,36,0.111111111111111,482,38,0.0788381742738589,0.137085305783729,2018,QB
Mississippi State,SEC,558337,Nick Fitzgerald,rushing,23,131,0,5.7,40,8,37,0.621621621621622,473,201,0.424947145877378,0.475735170012556,2018,QB
Missouri,SEC,3924327,Drew Lock,rushing,4,36,0,9,19,8,40,0.1,509,49,0.0962671905697446,0.0976719783807836,2018,QB
Navy,American Athletic,4039436,Malcolm Perry,rushing,10,97,1,9.7,32,8,68,0.147058823529412,696,166,0.238505747126437,0.240720420405121,2018,QB
Navy,American Athletic,3916282,Garret Lewis,rushing,22,56,0,2.5,28,8,68,0.323529411764706,696,81,0.116379310344828,0.144655063731533,2018,QB
NC State,ACC,546288,Ryan Finley,rushing,3,-5,0,-1.7,4,8,32,0.09375,411,34,0.0827250608272506,0.0882785075229587,2018,QB
NC State,ACC,4240096,Matt McKay,rushing,1,-4,0,-4,0,8,32,0.03125,411,4,0.0097323600973236,0.0387132144878325,2018,QB
