"","year","team","week","tpp","L3_tpp"
"1034",2017,"Georgia",11,26.4590163934426,31.9305112044818
"1035",2017,"Ohio",11,28.1267605633803,26.7087699739874
"1036",2017,"Toledo",11,27.6379310344828,27.5144853005769
"1037",2017,"Hawai'i",11,25.5294117647059,26.9442909557022
"1038",2017,"Ohio State",11,23.3230769230769,23.2933088290101
"1039",2017,"Northern Illinois",11,20.8550724637681,22.0946484892005
"1040",2017,"Louisiana",11,27.5151515151515,28.203755945547
"1041",2017,"Florida State",11,25.5357142857143,30.6161202185792
"1042",2017,"Southern Mississippi",11,24.4477611940299,25.968018707483
"1043",2017,"Oklahoma State",11,27.8529411764706,21.2533911375985
"1044",2017,"North Carolina",11,26.046875,23.1442047601957
"1045",2017,"Georgia Southern",11,30.625,29.2681736495296
"1046",2017,"Kansas State",11,31.7794117647059,30.2980194461259
"1047",2017,"Eastern Michigan",11,25.8,25.3283856846013
"1048",2017,"Missouri",11,21.0963855421687,24.2559821991042
"1049",2017,"Colorado",11,20.6024096385542,21.9996442465192
"1050",2017,"Western Kentucky",11,22.8852459016393,23.1431298486281
"1051",2017,"Washington State",11,23.0348837209302,25.0185134195035
"1052",2017,"North Texas",11,23,23.2616561765349
"1053",2017,"Air Force",11,22.8313253012048,27.9988859453499
"1054",2017,"Purdue",11,19.6746987951807,23.4162210338681
"1055",2017,"Fresno State",11,25.8888888888889,28.7591591800191
"1056",2017,"Akron",11,26.1617647058824,27.179516773922
"1057",2017,"Western Michigan",11,28.8550724637681,23.7130966344248
"1058",2017,"Michigan",11,29.6071428571429,31.3309874874245
"1059",2017,"Syracuse",11,18.020202020202,21.583690189029
"1060",2017,"UMass",11,25.1866666666667,25.0366228070175
"1061",2017,"Temple",11,26.5342465753425,25.6018766956805
"1062",2017,"Virginia",11,28.140625,25.7235686687741
"1063",2017,"Northwestern",11,23.4166666666667,21.275443069257
"1064",2017,"Florida Atlantic",11,24.14,21.9394934492921
"1065",2017,"Wake Forest",11,20.4044943820225,21.7983401128963
"1066",2017,"Army",11,33.6206896551724,32.2783939847125
"1067",2017,"Illinois",11,27.4107142857143,28.011066738122
"1068",2017,"Texas",11,24.0135135135135,22.7406292473825
"1069",2017,"Tennessee",11,27.1911764705882,29.9924726359115
"1070",2017,"Ole Miss",11,22.5822784810127,21.234572252189
"1071",2017,"Iowa State",11,22.4473684210526,28.149482067991
"1072",2017,"Louisiana Tech",11,24.9270833333333,24.8720094448568
"1073",2017,"Nebraska",11,27.0289855072464,25.2507814115084
"1074",2017,"Texas A&M",11,23.0454545454545,24.1352668634388
"1075",2017,"Louisville",11,26.0724637681159,24.0834727772228
"1076",2017,"Georgia Tech",11,31.1692307692308,29.4802596467555
"1077",2017,"UTEP",11,29.65625,31.174012539185
"1078",2017,"Navy",11,31.5479452054795,28.4517076230409
"1079",2017,"Wisconsin",11,34.4328358208955,31.3248673172089
"1080",2017,"Boise State",11,17.452380952381,29.6110391039329
"1081",2017,"BYU",11,28.1875,26.6574612585482
"1082",2017,"Coastal Carolina",11,28.7538461538462,28.755190256957
"1083",2017,"Notre Dame",11,24.1904761904762,25.1391586996486
"1084",2017,"Cincinnati",11,23.0972222222222,26.0475946096914
"1085",2017,"Texas State",11,21.4375,23.7418041942689
"1086",2017,"Florida International",11,23.5882352941176,28.598652422846
"1087",2017,"West Virginia",11,19.9861111111111,22.6889790764791
"1088",2017,"Arkansas",11,27.8507462686567,27.0684517481691
"1089",2017,"Arkansas State",11,20.7692307692308,21.4950957296176
"1090",2017,"Middle Tennessee",11,26.8333333333333,25.608183620108
"1091",2017,"Virginia Tech",11,25.3870967741935,25.6171218857646
"1092",2017,"Auburn",11,27.9718309859155,26.0863974281696
"1093",2017,"Clemson",11,26.4634146341463,23.7146540124301
"1094",2017,"East Carolina",11,18.2235294117647,25.0981364694419
"1095",2017,"Rutgers",11,33.0338983050847,28.990263713815
"1096",2017,"Wyoming",11,29.2931034482759,26.8543613020742
"1097",2017,"SMU",11,21.2622950819672,23.0007495099059
"1098",2017,"Alabama",11,22.1754385964912,25.9436162130021
"1099",2017,"Ball State",11,29.6027397260274,26.8379610916785
"1100",2017,"UCLA",11,18.3589743589744,25.3300852889438
"1101",2017,"Washington",11,25.625,27.0427249051118
"1102",2017,"Texas Tech",11,23.9491525423729,22.3986353077816
"1103",2017,"Arizona",11,25.3387096774194,25.0037280530289
"1104",2017,"Kent State",11,26.3770491803279,29.3967840011412
"1105",2017,"Boston College",11,23.3157894736842,25.2086552270229
"1106",2017,"Colorado State",11,22.4631578947368,25.8463045012521
"1107",2017,"Mississippi State",11,Inf,27.6001680402047
"1108",2017,"Kansas",11,23.3717948717949,25.6166621450194
"1109",2017,"Arizona State",11,22.1224489795918,26.4725474994726
"1110",2017,"Minnesota",11,28.4426229508197,28.1348735539414
"1111",2017,"Georgia State",11,23.2716049382716,25.9287593611549
"1112",2017,"Oklahoma",11,30.1323529411765,26.3178148800621
"1113",2017,"Indiana",11,22.9444444444444,21.9635264285617
"1114",2017,"South Carolina",11,28.1710526315789,27.3643837923376
"1115",2017,"USC",11,26.25,24.7821363909523
"1116",2017,"Miami",11,31.4545454545455,24.2347720937754
"1117",2017,"Charlotte",11,26.9032258064516,27.4919368030891
"1118",2017,"UCF",11,22.8082191780822,22.9586233885955
"1119",2017,"Bowling Green",11,22.3561643835616,23.7530616150019
"1120",2017,"Miami (OH)",11,27.5909090909091,26.6510617760618
"1121",2017,"Kentucky",11,31.390625,27.5490866181098
"1122",2017,"Penn State",11,31.75,25.9819386026891
"1123",2017,"Utah",11,21.3026315789474,27.0989796340414
"1124",2017,"Oregon State",11,29.8382352941176,28.7238886527409
"1125",2017,"Rice",11,30.1846153846154,28.8967699454257
"1126",2017,"San José State",11,23.5844155844156,22.6344163522721
"1127",2017,"New Mexico",11,35.2372881355932,29.2980533069802
"1128",2017,"Connecticut",11,25.4605263157895,25.3016989373018
"1129",2017,"Tulane",11,28.4861111111111,28.1826561694721
"1130",2017,"Maryland",11,27.7428571428571,24.7204491161013
"1131",2017,"Marshall",11,28.6233766233766,26.3770466701173
"1132",2017,"South Alabama",11,25.3846153846154,27.7696157644396
"1133",2017,"Buffalo",11,25.5584415584416,23.5204208359946
"1134",2017,"LSU",11,31.5272727272727,30.1628475020145
"1135",2017,"UT San Antonio",11,23.3698630136986,28.8467029162594
"1136",2017,"UAB",11,28.6969696969697,26.4720578120239
"1137",2017,"Pittsburgh",11,31.1774193548387,28.7373399773809
"1138",2017,"Vanderbilt",11,25.2539682539683,27.19486003861
"1139",2017,"UNLV",11,26.8059701492537,25.8808578023176
"1140",2017,"Troy",11,25.0869565217391,24.3544853319609
"1141",2017,"Nevada",11,24.7777777777778,24.362447246437
"1142",2017,"Stanford",11,30.4929577464789,30.9454174025173
"1143",2017,"Central Michigan",11,27.75,25.0051455482039
"1144",2017,"Iowa",11,25.86,27.5513167388167
"1145",2017,"Baylor",11,23.7717391304348,26.5917497348887
"1146",2017,"NC State",11,25.041095890411,24.9525990185191
"1147",2017,"TCU",11,25.4262295081967,27.5671365551096
"1148",2017,"Appalachian State",11,31.4166666666667,26.9257332927563
"1149",2017,"Duke",11,26.1904761904762,22.6195441682798
"1150",2017,"Michigan State",11,29.7714285714286,26.9233073273578
"1151",2017,"Louisiana Monroe",12,24.6623376623377,24.6964894480519
"1152",2017,"Ohio",12,27.0606060606061,27.7190315434039
"1153",2017,"Oregon State",12,27.8285714285714,29.3911397839626
"1154",2017,"Utah",12,26.375,25.2507244853
"1155",2017,"Marshall",12,31.3695652173913,26.2709860640567
"1156",2017,"USC",12,25.8260869565217,26.4651183186631
"1157",2017,"Stanford",12,31.390625,31.1004750209552
"1158",2017,"Rutgers",12,28.4035087719298,30.0665349002557
"1159",2017,"Florida State",12,24.2678571428571,27.9672619047619
"1160",2017,"Arkansas State",12,25.1808510638298,21.5398624383188
"1161",2017,"BYU",12,23.943661971831,26.1391188672439
"1162",2017,"Oklahoma State",12,17.8452380952381,23.072260234533
"1163",2017,"Ball State",12,26.7121212121212,28.6275349120743
"1164",2017,"North Carolina",12,23.1232876712329,24.6273520816243
"1165",2017,"Georgia Southern",12,27.6588235294118,28.8905253444448
"1166",2017,"Temple",12,24.2987012987013,25.1468307445794
"1167",2017,"Oregon",12,24.1971830985915,26.0753137398654
"1168",2017,"Connecticut",12,25.2567567567568,24.8448608192795
"1169",2017,"Minnesota",12,31.7142857142857,28.66502081707
"1170",2017,"East Carolina",12,25.5822784810127,23.7919498568658
"1171",2017,"Central Michigan",12,25.622641509434,24.6926455482039
"1172",2017,"Wyoming",12,24.0655737704918,26.4881210351109
"1173",2017,"Wake Forest",12,20.2321428571429,21.1494637084019
"1174",2017,"Northwestern",12,30.0882352941176,21.3312226391495
"1175",2017,"Navy",12,32.025,29.2807229099181
"1176",2017,"Fresno State",12,31.3529411764706,28.5534153005464
"1177",2017,"Clemson",12,21.0597014925373,24.4175863226521
"1178",2017,"Akron",12,25.9142857142857,27.3489902084571
"1179",2017,"Tennessee",12,32.0169491525424,29.7299219259724
"1180",2017,"Florida Atlantic",12,24.9859154929577,22.2711967459954
"1181",2017,"SMU",12,23.875,22.642793868633
"1182",2017,"Memphis",12,25.4189189189189,21.4111641917706
"1183",2017,"Northern Illinois",12,26.9666666666667,21.7250832718092
"1184",2017,"Syracuse",12,22.4177215189873,20.3689604742993
"1185",2017,"Toledo",12,27.986301369863,26.7651842754138
"1186",2017,"Kansas State",12,33.8870967741936,31.1496520483193
"1187",2017,"UT San Antonio",12,27.6538461538462,27.4884110939265
"1188",2017,"Western Michigan",12,27.9154929577465,26.2273698008719
"1189",2017,"South Carolina",12,30.4848484848485,27.7840126218742
"1190",2017,"Boston College",12,27.046875,25.1398753227167
"1191",2017,"Ole Miss",12,22.3698630136986,21.3176418724422
"1192",2017,"Hawai'i",12,28.109756097561,26.3064826065561
"1193",2017,"Illinois",12,32.4761904761905,27.7555363543267
"1194",2017,"Texas",12,28.3188405797101,23.5793734794194
"1195",2017,"Florida",12,31.55,28.9232024926215
"1196",2017,"California",12,27.9122807017544,22.7825874783112
"1197",2017,"Miami",12,27.55,26.5747598087631
"1198",2017,"Arkansas",12,30.5576923076923,27.8748883153333
"1199",2017,"Virginia",12,29.9538461538462,25.0728274828767
"1200",2017,"NC State",12,26.2446808510638,24.7586476390092
"1201",2017,"South Alabama",12,23.5660377358491,25.6821758605934
"1202",2017,"LSU",12,29.5,30.1149781838327
"1203",2017,"Iowa",12,28.4929577464789,28.113538961039
"1204",2017,"Army",12,29.3285714285714,32.7129781632115
"1205",2017,"UCF",12,25.4264705882353,22.9346507858557
"1206",2017,"Texas A&M",12,25.8815789473684,22.8386594853096
"1207",2017,"UTEP",12,27.1475409836066,30.0449715909091
"1208",2017,"Idaho",12,28.4406779661017,27.8719424881972
"1209",2017,"Miami (OH)",12,24.6428571428571,27.3821223821224
"1210",2017,"Texas State",12,22.4181818181818,22.9058666942689
"1211",2017,"New Mexico State",12,21.8730158730159,22.3343125394311
"1212",2017,"Purdue",12,23.8939393939394,22.6894411872087
"1213",2017,"Nevada",12,21.5205479452055,24.1020305797703
"1214",2017,"Louisville",12,25.4027777777778,24.8645757322388
"1215",2017,"Colorado State",12,27.1038961038961,25.3001221439504
"1216",2017,"Tulsa",12,24.0361445783133,23.8885646825788
"1217",2017,"Vanderbilt",12,25.9390243902439,26.2583521021021
"1218",2017,"Charlotte",12,27.6031746031746,27.4725509470097
"1219",2017,"Boise State",12,32.1090909090909,26.425888727993
"1220",2017,"Missouri",12,23.015625,23.2851806254627
"1221",2017,"Washington",12,25.3880597014925,26.9614749051118
"1222",2017,"TCU",12,30.5084745762712,27.3278035211999
"1223",2017,"Utah State",12,21.9491525423729,22.3486257909117
"1224",2017,"West Virginia",12,26.1269841269841,21.0640782828283
"1225",2017,"South Florida",12,21.986301369863,22.1082697491175
"1226",2017,"Middle Tennessee",12,20.4556962025316,25.5472861842105
"1227",2017,"San Diego State",12,28.5774647887324,30.8841703911008
"1228",2017,"Auburn",12,23.625,26.384910730204
"1229",2017,"North Texas",12,22.4202898550725,22.6721039377289
"1230",2017,"Michigan State",12,31.9692307692308,26.8404291760973
"1231",2017,"Michigan",12,26.9047619047619,30.4944919517103
"1232",2017,"Texas Tech",12,23.3766233766234,22.3234234433749
"1233",2017,"Notre Dame",12,21.1836734693878,24.9595050199949
"1234",2017,"Duke",12,24.3544303797468,24.0556767294124
"1235",2017,"Pittsburgh",12,26.7777777777778,30.0994914262601
"1236",2017,"Houston",12,24,22.9817547546481
"1237",2017,"Air Force",12,28.65625,27.9131126194883
"1238",2017,"Virginia Tech",12,24.8441558441558,25.6583405237575
"1239",2017,"Ohio State",12,25.4090909090909,23.4729152690817
"1240",2017,"UNLV",12,25.6478873239437,26.4952291275098
"1241",2017,"Louisiana",12,27.0975609756098,28.3474691974692
"1242",2017,"Coastal Carolina",12,30.03125,28.805592093926
"1243",2017,"Kent State",12,29.1168831168831,28.4910462962232
"1244",2017,"Kansas",12,26.2459016393443,25.5697803544935
"1245",2017,"Indiana",12,26.0657894736842,22.5225542063395
"1246",2017,"Iowa State",12,25.4852941176471,26.1928310225692
"1247",2017,"Rice",12,32.3064516129032,30.2705099984761
"1248",2017,"Alabama",12,25.2,25.2299001045492
"1249",2017,"Cincinnati",12,26.7627118644068,25.1893244076712
"1250",2017,"Nebraska",12,26.7014925373134,26.274421230943
"1251",2017,"Kentucky",12,29.6666666666667,28.2618744470572
"1252",2017,"Penn State",12,24.472972972973,27.4510841723093
"1253",2017,"New Mexico",12,29.65,30.5551365349083
"1254",2017,"UMass",12,27.9411764705882,26.0675
"1255",2017,"Oklahoma",12,28.1549295774648,26.7389628168488
"1256",2017,"Louisiana Tech",12,25.2467532467532,23.976796151206
"1257",2017,"Florida International",12,28.53125,27.9242826749468
"1258",2017,"UCLA",12,21.9036144578313,24.523995545354
"1259",2017,"Arizona State",12,24.2941176470588,24.828502210124
"1260",2017,"Maryland",12,27.1785714285714,26.4279025322504
"1261",2017,"Georgia",12,31.3793103448276,30.960706479313
"1262",2017,"Arizona",12,23.525,24.4262433102216
"1263",2017,"Southern Mississippi",12,26.9710144927536,24.7466256726571
"1264",2017,"Eastern Michigan",12,26.7857142857143,25.2783856846013
"1265",2017,"Old Dominion",12,23.4852941176471,26.3515114733252
"1266",2017,"Buffalo",12,27.4179104477612,25.285031225605
"1267",2017,"Bowling Green",12,24.328125,23.916729576564
"1268",2017,"Western Kentucky",12,22.8045977011494,23.5302021936032
"1269",2017,"UAB",12,28.3157894736842,27.6396335695996
"1270",2017,"San José State",12,22.9242424242424,22.6872999093929
"1271",2017,"Baylor",12,25.2297297297297,26.0133430540827
"1272",2017,"Tulane",12,30.3333333333333,29.0988268043927
"1273",2017,"Georgia Tech",12,27.4754098360656,29.2192886505387
"1274",2017,"Wisconsin",12,32.2881355932203,31.6302593710243
"1275",2017,"Oregon State",13,30.1694915254237,29.9024995085754
"1276",2017,"Utah",13,27.9868421052632,25.9236411519667
"1277",2017,"Penn State",13,25.5795454545455,26.9135897106345
"1278",2017,"Oregon",13,24.2666666666667,26.0397880859419
"1279",2017,"Ohio State",13,29.7936507936508,23.6769321824009
"1280",2017,"Florida State",13,31.5818181818182,26.9508928571429
"1281",2017,"Pittsburgh",13,29.5945945945946,29.9822475590162
"1282",2017,"South Carolina",13,27.2962962962963,27.7411622430863
"1283",2017,"Oklahoma State",13,23.4418604651163,21.7610978482302
"1284",2017,"North Carolina",13,20.231884057971,24.7383626786778
"1285",2017,"Fresno State",13,25.2121212121212,28.4472061502196
"1286",2017,"Georgia Southern",13,32.4594594594595,29.2289600403571
"1287",2017,"Kansas State",13,30.5384615384615,32.3401762418677
"1288",2017,"San Diego State",13,28.6379310344828,30.9111123458597
"1289",2017,"Minnesota",13,33.2916666666667,30.2257351027843
"1290",2017,"Colorado",13,23.3809523809524,21.6199436258548
"1291",2017,"Florida International",13,29.9180327868852,27.6904285082801
"1292",2017,"Connecticut",13,23.1067961165049,24.0322894450884
"1293",2017,"UAB",13,28.4428571428571,28.4201938412465
"1294",2017,"Florida",13,25.5205479452055,29.4651142573274
"1295",2017,"Oklahoma",13,27.5555555555556,27.5466825529871
"1296",2017,"Ole Miss",13,25,21.5068818194152
"1297",2017,"Maryland",13,21.758064516129,26.8840838509317
"1298",2017,"Northwestern",13,28.6617647058824,23.4996229260935
"1299",2017,"New Mexico State",13,19.593023255814,22.3949578120329
"1300",2017,"Syracuse",13,24.1935483870968,19.672186034769
"1301",2017,"Stanford",13,31.4,30.8430588071871
"1302",2017,"Kansas",13,25.5483870967742,23.8761537235132
"1303",2017,"Florida Atlantic",13,25.4705882352941,23.2014105589939
"1304",2017,"Auburn",13,27.7179487179487,25.7554464444897
"1305",2017,"Louisiana Monroe",13,23.1973684210526,24.9870738636364
"1306",2017,"Western Michigan",13,25.8666666666667,27.1422186500646
"1307",2017,"NC State",13,29.3866666666667,25.3595003914577
"1308",2017,"East Carolina",13,26.2637362637363,23.3018051914047
"1309",2017,"UT San Antonio",13,32.4754098360656,27.0430016646461
"1310",2017,"Louisiana Tech",13,27.9137931034483,25.6594522048298
"1311",2017,"Illinois",13,25.796875,28.6642665130568
"1312",2017,"Texas",13,22.3333333333333,25.0612575373904
"1313",2017,"Iowa State",13,30.4848484848485,25.861948669628
"1314",2017,"Arizona",13,26.7638888888889,24.159952326615
"1315",2017,"Wyoming",13,23.358024691358,26.5618915269141
"1316",2017,"Northern Illinois",13,24.7894736842105,22.60158139915
"1317",2017,"Indiana",13,19.2934782608696,23.4629146182388
"1318",2017,"Michigan",13,25.3382352941176,30.1635395707579
"1319",2017,"Nevada",13,22.3809523809524,23.1465511277155
"1320",2017,"Troy",13,25.6363636363636,25.2493587907539
"1321",2017,"UCF",13,20.9404761904762,23.3783896450358
"1322",2017,"Texas A&M",13,21.5614035087719,22.8493768027969
"1323",2017,"Vanderbilt",13,31.0135135135135,26.2937838753388
"1324",2017,"Wisconsin",13,33.3666666666667,32.1946009616371
"1325",2017,"TCU",13,27.3055555555556,27.8763507366963
"1326",2017,"Temple",13,27.8095238095238,25.867339402588
"1327",2017,"UTEP",13,32.18,29.3918568368107
"1328",2017,"Alabama",13,23.5737704918033,24.3931813545492
"1329",2017,"California",13,24.0361445783133,23.9392290823212
"1330",2017,"Arkansas State",13,22.4024390243902,22.1357508799519
"1331",2017,"Tulane",13,24.1351351351351,29.0988268043927
"1332",2017,"Duke",13,25.0561797752809,24.5152520662846
"1333",2017,"Notre Dame",13,23.5068493150685,24.0815103438636
"1334",2017,"Iowa",13,29.6865671641791,28.2519299128102
"1335",2017,"Toledo",13,30.5671641791045,26.6983793361894
"1336",2017,"Virginia Tech",13,30.2162162162162,25.7563657861663
"1337",2017,"Clemson",13,25.6144578313253,23.0684766080671
"1338",2017,"Rutgers",13,23.5483870967742,29.5583211841473
"1339",2017,"South Florida",13,21.9166666666667,22.095808947005
"1340",2017,"Middle Tennessee",13,28.25,24.7467365506329
"1341",2017,"SMU",13,27.4848484848485,23.040556214312
"1342",2017,"Navy",13,32.2205882352941,29.9711834362338
"1343",2017,"Ball State",13,24.6705882352941,28.8355652151046
"1344",2017,"Louisville",13,27.640625,25.3152701766832
"1345",2017,"Purdue",13,25,22.9982201533406
"1346",2017,"Buffalo",13,25.8571428571429,25.3485252309879
"1347",2017,"Tennessee",13,30.3488372093023,29.5330722575862
"1348",2017,"Washington State",13,25.5072463768116,24.1218289443307
"1349",2017,"Kent State",13,29.25,28.2218799786698
"1350",2017,"Virginia",13,25.2592592592593,26.7340831389853
"1351",2017,"Air Force",13,24.1595744680851,28.7506445072434
"1352",2017,"Georgia",13,30.2333333333333,31.0912483512342
"1353",2017,"Wake Forest",13,19.8550724637681,20.2976633571139
"1354",2017,"Marshall",13,24.2857142857143,26.7583049046364
"1355",2017,"Memphis",13,24.6938775510204,22.7803866751235
"1356",2017,"Texas Tech",13,21.8227848101266,22.7498963607014
"1357",2017,"Boise State",13,28.8955223880597,26.4307733955643
"1358",2017,"West Virginia",13,30.1714285714286,22.3268849206349
"1359",2017,"Kentucky",13,29.5322580645161,29.2759987408425
"1360",2017,"Texas State",13,28.9090909090909,21.9705570763506
"1361",2017,"Georgia State",13,28.4590163934426,25.624950069407
"1362",2017,"North Texas",13,28,22.5428014014971
"1363",2017,"Hawai'i",13,26.6037735849057,26.3947324417572
"1364",2017,"Cincinnati",13,22.5925925925926,25.5550023737729
"1365",2017,"Louisiana",13,24.9583333333333,28.2180132875255
"1366",2017,"Akron",13,29.2881355932203,26.5048343643013
"1367",2017,"Miami",13,23.8983050847458,27.3255931420964
"1368",2017,"Appalachian State",13,27.0144927536232,27.662712459423
"1369",2017,"Central Michigan",13,23.8333333333333,25.4500008408166
"1370",2017,"Idaho",13,26.2328767123288,28.0367994797226
"1371",2017,"Arizona State",13,25.3484848484848,23.6386982885554
"1372",2017,"Bowling Green",13,23.7692307692308,24.6820941598973
"1373",2017,"Missouri",13,19.6176470588235,23.3164306254627
"1374",2017,"Eastern Michigan",13,25.6875,26.0113996218835
"1375",2017,"Rice",13,28.7586206896552,30.2789410835201
"1376",2017,"Ohio",13,29.4794520547945,27.99956767394
"1377",2017,"Western Kentucky",13,23.0519480519481,22.9923810306552
"1378",2017,"Georgia Tech",13,32.4727272727273,29.0816476030615
"1379",2017,"LSU",13,27.2528735632184,30.5759156838327
"1380",2017,"Old Dominion",13,22.3333333333333,25.7057117150658
"1381",2017,"UCLA",13,21.986301369863,23.9074334063872
"1382",2017,"Boston College",13,27.6315789473684,26.6429733830615
"1383",2017,"Arkansas",13,26.2131147540984,29.1540172746093
"1384",2017,"Nebraska",13,25.5714285714286,27.0569372224142
"1385",2017,"Southern Mississippi",13,23.75,25.2342772550292
"1386",2017,"New Mexico",13,30.296875,31.0721141468486
"1387",2017,"Tulsa",13,25.3150684931507,23.9856289961712
"1388",2017,"Miami (OH)",13,26.8392857142857,26.7928366678367
"1389",2017,"BYU",13,28.0769230769231,25.1944788046461
"1390",2017,"Houston",13,23.8813559322034,23.5243683910118
"1391",2017,"Baylor",13,25.9365079365079,25.5860193889542
"1392",2017,"Washington",13,29.6774193548387,27.1404570435997
"1393",2017,"Michigan State",13,32.247191011236,27.8698990305671
"1394",2017,"San José State",13,23.7222222222222,22.896931944025
"1395",2017,"Utah State",13,22.5254237288136,22.2668349791365
"1396",2017,"Charlotte",13,27.5961538461538,26.6516464845958
"1397",2017,"UNLV",13,30,26.4764780669295
"1398",2017,"UCF",14,20.1392405063291,22.3858967523563
"1399",2017,"TCU",14,24.2786885245902,27.673078608636
"1400",2017,"Georgia State",14,21.547619047619,26.0136767705074
"1401",2017,"Fresno State",14,25.6231884057971,28.4551544860368
"1402",2017,"Stanford",14,28.7666666666667,31.8847254738538
"1403",2017,"Florida State",14,28.6470588235294,28.2168831168831
"1404",2017,"Ohio State",14,22.8529411764706,25.5259859064547
"1405",2017,"Appalachian State",14,27.5428571428571,27.9839032153963
"1406",2017,"Auburn",14,25.6825396825397,26.6135050525483
"1407",2017,"Louisiana Monroe",14,23.9420289855072,24.3879784688995
"1408",2017,"UMass",14,20.0821917808219,25.9416830065359
"1409",2017,"New Mexico State",14,23.6309523809524,21.9008085626953
"1410",2017,"Georgia Southern",14,27.7352941176471,29.1377438241409
"1411",2017,"Miami",14,26.3389830508475,27.7214022899952
"1412",2017,"Arkansas State",14,21.5,23.0225052143627
"1413",2017,"Louisiana",14,27.4098360655738,27.850453763716
"1414",2017,"Georgia",14,31.4603174603175,29.6912483512342
"1415",2017,"Memphis",14,22.5730337078652,24.5393823786681
"1416",2017,"Clemson",14,27.28,23.4624756812831
"1417",2017,"Troy",14,23.9242424242424,24.6067255619138
"1418",2017,"North Texas",14,23.8875,24.1499442586399
"1419",2017,"Idaho",14,25.5714285714286,27.3821808199669
"1420",2017,"Wisconsin",14,28.027397260274,33.0050176283037
"1421",2017,"Boise State",14,26.1714285714286,26.4584514609336
"1422",2017,"Akron",14,22.3733333333333,27.6003057626064
"1423",2017,"South Alabama",14,23.0714285714286,24.360450000438
"1424",2017,"Toledo",14,25.2894736842105,28.2872857655809
"1425",2017,"Florida Atlantic",14,23.4583333333333,24.5975386304757
"1426",2017,"Oklahoma",14,32.1060606060606,28.5034726764439
"1427",2017,"Coastal Carolina",14,29.0508474576271,29.1269639159599
"1428",2017,"Florida International",14,28.8378378378378,27.9085730686378
"1429",2017,"USC",14,27.9701492537313,25.8470131921219
"1430",2017,"Army",15,37.7,31.6284543536877
"1431",2017,"Navy",15,35.7291666666667,31.0434537827286
"1432",2018,"Toledo",1,25.025974025974,27.8702175669152
"1433",2018,"Ball State",1,20.9761904761905,27.952007454651
"1434",2018,"Texas State",1,26.6909090909091,23.118159473953
"1435",2018,"Penn State",1,20.9113924050633,26.0701948242709
"1436",2018,"NC State",1,23.5833333333333,26.3823965663211
"1437",2018,"Georgia Tech",1,26.5277777777778,29.4989365641005
"1438",2018,"Western Michigan",1,24.484375,27.6523635776009
"1439",2018,"North Carolina",1,19.7671232876712,22.7064899431705
"1440",2018,"Florida International",1,24.5522388059701,27.7188389797102
"1441",2018,"Nevada",1,23.3650793650794,23.6508801320445
"1442",2018,"Texas Tech",1,23,22.2127354203759
"1443",2018,"Temple",1,23.2909090909091,26.492514472616
"1444",2018,"Tulane",1,26.5189873417722,28.3615262508271
"1445",2018,"Memphis",1,23.0697674418605,24.817561440555
"1446",2018,"New Mexico",1,23.6263736263736,31.2232559737717
"1447",2018,"Miami",1,24.5072463768116,27.3104583975347
"1448",2018,"Georgia",1,26.9833333333333,29.8829943829803
"1449",2018,"San Diego State",1,33.2692307692308,30.473820910932
"1450",2018,"Louisiana Tech",1,29.1038961038961,26.0146610440721
"1451",2018,"Northern Illinois",1,24.8064516129032,23.1706603465185
"1452",2018,"Alabama",1,27.4852941176471,24.208135605407
"1453",2018,"Florida State",1,24.8888888888889,27.5081121084798
"1454",2018,"Georgia Southern",1,34.3666666666667,29.6196442766296
"1455",2018,"Wake Forest",1,16.0106382978723,19.915541062097
"1456",2018,"Illinois",1,22.972602739726,28.5822352630568
"1457",2018,"Notre Dame",1,24.7391304347826,22.9137021246855
"1458",2018,"Colorado State",1,23.1842105263158,25.6349196993362
"1459",2018,"UCF",1,18.4571428571429,22.3286016157807
"1460",2018,"Rutgers",1,28.4266666666667,28.0198860434472
"1461",2018,"Washington",1,26.90625,27.306240453738
"1462",2018,"Boston College",1,21.7241379310345,26.4557976973684
"1463",2018,"Tulsa",1,20.183908045977,24.8421738972366
"1464",2018,"Kent State",1,22.8928571428571,27.469565163855
"1465",2018,"Florida Atlantic",1,24.9324324324324,24.5137092653963
"1466",2018,"Arkansas State",1,20.4050632911392,22.4631302143627
"1467",2018,"West Virginia",1,27.1639344262295,25.1093253968254
"1468",2018,"Michigan State",1,30.1866666666667,29.9000875879738
"1469",2018,"Stanford",1,31.6949152542373,30.5125623532864
"1470",2018,"North Texas",1,28.2234042553191,24.3269474637681
"1471",2018,"Eastern Michigan",1,27.9230769230769,26.3787874423963
"1472",2018,"UMass",1,24.7014925373134,25.4483420628525
"1473",2018,"LSU",1,29.3692307692308,29.0803105452255
"1474",2018,"Hawai'i",1,27.4125874125874,25.9340686951265
"1475",2018,"Arizona State",1,27.65,23.594671959693
"1476",2018,"South Florida",1,19.1428571428571,22.3183966663032
"1477",2018,"Louisiana",1,23.7534246575342,26.7452204724171
"1478",2018,"BYU",1,30.887323943662,26.1877355479028
"1479",2018,"Arkansas",1,25.0151515151515,28.3970549992785
"1480",2018,"UTEP",1,31.0597014925373,30.459584109538
"1481",2018,"Minnesota",1,24.6913580246914,32.0451795472287
"1482",2018,"Old Dominion",1,25.0821917808219,25.5182117150658
