"","player","player_id","position","team_name","player_game_count","caught_percent","first_downs","franchise_id","fumbles","longest","receptions","targets","touchdowns","yards","yards_per_reception","week","year","team_targets","rec_usage","season_team_targets","season_targets","season_usage","dk_pts","fd_pts","string","L3_rec_usage"
"1268","Kevin Mensah",55106,"HB","UCONN",1,50,0,146,0,-2,1,2,0,-2,-2,12,2018,29,0.0689655172413793,314,17,0.054140127388535,0.8,0.3,1,0.0788725490196078
"1269","Mohamed Ibrahim",55226,"HB","MINNESOTA",1,100,2,225,0,15,2,2,0,25,12.5,12,2018,30,0.0666666666666667,321,4,0.0124610591900312,4.5,3.5,1,0.0568589116976214
"1270","Gary Brightwell",57133,"HB","ARIZONA",1,50,0,109,0,9,1,2,0,9,9,12,2018,31,0.0645161290322581,355,9,0.0253521126760563,1.9,1.4,2,0.0466648047293209
"1271","Travis Levy",57164,"HB","BOSTON COL",1,50,0,121,0,13,1,2,0,13,13,12,2018,33,0.0606060606060606,318,26,0.0817610062893082,2.3,1.8,3,0.0823456790123457
"1272","Andrew Clair",57167,"HB","BOWL GREEN",1,50,0,122,0,9,1,2,0,9,9,12,2018,27,0.0740740740740741,384,23,0.0598958333333333,1.9,1.4,1,0.0843784125034125
"1273","Cam Akers",57206,"HB","FLORIDA ST",1,50,0,167,0,3,1,2,0,3,3,12,2018,33,0.0606060606060606,423,30,0.0709219858156028,1.3,0.8,1,0.0599056751977163
"1274","Elijah Mitchell",57272,"HB","LA LAFAYET",1,100,1,207,0,15,2,2,0,23,11.5,12,2018,15,0.133333333333333,327,21,0.0642201834862385,4.3,3.3,2,0.0931938431938432
"1275","J.K. Dobbins",57366,"HB","OHIO STATE",1,50,0,260,0,2,1,2,0,2,2,12,2018,39,0.0512820512820513,546,30,0.0549450549450549,1.2,0.7,2,0.0448854694876727
"1276","Raheem Blackshear",57385,"HB","RUTGERS",1,50,0,278,0,6,1,2,0,6,6,12,2018,15,0.133333333333333,335,70,0.208955223880597,1.6,1.1,1,0.179001145912911
"1277","Xazavian Valladay",57490,"HB","WYOMING",1,50,1,351,0,12,1,2,0,12,12,12,2018,28,0.0714285714285714,233,7,0.0300429184549356,2.2,1.7,1,0.0707175925925926
"1278","Wesley Kennedy III",61277,"HB","GA SOUTHRN",1,100,1,174,0,5,2,2,0,9,4.5,12,2018,4,0.5,109,18,0.165137614678899,2.9,1.9,2,0.333333333333333
"1279","Hassan Hall",77705,"HB","LOUISVILLE",1,100,1,210,0,15,2,2,0,28,14,12,2018,22,0.0909090909090909,364,14,0.0384615384615385,4.8,3.8,2,0.0534149184149184
"1280","Emari Demercado",77763,"HB","TCU",1,100,0,305,0,-2,2,2,0,-5,-2.5,12,2018,21,0.0952380952380952,389,6,0.0154241645244216,1.5,0.5,2,0.0511812200956938
"1281","Jo-El Shaw",77784,"HB","KENT STATE",1,50,0,201,0,2,1,2,0,2,2,12,2018,38,0.0526315789473684,398,13,0.0326633165829146,1.2,0.7,1,0.0638528138528139
"1282","Mekhi Sargent",83684,"HB","IOWA",1,50,0,192,0,6,1,2,0,6,6,12,2018,21,0.0952380952380952,379,26,0.0686015831134565,1.6,1.1,1,0.0896867245657568
"1283","La'Darius Jefferson",83704,"HB","MICH STATE",1,50,0,223,0,7,1,2,0,7,7,12,2018,39,0.0512820512820513,471,10,0.0212314225053079,1.7,1.2,2,0.0740440864506479
"1284","Tyler Badie",83714,"HB","MISSOURI",1,100,2,229,0,21,2,2,0,36,18,12,2018,30,0.0666666666666667,424,18,0.0424528301886792,5.6,4.6,2,0.0758928571428571
"1285","Maurice Washington",83720,"HB","NEBRASKA",1,100,1,238,0,7,2,2,0,7,3.5,12,2018,30,0.0666666666666667,374,28,0.0748663101604278,2.7,1.7,2,0.0941241685144124
"1286","DeAndre Torrey",83728,"HB","N TEXAS",1,100,2,251,0,25,2,2,1,38,19,12,2018,33,0.0606060606060606,457,28,0.0612691466083151,11.8,10.8,1,0.104780719186679
"1287","Jermar Jefferson",83740,"HB","OREGON ST",1,100,0,265,0,11,2,2,0,7,3.5,12,2018,30,0.0666666666666667,389,27,0.0694087403598972,2.7,1.7,1,0.0991352201257862
"1288","Solomon Vault",47647,"HB","NWESTERN",1,100,0,256,0,2,1,1,0,2,2,12,2018,18,0.0555555555555556,485,13,0.0268041237113402,1.2,0.7,4,0.0384615384615385
"1289","Art Thompkins",32905,"HB","TOLEDO",1,100,1,316,0,11,1,1,0,11,11,12,2018,18,0.0555555555555556,369,15,0.040650406504065,2.1,1.6,2,0.0741341991341991
"1290","Chad Hanaoka",32117,"HB","NWESTERN",1,100,0,256,0,1,1,1,0,1,1,12,2018,18,0.0555555555555556,485,13,0.0268041237113402,1.1,0.6,2,0.049266334440753
"1291","Josh Jacobs",45953,"HB","ALABAMA",1,100,1,103,0,15,1,1,0,15,15,12,2018,26,0.0384615384615385,356,17,0.047752808988764,2.5,2,3,0.0772724281555803
"1292","Anthony Scott",45935,"HB","E CAROLINA",1,100,0,156,0,0,1,1,0,0,0,12,2018,29,0.0344827586206897,518,22,0.0424710424710425,1,0.5,2,0.0468210221499695
"1293","Malik Dunner",45900,"HB","BALL ST",1,100,0,117,0,-3,1,1,0,-3,-3,12,2018,27,0.037037037037037,439,30,0.0683371298405467,0.7,0.2,2,0.0793858287713754
"1294","Aeris Williams",45850,"HB","MISS STATE",1,100,1,227,0,8,1,1,0,8,8,12,2018,16,0.0625,299,12,0.040133779264214,1.8,1.3,2,0.0825472517197622
"1295","Ke'Mon Freeman",45849,"HB","SMU",1,100,1,287,0,14,1,1,0,14,14,12,2018,51,0.0196078431372549,431,7,0.0162412993039443,2.4,1.9,1,0.112783542471042
"1296","Trayveon Williams",45775,"HB","TEXAS A&M",1,100,0,312,0,8,1,1,0,8,8,12,2018,20,0.05,417,35,0.0839328537170264,1.8,1.3,1,0.181707261448641
"1297","Sewo Olonilua",45767,"HB","TCU",1,100,0,305,0,6,1,1,0,6,6,12,2018,21,0.0476190476190476,389,20,0.051413881748072,1.6,1.1,1,0.0459024599542334
"1298","Alonzo Smith",45702,"HB","MIAMI OH",1,100,0,221,0,-1,1,1,0,-1,-1,12,2018,22,0.0454545454545455,334,17,0.0508982035928144,0.9,0.4,1,0.0923971861471861
"1299","Napoleon Maxwell",28508,"HB","FIU",1,100,0,166,0,1,1,1,0,1,1,12,2018,32,0.03125,371,13,0.0350404312668464,1.1,0.6,2,0.0921802515472592
"1300","Reggie Corbin",26692,"HB","ILLINOIS",1,100,0,187,0,3,1,1,0,3,3,12,2018,26,0.0384615384615385,306,21,0.0686274509803922,1.3,0.8,1,0.077093468966534
"1301","Austin Walter",45038,"HB","RICE",1,100,1,275,0,4,1,1,0,4,4,12,2018,13,0.0769230769230769,311,63,0.202572347266881,1.4,0.9,4,0.0882352941176471
"1302","Khari Blasingame",44889,"HB","VANDERBILT",1,100,1,333,0,13,1,1,0,13,13,12,2018,33,0.0303030303030303,392,32,0.0816326530612245,2.3,1.8,1,0.0445574695574696
"1303","Nic Smith",41321,"HB","N TEXAS",1,100,1,251,0,15,1,1,0,15,15,12,2018,33,0.0303030303030303,457,12,0.0262582056892779,2.5,2,2,0.0643520566121185
"1304","Peytton Pickett",41310,"HB","LIBERTY",1,100,0,206,0,2,1,1,0,2,2,12,2018,26,0.0384615384615385,421,10,0.0237529691211401,1.2,0.7,3,0.0588235294117647
"1305","Jamauri Wakefield",41185,"HB","VANDERBILT",1,100,1,333,0,11,1,1,0,11,11,12,2018,33,0.0303030303030303,392,6,0.0153061224489796,2.1,1.6,4,0.0333704115684093
"1306","Terelle West",40835,"HB","MIDDLE TN",1,100,0,224,0,11,1,1,0,11,11,12,2018,32,0.03125,463,23,0.0496760259179266,2.1,1.6,4,0.0774725274725275
"1307","Tony Jones Jr.",40498,"HB","NOTRE DAME",1,100,1,258,0,18,1,1,0,18,18,12,2018,35,0.0285714285714286,367,7,0.0190735694822888,2.8,2.3,2,0.122321428571429
"1308","Devin Singletary",40485,"HB","FAU",1,100,0,165,0,5,1,1,0,5,5,12,2018,35,0.0285714285714286,343,12,0.0349854227405248,1.5,1,1,0.0560119047619048
"1309","Cam'Ron Harris",77728,"HB","MIAMI FL",1,100,1,220,0,16,1,1,1,16,16,12,2018,33,0.0303030303030303,334,5,0.0149700598802395,8.6,8.1,1,0.0806411500132287
"1310","Tavion Thomas",77732,"HB","CINCINNATI",1,100,0,138,0,-2,1,1,0,-2,-2,12,2018,23,0.0434782608695652,343,2,0.00583090379008746,0.8,0.3,1,0.105985319028797
"1311","Devwah Whaley",25517,"HB","ARKANSAS",1,100,0,111,0,2,1,1,0,2,2,12,2018,31,0.032258064516129,348,10,0.028735632183908,1.2,0.7,1,0.13521476021476
"1312","Juwan Washington",39354,"HB","S DIEGO ST",1,100,0,284,0,6,1,1,0,6,6,12,2018,19,0.0526315789473684,278,15,0.0539568345323741,1.6,1.1,1,0.109172285514997
"1313","Chris Evans",27303,"HB","MICHIGAN",1,100,0,222,0,4,1,1,0,4,4,12,2018,24,0.0416666666666667,325,19,0.0584615384615385,1.4,0.9,2,0.0580324074074074
"1314","Jordan Scarlett",39258,"HB","FLORIDA",1,100,0,163,0,3,1,1,0,3,3,12,2018,42,0.0238095238095238,331,14,0.0422960725075529,1.3,0.8,1,0.0712310833000488
"1315","Fred Holly III",38662,"HB","HAWAII",1,100,0,180,0,1,1,1,0,1,1,12,2018,35,0.0285714285714286,492,6,0.0121951219512195,1.1,0.6,2,0.0270061728395062
"1316","Karan Higdon",38565,"HB","MICHIGAN",1,100,0,222,0,6,1,1,0,6,6,12,2018,24,0.0416666666666667,325,10,0.0307692307692308,1.6,1.1,1,0.0647058823529412
"1317","Mon Denson",35843,"HB","S CAROLINA",1,100,1,289,0,8,1,1,0,8,8,12,2018,34,0.0294117647058824,415,8,0.0192771084337349,1.8,1.3,1,0.0552943591229595
"1318","Joseph Saucier",83600,"FB","AIR FORCE",1,100,1,101,0,8,1,1,0,8,8,12,2018,8,0.125,158,10,0.0632911392405063,1.8,1.3,4,0.106158873805933
"1319","Marcel Murray",83618,"HB","ARK STATE",1,100,0,113,0,-2,1,1,0,-2,-2,12,2018,25,0.04,449,20,0.044543429844098,0.8,0.3,1,0.0681673052362708
"1320","James Cook",83666,"HB","GEORGIA",1,100,1,173,0,23,1,1,0,23,23,12,2018,17,0.0588235294117647,342,9,0.0263157894736842,3.3,2.8,3,0.0952380952380952
"1321","Stevie Scott III",83680,"HB","INDIANA",1,100,0,190,0,8,1,1,0,8,8,12,2018,29,0.0344827586206897,451,18,0.0399113082039911,1.8,1.3,1,0.0425459784727519
"1322","Maurice Mayo",83756,"HB","S ALABAMA",1,100,0,288,0,0,1,1,0,0,0,12,2018,26,0.0384615384615385,307,7,0.0228013029315961,1,0.5,4,0.0328197945845005
"1323","Trivenskey Mosley",83761,"HB","SO MISS",1,100,0,296,0,1,1,1,0,1,1,12,2018,29,0.0344827586206897,369,25,0.0677506775067751,1.1,0.6,2,0.0796116972587561
"1324","Brenden Brady",83795,"HB","UTSA",1,100,0,331,0,15,1,1,0,15,15,12,2018,32,0.03125,368,14,0.0380434782608696,2.5,2,1,0.0626084724430313
"1325","Kevin Marks Jr.",55019,"HB","BUFFALO",1,100,0,126,0,1,1,1,0,1,1,12,2018,22,0.0454545454545455,399,13,0.0325814536340852,1.1,0.6,1,0.0646551724137931
"1326","Aca'Cedric Ware",34669,"HB","USC",1,100,0,326,0,6,1,1,0,6,6,12,2018,30,0.0333333333333333,378,12,0.0317460317460317,1.6,1.1,1,0.0393049608402869
"1327","D'vonte Price",55158,"HB","FIU",1,100,0,166,0,1,1,1,0,1,1,12,2018,32,0.03125,371,19,0.0512129380053908,1.1,0.6,3,0.0423025929739485
"1328","Greg McCrae",55384,"HB","UCF",1,100,1,323,0,27,1,1,0,27,27,12,2018,23,0.0434782608695652,364,9,0.0247252747252747,3.7,3.2,1,0.0591161616161616
"1329","Tyler Nevens",52262,"HB","S JOSE ST",1,100,0,285,0,0,1,1,0,0,0,12,2018,26,0.0384615384615385,421,16,0.0380047505938242,1,0.5,1,0.0812665147030472
"1330","Cole Fagan",57047,"HB","AIR FORCE",1,100,0,101,0,14,1,1,0,14,14,12,2018,8,0.125,158,3,0.0189873417721519,2.4,1.9,1,0.0571428571428571
"1331","Eno Benjamin",57136,"HB","ARIZONA ST",1,100,0,110,0,2,1,1,0,2,2,12,2018,29,0.0344827586206897,373,44,0.117962466487936,1.2,0.7,1,0.133007496379589
"1332","John Lovett",57157,"HB","BAYLOR",1,100,0,118,0,2,1,1,0,2,2,12,2018,28,0.0357142857142857,459,8,0.0174291938997821,1.2,0.7,1,0.0593410899445382
"1333","Ronnie Rivers",57208,"HB","FRESNO ST",1,100,0,169,0,6,1,1,0,6,6,12,2018,24,0.0416666666666667,416,30,0.0721153846153846,1.6,1.1,1,0.103102147165581
"1334","Jordan Mims",57209,"HB","FRESNO ST",1,100,0,169,0,8,1,1,0,8,8,12,2018,24,0.0416666666666667,416,23,0.0552884615384615,1.8,1.3,2,0.0660755511369702
"1335","Ra'Von Bonner",57238,"HB","ILLINOIS",1,100,0,187,0,1,1,1,0,1,1,12,2018,26,0.0384615384615385,306,2,0.0065359477124183,1.1,0.6,2,0.0521529723000311
"1336","Colin Wilson",57278,"HB","LOUISVILLE",1,100,0,210,0,2,1,1,0,2,2,12,2018,22,0.0454545454545455,364,6,0.0164835164835165,1.2,0.7,3,0.0506339031339031
"1337","Brenden Knox",57287,"HB","MARSHALL",1,100,1,214,0,12,1,1,0,12,12,12,2018,31,0.032258064516129,401,7,0.0174563591022444,2.2,1.7,1,0.0932952182952183
"1338","Matt Hadley",49140,"HB","BYU",1,100,0,128,0,5,1,1,0,5,5,12,2018,26,0.0384615384615385,353,10,0.028328611898017,1.5,1,1,0.0848104793756968
"1339","Larry Rountree III",57308,"HB","MISSOURI",1,100,1,229,0,18,1,1,0,18,18,12,2018,30,0.0333333333333333,424,15,0.035377358490566,2.8,2.3,1,0.0713541666666667
"1340","Kennedy Brooks",57371,"HB","OKLAHOMA",1,100,0,261,0,7,1,1,0,7,7,12,2018,30,0.0333333333333333,340,8,0.0235294117647059,1.7,1.2,1,0.0682057475535736
"1341","Tra Minter",57401,"HB","S ALABAMA",1,100,1,288,0,32,1,1,0,32,32,12,2018,26,0.0384615384615385,307,30,0.0977198697068404,4.2,3.7,1,0.133048654244306
"1342","DK Billingsley",57432,"HB","TROY",1,100,0,318,0,-1,1,1,0,-1,-1,12,2018,24,0.0416666666666667,355,3,0.00845070422535211,0.9,0.4,2,0.109537115638559
"1343","Spencer Brown",57441,"HB","UAB",1,100,0,321,0,-7,1,1,0,-7,-7,12,2018,38,0.0263157894736842,322,12,0.0372670807453416,0.3,-0.2,3,0.0621031746031746
"1344","Salvon Ahmed",57472,"HB","WASHINGTON",1,100,0,340,0,4,1,1,0,4,4,12,2018,22,0.0454545454545455,381,21,0.0551181102362205,1.4,0.9,2,0.0521969696969697
"1345","Steven Anderson",60542,"HB","SO MISS",1,100,1,296,0,6,1,1,0,6,6,12,2018,29,0.0344827586206897,369,6,0.016260162601626,1.6,1.1,1,0.0486601658476658
"1346","Matt Geiger",60733,"HB","DOMINION",1,100,0,263,0,3,1,1,0,3,3,12,2018,24,0.0416666666666667,451,2,0.00443458980044346,1.3,0.8,1,0.104113145258103
"1347","Anthony Anderson",40192,"HB","MARSHALL",1,100,3,214,0,14,3,3,0,37,12.3,13,2018,27,0.111111111111111,401,6,0.0149625935162095,6.7,5.2,2,0.0556683012328174
"1348","Rico Dowdle",40693,"HB","S CAROLINA",1,66.7,1,289,0,11,2,3,0,16,8,13,2018,49,0.0612244897959184,415,24,0.0578313253012048,3.6,2.6,2,0.0992456896551724
"1349","Mon Denson",35843,"HB","S CAROLINA",1,66.7,2,289,0,14,2,3,0,16,8,13,2018,49,0.0612244897959184,415,8,0.0192771084337349,3.6,2.6,1,0.0537187288708587
"1350","Patrick Laird",28219,"HB","CAL",1,100,1,130,0,4,3,3,1,6,2,13,2018,23,0.130434782608696,388,59,0.152061855670103,9.6,8.1,1,0.168794802867384
"1351","David Montgomery",45719,"HB","IOWA STATE",1,100,0,193,0,8,3,3,0,20,6.7,13,2018,27,0.111111111111111,340,25,0.0735294117647059,5,3.5,1,0.0870549242424242
"1352","Steven Peoples",29184,"HB","VA TECH",1,50,1,337,0,6,1,2,0,6,6,13,2018,26,0.0769230769230769,399,28,0.0701754385964912,1.6,1.1,1,0.089527027027027
"1353","Bryce Love",38396,"HB","STANFORD",1,100,0,300,0,-1,2,2,0,-3,-1.5,13,2018,35,0.0571428571428571,396,24,0.0606060606060606,1.7,0.7,1,0.0996015614918054
"1354","Trace Christian",57190,"HB","E CAROLINA",1,50,1,156,0,16,1,2,0,16,16,13,2018,27,0.0740740740740741,518,3,0.00579150579150579,2.6,2.1,3,0.0440442674817675
"1355","Brenden Knox",57287,"HB","MARSHALL",1,50,0,214,0,-2,1,2,0,-2,-2,13,2018,27,0.0740740740740741,401,7,0.0174563591022444,0.8,0.3,1,0.0805264010909172
"1356","Jalen Holston",57469,"HB","VA TECH",1,50,1,337,0,8,1,2,0,8,8,13,2018,26,0.0769230769230769,399,5,0.012531328320802,1.8,1.3,3,0.0208333333333333
"1357","Deshawn McClease",45736,"HB","VA TECH",1,100,0,337,0,5,1,1,0,5,5,13,2018,26,0.0384615384615385,399,8,0.0200501253132832,1.5,1,2,0.0295688788335847
"1358","Frankie Hickson",45679,"HB","LIBERTY",1,100,1,206,0,10,1,1,0,10,10,13,2018,31,0.032258064516129,421,12,0.0285035629453682,2,1.5,1,0.0444301994301994
"1359","Reggie Gallaspy II",13818,"HB","NC STATE",1,100,0,248,0,0,1,1,0,0,0,13,2018,28,0.0357142857142857,477,10,0.0209643605870021,1,0.5,1,0.0308053221288515
"1360","D'Andre Swift",57212,"HB","GEORGIA",1,85.7,2,173,0,26,6,7,1,63,10.5,14,2018,35,0.2,342,39,0.114035087719298,18.3,15.3,1,0.135348397732299
"1361","Patrick Taylor Jr.",40448,"HB","MEMPHIS",1,66.7,1,218,0,15,4,6,0,23,5.8,14,2018,27,0.222222222222222,395,24,0.0607594936708861,6.3,4.3,2,0.10108100711549
"1362","J.K. Dobbins",57366,"HB","OHIO STATE",1,100,2,260,0,28,4,4,1,50,12.5,14,2018,41,0.0975609756097561,546,30,0.0549450549450549,15,13,2,0.0445480875713434
"1363","Mike Weber",28011,"HB","OHIO STATE",1,75,1,260,0,12,3,4,0,21,7,14,2018,41,0.0975609756097561,546,28,0.0512820512820513,5.1,3.6,1,0.0328088054832241
"1364","Jaret Patterson",77745,"HB","BUFFALO",1,66.7,1,126,0,17,2,3,0,19,9.5,14,2018,34,0.0882352941176471,399,8,0.0200501253132832,3.9,2.9,1,0.0598550156739812
"1365","Isaiah Bowser",66123,"HB","NWESTERN",1,66.7,2,256,0,15,2,3,0,24,12,14,2018,41,0.0731707317073171,485,9,0.0185567010309278,4.4,3.4,1,0.0519220120964307
"1366","Tony Pollard",27126,"HB","MEMPHIS",1,66.7,0,218,0,4,2,3,0,6,3,14,2018,27,0.111111111111111,395,60,0.151898734177215,2.6,1.6,3,0.129151495680731
"1367","Darrell Henderson",41193,"HB","MEMPHIS",1,66.7,0,218,0,6,2,3,0,9,4.5,14,2018,27,0.111111111111111,395,23,0.0582278481012658,2.9,1.9,1,0.094029374201788
"1368","Salvon Ahmed",57472,"HB","WASHINGTON",1,100,1,340,0,8,3,3,0,21,7,14,2018,30,0.1,381,21,0.0551181102362205,5.1,3.6,2,0.0521969696969697
"1369","Trey Ragas",42174,"HB","LA LAFAYET",1,66.7,1,207,0,20,2,3,0,26,13,14,2018,19,0.157894736842105,327,32,0.0978593272171254,4.6,3.6,2,0.103799903799904
"1370","Ronnie Rivers",57208,"HB","FRESNO ST",1,33.3,0,169,0,4,1,3,0,4,4,14,2018,27,0.111111111111111,416,30,0.0721153846153846,1.4,0.9,1,0.0790360552115583
"1371","Tavares Thomas",57981,"HB","MIDDLE TN",1,66.7,2,224,0,49,2,3,1,68,34,14,2018,42,0.0714285714285714,463,45,0.0971922246220302,14.8,13.8,3,0.183261494252874
"1372","Myles Gaskin",45914,"HB","WASHINGTON",1,100,0,340,0,3,3,3,0,6,2,14,2018,30,0.1,381,29,0.0761154855643045,3.6,2.1,1,0.116704545454545
"1373","Greg McCrae",55384,"HB","UCF",1,100,2,323,0,17,3,3,0,30,10,14,2018,26,0.115384615384615,364,9,0.0247252747252747,6,4.5,1,0.0472584541062802
"1374","Chaton Mobley",57982,"HB","MIDDLE TN",1,100,1,224,0,8,3,3,0,18,6,14,2018,42,0.0714285714285714,463,22,0.0475161987041037,4.8,3.3,1,0.0813284050179211
"1375","Keaontay Ingram",77761,"HB","TEXAS",1,100,1,311,0,14,3,3,0,22,7.3,14,2018,36,0.0833333333333333,445,28,0.0629213483146067,5.2,3.7,2,0.0870722183222183
"1376","Jarrion Street",42887,"HB","UAB",1,100,0,321,0,7,2,2,0,6,3,14,2018,15,0.133333333333333,322,10,0.031055900621118,2.6,1.6,2,0.0583414134884723
"1377","Kevin Marks Jr.",55019,"HB","BUFFALO",1,100,0,126,0,7,2,2,0,13,6.5,14,2018,34,0.0588235294117647,399,13,0.0325814536340852,3.3,2.3,2,0.0709549071618037
"1378","Darrin Hall",45989,"HB","PITTSBURGH",1,100,0,268,0,-4,1,1,0,-4,-4,14,2018,14,0.0714285714285714,293,19,0.0648464163822526,0.6,0.1,1,0.105018939393939
"1379","Armand Shyne",45824,"HB","UTAH",1,100,0,328,0,5,1,1,0,5,5,14,2018,26,0.0384615384615385,384,2,0.00520833333333333,1.5,1,1,0.0788084580953851
"1380","Robert Mahone",40776,"HB","BOISE ST",1,100,0,120,0,5,1,1,0,5,5,14,2018,31,0.032258064516129,447,15,0.0335570469798658,1.5,1,3,0.0328663793103448
"1381","Marcus Williams Jr.",40600,"HB","APP STATE",1,100,1,108,0,34,1,1,0,34,34,14,2018,13,0.0769230769230769,304,6,0.0197368421052632,4.4,3.9,2,0.0731682146542828
"1382","Damien Harris",35134,"HB","ALABAMA",1,100,0,103,0,-1,1,1,0,-1,-1,14,2018,30,0.0333333333333333,356,22,0.0617977528089888,0.9,0.4,1,0.0489304626532887
"1383","Marcus Jones",34772,"HB","N ILLINOIS",1,100,1,254,0,12,1,1,0,12,12,14,2018,31,0.032258064516129,367,14,0.0381471389645777,2.2,1.7,3,0.0553287779758368
"1384","Devin Brumfield",83788,"HB","UTAH",1,100,0,328,0,6,1,1,0,6,6,14,2018,26,0.0384615384615385,384,3,0.0078125,1.6,1.1,3,0.025
"1385","Trey Sermon",57372,"HB","OKLAHOMA",1,100,0,261,0,3,1,1,0,3,3,14,2018,33,0.0303030303030303,340,14,0.0411764705882353,1.3,0.8,1,0.0672798216276477
"1386","T.J. Green",57454,"HB","UTAH",1,100,0,328,0,-1,1,1,0,-1,-1,14,2018,26,0.0384615384615385,384,8,0.0208333333333333,0.9,0.4,4,0.025
"1387","Kennedy Brooks",57371,"HB","OKLAHOMA",1,100,0,261,0,0,1,1,0,0,0,14,2018,33,0.0303030303030303,340,8,0.0235294117647059,1,0.5,2,0.052662037037037
"1388","Otis Anderson",55412,"HB","UCF",1,100,1,323,0,54,1,1,1,54,54,14,2018,26,0.0384615384615385,364,33,0.0906593406593407,12.4,11.9,3,0.0692693059628544
"1389","James Williams",39555,"HB","WASH STATE",1,100,0,341,1,12,7,7,0,46,6.6,15,2018,44,0.159090909090909,633,92,0.145339652448657,10.6,6.1,2,0.127897276178029
"1390","Warren Wand",45682,"HB","ARK STATE",1,71.4,2,113,0,12,5,7,0,23,4.6,15,2018,45,0.155555555555556,449,34,0.0757238307349666,7.3,4.8,2,0.0835209745554573
"1391","LeVante Bellamy",45854,"HB","W MICHIGAN",1,100,3,347,0,14,6,6,0,45,7.5,15,2018,33,0.181818181818182,384,37,0.0963541666666667,10.5,7.5,1,0.099182168784029
"1392","D'Andre Swift",57212,"HB","GEORGIA",1,83.3,3,173,0,17,5,6,1,30,6,15,2018,33,0.181818181818182,342,39,0.114035087719298,14,11.5,2,0.0534361471861472
"1393","Markell Jones",45858,"HB","PURDUE",1,50,0,273,0,12,3,6,0,23,7.7,15,2018,36,0.166666666666667,481,23,0.0478170478170478,5.3,3.8,1,0.0720270445134576
"1394","Max Borghi",83802,"HB","WASH STATE",1,100,1,341,0,13,6,6,0,22,3.7,15,2018,44,0.136363636363636,633,61,0.0963665086887836,8.2,5.2,1,0.125575283992158
"1395","Chuba Hubbard",57373,"HB","OKLA STATE",1,60,2,262,0,14,3,5,0,37,12.3,15,2018,44,0.113636363636364,470,28,0.0595744680851064,6.7,5.2,1,0.0949728997289973
"1396","Tavares Thomas",57981,"HB","MIDDLE TN",1,80,4,224,0,20,4,5,0,51,12.8,15,2018,34,0.147058823529412,463,45,0.0971922246220302,9.1,7.1,2,0.105493520816101
"1397","Khari Blasingame",44889,"HB","VANDERBILT",1,60,2,333,0,65,3,5,1,85,28.3,15,2018,35,0.142857142857143,392,32,0.0816326530612245,17.5,16,2,0.0956336766681594
"1398","Ronnie Rivers",57208,"HB","FRESNO ST",1,80,1,169,0,12,4,5,0,33,8.3,15,2018,28,0.178571428571429,416,30,0.0721153846153846,7.3,5.3,1,0.100234885620915
"1399","Michael Warren II",55076,"HB","CINCINNATI",1,25,0,138,0,10,1,4,0,10,10,15,2018,29,0.137931034482759,343,32,0.0932944606413994,2,1.5,1,0.0900691699604743
"1400","Kylin Hill",57306,"HB","MISS STATE",1,75,2,227,0,7,3,4,1,12,4,15,2018,29,0.137931034482759,299,28,0.0936454849498328,10.2,8.7,1,0.103733430701579
"1401","Clyde Edwards-Helaire",57279,"HB","LSU",1,75,0,211,0,11,3,4,0,25,8.3,15,2018,31,0.129032258064516,351,12,0.0341880341880342,5.5,4,2,0.0500538793103448
"1402","David Montgomery",45719,"HB","IOWA STATE",1,100,1,193,0,53,4,4,0,55,13.8,15,2018,27,0.148148148148148,340,25,0.0735294117647059,9.5,7.5,1,0.0996811868686869
"1403","Aeris Williams",45850,"HB","MISS STATE",1,75,0,227,0,8,3,4,0,19,6.3,15,2018,29,0.137931034482759,299,12,0.040133779264214,4.9,3.4,2,0.0881722517197622
"1404","Travis Homer",45859,"HB","MIAMI FL",1,75,1,220,0,12,3,4,0,14,4.7,15,2018,16,0.25,334,25,0.0748502994011976,4.4,2.9,1,0.0795962179338138
"1405","Myles Gaskin",45914,"HB","WASHINGTON",1,75,1,340,0,10,3,4,0,-1,-0.3,15,2018,51,0.0784313725490196,381,29,0.0761154855643045,2.9,1.4,1,0.101704545454545
"1406","La'Mical Perine",26408,"HB","FLORIDA",1,100,2,163,0,7,4,4,1,22,5.5,15,2018,21,0.19047619047619,331,17,0.0513595166163142,12.2,10.2,2,0.0703484888829716
"1407","Keaontay Ingram",77761,"HB","TEXAS",1,100,1,311,0,16,3,3,0,24,8,15,2018,26,0.115384615384615,445,28,0.0629213483146067,5.4,3.9,2,0.0876352813852814
"1408","Chase Brown",77787,"HB","W MICHIGAN",1,100,1,347,0,6,3,3,0,13,4.3,15,2018,33,0.0909090909090909,384,11,0.0286458333333333,4.3,2.8,3,0.100605158730159
"1409","Kennedy McKoy",40095,"HB","W VIRGINIA",1,33.3,1,343,0,3,1,3,0,3,3,15,2018,38,0.0789473684210526,433,20,0.046189376443418,1.3,0.8,1,0.0574515692162751
"1410","Juwan Washington",39354,"HB","S DIEGO ST",1,100,0,284,0,8,3,3,0,14,4.7,15,2018,23,0.130434782608696,278,15,0.0539568345323741,4.4,2.9,1,0.0723301802518386
"1411","Christopher Brooks",83644,"HB","CAL",1,100,0,130,0,6,3,3,0,14,4.7,15,2018,30,0.1,388,5,0.0128865979381443,4.4,2.9,1,0.166681276297335
