"","player","player_id","position","team_name","player_game_count","caught_percent","first_downs","franchise_id","fumbles","longest","receptions","targets","touchdowns","yards","yards_per_reception","week","year","team_targets","rec_usage","season_team_targets","season_targets","season_usage","dk_pts","fd_pts","string","L3_rec_usage"
"6895","Zonovan Knight",97432,"HB","NC STATE",1,100,0,248,0,-2,1,1,0,-2,-2,10,2021,29,0.0344827586206897,411,22,0.0535279805352798,0.8,0.3,1,0.0788938989702997
"6896","Tyler Allgeier",83639,"HB","BYU",1,100,1,128,0,46,1,1,0,46,46,10,2021,36,0.0277777777777778,365,32,0.0876712328767123,5.6,5.1,3,0.0743090569561158
"6897","Brandon Walters",83626,"HB","ARMY",1,100,0,114,0,10,1,1,0,10,10,10,2021,10,0.1,88,12,0.136363636363636,2,1.5,4,0.128754578754579
"6898","Devon Achane",124305,"HB","TEXAS A&M",1,100,0,312,0,-1,1,1,0,-1,-1,10,2021,27,0.037037037037037,347,29,0.0835734870317003,0.9,0.4,2,0.136256038647343
"6899","Christian Beal-Smith",55433,"HB","WAKE",1,100,1,339,0,11,1,1,0,11,11,10,2021,44,0.0227272727272727,480,9,0.01875,2.1,1.6,2,0.0301529207779208
"6900","Charles Williams",41837,"HB","UNLV",1,100,0,325,0,6,1,1,0,6,6,10,2021,33,0.0303030303030303,311,15,0.0482315112540193,1.6,1.1,1,0.0599237699237699
"6901","Sean McGrew",40698,"HB","WASHINGTON",1,100,1,340,0,19,1,1,0,19,19,10,2021,24,0.0416666666666667,372,9,0.0241935483870968,2.9,2.4,1,0.0613636363636364
"6902","Justin Johnson Jr.",144782,"HB","W VIRGINIA",1,100,0,343,0,7,1,1,0,7,7,10,2021,21,0.0476190476190476,409,2,0.00488997555012225,1.7,1.2,3,0.0376418122107777
"6903","Isaiah Spiller",99146,"HB","TEXAS A&M",1,100,0,312,0,3,1,1,0,3,3,10,2021,27,0.037037037037037,347,33,0.0951008645533141,1.3,0.8,1,0.131041666666667
"6904","Malik Jackson",84267,"HB","LA MONROE",1,100,0,209,0,3,1,1,0,3,3,10,2021,40,0.025,327,14,0.0428134556574924,1.3,0.8,2,0.0383522727272727
"6905","Snoop Conner",99163,"HB","OLE MISS",1,100,0,226,0,0,1,1,0,0,0,10,2021,26,0.0384615384615385,407,15,0.0368550368550369,1,0.5,2,0.0855528322440087
"6906","Carson Steele",145632,"HB","BALL ST",1,100,1,117,0,5,1,1,1,5,5,10,2021,28,0.0357142857142857,414,13,0.0314009661835749,7.5,7,1,0.0465832641196013
"6907","Joe Ervin",99490,"HB","KANSAS ST",1,100,1,199,0,12,1,1,0,12,12,10,2021,27,0.037037037037037,300,4,0.0133333333333333,2.2,1.7,2,0.093552036199095
"6908","Vincent Davis",99593,"HB","PITTSBURGH",1,100,0,268,0,7,1,1,0,7,7,10,2021,41,0.024390243902439,508,29,0.0570866141732283,1.7,1.2,3,0.0712179938924125
"6909","Chase Brown",77787,"HB","ILLINOIS",1,100,0,187,0,6,1,1,0,6,6,10,2021,9,0.111111111111111,277,19,0.0685920577617329,1.6,1.1,1,0.0839080459770115
"6910","Mason Blakemore",145860,"HB","N ILLINOIS",1,100,0,254,0,-4,1,1,0,-4,-4,10,2021,56,0.0178571428571429,345,2,0.00579710144927536,0.6,0.1,3,0.0543356997971602
"6911","Cameron Carroll",77743,"HB","TULANE",1,100,0,319,0,12,1,1,0,12,12,10,2021,25,0.04,350,23,0.0657142857142857,2.2,1.7,2,0.0861538945778076
"6912","B.J. Baylor",52122,"HB","OREGON ST",1,100,0,265,0,4,1,1,0,4,4,10,2021,38,0.0263157894736842,329,12,0.0364741641337386,1.4,0.9,1,0.0686904761904762
"6913","Tyre Shelton",77038,"HB","MIAMI OH",1,100,0,221,0,1,1,1,0,1,1,10,2021,51,0.0196078431372549,398,3,0.00753768844221105,1.1,0.6,1,0.0710152116402116
"6914","Ikaika Ragsdale",73289,"HB","N TEXAS",1,100,1,251,0,17,1,1,0,17,17,10,2021,28,0.0357142857142857,369,7,0.018970189701897,2.7,2.2,2,0.0539995255348516
"6915","Courtney Reese",101297,"HB","UNLV",1,100,0,325,0,3,1,1,0,3,3,10,2021,33,0.0303030303030303,311,7,0.022508038585209,1.3,0.8,2,0.0636752136752137
"6916","Isaiah Bowser",66123,"HB","UCF",1,100,1,323,0,24,1,1,0,24,24,10,2021,24,0.0416666666666667,359,11,0.0306406685236769,3.4,2.9,1,0.0694664031620553
"6917","Ty Chandler",62942,"HB","N CAROLINA",1,100,1,245,0,30,1,1,0,30,30,10,2021,24,0.0416666666666667,356,17,0.047752808988764,4,3.5,1,0.0699385560675883
"6918","Anthony Williams Jr.",101651,"HB","AKRON",1,100,1,102,0,16,1,1,0,16,16,10,2021,30,0.0333333333333333,330,10,0.0303030303030303,2.6,2.1,2,0.0438391265597148
"6919","Joshua Mack",45832,"HB","LIBERTY",1,100,0,206,0,0,1,1,0,0,0,10,2021,26,0.0384615384615385,357,9,0.0252100840336134,1,0.5,1,0.0550184302704464
"6920","Leddie Brown",77766,"HB","W VIRGINIA",1,62.5,2,343,0,12,5,8,0,33,6.6,11,2021,43,0.186046511627907,409,50,0.122249388753056,8.3,5.8,1,0.106721981721982
"6921","Tyler Badie",83714,"HB","MISSOURI",1,57.1,1,229,0,13,4,7,0,21,5.3,11,2021,21,0.333333333333333,431,68,0.157772621809745,6.1,4.1,1,0.180650260803683
"6922","Travis Dye",83738,"HB","OREGON",1,100,1,264,0,11,6,6,1,25,4.2,11,2021,22,0.272727272727273,388,55,0.141752577319588,14.5,11.5,1,0.219264844095533
"6923","Jordan Mims",57209,"HB","FRESNO ST",1,66.7,2,169,0,78,4,6,1,103,25.8,11,2021,30,0.2,456,28,0.0614035087719298,23.3,18.3,2,0.0531387764282501
"6924","Toa Taua",83722,"HB","NEVADA",1,83.3,1,239,0,17,5,6,0,35,7,11,2021,44,0.136363636363636,532,44,0.0827067669172932,8.5,6,1,0.0817627338291639
"6925","Kairee Robinson",101299,"HB","S JOSE ST",1,66.7,0,285,0,8,4,6,0,6,1.5,11,2021,31,0.193548387096774,348,32,0.0919540229885057,4.6,2.6,2,0.0821067821067821
"6926","Jo'quavious Marks",124179,"HB","MISS STATE",1,80,1,227,0,11,4,5,0,14,3.5,11,2021,51,0.0980392156862745,670,92,0.137313432835821,5.4,3.4,1,0.132169939989089
"6927","Clint Ratkovich",34083,"HB","N ILLINOIS",1,100,1,254,0,7,5,5,0,29,5.8,11,2021,38,0.131578947368421,345,19,0.0550724637681159,7.9,5.4,3,0.0329379165459287
"6928","B.J. Smith",40545,"HB","TROY",1,80,2,318,0,16,4,5,0,42,10.5,11,2021,49,0.102040816326531,382,30,0.0785340314136126,8.2,6.2,2,0.0455325924075924
"6929","ZaQuandre White",57205,"HB","S CAROLINA",1,60,1,289,0,38,3,5,1,48,16,11,2021,26,0.192307692307692,338,28,0.0828402366863905,13.8,12.3,2,0.0910102578580839
"6930","Rasheen Ali",121717,"HB","MARSHALL",1,60,1,214,0,12,3,5,0,24,8,11,2021,37,0.135135135135135,478,56,0.117154811715481,5.4,3.9,1,0.115086722488038
"6931","Brian Robinson Jr.",57120,"HB","ALABAMA",1,100,2,103,0,21,5,5,0,36,7.2,11,2021,36,0.138888888888889,451,34,0.0753880266075388,8.6,6.1,2,0.0338633137413625
"6932","Rachaad White",131633,"HB","ARIZONA ST",1,100,4,110,0,18,5,5,0,53,10.6,11,2021,13,0.384615384615385,299,48,0.160535117056856,10.3,7.8,1,0.196825337331334
"6933","Jahmyr Gibbs",122474,"HB","GA TECH",1,100,1,176,0,7,5,5,0,29,5.8,11,2021,26,0.192307692307692,312,43,0.137820512820513,7.9,5.4,1,0.152231152993348
"6934","Israel Abanikanda",122999,"HB","PITTSBURGH",1,60,2,268,0,13,3,5,0,28,9.3,11,2021,42,0.119047619047619,508,30,0.0590551181102362,5.8,4.3,1,0.0640246807699638
"6935","Hassan Haskins",83701,"HB","MICHIGAN",1,100,1,222,0,15,5,5,0,45,9,11,2021,25,0.2,334,18,0.0538922155688623,9.5,7,1,0.0611111111111111
"6936","Ricky Person Jr.",77725,"HB","NC STATE",1,100,0,248,0,6,5,5,0,12,2.4,11,2021,54,0.0925925925925926,411,36,0.0875912408759124,6.2,3.7,1,0.0713855563674076
"6937","Trestan Ebner",57159,"HB","BAYLOR",1,75,1,118,0,23,3,4,0,32,10.7,11,2021,18,0.222222222222222,332,33,0.0993975903614458,6.2,4.7,2,0.0655952380952381
"6938","Tayon Fleet-Davis",57290,"HB","MARYLAND",1,75,1,215,0,22,3,4,0,35,11.7,11,2021,45,0.0888888888888889,467,39,0.0835117773019272,6.5,5,3,0.0599593495934959
"6939","Jahmyl Jeter",77759,"HB","TEXAS ST",1,100,0,314,0,9,4,4,0,19,4.8,11,2021,43,0.0930232558139535,358,11,0.0307262569832402,5.9,3.9,1,0.0797592245153221
"6940","Samson Evans",84228,"HB","E MICHIGAN",1,100,0,160,0,8,4,4,0,19,4.8,11,2021,55,0.0727272727272727,432,22,0.0509259259259259,5.9,3.9,1,0.052036905326379
"6941","Jerrion Ealy",97163,"HB","OLE MISS",1,100,2,226,0,21,4,4,0,34,8.5,11,2021,34,0.117647058823529,407,35,0.085995085995086,7.4,5.4,1,0.0917703619909502
"6942","Lew Nichols III",97187,"HB","C MICHIGAN",1,100,3,134,0,15,4,4,0,33,8.3,11,2021,28,0.142857142857143,420,49,0.116666666666667,7.3,5.3,1,0.172534336315171
"6943","Tyjae Spears",97195,"HB","TULANE",1,75,0,319,0,7,3,4,0,13,4.3,11,2021,28,0.142857142857143,350,25,0.0714285714285714,4.3,2.8,1,0.15672619047619
"6944","Breece Hall",97636,"HB","IOWA STATE",1,100,1,193,0,15,4,4,1,33,8.3,11,2021,42,0.0952380952380952,417,41,0.0983213429256595,13.3,11.3,1,0.118949545078577
"6945","Michael Wiley",98617,"HB","ARIZONA",1,100,2,109,0,32,4,4,1,48,12,11,2021,28,0.142857142857143,402,39,0.0970149253731343,14.8,12.8,3,0.039110096028602
"6946","Isaiah Spiller",99146,"HB","TEXAS A&M",1,75,0,312,0,4,3,4,0,7,2.3,11,2021,40,0.1,347,33,0.0951008645533141,3.7,2.2,1,0.119467592592593
"6947","Roschon Johnson",99467,"HB","TEXAS",1,75,1,311,0,10,3,4,0,19,6.3,11,2021,47,0.0851063829787234,324,12,0.037037037037037,4.9,3.4,2,0.0535606060606061
"6948","Bijan Robinson",123126,"HB","TEXAS",1,75,2,311,0,25,3,4,1,48,16,11,2021,47,0.0851063829787234,324,31,0.095679012345679,13.8,12.3,1,0.14031746031746
"6949","Kimani Vidal",123727,"HB","TROY",1,25,0,318,0,6,1,4,0,6,6,11,2021,49,0.0816326530612245,382,27,0.0706806282722513,1.6,1.1,1,0.0981908716283716
"6950","Johnny Richardson",123760,"HB","UCF",1,100,1,323,0,6,4,4,0,14,3.5,11,2021,31,0.129032258064516,359,26,0.0724233983286908,5.4,3.4,2,0.0809453227931489
"6951","Dillon Johnson",124176,"HB","MISS STATE",1,100,3,227,0,20,4,4,1,40,10,11,2021,51,0.0784313725490196,670,73,0.108955223880597,14,12,2,0.10807010365521
"6952","Ellis Merriweather",128096,"HB","UMASS",1,75,2,216,0,12,3,4,0,24,8,11,2021,30,0.133333333333333,302,28,0.0927152317880795,5.4,3.9,1,0.0960423634336678
"6953","Jamal Johnson",145646,"HB","BOWL GREEN",1,75,1,122,0,4,3,4,1,9,3,11,2021,23,0.173913043478261,366,23,0.0628415300546448,9.9,8.4,4,0.052551247771836
"6954","Patrick Smith",146956,"HB","VANDERBILT",1,75,0,333,0,6,3,4,0,9,3,11,2021,28,0.142857142857143,373,20,0.0536193029490617,3.9,2.4,1,0.104058022081278
"6955","Frank Peasant",121817,"HB","MIDDLE TN",1,100,0,224,0,9,3,3,0,11,3.7,11,2021,25,0.12,442,7,0.0158371040723982,4.1,2.6,2,0.0697055137844612
"6956","John Lovett",57157,"HB","PENN STATE",1,33.3,0,266,0,4,1,3,0,4,4,11,2021,38,0.0789473684210526,443,15,0.0338600451467269,1.4,0.9,2,0.0791666666666667
"6957","Dane Kinamon",104192,"HB","AIR FORCE",1,66.7,1,101,0,20,2,3,1,21,10.5,11,2021,9,0.333333333333333,102,14,0.137254901960784,10.1,9.1,3,0.102678571428571
"6958","Malik Jackson",84267,"HB","LA MONROE",1,66.7,0,209,0,5,2,3,0,7,3.5,11,2021,30,0.1,327,14,0.0428134556574924,2.7,1.7,1,0.0912196499153021
"6959","Bryant Koback",57266,"HB","TOLEDO",1,100,1,316,0,13,3,3,0,25,8.3,11,2021,24,0.125,369,37,0.100271002710027,5.5,4,1,0.0911665974529347
"6960","Shadrick Byrd",101661,"HB","CHARLOTTE",1,66.7,1,136,0,15,2,3,0,16,8,11,2021,40,0.075,365,25,0.0684931506849315,3.6,2.6,2,0.0670193910013634
"6961","Cyrus Habibi-Likio",57379,"HB","BOISE ST",1,100,1,120,0,15,3,3,0,18,6,11,2021,29,0.103448275862069,376,26,0.0691489361702128,4.8,3.3,2,0.080341775906292
"6962","Zander Horvath",57384,"HB","PURDUE",1,100,1,273,0,20,3,3,0,24,8,11,2021,52,0.0576923076923077,549,20,0.0364298724954463,5.4,3.9,2,0.0398869028827989
"6963","Trevion Cooley",144150,"HB","LOUISVILLE",1,66.7,0,210,0,7,2,3,0,11,5.5,11,2021,19,0.157894736842105,329,16,0.0486322188449848,3.1,2.1,2,0.0464301801801802
"6964","Raheem Blackshear",57385,"HB","VA TECH",1,66.7,2,337,0,27,2,3,1,40,20,11,2021,17,0.176470588235294,287,35,0.121951219512195,12,11,1,0.117320323354806
"6965","Phil Mafah",144123,"HB","CLEMSON",1,66.7,2,140,0,14,2,3,0,26,13,11,2021,51,0.0588235294117647,380,8,0.0210526315789474,4.6,3.6,1,0.0987055992096315
"6966","Nathaniel Peat",100586,"HB","STANFORD",1,66.7,0,300,0,7,2,3,0,9,4.5,11,2021,21,0.142857142857143,349,14,0.0401146131805158,2.9,1.9,2,0.0671752083042406
"6967","Micah Bernard",100583,"HB","UTAH",1,100,3,328,0,27,3,3,0,60,20,11,2021,29,0.103448275862069,378,28,0.0740740740740741,9,7.5,2,0.0709730128610584
"6968","Jashaun Corbin",83773,"HB","FLORIDA ST",1,66.7,1,167,0,9,2,3,0,15,7.5,11,2021,23,0.130434782608696,309,32,0.103559870550162,3.5,2.5,1,0.104275110854058
"6969","Tyrion Davis-Price",99169,"HB","LSU",1,100,0,211,0,4,3,3,0,4,1.3,11,2021,36,0.0833333333333333,410,13,0.0317073170731707,3.4,1.9,1,0.0319765258921062
"6970","Calvin Camp",61202,"HB","CHARLOTTE",1,66.7,2,136,0,13,2,3,0,23,11.5,11,2021,40,0.075,365,18,0.0493150684931507,4.3,3.3,1,0.0699485270826734
"6971","Jonzell Norrils",130308,"HB","AKRON",1,100,0,102,0,8,3,3,0,10,3.3,11,2021,40,0.075,330,21,0.0636363636363636,4,2.5,1,0.0656862745098039
"6972","Shaun Shivers",83634,"HB","AUBURN",1,100,1,115,0,8,3,3,0,19,6.3,11,2021,42,0.0714285714285714,431,30,0.0696055684454756,4.9,3.4,3,0.100000674615565
"6973","Asa Martin",83633,"HB","MEMPHIS",1,100,3,218,0,31,3,3,1,58,19.3,11,2021,25,0.12,417,18,0.0431654676258993,14.8,13.3,3,0.0498667998667999
"6974","Calvin Tyler Jr.",52133,"HB","UTAH ST",1,66.7,0,329,0,9,2,3,0,12,6,11,2021,31,0.0967741935483871,479,17,0.0354906054279749,3.2,2.2,1,0.064915780141844
"6975","Johnny Ford",86854,"HB","FAU",1,100,2,165,0,39,3,3,0,44,14.7,11,2021,19,0.157894736842105,361,28,0.0775623268698061,7.4,5.9,1,0.110049773093251
"6976","James Cook",83666,"HB","GEORGIA",1,100,3,173,0,23,3,3,1,43,14.3,11,2021,22,0.136363636363636,318,24,0.0754716981132075,13.3,11.8,2,0.0658769063180828
"6977","Tyler Nevens",52262,"HB","S JOSE ST",1,66.7,0,285,0,4,2,3,0,7,3.5,11,2021,31,0.0967741935483871,348,8,0.0229885057471264,2.7,1.7,1,0.086379769299024
"6978","Sean Tyler",97124,"HB","W MICHIGAN",1,66.7,2,347,0,21,2,3,1,25,12.5,11,2021,19,0.157894736842105,338,20,0.0591715976331361,10.5,9.5,2,0.0672562464287569
"6979","Jacquez Stuart",97125,"HB","TOLEDO",1,66.7,1,316,0,22,2,3,0,20,10,11,2021,24,0.125,369,8,0.021680216802168,4,3,3,0.039176245210728
"6980","Kevin Mensah",55106,"HB","UCONN",1,66.7,0,146,1,7,2,3,0,5,2.5,11,2021,29,0.103448275862069,336,15,0.0446428571428571,1.5,-0.5,1,0.0805999373433584
"6981","King Doerue",97192,"HB","PURDUE",1,66.7,1,273,0,13,2,3,0,11,5.5,11,2021,52,0.0576923076923077,549,24,0.0437158469945355,3.1,2.1,1,0.0340729493944268
"6982","Ta'Zhawn Henry",77776,"HB","HOUSTON",1,100,1,182,0,7,3,3,0,10,3.3,11,2021,35,0.0857142857142857,443,23,0.0519187358916479,4,2.5,2,0.0566012002182215
"6983","Dameon Pierce",83659,"HB","FLORIDA",1,100,2,163,0,26,3,3,1,48,16,11,2021,34,0.0882352941176471,393,19,0.0483460559796438,13.8,12.3,2,0.0773618144307799
"6984","Devonte Lee",83721,"HB","NEVADA",1,100,0,239,0,9,3,3,0,18,6,11,2021,44,0.0681818181818182,532,27,0.0507518796992481,4.8,3.3,2,0.0682020509353167
"6985","Evan Hull",97302,"HB","NWESTERN",1,100,1,256,0,12,3,3,0,11,3.7,11,2021,23,0.130434782608696,335,42,0.125373134328358,4.1,2.6,1,0.127194357366771
"6986","Deuce Vaughn",122624,"HB","KANSAS ST",1,66.7,1,199,0,13,2,3,0,6,3,11,2021,18,0.166666666666667,300,66,0.22,2.6,1.6,1,0.222450697450697
"6987","Jaylan Knighton",122215,"HB","MIAMI FL",1,66.7,2,220,0,35,2,3,1,64,32,11,2021,44,0.0681818181818182,436,26,0.0596330275229358,14.4,13.4,1,0.105742279701023
"6988","Deshaun Fenwick",83759,"HB","OREGON ST",1,100,1,265,0,10,2,2,0,14,7,11,2021,23,0.0869565217391304,329,5,0.0151975683890578,3.4,2.4,3,0.0808273629964806
"6989","Emari Demercado",77763,"HB","TCU",1,50,0,305,0,8,1,2,0,8,8,11,2021,21,0.0952380952380952,297,15,0.0505050505050505,1.8,1.3,1,0.129888819401015
"6990","Charles McClelland",77733,"HB","CINCINNATI",1,50,1,138,0,15,1,2,0,15,15,11,2021,36,0.0555555555555556,352,6,0.0170454545454545,2.5,2,2,0.036946503706672
"6991","Dontae Smith",77717,"HB","GA TECH",1,100,2,176,0,6,2,2,0,10,5,11,2021,26,0.0769230769230769,312,8,0.0256410256410256,3,2,3,0.0642208820662768
"6992","Sieh Bangura",145886,"HB","OHIO",1,50,1,259,0,24,1,2,0,24,24,11,2021,19,0.105263157894737,293,6,0.0204778156996587,3.4,2.9,3,0.0581228956228956
"6993","A'Jon Vivens",75949,"HB","COLO STATE",1,50,1,144,0,14,1,2,0,14,14,11,2021,20,0.1,353,13,0.0368271954674221,2.4,1.9,2,0.0372064210299504
"6994","Juma Otoviano",75903,"HB","RICE",1,100,0,275,0,5,2,2,0,8,4,11,2021,47,0.0425531914893617,330,3,0.00909090909090909,2.8,1.8,4,0.0812512295888255
"6995","Alex Escobar",75902,"HB","NEW MEX ST",1,100,1,242,0,8,2,2,0,12,6,11,2021,31,0.0645161290322581,459,9,0.0196078431372549,3.2,2.2,3,0.0717161016949153
"6996","Cameron Davis",72376,"HB","WASHINGTON",1,100,0,340,0,8,2,2,0,14,7,11,2021,32,0.0625,372,15,0.0403225806451613,3.4,2.4,1,0.0613636363636364
"6997","Ty Chandler",62942,"HB","N CAROLINA",1,100,0,245,0,5,2,2,0,7,3.5,11,2021,30,0.0666666666666667,356,17,0.047752808988764,2.7,1.7,1,0.0732123655913978
"6998","Brady Schipper",84518,"HB","WISCONSIN",1,100,1,349,0,24,2,2,0,30,15,11,2021,24,0.0833333333333333,273,12,0.043956043956044,5,4,3,0.0636473429951691
"6999","Lexington Joseph",97104,"HB","FIU",1,100,1,166,0,10,2,2,0,17,8.5,11,2021,19,0.105263157894737,328,10,0.0304878048780488,3.7,2.7,3,0.0383928571428571
"7000","Kyren Williams",97118,"HB","NOTRE DAME",1,100,1,258,0,9,2,2,0,15,7.5,11,2021,21,0.0952380952380952,414,45,0.108695652173913,3.5,2.5,1,0.199404761904762
"7001","Sincere McCormick",97119,"HB","UTSA",1,100,1,331,0,7,2,2,0,7,3.5,11,2021,28,0.0714285714285714,413,23,0.0556900726392252,2.7,1.7,1,0.0772742740471869
"7002","Stevie Rocker Jr.",146242,"HB","ARIZONA",1,100,0,109,0,6,2,2,0,8,4,11,2021,28,0.0714285714285714,402,9,0.0223880597014925,2.8,1.8,1,0.0630128187853145
"7003","Kenneth Walker III",97199,"HB","MICH STATE",1,100,2,223,0,17,2,2,0,29,14.5,11,2021,30,0.0666666666666667,369,16,0.043360433604336,4.9,3.9,1,0.0822952191486674
"7004","Ulysses Bentley IV",97200,"HB","SMU",1,100,1,287,0,24,2,2,0,24,12,11,2021,52,0.0384615384615385,442,23,0.0520361990950226,4.4,3.4,1,0.0746608870908983
"7005","Juwuan Price",97204,"HB","NEW MEX ST",1,100,0,242,0,3,2,2,0,3,1.5,11,2021,31,0.0645161290322581,459,39,0.0849673202614379,2.3,1.3,1,0.0742967135179826
"7006","Zonovan Knight",97432,"HB","NC STATE",1,100,0,248,0,7,2,2,0,6,3,11,2021,54,0.037037037037037,411,22,0.0535279805352798,2.6,1.6,2,0.0924977019350885
"7007","De'Montre Tuggle",98688,"HB","OHIO",1,50,1,259,0,40,1,2,1,40,40,11,2021,19,0.105263157894737,293,19,0.0648464163822526,11,10.5,1,0.0702275633001931
"7008","Nay'Quan Wright",98803,"HB","FLORIDA",1,100,1,163,0,45,2,2,1,53,26.5,11,2021,34,0.0588235294117647,393,16,0.0407124681933842,13.3,12.3,1,0.0544344935334924
"7009","Mark-Antony Richards",99155,"HB","UCF",1,50,1,323,0,22,1,2,0,22,22,11,2021,31,0.0645161290322581,359,12,0.0334261838440111,3.2,2.7,1,0.0690135046113307
"7010","Kenny McIntosh",99158,"HB","GEORGIA",1,50,0,173,0,4,1,2,0,4,4,11,2021,22,0.0909090909090909,318,20,0.0628930817610063,1.4,0.9,3,0.105995475113122
"7011","Brittain Brown",40399,"HB","UCLA",1,100,2,324,0,13,2,2,0,21,10.5,11,2021,26,0.0769230769230769,292,17,0.0582191780821918,4.1,3.1,3,0.043242942140001
"7012","Ryan Montgomery",101063,"HB","CINCINNATI",1,100,1,138,0,7,2,2,0,10,5,11,2021,36,0.0555555555555556,352,8,0.0227272727272727,3,2,3,0.0531795131845842
"7013","Malik Davis",57196,"HB","FLORIDA",1,100,2,163,0,49,2,2,1,65,32.5,11,2021,34,0.0588235294117647,393,31,0.0788804071246819,14.5,13.5,3,0.0991093733029217
"7014","Alan Lamar",109266,"HB","ARK STATE",1,100,1,113,0,10,2,2,0,11,5.5,11,2021,47,0.0425531914893617,494,23,0.0465587044534413,3.1,2.1,2,0.0605135873578497
"7015","Andrew Clair",57167,"HB","NWESTERN",1,100,1,256,0,7,2,2,0,8,4,11,2021,23,0.0869565217391304,335,15,0.0447761194029851,2.8,1.8,2,0.0538298664432966
"7016","Lincoln Pare",121537,"HB","ARK STATE",1,100,1,113,0,11,2,2,0,18,9,11,2021,47,0.0425531914893617,494,31,0.062753036437247,3.8,2.8,1,0.0612435945340023
"7017","Will Jones",57154,"HB","BALL ST",1,50,1,117,0,11,1,2,0,11,11,11,2021,23,0.0869565217391304,414,19,0.0458937198067633,2.1,1.6,3,0.0618737138014984
"7018","James Ziglor III",146970,"HB","VANDERBILT",1,50,0,333,0,5,1,2,0,5,5,11,2021,28,0.0714285714285714,373,5,0.0134048257372654,1.5,1,2,0.0860218463706836
"7019","D.J. Jones",122840,"HB","N CAROLINA",1,100,1,245,0,13,2,2,0,18,9,11,2021,30,0.0666666666666667,356,15,0.0421348314606742,3.8,2.8,2,0.0613978494623656
"7020","Tahj Brooks",123133,"HB","TEXAS TECH",1,100,0,315,0,18,2,2,0,21,10.5,11,2021,32,0.0625,356,6,0.0168539325842697,4.1,3.1,2,0.0587691729917774
"7021","EJ Wilson Jr.",123652,"HB","FIU",1,100,0,166,0,5,2,2,0,8,4,11,2021,19,0.105263157894737,328,8,0.024390243902439,2.8,1.8,2,0.0692329799834871
"7022","Darien Rencher",39949,"HB","CLEMSON",1,100,1,140,0,12,2,2,0,8,4,11,2021,51,0.0392156862745098,380,2,0.00526315789473684,2.8,1.8,2,0.059049317617866
"7023","Rahjai Harris",123814,"HB","E CAROLINA",1,100,0,156,0,6,2,2,0,7,3.5,11,2021,44,0.0454545454545455,402,29,0.0721393034825871,2.7,1.7,1,0.0588424450239866
"7024","Keaton Mitchell",123826,"HB","E CAROLINA",1,100,1,156,0,39,2,2,0,40,20,11,2021,44,0.0454545454545455,402,29,0.0721393034825871,6,5,2,0.0944980872025993
"7025","Dominique Johnson",123959,"HB","ARKANSAS",1,100,1,111,0,43,2,2,1,40,20,11,2021,26,0.0769230769230769,302,8,0.0264900662251656,12,11,1,0.0532408887468031
"7026","MarShawn Lloyd",124247,"HB","S CAROLINA",1,100,1,289,0,25,2,2,0,25,12.5,11,2021,26,0.0769230769230769,338,7,0.0207100591715976,4.5,3.5,3,0.0350051518529779
"7027","Dae Hunter",128200,"HB","HAWAII",1,50,0,180,0,3,1,2,0,3,3,11,2021,23,0.0869565217391304,378,17,0.044973544973545,1.3,0.8,1,0.199014463356557
"7028","Elelyon Noa",128394,"HB","UTAH ST",1,100,0,329,0,9,2,2,0,12,6,11,2021,31,0.0645161290322581,479,14,0.0292275574112735,3.2,2.2,2,0.0381316489361702
"7029","Keyvone Lee",129790,"HB","PENN STATE",1,50,0,266,0,3,1,2,0,3,3,11,2021,38,0.0526315789473684,443,21,0.0474040632054176,1.3,0.8,1,0.0501568100358423
"7030","Kenny Tracy",130531,"HB","MIAMI OH",1,100,0,221,0,4,2,2,0,5,2.5,11,2021,27,0.0740740740740741,398,21,0.0527638190954774,2.5,1.5,3,0.0633524563671622
"7031","Jalen John",131577,"HB","ARIZONA",1,100,1,109,0,10,2,2,0,6,3,11,2021,28,0.0714285714285714,402,8,0.0199004975124378,2.6,1.6,2,0.0724171539961014
"7032","Devin Neal",144558,"HB","KANSAS",1,100,1,198,0,19,2,2,1,26,13,11,2021,30,0.0666666666666667,291,10,0.0343642611683849,10.6,9.6,1,0.0726851851851852
"7033","Ahmonte Watkins",144703,"HB","TCU",1,100,1,305,0,27,2,2,0,36,18,11,2021,21,0.0952380952380952,297,3,0.0101010101010101,5.6,4.6,2,0.0867063492063492
"7034","Kye Robichaux",145532,"HB","W KENTUCKY",1,100,1,346,1,13,2,2,1,21,10.5,11,2021,47,0.0425531914893617,659,9,0.0136570561456753,9.1,7.1,1,0.0369936028401774
"7035","Martell Pettaway",40633,"HB","MIDDLE TN",1,100,1,224,0,10,2,2,0,14,7,11,2021,25,0.08,442,11,0.0248868778280543,3.4,2.4,1,0.0633295194508009
"7036","Deion Smith",83655,"HB","COLORADO",1,50,0,143,0,1,1,2,0,1,1,11,2021,23,0.0869565217391304,225,9,0.04,1.1,0.6,3,0.0858716475095785
"7037","Chris Smith",83693,"HB","LA LAFAYET",1,100,0,207,0,9,2,2,0,9,4.5,11,2021,20,0.1,373,17,0.0455764075067024,2.9,1.9,2,0.0636306135357369
"7038","Isaiah Johnson",121892,"HB","N TEXAS",1,100,1,251,0,12,1,1,0,12,12,11,2021,31,0.032258064516129,369,9,0.024390243902439,2.2,1.7,2,0.0490392080745342
