"","player_name","team","dk_pos","salary","dk_own","slate_size","week","year","dk_pts","fd_pts"
"1","Devin Singletary","FAU","RB",7100,0.32,16,1,2018,15.2,14.7
"3","Damarea Crockett","MIZZ","RB",6000,0.02,16,1,2018,14,13
"4","Lexington Thomas","UNLV","RB",5200,0.13,16,1,2018,23.2,18.7
"6","Martell Pettaway","WVU","RB",4100,0,16,1,2018,6.1,5.6
"7","Tre Watson","UT","RB",5500,0.02,16,1,2018,4.5,2
"8","Rico Dowdle","SCAR","RB",5100,0.05,16,1,2018,28.7,25.2
"9","Jordon Brown","UNC","RB",5000,0.07,16,1,2018,8.4,6.9
"10","Tim Jordan","TENN","RB",3900,0,16,1,2018,23.9,19.9
"11","Da'Leon Ward","TTU","RB",5400,0.1,16,1,2018,23.5,22.5
"12","Jalin Moore","APPST","RB",5400,0.05,16,1,2018,23.4,20.9
"16","Patrick Laird","CAL","RB",8900,0.2,16,1,2018,26.9,24.9
"18","Kam Martin","AUB","RB",5800,0.02,16,1,2018,16,13.5
"25","Aca'Cedric Ware","USC","RB",5000,0.02,16,1,2018,22.5,18.5
"26","D'Andre Swift","UGA","RB",9300,0.05,16,1,2018,17.6,15.6
"29","Miles Sanders","PSU","RB",8300,0.04,16,1,2018,28.1,24.1
"33","James Williams","WSU","RB",7700,0,16,1,2018,35.6,30.6
"34","Ty Johnson","UMD","RB",5900,0.02,16,1,2018,8.1,6.6
"35","Marcus Jones","NIU","RB",4200,0,16,1,2018,3.8,3.3
"37","Artavis Pierce","ORST","RB",4800,0,16,1,2018,38.9,34.4
"42","Kyle Porter","UT","RB",4200,0,16,1,2018,10.2,8.7
"64","Vavae Malepeai","USC","RB",4200,0.01,16,1,2018,19.3,18.3
"67","Tevin Bush","WVU","RB",3000,0,16,1,2018,1.3,0.8
"71","Mike Weber","OSU","RB",6600,0.07,16,1,2018,46.9,43.4
"78","Tre King","TTU","RB",5300,0.01,16,1,2018,9.4,7.4
"79","Mark Allen","PSU","RB",4900,0,16,1,2018,7.3,5.8
"90","Kennedy McKoy","WVU","RB",5700,0.08,16,1,2018,9.2,7.7
"92","Keith Harrington","WSU","RB",4800,0,16,1,2018,3,2
"103","Rico Dowdle","SCAR","RB",4700,0.13,15,2,2018,9.4,7.4
"104","Hussein Howe","ECU","RB",3100,0.01,15,2,2018,6.7,6.2
"109","Anthony Scott","ECU","RB",3900,0.01,15,2,2018,17.3,16.3
"113","J.K. Dobbins","OSU","RB",8400,0.04,15,2,2018,17.1,16.1
"117","Kelton Moore","NEV","RB",5100,0.01,15,2,2018,3.7,2.7
"118","LeVante Bellamy","WMU","RB",3900,0.02,15,2,2018,9.8,8.3
"120","Devine Ozigbo","NEB","RB",4300,0.01,15,2,2018,15.7,14.7
"121","Kyle Evans","COL","RB",4000,0,15,2,2018,4.4,3.9
"126","Chris Evans","MICH","RB",5600,0.02,15,2,2018,21.6,21.1
"128","D'Andre Swift","UGA","RB",7600,0.19,15,2,2018,13.9,13.4
"130","Alex Barnes","KSU","RB",5900,0.03,15,2,2018,11.4,10.4
"133","Raheem Blackshear","RU","RB",3900,0.22,15,2,2018,7.3,5.8
"136","Trey Sermon","OU","RB",5700,0.09,15,2,2018,2.5,2
"137","Jordon Brown","UNC","RB",5400,0,15,2,2018,16.5,15.5
"138","James Gilbert","BALL","RB",5000,0.02,15,2,2018,9.5,9
"139","Taj Griffin","ORE","RB",4400,0.02,15,2,2018,3.5,3
"141","Damien Harris","BAMA","RB",7800,0.03,15,2,2018,8.5,8
"144","Ty'Son Williams","SCAR","RB",4100,0.01,15,2,2018,5.7,4.7
"146","Jeremy Larkin","NW","RB",8600,0.07,15,2,2018,33.6,27.1
"152","Travon McMillian","COL","RB",6200,0.02,15,2,2018,5,4
"158","Qua Searcy","GT","RB",3900,0,15,2,2018,9.4,7.4
"159","Caleb Huntley","BALL","RB",3900,0,15,2,2018,5.2,4.2
"160","Warren Wand","ARST","RB",3700,0,15,2,2018,9.9,8.9
"163","Jaxson Kincaide","NEV","RB",4500,0.01,15,2,2018,3.4,2.4
"167","Kylin Hill","MSST","RB",5600,0.08,15,2,2018,44.7,41.2
"168","Khari Blasingame","VAND","RB",5300,0.01,15,2,2018,4,3.5
"173","Deon Jackson","DUKE","RB",3800,0,15,2,2018,7.5,7
"177","Greg Bell","NEB","RB",6600,0.04,15,2,2018,10.9,8.9
"179","Ke'Shawn Vaughn","VAND","RB",4900,0,15,2,2018,22.7,22.2
"190","Josh Jacobs","BAMA","RB",4800,0.05,15,2,2018,6.7,5.2
"192","Nathan Cottrell","GT","RB",3000,0,15,2,2018,3.6,3.1
"199","Jordan Cronkrite","USF","RB",4700,0.03,15,2,2018,5.3,4.8
"202","Nick Gibson","MSST","RB",3700,0,15,2,2018,3.3,2.8
"210","Jafar Armstrong","ND","RB",6100,0.13,15,2,2018,21.7,20.2
"215","Chris Evans","MICH","RB",5800,0.07,10,3,2018,11.2,10.2
"216","Fred Cooper","ARMY","RB",3600,0.01,10,3,2018,5.1,4.6
"217","Alexander Mattison","BSU","RB",7100,0.04,10,3,2018,6.5,6
"219","Jonathan Taylor","WISC","RB",9700,0.24,10,3,2018,19.1,14.6
"221","Tony Jones Jr.","ND","RB",5400,0.02,10,3,2018,22.4,18.4
"222","Justin Rankin","KENT","RB",4100,0.08,10,3,2018,3.8,2.8
"224","Dontae Strickland","SYR","RB",5200,0.04,10,3,2018,13.5,13
"226","Cam Akers","FSU","RB",6900,0.12,10,3,2018,6,4.5
"227","Braeden West","SMU","RB",4300,0.05,10,3,2018,6.1,4.6
"229","Jacques Patrick","FSU","RB",5700,0.02,10,3,2018,5.6,4.1
"230","Fred Holly III","HAW","RB",5100,0.29,10,3,2018,1.9,1.4
"234","Jordan Mason","GT","RB",5600,0.28,10,3,2018,10.6,10.1
"235","Marcelias Sutton","OU","RB",4000,0.07,10,3,2018,5.5,4.5
"236","Miles Sanders","PSU","RB",8300,0.16,10,3,2018,13.6,11.1
"238","Trey Sermon","OU","RB",7300,0.07,10,3,2018,14.6,14.1
"239","J.D. King","OKST","RB",4900,0,10,3,2018,3.5,3
"244","David Montgomery","ISU","RB",5900,0.06,10,3,2018,15.9,15.4
"248","Darrin Hall","PITT","RB",4100,0,10,3,2018,10.5,10
"249","Khari Blasingame","VAND","RB",3800,0,10,3,2018,6.1,5.6
"251","Xavier Jones","SMU","RB",3800,0,10,3,2018,6.2,5.7
"253","Ke'Shawn Vaughn","VAND","RB",4400,0.02,10,3,2018,12.6,12.1
"255","Clyde Edwards-Helaire","LSU","RB",4700,0,10,3,2018,9.8,9.3
"256","Calen Holt","ARMY","RB",3500,0.01,10,3,2018,9.7,9.2
"257","Dayton Furuta","HAW","RB",3300,0,10,3,2018,5.2,4.2
"259","Sheldon Croney Jr.","ISU","RB",3500,0,10,3,2018,2.1,1.6
"260","Lopini Katoa","BYU","RB",3500,0,10,3,2018,1.8,1.3
"269","Tru Wilson","MICH","RB",4000,0,10,3,2018,13.4,12.9
"271","Garrett Groshek","WISC","RB",3400,0,10,3,2018,11.4,9.4
"292","Pooka Williams Jr.","KU","RB",5700,0.57,10,4,2018,17.2,16.7
"297","Trayveon Williams","TA&M","RB",4800,0.16,10,4,2018,31.8,28.3
"302","Alex Barnes","KSU","RB",5300,0.06,10,4,2018,16.7,15.7
"304","J.K. Dobbins","OSU","RB",8100,0.05,10,4,2018,15.5,14.5
"311","Damien Harris","BAMA","RB",6700,0.05,10,4,2018,8.8,7.8
"313","Devine Ozigbo","NEB","RB",3300,0.01,10,4,2018,33.5,30
"316","Darrin Hall","PITT","RB",4300,0.02,10,4,2018,5.1,4.6
"319","Elijah Holyfield","UGA","RB",5200,0.11,10,4,2018,10.1,8.6
"320","Travis Etienne","CLEM","RB",8300,0.04,10,4,2018,48.5,45
"324","Travis Levy","BC","RB",3600,0,10,4,2018,2.4,1.9
"327","Qadree Ollison","PITT","RB",6500,0.27,10,4,2018,6.7,6.2
"332","Antonio Williams","UNC","RB",5400,0.05,10,4,2018,3.7,3.2
"333","Martell Pettaway","WVU","RB",4400,0.01,10,4,2018,4.2,3.7
"334","Tony Jones Jr.","ND","RB",5800,0.09,10,4,2018,9.2,8.2
"354","Trestan Ebner","BAY","RB",3500,0,10,4,2018,2,1.5
"359","Josh Jacobs","BAMA","RB",4700,0.01,10,4,2018,20.4,19.9
"364","Tevin Bush","WVU","RB",3000,0,10,4,2018,15.6,14.6
"379","Travis Etienne","CLEM","RB",7400,0.22,10,5,2018,38.4,34.9
"380","Dontae Strickland","SYR","RB",3500,0.03,10,5,2018,6.1,4.1
"381","Justice Hill","OKST","RB",9100,0.09,10,5,2018,13.6,13.1
"382","Otis Anderson","UCF","RB",5100,0.01,10,5,2018,31.3,28.3
"383","Pooka Williams Jr.","KU","RB",6100,0.15,10,5,2018,18.4,15.4
"384","JaMycal Hasty","BAY","RB",4400,0.09,10,5,2018,16.2,11.7
"386","Trayveon Williams","TA&M","RB",8100,0.06,10,5,2018,25.1,21.6
"388","Adrian Killins Jr.","UCF","RB",6100,0.08,10,5,2018,46.3,38.8
"391","D'Andre Swift","UGA","RB",5700,0.13,10,5,2018,8.2,7.7
"392","Moe Neal","SYR","RB",4500,0.02,10,5,2018,10.9,8.4
"396","Qadree Ollison","PITT","RB",6600,0.11,10,5,2018,28.9,25.4
"397","Devine Ozigbo","NEB","RB",3700,0.01,10,5,2018,7.7,6.7
"401","Damien Harris","BAMA","RB",6800,0.03,10,5,2018,27.7,24.2
"403","Kennedy McKoy","WVU","RB",5400,0.04,10,5,2018,7.5,6.5
"423","Elijah Mitchell","ULL","RB",3000,0,10,5,2018,42.1,38.6
"429","James Cook","UGA","RB",3300,0,10,5,2018,7.1,6.6
"436","Tavien Feaster","CLEM","RB",4100,0.03,10,5,2018,2.2,1.7
"440","Trestan Ebner","BAY","RB",3300,0,10,5,2018,23.3,17.8
"447","Rakeem Boyd","ARK","RB",3400,0.3,10,5,2018,19.4,13.4
"453","Keaontay Ingram","UT","RB",4700,0.02,10,5,2018,16.3,13.8
"459","Justice Hill","OKST","RB",8500,0.12,10,6,2018,5.2,4.7
"468","J.K. Dobbins","OSU","RB",7500,0.12,10,6,2018,8,7
"473","Damien Harris","BAMA","RB",6000,0.04,10,6,2018,14,13.5
"474","Tre Watson","UT","RB",4800,0.02,10,6,2018,16.1,14.6
"480","Mike Weber","OSU","RB",5900,0.08,10,6,2018,6.6,6.1
"485","Nick Brossette","LSU","RB",7400,0.04,10,6,2018,17.2,16.2
"490","John Moten IV","NW","RB",4600,0.03,10,6,2018,3,2.5
"492","Clyde Edwards-Helaire","LSU","RB",5400,0.03,10,6,2018,18.4,14.9
"497","Connor Heyward","MSU","RB",5700,0.03,10,6,2018,14.8,11.3
"500","Travis Homer","MIA","RB",5900,0.04,10,6,2018,11.2,10.7
"502","Martell Pettaway","WVU","RB",3500,0.01,10,6,2018,12.6,11.6
"506","Tru Wilson","MICH","RB",4400,0,10,6,2018,4.1,3.6
"508","Chase Hayden","ARK","RB",3500,0,10,6,2018,7.6,6.6
"510","Tayon Fleet-Davis","UMD","RB",3500,0,10,6,2018,4.9,4.4
"519","Mike Majette","IU","RB",3000,0,10,6,2018,5.7,4.2
"526","Trayone Gray","MIA","RB",3000,0,10,6,2018,3,2.5
"539","La'Darius Jefferson","MSU","RB",5300,0.01,10,6,2018,13.8,11.8
"540","Tony Pollard","MEM","RB",3300,0.26,10,7,2018,18,15
"541","Darrell Henderson","MEM","RB",9500,0.16,10,7,2018,4.8,3.8
"545","Otis Anderson","UCF","RB",5500,0.03,10,7,2018,6,5.5
"552","J.K. Dobbins","OSU","RB",7400,0.05,10,7,2018,4.9,3.9
"559","JaTarvious Whitlow","AUB","RB",5600,0.08,10,7,2018,20.2,15.7
"567","Kam Martin","AUB","RB",5100,0.01,10,7,2018,2.8,2.3
"572","Ty Chandler","TENN","RB",4600,0.02,10,7,2018,19.3,16.8
"574","Connor Heyward","MSU","RB",5000,0.04,10,7,2018,6.3,4.3
"577","Salvon Ahmed","UW","RB",4700,0,10,7,2018,14.6,14.1
"584","Travis Dye","ORE","RB",4700,0.01,10,7,2018,1.3,0.8
"588","Bryce Williams","MINN","RB",3900,0,10,7,2018,4.2,3.7
"592","Tim Jordan","TENN","RB",3700,0,10,7,2018,9.3,8.3
"593","La'Darius Jefferson","MSU","RB",4200,0.01,10,7,2018,2.1,1.6
"595","Sean McGrew","UW","RB",3000,0,10,7,2018,11.2,10.2
"611","Jonathan Taylor","WISC","RB",9700,0.31,10,8,2018,4.7,3.2
"614","Miles Sanders","PSU","RB",7100,0.33,10,8,2018,17.7,14.7
"615","Ta'Zhawn Henry","TTU","RB",5300,0.11,10,8,2018,9.1,7.1
"616","Tyler Badie","MIZZ","RB",3900,0.01,10,8,2018,2.8,2.3
"617","Travis Etienne","CLEM","RB",9400,0.12,10,8,2018,7.9,7.4
"619","Pooka Williams Jr.","KU","RB",7400,0.07,10,8,2018,8.9,7.4
"623","Garrett Groshek","WISC","RB",4000,0.01,10,8,2018,8.3,7.8
"628","Alec Ingold","WISC","RB",3900,0,10,8,2018,20,19
"630","Kennedy Brooks","OU","RB",4500,0.03,10,8,2018,24.2,23.2
"631","Damarea Crockett","MIZZ","RB",5100,0.04,10,8,2018,11.7,11.2
"641","Reggie Corbin","IL","RB",4400,0.06,10,8,2018,24.7,20.2
"651","Travon McMillian","COL","RB",5500,0.04,10,8,2018,25.4,21.4
"657","Connor Heyward","MSU","RB",4700,0.03,10,8,2018,2.5,2
"658","Ty Chandler","TENN","RB",4200,0.06,10,8,2018,18.3,16.8
"659","Tim Jordan","TENN","RB",3200,0,10,8,2018,7.9,7.4
"697","Kamari Pleasant","UW","RB",4900,0,10,8,2018,8.2,7.7
"710","Ta'Zhawn Henry","TTU","RB",5700,0.03,10,9,2018,4.3,2.8
"714","Pooka Williams Jr.","KU","RB",5900,0.16,10,9,2018,38.2,31.7
"717","Mekhi Sargent","IOWA","RB",3900,0.01,10,9,2018,18.4,17.9
"721","Aca'Cedric Ware","USC","RB",4200,0,10,9,2018,42.1,38.6
"722","D'Andre Swift","UGA","RB",5500,0.03,10,9,2018,33.8,29.8
"724","Damarea Crockett","MIZZ","RB",4800,0.02,10,9,2018,25.4,20.9
"726","Jordan Scarlett","UF","RB",4100,0.03,10,9,2018,4.7,4.2
"732","Trey Sermon","OU","RB",6600,0.01,10,9,2018,48.3,43.3
"734","Tyler Badie","MIZZ","RB",3800,0,10,9,2018,3.7,3.2
"735","Vavae Malepeai","USC","RB",4400,0.03,10,9,2018,12.4,10.4
"740","Cam Akers","FSU","RB",5100,0.02,10,9,2018,7.3,5.8
"742","Jacques Patrick","FSU","RB",3400,0.01,10,9,2018,1.5,0
"743","Garrett Groshek","WISC","RB",3800,0,10,9,2018,6.4,4.4
"745","Sewo Olonilua","TCU","RB",3800,0.05,10,9,2018,6.6,5.1
"753","Tavien Feaster","CLEM","RB",3800,0,10,9,2018,25.7,22.2
"754","Khalil Herbert","KU","RB",3800,0,10,9,2018,9.2,7.7
"766","Kadarius Toney","UF","RB",3000,0,10,9,2018,7.1,5.6
"773","Chad Hanaoka","NW","RB",3000,0,10,9,2018,3.6,2.6
"776","Da'Leon Ward","TTU","RB",3500,0,10,9,2018,21.6,18.1
"782","Terence Williams","UH","RB",3700,0.01,10,9,2018,2.3,1.8
"786","Dontae Strickland","SYR","RB",3900,0.12,11,10,2018,3.6,3.1
"788","Scottie Phillips","MISS","RB",6800,0.13,11,10,2018,5.2,4.2
"790","Karan Higdon","MICH","RB",6600,0.27,11,10,2018,17.7,17.2
"791","Justice Hill","OKST","RB",6400,0.3,11,10,2018,12.7,11.7
"792","Larry Rountree III","MIZZ","RB",5200,0.05,11,10,2018,14.2,12.2
"795","Chris Evans","MICH","RB",4100,0.01,11,10,2018,19.5,18
"796","Chuba Hubbard","OKST","RB",3300,0.03,11,10,2018,33.2,28.7
"797","Michael Carter","UNC","RB",4900,0.02,11,10,2018,26.7,22.7
"798","Devine Ozigbo","NEB","RB",6500,0.09,11,10,2018,39.5,36
"801","J.K. Dobbins","OSU","RB",6300,0.12,11,10,2018,6,5.5
"806","JaMycal Hasty","BAY","RB",4500,0.04,11,10,2018,2.7,2.2
"810","Damarea Crockett","MIZZ","RB",4700,0.02,11,10,2018,21,16.5
"812","Kennedy McKoy","WVU","RB",5000,0.01,11,10,2018,24.5,23
"813","D'Andre Swift","UGA","RB",5600,0.09,11,10,2018,32.4,27.9
"814","Maurice Washington","NEB","RB",4800,0.03,11,10,2018,9.7,9.2
"818","Miles Sanders","PSU","RB",6100,0.04,11,10,2018,25.8,21.3
"820","Trestan Ebner","BAY","RB",4000,0,11,10,2018,3.8,2.8
"824","Jordan Scarlett","UF","RB",4600,0.02,11,10,2018,22.5,18.5
"828","Tre Watson","UT","RB",4800,0.01,11,10,2018,17.3,16.3
"843","Mon Denson","SCAR","RB",3000,0,11,10,2018,6,5.5
"845","Asim Rose","UK","RB",4000,0,11,10,2018,16.8,14.8
"853","Kadarius Toney","UF","RB",3000,0,11,10,2018,14.3,13.3
"869","Christian Beal-Smith","WAKE","RB",3200,0,11,10,2018,1.4,0.9
"879","Trayveon Williams","TA&M","RB",7500,0.31,11,11,2018,36.2,31.7
"881","James Williams","WSU","RB",6900,0.22,11,11,2018,20.3,17.8
"882","Kennedy Brooks","OU","RB",5700,0.08,11,11,2018,32.2,27.7
"883","Max Borghi","WSU","RB",4800,0.17,11,11,2018,23.4,21.9
"884","Miles Sanders","PSU","RB",5900,0.25,11,11,2018,10.7,8.7
"886","Kennedy McKoy","WVU","RB",4600,0.08,11,11,2018,34.2,30.2
"887","Trey Sermon","OU","RB",7400,0.12,11,11,2018,5.8,4.8
"888","Mekhi Sargent","IOWA","RB",4300,0.07,11,11,2018,32,27.5
"890","Adrian Killins Jr.","UCF","RB",6700,0.06,11,11,2018,4,3.5
"891","Josh Jacobs","BAMA","RB",4700,0.05,11,11,2018,9.5,8.5
"897","Travon McMillian","COL","RB",6300,0.06,11,11,2018,11.7,11.2
"904","Greg McCrae","UCF","RB",5000,0.12,11,11,2018,12.1,11.6
"908","Connor Heyward","MSU","RB",5600,0.07,11,11,2018,9.9,9.4
"910","Chuba Hubbard","OKST","RB",3700,0.03,11,11,2018,26.3,20.8
"914","Darius Anderson","TCU","RB",4400,0.02,11,11,2018,6.5,6
"917","Martell Pettaway","WVU","RB",4200,0.08,11,11,2018,5.3,4.8
"918","David Montgomery","ISU","RB",7600,0.1,11,11,2018,14.8,13.3
"919","Garrett Groshek","WISC","RB",3800,0,11,11,2018,12.2,11.2
"920","Toren Young","IOWA","RB",4000,0,11,11,2018,20.3,19.8
"923","Sewo Olonilua","TCU","RB",3400,0.01,11,11,2018,5.5,4.5
"927","Isaiah Woullard","MISS","RB",4000,0,11,11,2018,14.7,10.2
"928","Trestan Ebner","BAY","RB",3400,0,11,11,2018,10.3,8.8
"930","Isaiah Bowser","NW","RB",5100,0.06,11,11,2018,26.8,25.3
"938","Aeris Williams","MSST","RB",4000,0,11,11,2018,16.7,13.2
"950","Emari Demercado","TCU","RB",3000,0,11,11,2018,8.7,7.7
"965","Eric Swinney","MISS","RB",3000,0,11,11,2018,2.3,1.8
"966","Tevin Bush","WVU","RB",3600,0,11,11,2018,4.7,3.7
"977","A.J. Turner","SCAR","RB",4100,0.01,11,11,2018,13.9,13.4
"980","Alex Barnes","KSU","RB",6600,0.27,11,12,2018,30.9,26.9
"981","Darrin Hall","PITT","RB",5900,0.17,11,12,2018,8,5.5
"984","Ryquell Armstead","TEMP","RB",8600,0.2,11,12,2018,10,9
"988","Devine Ozigbo","NEB","RB",7000,0.05,11,12,2018,10,8.5
"991","Dexter Williams","ND","RB",8800,0.12,11,12,2018,23.6,23.1
"999","Kennedy McKoy","WVU","RB",5000,0.08,11,12,2018,22.5,21
"1001","J.K. Dobbins","OSU","RB",6800,0.07,11,12,2018,5.8,5.3
"1006","Maurice Washington","NEB","RB",3800,0.01,11,12,2018,3.6,2.6
"1007","Martell Pettaway","WVU","RB",4800,0.04,11,12,2018,24,23.5
"1013","Da'Leon Ward","TTU","RB",5900,0.06,11,12,2018,13.3,11.8
"1016","Moe Neal","SYR","RB",5000,0.02,11,12,2018,5.7,5.2
"1017","Chuba Hubbard","OKST","RB",4900,0.1,11,12,2018,24.1,21.6
"1018","Dontae Strickland","SYR","RB",4300,0.01,11,12,2018,18.2,14.2
"1020","Connor Heyward","MSU","RB",5000,0.1,11,12,2018,20.9,18.4
"1025","Hassan Hall","UL","RB",4100,0,11,12,2018,7.9,6.9
"1027","Colin Wilson","UL","RB",3900,0.02,11,12,2018,4.6,4.1
"1034","Tyler Badie","MIZZ","RB",3400,0,11,12,2018,9.8,8.8
"1037","La'Darius Jefferson","MSU","RB",3700,0.01,11,12,2018,2.9,2.4
"1043","Tony Jones Jr.","ND","RB",4000,0,11,12,2018,4.3,3.8
"1137","Patrick Taylor Jr.","MEM","RB",6700,0.07,8,14,2018,27.1,22.1
"1139","Tony Pollard","MEM","RB",5500,0.11,8,14,2018,7.1,6.1
"1140","Ronnie Rivers","FRES","RB",5600,0.17,8,14,2018,13.7,13.2
"1141","Darrell Henderson","MEM","RB",9500,0.11,8,14,2018,44.9,40.9
"1142","J.K. Dobbins","OSU","RB",6300,0.09,8,14,2018,27.8,25.8
"1146","D'Andre Swift","UGA","RB",6300,0.06,8,14,2018,31.8,28.8
"1148","Trey Sermon","OU","RB",4700,0.16,8,14,2018,13.8,13.3
"1149","Isaiah Bowser","NW","RB",5800,0.2,8,14,2018,10.6,9.6
"1150","Damien Harris","BAMA","RB",5200,0.04,8,14,2018,6.1,5.6
"1155","Keaontay Ingram","UT","RB",5900,0.06,8,14,2018,5.9,4.4
"1161","Greg McCrae","UCF","RB",7000,0.11,8,14,2018,36.6,32.1
"1162","Mike Weber","OSU","RB",5300,0.06,8,14,2018,9.2,6.7
"1168","Darrin Hall","PITT","RB",5200,0,8,14,2018,9.2,8.7
"1175","Otis Anderson","UCF","RB",4000,0.01,8,14,2018,14,13.5
"1186","Robert Mahone","BSU","RB",3200,0,8,14,2018,1.6,1.1
"1199","Patrick Taylor Jr.","MEM","RB",8500,0.19,10,1,2019,26.2,20.2
"1203","Javonte Williams","UNC","RB",4600,0.02,10,1,2019,15.7,12.2
"1204","BJ Emmons","FAU","RB",4100,0.02,10,1,2019,0.9,0.4
"1206","J.K. Dobbins","OSU","RB",7900,0.28,10,1,2019,16.5,15
"1208","Elijah Mitchell","ULL","RB",5200,0.03,10,1,2019,11.5,10.5
"1210","Tavien Feaster","SCAR","RB",4000,0.08,10,1,2019,16.3,15.3
"1211","Stevie Scott III","IU","RB",8100,0.12,10,1,2019,22.6,21.1
"1212","Michael Carter","UNC","RB",6200,0,10,1,2019,9.7,9.2
"1213","Shakif Seymour","TOL","RB",4600,0,10,1,2019,4,3.5
"1214","Rico Dowdle","SCAR","RB",5100,0.05,10,1,2019,9.4,8.4
"1217","Asim Rose","UK","RB",6100,0.28,10,1,2019,18,16.5
"1218","Caleb Huntley","BALL","RB",4600,0.03,10,1,2019,16.8,15.8
"1220","Deon Jackson","DUKE","RB",4700,0.02,10,1,2019,6.2,5.2
"1221","Kylin Hill","MSST","RB",7800,0.17,10,1,2019,30.7,27.2
"1222","Dorian Maddox","STAN","RB",4600,0,10,1,2019,6.1,5.6
"1223","Deshawn McClease","VT","RB",4600,0.03,10,1,2019,5.1,4.6
"1226","Cameron Scarlett","STAN","RB",5900,0.05,10,1,2019,15.4,13.9
"1228","Brittain Brown","DUKE","RB",4000,0,10,1,2019,2.9,0.4
"1233","Demario McCall","OSU","RB",3400,0.02,10,1,2019,2.8,2.3
"1236","Brian Robinson Jr.","BAMA","RB",5300,0,10,1,2019,9.3,8.8
"1239","Jerome Ford","BAMA","RB",4000,0.01,10,1,2019,14.4,12.4
"1240","Raymond Calais","ULL","RB",4300,0,10,1,2019,13.5,11.5
"1244","Kenneth Gainwell","MEM","RB",3400,0.27,10,1,2019,17.8,14.8
"1245","Hussein Howe","ECU","RB",4100,0,10,1,2019,3.4,2.9
"1247","John Moten IV","NW","RB",4000,0,10,1,2019,8.8,8.3
"1250","Ronnie Walker Jr.","IU","RB",4000,0,10,1,2019,2.7,2.2
"1252","Dedrick Mills","NEB","RB",4700,0.06,11,2,2019,6.5,5.5
"1253","Mekhi Sargent","IOWA","RB",6200,0.31,11,2,2019,9.1,8.1
"1254","Ke'Shawn Vaughn","VAND","RB",6100,0.25,11,2,2019,17.8,15.8
"1255","Travis Etienne","CLEM","RB",9400,0.24,11,2,2019,14.5,12.5
"1256","Moe Neal","SYR","RB",5000,0.1,11,2,2019,14.7,11.7
"1257","Tyler Badie","MIZZ","RB",5900,0.09,11,2,2019,11.6,10.1
"1258","Alex Fontenot","COL","RB",6300,0.22,11,2,2019,10.2,8.2
"1259","Larry Rountree III","MIZZ","RB",7200,0.04,11,2,2019,23,19
"1261","Zander Horvath","PUR","RB",4800,0.07,11,2,2019,5.8,4.3
"1262","Joshua Kelley","UCLA","RB",7600,0.03,11,2,2019,13.5,12.5
"1263","J.K. Dobbins","OSU","RB",7300,0.13,11,2,2019,30.6,27.1
"1264","Johnny Ford","USF","RB",5800,0.02,11,2,2019,13,11
"1266","Jerry Howard Jr.","GT","RB",3800,0,11,2,2019,1,0.5
"1267","Jordan Mason","GT","RB",4500,0.12,11,2,2019,22.4,18.4
"1270","Tyler Goodson","IOWA","RB",3400,0,11,2,2019,6.2,5.7
"1274","Isaih Pacheco","RU","RB",5100,0.11,11,2,2019,10.7,8.7
"1280","Kennedy McKoy","WVU","RB",6000,0.03,11,2,2019,2.2,1.2
"1281","Juwan Washington","SDSU","RB",7100,0.02,11,2,2019,11.5,9.5
"1282","Zach Charbonnet","MICH","RB",5300,0.05,11,2,2019,33.6,29.6
"1283","Kenyon Sims","IL","RB",3000,0,11,2,2019,3,1
"1284","Dre Brown","IL","RB",3600,0.08,11,2,2019,5.5,5
"1285","Ra'Von Bonner","IL","RB",4000,0.06,11,2,2019,11,10.5
"1286","Art Thompkins","UCONN","RB",4800,0.01,11,2,2019,7.5,5.5
"1287","Jashaun Corbin","TA&M","RB",7000,0.06,11,2,2019,5.8,4.8
"1288","Jaren Mangham","COL","RB",4000,0,11,2,2019,18.5,18
"1289","Raheem Blackshear","RU","RB",7200,0.06,11,2,2019,5.9,4.4
"1293","Jake Funk","UMD","RB",3700,0.01,11,2,2019,17.9,16.9
"1294","Lyn-J Dixon","CLEM","RB",6000,0.02,11,2,2019,16.7,15.7
"1296","Martell Pettaway","WVU","RB",4400,0,11,2,2019,2.1,1.1
"1297","Maurice Washington","NEB","RB",3700,0.07,11,2,2019,32.5,27.5
"1298","Tavion Thomas","CINCY","RB",4000,0,11,2,2019,6.3,4.8
"1301","Isaiah Spiller","TA&M","RB",3600,0.01,11,2,2019,6.6,5.6
"1305","Jordan Byrd","SDSU","RB",3200,0,11,2,2019,9.1,7.1
"1306","Anthony McFarland Jr.","UMD","RB",7100,0.05,11,2,2019,32,31
"1310","Artice Hobbs IV","ARMY","RB",3400,0,11,2,2019,7.6,6.6
"1323","Elijah Collins","MSU","RB",3000,0.44,12,3,2019,14.4,13.9
"1324","Adrian Killins Jr.","UCF","RB",5600,0.09,12,3,2019,11.2,9.2
"1327","Shamari Brooks","TLSA","RB",4800,0.05,12,3,2019,29.3,25.3
"1329","Vavae Malepeai","USC","RB",6000,0.11,12,3,2019,21.4,19.9
"1330","J.K. Dobbins","OSU","RB",7500,0.22,12,3,2019,37.7,33.7
"1335","Jordan Houston","NCST","RB",3000,0,12,3,2019,7.5,7
"1336","Mekhi Sargent","IOWA","RB",6400,0.03,12,3,2019,11.3,9.8
