"","opp_team","week","opp_sacks","year","opp_hur","team","L3_sacks","L3_hurries"
"1756","South Florida",2,2,2019,0,"Georgia Tech",2.25,2
"1757","Stanford",2,1,2019,0,"USC",3.5,3
"1758","Syracuse",2,1,2019,0,"Maryland",5.5,2.75
"1759","Tennessee",2,4,2019,7,"BYU",2.75,1.75
"1760","Texas",2,4,2019,1,"LSU",3,1.75
"1761","Texas A&M",2,2,2019,1,"Clemson",3.75,2
"1762","Texas State",2,1,2019,2,"Wyoming",1,2
"1763","Texas Tech",2,3,2019,7,"UTEP",3.125,2.25
"1764","Tulane",2,0,2019,2,"Auburn",3.25,1.75
"1765","Tulsa",2,1,2019,2,"San José State",1.5,0.75
"1766","UAB",2,5,2019,2,"Akron",2,0.75
"1767","UCF",2,5,2019,5,"Florida Atlantic",3,5.75
"1768","UCLA",2,2,2019,0,"San Diego State",0.75,0.75
"1769","UMass",2,2,2019,0,"Southern Illinois",0.75,0.5
"1770","UNLV",2,0,2019,0,"Arkansas State",2.75,0
"1771","USC",2,3,2019,0,"Stanford",1.75,0
"1772","Utah",2,4,2019,0,"Northern Illinois",2.75,1.5
"1773","Utah State",2,0,2019,9,"Stony Brook",2,3
"1774","UTEP",2,1,2019,1,"Texas Tech",2,1.5
"1775","UT San Antonio",2,1,2019,3,"Baylor",1.75,3.75
"1776","Vanderbilt",2,0,2019,1,"Purdue",1.25,3.5
"1777","Virginia",2,7,2019,0,"William & Mary",1.75,3.25
"1778","Virginia Tech",2,5,2019,7,"Old Dominion",1.25,3.75
"1779","Wake Forest",2,4,2019,2,"Rice",1.5,2.25
"1780","Washington",2,3,2019,0,"California",2.25,0.75
"1781","Washington State",2,1,2019,2,"Northern Colorado",3,1.5
"1782","Western Kentucky",2,1,2019,1,"Florida International",3.5,2.25
"1783","Western Michigan",2,0,2019,3,"Michigan State",2.5,1.25
"1784","West Virginia",2,2,2019,2,"Missouri",2.5,1
"1785","Wyoming",2,5,2019,6,"Texas State",1.75,0.25
"1786","Wisconsin",2,1,2019,1,"Central Michigan",2.5,1
"1787","Connecticut",2,2,2019,7,"Illinois",1.25,0.5
"1788","New Mexico State",2,0,2019,2,"Alabama",1.5,2.25
"1789","Old Dominion",2,1,2019,0,"Virginia Tech",2.5,4
"1790","Air Force",3,2,2019,3,"Colorado",1.5,1.25
"1791","Alabama",3,3,2019,5,"South Carolina",2,4.5
"1792","Akron",3,0,2019,1,"Central Michigan",1.5,1
"1793","Arizona",3,0,2019,0,"Texas Tech",1,0.5
"1794","Arizona State",3,1,2019,2,"Michigan State",2.375,0
"1795","Arkansas",3,3,2019,5,"Colorado State",1.75,3
"1796","Arkansas State",3,0,2019,0,"Georgia",3,2
"1797","Army",3,5,2019,1,"UT San Antonio",1.25,0.25
"1798","Auburn",3,5,2019,5,"Kent State",1.75,2.25
"1799","Ball State",3,1,2019,0,"Florida Atlantic",1,1.5
"1800","Boise State",3,6,2019,3,"Portland State",2.5,0.25
"1801","Boston College",3,0,2019,0,"Kansas",1.75,2.5
"1802","Bowling Green",3,5,2019,1,"Louisiana Tech",2.75,0.75
"1803","Buffalo",3,2,2019,1,"Liberty",2.75,1.5
"1804","BYU",3,2,2019,0,"USC",1.75,0.25
"1805","California",3,2,2019,4,"North Texas",2.75,1.5
"1806","Central Michigan",3,8,2019,0,"Akron",0.75,1.5
"1807","Charlotte",3,5,2019,2,"UMass",2.375,2.25
"1808","Cincinnati",3,5,2019,1,"Miami (OH)",2.25,3.25
"1809","Clemson",3,8,2019,7,"Syracuse",2.75,4
"1810","Coastal Carolina",3,2,2019,2,"Norfolk State",0.75,1.5
"1811","Colorado",3,0,2019,0,"Air Force",3,1.5
"1812","Colorado State",3,1,2019,2,"Arkansas",1.75,3.5
"1813","Duke",3,6,2019,10,"Middle Tennessee",1.25,1.25
"1814","East Carolina",3,2,2019,0,"Navy",1.75,1.75
"1815","Eastern Michigan",3,6,2019,1,"Illinois",2.25,2.25
"1816","Florida",3,1,2019,3,"Kentucky",5.5,4.25
"1817","Florida Atlantic",3,5,2019,3,"Ball State",2.25,1.75
"1818","Florida International",3,1,2019,4,"New Hampshire",0.5,1
"1819","Florida State",3,2,2019,0,"Virginia",2.5,4.5
"1820","Georgia",3,4,2019,0,"Arkansas State",3.25,2
"1821","Georgia Southern",3,5,2019,0,"Minnesota",1.75,0.25
"1822","Georgia State",3,0,2019,1,"Western Michigan",2.5,1
"1823","Georgia Tech",3,1,2019,0,"The Citadel",1.5,0.75
"1824","Hawai'i",3,1,2019,0,"Washington",1.75,1.5
"1825","Houston",3,2,2019,4,"Washington State",1.5,1.5
"1826","Illinois",3,1,2019,2,"Eastern Michigan",3.5,2.75
"1827","Indiana",3,2,2019,2,"Ohio State",2.75,2
"1828","Iowa",3,1,2019,4,"Iowa State",2,3.75
"1829","Iowa State",3,2,2019,3,"Iowa",2.5,3
"1830","Kansas",3,1,2019,1,"Boston College",2.25,1.25
"1831","Kansas State",3,2,2019,3,"Mississippi State",1.5,2.25
"1832","Kent State",3,2,2019,0,"Auburn",2.25,1
"1833","Kentucky",3,1,2019,4,"Florida",3.75,1.5
"1834","Liberty",3,3,2019,4,"Buffalo",2,1.25
"1835","Louisiana",3,2,2019,2,"Texas Southern",2.75,2.75
"1836","Louisiana Tech",3,0,2019,6,"Bowling Green",2.75,2.25
"1837","Louisville",3,1,2019,3,"Western Kentucky",2.75,1.75
"1838","LSU",3,1,2019,0,"Northwestern State",3.25,3
"1839","Marshall",3,0,2019,6,"Ohio",2.5,4
"1840","Maryland",3,1,2019,0,"Temple",3.5,0
"1841","Memphis",3,2,2019,8,"South Alabama",2.75,2.25
"1842","Miami",3,3,2019,4,"Bethune-Cookman",3.75,2.25
"1843","Miami (OH)",3,4,2019,0,"Cincinnati",1.75,2.25
"1844","Michigan State",3,4,2019,7,"Arizona State",2.5,2.25
"1845","Middle Tennessee",3,0,2019,1,"Duke",2.75,2.5
"1846","Minnesota",3,1,2019,0,"Georgia Southern",1.875,0.25
"1847","Mississippi State",3,1,2019,3,"Kansas State",3,3
"1848","Missouri",3,3,2019,6,"Southeast Missouri State",2.75,1.5
"1849","Navy",3,0,2019,4,"East Carolina",1,1
"1850","NC State",3,1,2019,0,"West Virginia",2.5,4.75
"1851","Nebraska",3,3,2019,4,"Northern Illinois",2,2.75
"1852","Nevada",3,1,2019,0,"Weber State",1.25,1.5
"1853","New Mexico",3,1,2019,3,"Notre Dame",2.25,2
"1854","North Carolina",3,1,2019,1,"Wake Forest",3.25,5.75
"1855","Northern Illinois",3,0,2019,5,"Nebraska",2.25,1.25
"1856","North Texas",3,6,2019,2,"California",1.75,2.75
"1857","Northwestern",3,5,2019,0,"UNLV",2.625,1.25
"1858","Notre Dame",3,0,2019,6,"New Mexico",3,3.75
"1859","Ohio",3,0,2019,12,"Marshall",1.25,5
"1860","Ohio State",3,6,2019,1,"Indiana",4.25,1.75
"1861","Oklahoma",3,4,2019,4,"UCLA",2.75,2.75
"1862","Oklahoma State",3,3,2019,6,"Tulsa",1.5,3.25
"1863","Ole Miss",3,3,2019,4,"Southeastern Louisiana",2,3.5
"1864","Oregon",3,4,2019,2,"Montana",2.75,5.75
"1865","Oregon State",3,3,2019,1,"Cal Poly",2.25,0.75
"1866","Penn State",3,3,2019,5,"Pittsburgh",4.25,0.75
"1867","Pittsburgh",3,3,2019,3,"Penn State",2.75,3
"1868","Purdue",3,3,2019,0,"TCU",1.75,1.25
"1869","Rice",3,1,2019,2,"Texas",0.75,2
"1870","San Diego State",3,6,2019,0,"New Mexico State",2.25,0.25
"1871","SMU",3,5,2019,2,"Texas State",2.25,2.5
"1872","South Alabama",3,1,2019,1,"Memphis",1.75,1.5
"1873","South Carolina",3,2,2019,2,"Alabama",2.25,3.25
"1874","Southern Mississippi",3,4,2019,1,"Troy",3,2.75
"1875","South Florida",3,3,2019,1,"South Carolina State",2,1.5
"1876","Stanford",3,0,2019,1,"UCF",3.25,1.75
"1877","Syracuse",3,0,2019,3,"Clemson",4.5,1.75
"1878","TCU",3,3,2019,0,"Purdue",2,1.25
"1879","Temple",3,4,2019,0,"Maryland",2.75,2
"1880","Tennessee",3,0,2019,4,"Chattanooga",2.5,2.75
"1881","Texas",3,3,2019,3,"Rice",2.5,0.75
"1882","Texas A&M",3,0,2019,8,"Lamar",3.5,1
"1883","Texas State",3,0,2019,1,"SMU",1,2
"1884","Texas Tech",3,2,2019,0,"Arizona",2.5,3
"1885","Toledo",3,2,2019,2,"Murray State",2.75,1.5
"1886","Troy",3,1,2019,3,"Southern Mississippi",2.5,1.75
"1887","Tulane",3,2,2019,0,"Missouri State",2,2.25
"1888","Tulsa",3,0,2019,3,"Oklahoma State",1.75,1.25
"1889","UCF",3,0,2019,6,"Stanford",3.25,6
"1890","UCLA",3,1,2019,1,"Oklahoma",1,0.75
"1891","UMass",3,1,2019,0,"Charlotte",1,0.5
"1892","UNLV",3,1,2019,4,"Northwestern",2,0
"1893","USC",3,3,2019,1,"BYU",2.5,0
"1894","Utah",3,2,2019,0,"Idaho State",2.25,0.75
"1895","UT San Antonio",3,2,2019,0,"Army",1.75,3.75
"1896","Virginia",3,3,2019,0,"Florida State",3.25,3.25
"1897","Virginia Tech",3,4,2019,5,"Furman",2,4.75
"1898","Wake Forest",3,6,2019,4,"North Carolina",2.25,2.5
"1899","Washington",3,1,2019,0,"Hawai'i",2.75,0.75
"1900","Washington State",3,2,2019,4,"Houston",2,1.5
"1901","Western Kentucky",3,3,2019,4,"Louisville",3,2
"1902","Western Michigan",3,4,2019,2,"Georgia State",2.5,1.75
"1903","West Virginia",3,3,2019,1,"NC State",2,1
"1904","Wyoming",3,4,2019,0,"Idaho",2.75,1.75
"1905","New Mexico State",3,0,2019,0,"San Diego State",1.25,2
"1906","Air Force",4,1,2019,0,"Boise State",1.5,2
"1907","Alabama",4,2,2019,2,"Southern Mississippi",2.25,4
"1908","Akron",4,0,2019,1,"Troy",1,0.5
"1909","Appalachian State",4,3,2019,2,"North Carolina",2.5,3.25
"1910","Arizona State",4,0,2019,0,"Colorado",2.375,0.5
"1911","Arkansas",4,1,2019,5,"San José State",2.5,3.75
"1912","Arkansas State",4,2,2019,0,"Southern Illinois",2.5,1.75
"1913","Army",4,0,2019,2,"Morgan State",2.25,0.5
"1914","Auburn",4,3,2019,7,"Texas A&M",2.25,2.75
"1915","Ball State",4,0,2019,1,"NC State",1.25,1.25
"1916","Baylor",4,3,2019,2,"Rice",2,3
"1917","Boise State",4,1,2019,0,"Air Force",3.75,1
"1918","Boston College",4,0,2019,0,"Rutgers",1.25,1.75
"1919","Bowling Green",4,1,2019,0,"Kent State",3.75,1
"1920","Buffalo",4,3,2019,0,"Temple",2.75,1.25
"1921","BYU",4,0,2019,0,"Washington",1.75,0.25
"1922","California",4,3,2019,2,"Ole Miss",3,2.25
"1923","Central Michigan",4,4,2019,3,"Miami",2.25,1.25
"1924","Charlotte",4,1,2019,0,"Clemson",3.625,2.75
"1925","Clemson",4,2,2019,3,"Charlotte",4,3.75
"1926","Coastal Carolina",4,2,2019,0,"UMass",1.25,1.5
"1927","Colorado",4,1,2019,0,"Arizona State",2.75,1
"1928","Colorado State",4,0,2019,1,"Toledo",2,3.75
"1929","East Carolina",4,2,2019,3,"William & Mary",2.25,1.5
"1930","Eastern Michigan",4,2,2019,1,"Central Connecticut",2.75,1.5
"1931","Florida",4,4,2019,0,"Tennessee",5.25,2.5
"1932","Florida Atlantic",4,1,2019,3,"Wagner",2.75,2.5
"1933","Florida International",4,1,2019,3,"Louisiana Tech",0.5,2
"1934","Florida State",4,6,2019,2,"Louisville",2.5,3.75
"1935","Fresno State",4,3,2019,2,"Sacramento State",2.5,1
"1936","Georgia",4,0,2019,0,"Notre Dame",3.5,2
"1937","Georgia State",4,1,2019,3,"Texas State",1.75,1.25
"1938","Hawai'i",4,1,2019,3,"Central Arkansas",1.5,1.25
"1939","Houston",4,4,2019,0,"Tulane",1.75,2
"1940","Illinois",4,2,2019,0,"Nebraska",3.25,2.75
"1941","Indiana",4,2,2019,3,"Connecticut",3.25,1.75
"1942","Iowa State",4,3,2019,2,"Louisiana Monroe",2.25,3.5
"1943","Kansas",4,3,2019,2,"West Virginia",2.25,1
"1944","Kent State",4,2,2019,2,"Bowling Green",2.75,1
"1945","Kentucky",4,2,2019,0,"Mississippi State",2.25,2.5
"1946","Liberty",4,2,2019,1,"Hampton",1.75,1.75
"1947","Louisiana",4,2,2019,3,"Ohio",2.5,2.5
"1948","Louisiana Monroe",4,0,2019,2,"Iowa State",1,0.75
"1949","Louisiana Tech",4,3,2019,1,"Florida International",1.75,3.75
"1950","Louisville",4,2,2019,4,"Florida State",2.75,2.25
"1951","LSU",4,3,2019,3,"Vanderbilt",2.5,2.5
"1952","Miami",4,4,2019,4,"Central Michigan",3.5,2.5
"1953","Miami (OH)",4,2,2019,0,"Ohio State",2.5,1.75
"1954","Michigan",4,1,2019,0,"Wisconsin",1.5,2.5
"1955","Michigan State",4,2,2019,4,"Northwestern",3.25,3.75
"1956","Mississippi State",4,3,2019,5,"Kentucky",2,2.5
"1957","Missouri",4,4,2019,5,"South Carolina",2.75,2.25
"1958","NC State",4,2,2019,4,"Ball State",2.5,4.25
"1959","Nebraska",4,2,2019,1,"Illinois",2.5,2.75
"1960","Nevada",4,3,2019,2,"UTEP",1,0.75
"1961","New Mexico",4,2,2019,6,"New Mexico State",2.5,2.75
"1962","North Carolina",4,2,2019,2,"Appalachian State",2.5,4
"1963","North Texas",4,3,2019,5,"UT San Antonio",3.25,3
"1964","Northwestern",4,2,2019,3,"Michigan State",2.875,1.25
"1965","Notre Dame",4,0,2019,0,"Georgia",1.75,4.75
"1966","Ohio",4,3,2019,4,"Louisiana",1.25,7.5
"1967","Ohio State",4,5,2019,1,"Miami (OH)",5,1.5
"1968","Oklahoma State",4,0,2019,2,"Texas",1.75,4.5
"1969","Ole Miss",4,4,2019,7,"California",2.25,4.5
"1970","Oregon",4,5,2019,4,"Stanford",3.5,3.5
"1971","Pittsburgh",4,6,2019,7,"UCF",3.25,3.5
"1972","Rice",4,2,2019,6,"Baylor",0.75,2.25
"1973","Rutgers",4,0,2019,3,"Boston College",1.25,3.75
"1974","San Diego State",4,0,2019,0,"Utah State",3,0.25
"1975","San José State",4,0,2019,5,"Arkansas",1.25,2.5
"1976","SMU",4,3,2019,3,"TCU",3.5,2.5
"1977","South Alabama",4,1,2019,1,"UAB",2,1.75
"1978","South Carolina",4,2,2019,1,"Missouri",2.75,3.75
"1979","Southern Mississippi",4,1,2019,1,"Alabama",3.25,2.25
"1980","Stanford",4,4,2019,2,"Oregon",1.75,1.75
"1981","Syracuse",4,3,2019,8,"Western Michigan",3,1.25
"1982","TCU",4,1,2019,3,"SMU",2.75,0.75
"1983","Temple",4,1,2019,1,"Buffalo",3,1
"1984","Tennessee",4,2,2019,5,"Florida",2.25,3.75
"1985","Texas",4,2,2019,1,"Oklahoma State",2.5,1.5
"1986","Texas A&M",4,1,2019,4,"Auburn",2.75,3
"1987","Texas State",4,2,2019,4,"Georgia State",0.75,2
"1988","Toledo",4,1,2019,5,"Colorado State",3,2
"1989","Troy",4,2,2019,2,"Akron",2,1.75
"1990","Tulane",4,3,2019,0,"Houston",1.75,1.5
"1991","Tulsa",4,1,2019,1,"Wyoming",1.75,2
"1992","UAB",4,5,2019,2,"South Alabama",3,1.25
"1993","UCF",4,1,2019,8,"Pittsburgh",2.25,7.25
"1994","UCLA",4,2,2019,4,"Washington State",1,1
"1995","UMass",4,1,2019,0,"Coastal Carolina",1.25,0.5
"1996","USC",4,2,2019,0,"Utah",3,0.25
"1997","Utah",4,1,2019,0,"USC",2,0.75
"1998","Utah State",4,4,2019,1,"San Diego State",1.75,4.5
"1999","UTEP",4,0,2019,2,"Nevada",2,1
"2000","UT San Antonio",4,0,2019,2,"North Texas",2,2.75
"2001","Vanderbilt",4,2,2019,2,"LSU",1,3.5
"2002","Virginia",4,6,2019,0,"Old Dominion",3.75,3
"2003","Wake Forest",4,2,2019,2,"Elon",3.25,3.25
"2004","Washington",4,2,2019,1,"BYU",2.5,0.25
"2005","Washington State",4,1,2019,9,"UCLA",1.75,2.5
"2006","Western Michigan",4,3,2019,3,"Syracuse",2.75,2.25
"2007","West Virginia",4,2,2019,0,"Kansas",2.25,0.75
"2008","Wyoming",4,7,2019,7,"Tulsa",3.75,1.75
"2009","Wisconsin",4,2,2019,7,"Michigan",2,1
"2010","Connecticut",4,1,2019,1,"Indiana",1.5,2.25
"2011","New Mexico State",4,0,2019,0,"New Mexico",0.75,1.5
"2012","Old Dominion",4,2,2019,0,"Virginia",2,2.75
"2013","Air Force",5,1,2019,4,"San José State",1.25,1.75
"2014","Alabama",5,1,2019,6,"Ole Miss",2.25,3.75
"2015","Akron",5,0,2019,0,"UMass",0.5,0.5
"2016","Appalachian State",5,2,2019,1,"Coastal Carolina",2.25,3.25
"2017","Arizona",5,2,2019,0,"UCLA",0.5,0.25
"2018","Arizona State",5,3,2019,0,"California",2.125,0.5
"2019","Arkansas",5,4,2019,1,"Texas A&M",2.75,4.25
"2020","Arkansas State",5,2,2019,3,"Troy",2.25,1.75
"2021","Auburn",5,2,2019,1,"Mississippi State",2.75,4.25
"2022","Baylor",5,3,2019,7,"Iowa State",2.5,3.25
"2023","Boston College",5,2,2019,3,"Wake Forest",0.75,0.5
"2024","Buffalo",5,1,2019,3,"Miami (OH)",2.5,0.25
"2025","BYU",5,2,2019,1,"Toledo",0.75,0.25
"2026","California",5,2,2019,3,"Arizona State",2.75,2.75
"2027","Central Michigan",5,0,2019,0,"Western Michigan",3.25,1.25
"2028","Charlotte",5,4,2019,0,"Florida Atlantic",3.625,2.5
"2029","Cincinnati",5,2,2019,17,"Marshall",2.75,3
"2030","Clemson",5,3,2019,1,"North Carolina",4,3.75
"2031","Coastal Carolina",5,1,2019,2,"Appalachian State",1.75,0.5
"2032","Colorado State",5,1,2019,5,"Utah State",2,3.5
"2033","Duke",5,1,2019,5,"Virginia Tech",2.75,3.5
"2034","East Carolina",5,4,2019,6,"Old Dominion",2.25,2
"2035","Florida",5,4,2019,7,"Towson",5,2
"2036","Florida Atlantic",5,3,2019,9,"Charlotte",2.25,3.25
"2037","Florida State",5,2,2019,2,"NC State",3.75,2.75
"2038","Fresno State",5,1,2019,2,"New Mexico State",2.5,0.75
"2039","Georgia Southern",5,0,2019,0,"Louisiana",2.25,0.25
"2040","Georgia Tech",5,1,2019,3,"Temple",1.25,0.5
"2041","Hawai'i",5,3,2019,0,"Nevada",1.25,2
"2042","Houston",5,1,2019,7,"North Texas",2.25,2
"2043","Indiana",5,0,2019,6,"Michigan State",2.5,2.5
"2044","Iowa",5,2,2019,1,"Middle Tennessee",1.5,4
"2045","Iowa State",5,3,2019,5,"Baylor",2.5,3
"2046","Kansas",5,1,2019,1,"TCU",2.5,1.25
"2047","Kansas State",5,2,2019,2,"Oklahoma State",1,2.5
"2048","Kentucky",5,3,2019,5,"South Carolina",2.25,2.25
"2049","Liberty",5,2,2019,0,"New Mexico",2.25,2
"2050","Louisiana",5,3,2019,4,"Georgia Southern",2.25,3.25
"2051","Louisiana Monroe",5,4,2019,5,"South Alabama",0.75,1.25
"2052","Louisiana Tech",5,1,2019,2,"Rice",1.75,2.5
"2053","Marshall",5,2,2019,5,"Cincinnati",2.25,4.75
"2054","Maryland",5,0,2019,1,"Penn State",3.5,0
"2055","Memphis",5,2,2019,1,"Navy",2,3.5
"2056","Miami (OH)",5,2,2019,4,"Buffalo",2,0.5
"2057","Michigan",5,2,2019,4,"Rutgers",1.25,1
"2058","Michigan State",5,1,2019,6,"Indiana",3.75,4.5
"2059","Middle Tennessee",5,2,2019,3,"Iowa",1,2
"2060","Minnesota",5,2,2019,0,"Purdue",1.625,0.25
"2061","Mississippi State",5,2,2019,1,"Auburn",1.75,2.75
"2062","Navy",5,3,2019,1,"Memphis",1,2
"2063","NC State",5,8,2019,4,"Florida State",2.5,4
"2064","Nebraska",5,3,2019,0,"Ohio State",3,2.5
"2065","Nevada",5,2,2019,0,"Hawai'i",1.5,1.25
"2066","New Mexico",5,0,2019,1,"Liberty",2.25,4.25
"2067","North Carolina",5,1,2019,7,"Clemson",2.5,3.5
"2068","Northern Illinois",5,2,2019,0,"Vanderbilt",1.75,2
"2069","North Texas",5,2,2019,1,"Houston",3.25,3.5
"2070","Northwestern",5,1,2019,1,"Wisconsin",3.375,1
"2071","Notre Dame",5,8,2019,5,"Virginia",1.5,2.25
"2072","Ohio State",5,4,2019,0,"Nebraska",5,0.75
"2073","Oklahoma",5,1,2019,6,"Texas Tech",3,3.75
"2074","Oklahoma State",5,1,2019,5,"Kansas State",1.5,4.25
"2075","Ole Miss",5,2,2019,2,"Alabama",3,5.25
"2076","Oregon State",5,2,2019,1,"Stanford",2.25,1
"2077","Penn State",5,4,2019,3,"Maryland",4,2
"2078","Pittsburgh",5,6,2019,10,"Delaware",4.5,5.25
"2079","Purdue",5,4,2019,0,"Minnesota",2.25,1.25
"2080","Rice",5,3,2019,5,"Louisiana Tech",0.75,2.5
"2081","Rutgers",5,1,2019,0,"Michigan",1.25,4
"2082","San José State",5,0,2019,1,"Air Force",1,3.75
"2083","SMU",5,10,2019,0,"South Florida",3.75,3
"2084","South Alabama",5,2,2019,1,"Louisiana Monroe",1.25,1
"2085","South Carolina",5,4,2019,5,"Kentucky",2,2.25
"2086","Southern Mississippi",5,4,2019,1,"UTEP",3,1.75
"2087","South Florida",5,0,2019,1,"SMU",2.25,1.75
"2088","Stanford",5,4,2019,2,"Oregon State",2,2
"2089","Syracuse",5,5,2019,2,"Holy Cross",3,3.25
"2090","TCU",5,2,2019,4,"Kansas",1.75,1.5
"2091","Temple",5,3,2019,5,"Georgia Tech",2.75,1.25
"2092","Texas A&M",5,2,2019,3,"Arkansas",1.5,3.75
"2093","Texas State",5,1,2019,4,"Nicholls",0.75,2.75
"2094","Texas Tech",5,1,2019,4,"Oklahoma",2.25,3
"2095","Toledo",5,2,2019,3,"BYU",2.5,2.5
"2096","Troy",5,3,2019,3,"Arkansas State",2.25,2
"2097","UAB",5,2,2019,2,"Western Kentucky",3.75,1.75
"2098","UCF",5,3,2019,1,"Connecticut",2,8.25
"2099","UCLA",5,2,2019,0,"Arizona",1.5,1.75
"2100","UMass",5,2,2019,0,"Akron",1.25,0.5
"2101","UNLV",5,0,2019,0,"Wyoming",1.25,1
"2102","USC",5,2,2019,0,"Washington",2.75,0.25
"2103","Utah",5,1,2019,0,"Washington State",2,0
"2104","Utah State",5,2,2019,5,"Colorado State",2,4.25
"2105","UTEP",5,1,2019,2,"Southern Mississippi",1.25,1.25
"2106","Vanderbilt",5,3,2019,3,"Northern Illinois",0.75,2.75
"2107","Virginia",5,4,2019,3,"Notre Dame",5,1.75
"2108","Virginia Tech",5,0,2019,5,"Duke",2.75,4.75
"2109","Wake Forest",5,0,2019,3,"Boston College",3.25,3.25
"2110","Washington",5,1,2019,0,"USC",2.5,0.25
"2111","Washington State",5,2,2019,0,"Utah",1.75,4.75
"2112","Western Kentucky",5,3,2019,2,"UAB",3,2
"2113","Western Michigan",5,3,2019,3,"Central Michigan",2.5,3
"2114","Wyoming",5,2,2019,0,"UNLV",4.5,3.25
"2115","Wisconsin",5,5,2019,7,"Northwestern",1.75,2.75
"2116","Connecticut",5,2,2019,0,"UCF",1.75,2.25
"2117","New Mexico State",5,1,2019,3,"Fresno State",0.25,1.25
"2118","Old Dominion",5,1,2019,4,"East Carolina",1.5,1
"2119","Air Force",6,1,2019,0,"Navy",1.5,2.75
"2120","Arizona",6,0,2019,3,"Colorado",1,0.25
"2121","Arkansas State",6,1,2019,0,"Georgia State",2.5,0.75
"2122","Army",6,2,2019,0,"Tulane",2.25,1
"2123","Auburn",6,4,2019,2,"Florida",2.5,4.25
"2124","Ball State",6,1,2019,3,"Northern Illinois",0.75,1.25
"2125","Baylor",6,6,2019,0,"Kansas State",3,4.75
"2126","Boise State",6,5,2019,0,"UNLV",3.5,1
"2127","Boston College",6,0,2019,1,"Louisville",0.75,1
"2128","Bowling Green",6,0,2019,1,"Notre Dame",3,1
"2129","Buffalo",6,4,2019,4,"Ohio",2.25,1
"2130","California",6,1,2019,0,"Oregon",2.75,2.25
"2131","Central Michigan",6,5,2019,4,"Eastern Michigan",3.25,1
"2132","Cincinnati",6,3,2019,5,"UCF",2.5,6.25
"2133","Colorado",6,0,2019,4,"Arizona",2.25,0.75
"2134","Colorado State",6,4,2019,1,"San Diego State",2.25,4.25
"2135","Duke",6,3,2019,4,"Pittsburgh",2.5,4.5
"2136","East Carolina",6,2,2019,3,"Temple",3.25,3.25
"2137","Eastern Michigan",6,0,2019,0,"Central Michigan",2.75,1
"2138","Florida",6,2,2019,3,"Auburn",3.5,2.5
"2139","Florida International",6,2,2019,8,"UMass",0.75,2.25
"2140","Georgia",6,3,2019,1,"Tennessee",3,1
"2141","Georgia Southern",6,1,2019,2,"South Alabama",1.75,0.25
"2142","Georgia State",6,3,2019,1,"Arkansas State",2,2
"2143","Georgia Tech",6,1,2019,2,"North Carolina",1.5,1.25
"2144","Illinois",6,1,2019,0,"Minnesota",3.5,2.25
"2145","Iowa",6,2,2019,3,"Michigan",1.25,3.5
"2146","Iowa State",6,2,2019,2,"TCU",2.75,4
"2147","Kansas",6,1,2019,3,"Oklahoma",2,1.25
"2148","Kansas State",6,1,2019,0,"Baylor",1.25,3
"2149","Kent State",6,1,2019,0,"Wisconsin",2.75,1.25
"2150","Liberty",6,4,2019,1,"New Mexico State",2.25,1.75
"2151","Louisiana Monroe",6,2,2019,1,"Memphis",1.5,2.5
"2152","Louisville",6,0,2019,5,"Boston College",2.75,3.25
"2153","LSU",6,2,2019,1,"Utah State",2.75,1.75
"2154","Marshall",6,2,2019,6,"Middle Tennessee",2,5.5
"2155","Maryland",6,3,2019,7,"Rutgers",3.25,0.25
"2156","Memphis",6,2,2019,7,"Louisiana Monroe",2.25,3.75
"2157","Miami",6,2,2019,3,"Virginia Tech",3,3.25
"2158","Michigan",6,8,2019,6,"Iowa",1.75,2
"2159","Michigan State",6,3,2019,0,"Ohio State",2.5,5.25
"2160","Middle Tennessee",6,2,2019,9,"Marshall",1,2.5
"2161","Minnesota",6,3,2019,0,"Illinois",2,0
"2162","Missouri",6,2,2019,3,"Troy",2.5,3
"2163","Navy",6,2,2019,3,"Air Force",1.75,1.5
"2164","Nebraska",6,1,2019,1,"Northwestern",2.75,2
"2165","New Mexico",6,3,2019,2,"San José State",1.5,4
"2166","North Carolina",6,2,2019,1,"Georgia Tech",2,4.25
"2167","Northern Illinois",6,2,2019,1,"Ball State",0.75,1.5
"2168","Northwestern",6,1,2019,2,"Nebraska",2.625,1.25
"2169","Notre Dame",6,2,2019,7,"Bowling Green",3,3.5
"2170","Ohio",6,0,2019,1,"Buffalo",1.5,7.5
"2171","Ohio State",6,4,2019,1,"Michigan State",5,0.5
"2172","Oklahoma",6,3,2019,1,"Kansas",2.5,4.25
"2173","Oklahoma State",6,1,2019,1,"Texas Tech",1.5,3.5
"2174","Ole Miss",6,3,2019,8,"Vanderbilt",3,5
"2175","Oregon",6,4,2019,4,"California",3.75,4.25
"2176","Oregon State",6,3,2019,1,"UCLA",2.25,1
"2177","Penn State",6,10,2019,4,"Purdue",3.75,2.75
"2178","Pittsburgh",6,3,2019,4,"Duke",5.25,6.25
"2179","Purdue",6,1,2019,3,"Penn State",2.75,0.5
"2180","Rice",6,1,2019,2,"UAB",1.5,3.25
"2181","Rutgers",6,2,2019,5,"Maryland",1,3.25
"2182","San Diego State",6,4,2019,1,"Colorado State",2.5,0
"2183","San José State",6,0,2019,1,"New Mexico",1,3
"2184","SMU",6,1,2019,2,"Tulsa",5.75,1.75
