"","team","week","year","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency"
"6198","Temple",14,2013,1.66491249100935,1.66335941629877,7.49252324950473,6.77306145793151,-0.292572418467849,-0.117577740604396
"6199","Tennessee",14,2013,1.89432659770054,1.55974323526352,8.02650602565166,6.59844293074064,-1.73326060097871,0.546589543938792
"6200","Texas",14,2013,1.79116467283067,1.82550890969496,7.07890087613887,7.79008154636062,-0.307928407448188,-1.08111264624589
"6201","Texas A&M",14,2013,1.49079877912603,1.73100965502121,7.64269119581131,7.25148348445068,0.550767259259296,-0.957826358140577
"6202","Texas State",14,2013,1.93716931216931,1.72151657174498,7.70072581739248,6.92327954437589,-0.626435536922909,0.0588566015334545
"6203","Texas Tech",14,2013,1.6724926257241,1.5115447274721,7.88594435707016,6.8337169159954,-0.301885066070132,0.805483957948137
"6204","Toledo",14,2013,1.56218504672113,1.69487684729064,6.87379683127106,7.23452740147783,1.03984934162156,-0.879954910938828
"6205","Troy",14,2013,1.77302416520427,1.60518310580192,7.70838187511367,6.67914272802887,-0.800487741853025,1.3687058830523
"6206","Tulane",14,2013,1.80831011423795,1.95725925320233,7.62238011207083,8.65826134497973,-1.0526030451213,-1.97167212472758
"6207","Tulsa",14,2013,1.85038963518345,1.63713653552655,7.12635591308272,7.29507302729811,-1.2732873849308,-0.836826544328943
"6208","UAB",14,2013,1.84369091329162,1.44204862793972,6.97366528043161,6.90284220729765,-0.938971215314241,0.675853275019967
"6209","UCF",14,2013,1.52811047460483,1.8137856525497,7.07539162426337,7.96300702057651,0.978222448837287,-1.66714072993057
"6210","UCLA",14,2013,1.61834726568096,1.69397206806646,7.47552933238869,7.3900422436104,0.428702556713692,-1.09572778979156
"6211","UMass",14,2013,1.95963360506971,1.61415290578597,7.76170274958307,7.17487199180748,-1.05062281234593,-0.921475853471625
"6212","UNLV",14,2013,1.63971909378571,1.75339745879794,7.19211794382568,7.64835771025091,-0.27261192241956,-0.669435668785445
"6213","USC",14,2013,1.59582787343519,1.72487081372624,7.28105884896611,7.70783259036271,-0.236930786121091,-0.345974621136975
"6214","UT San Antonio",14,2013,1.67000345450773,1.84092115628318,7.88059957734446,7.80622712818229,-0.360066334065738,-1.2508771512749
"6215","Utah",14,2013,1.95075369321178,1.71623254247282,8.0062780605805,7.72738784034208,-1.99792821339868,-0.574325621880778
"6216","Utah State",14,2013,1.72750317633685,1.96095805410772,7.61680839444531,8.32135843261355,-0.775635218610141,-1.80088344579696
"6217","UTEP",14,2013,1.98804012345679,1.5291989553003,8.16435185185185,7.17639280555747,-2.5899669092379,0.809070463397595
"6218","Vanderbilt",14,2013,1.87765648054796,1.70406890065633,7.04200697491172,8.21795645793472,-0.916175180431934,-0.499754025240976
"6219","Virginia",14,2013,1.89620452363171,1.54122387943287,8.04840619344576,7.11190155362428,-1.42382948099473,-0.424678703041028
"6220","Virginia Tech",14,2013,1.84683857808858,1.88075266335757,7.60643453768454,7.95356329879433,-0.679015000475887,-1.14091191157855
"6221","Wake Forest",14,2013,1.99301435087665,1.71918250058644,8.50138669890964,6.96157083523064,-2.02153997660186,-0.480341061761909
"6222","Washington",14,2013,1.51629365052208,1.87820801685666,7.08160153584104,7.62484150267892,0.774137398539592,-1.33210574565625
"6223","Washington State",14,2013,1.67911413847606,1.58924589320993,7.44426996959145,6.90346753235038,-0.899830214264082,0.26746114112844
"6224","West Virginia",14,2013,1.75816696472608,1.69116643420833,7.89695841317427,7.36530465090654,-1.58139185416042,0.102472007078127
"6225","Western Kentucky",14,2013,1.61903289205921,1.87387554306159,6.89459573077994,7.80890833972229,-0.20918067324607,0.0132472732152737
"6226","Western Michigan",14,2013,1.8547388564783,1.65430953869978,7.51623365171967,6.72925449437645,-1.02606973308439,-0.173854024062297
"6227","Wisconsin",14,2013,1.70782976071965,2.01538904190439,6.78472782974867,7.95220276739458,-0.0176935102391774,-2.09271046218184
"6228","Wyoming",14,2013,1.77454739586042,1.5388345495006,7.37468741409924,6.82125200396043,-0.749980234955714,0.612630856654744
"6229","Arizona State",15,2013,1.66573693162204,1.88191551448431,7.1191083489213,7.89912270099458,-0.628346729115797,-1.16389308373955
"6230","Auburn",15,2013,1.52049678369899,1.69909719297655,6.69481151550143,7.33807490917463,1.26357608499345,-0.364229367463942
"6231","Baylor",15,2013,1.708160676009,1.75411233336477,7.44513450811583,7.64803810601773,-0.642889384890641,-0.637452021728007
"6232","Bowling Green",15,2013,1.49944055773383,2.12290981164856,6.91388650186963,8.17018611361042,-0.289941795912903,-1.69853940334281
"6233","Cincinnati",15,2013,1.62457185282957,1.84751062884701,7.490188179435,8.06940002538232,-0.574888057448549,-0.35648060226562
"6234","Connecticut",15,2013,1.87928804444784,1.73428401663696,7.02252195319599,8.54079338274385,-0.780896544611699,-1.1596017965966
"6235","Duke",15,2013,1.62828165749058,1.7884718370581,6.55019076596156,7.24350597748829,-0.315138258711008,-1.18735851070517
"6236","Florida State",15,2013,1.3408199387677,2.05811826154963,6.607303133653,8.49631704533665,0.998302668159494,-2.19068428493704
"6237","Fresno State",15,2013,1.4517240682351,1.79357294479643,6.6849444680249,7.43649901329456,1.30581441858684,-0.393848414967284
"6238","Louisiana",15,2013,1.44054116696928,1.72303083213434,6.58374374053129,7.79230759333243,0.194596699139796,-0.992950463870065
"6239","Louisville",15,2013,1.73772032003944,1.99253591954023,8.44690452531997,8.13097701149425,-0.685829078546043,-1.49359708612823
"6240","Marshall",15,2013,1.40077195961979,1.8475278676735,6.77770334174023,7.48833690723639,0.716677144732055,-1.44145306879792
"6241","Memphis",15,2013,1.76571892242778,1.88960537899398,7.99198636806232,7.28176702410816,-0.950523364014114,-1.30795886350874
"6242","Michigan State",15,2013,1.74047168109668,1.92009361700642,7.73927444083694,8.23047716801719,-0.357758632378631,-1.76259431610618
"6243","Missouri",15,2013,1.67705721449738,1.93905939908269,7.26960930970291,7.98117992585655,0.0414607187057487,-1.48524755231238
"6244","Northern Illinois",15,2013,1.46776918671249,1.86663114184666,6.41755977949599,6.91572144330765,0.716896670868318,-0.844251675134568
"6245","Ohio State",15,2013,1.33782049318005,1.86635362186833,6.50672033043344,7.94748235832795,0.33379753810303,0.063750527684117
"6246","Oklahoma",15,2013,1.72369613998314,1.62414349733737,7.16050679727101,8.03665004478128,0.215961964988862,-0.493603165095501
"6247","Oklahoma State",15,2013,1.58433228383159,1.88161665285954,6.97498101973947,7.72790677791735,0.24497684523154,-1.42879396912063
"6248","Rice",15,2013,1.77755813787966,1.87126028482971,7.54132724235939,7.66546631255607,-0.657616174387964,-1.03770533741074
"6249","Rutgers",15,2013,1.87584396218034,1.57867047303236,7.9957072149248,7.00864060074922,-1.47038183601343,0.353558934889194
"6250","SMU",15,2013,1.8264870680703,1.78444419683229,7.82222858840506,7.36937378270172,-1.76649726960946,-0.924855512615272
"6251","South Alabama",15,2013,1.79512549774059,1.75876100227849,7.25112836114715,7.87303106766422,-0.698998198474341,-0.676822696880257
"6252","South Florida",15,2013,1.91541507761274,1.65188718103275,8.35062168250145,8.02175180831826,-1.37731301421157,-0.757767414265631
"6253","Stanford",15,2013,1.67816188261127,1.81508938592272,6.54819664947585,8.26495911495912,0.727258077820591,-1.93259650739365
"6254","Texas",15,2013,1.74432684570933,1.78715663696768,7.01305531705877,7.74364621086278,0.397621625897988,-1.71324217009458
"6255","UCF",15,2013,1.58332224578195,1.85490676547932,7.49546175627657,8.23728416187492,0.569614543309482,-1.36158226755552
"6256","Utah State",15,2013,1.74686592143489,2.02250639386189,7.83892849248453,8.17129422421142,-0.35404564132341,-2.74370149480999
"6257","Army",16,2013,1.74839852811699,1.5748261217063,7.18298430762495,6.73315137756389,-1.32786056642303,0.478102727358463
"6258","Navy",16,2013,1.53921209985094,1.57035416906489,6.65063320559661,6.83896195464487,1.61255128669698,0.59999735656063
"6259","Abilene Christian",1,2014,1.76288659793814,1.52,6.87628865979381,7.11,-1.52214469454464,1.37385947065369
"6260","Air Force",1,2014,1.73576143106171,1.44124236587472,6.7753000448563,6.59546385649327,-0.239383326604411,1.49902640208953
"6261","Akron",1,2014,1.83762676671745,1.7621762136468,7.82708383862883,7.18559522088934,-0.397398268403278,-1.44479562210698
"6262","Alabama",1,2014,1.53514770956888,1.92746247965213,6.99333457706558,7.92144023147288,0.699490878338771,-1.21833494686277
"6263","Appalachian State",1,2014,1.94498535520207,1.4117904705114,8.08372819131333,6.86626913138541,-3.38424480181357,1.54247313119641
"6264","Arizona",1,2014,1.78465199848695,1.65004268046486,7.13989318587099,7.20028054999649,0.0677660033233078,-1.31580851341846
"6265","Arizona State",1,2014,1.71164172168709,1.77931240427471,6.89778960261734,7.63360545961527,0.231645124433278,-1.26476954711625
"6266","Arkansas",1,2014,1.71468837804477,1.59613751646101,7.28451762154125,7.62536616592694,-0.470754994168751,0.678753602372179
"6267","Arkansas State",1,2014,1.6480639669661,1.79732089938082,6.78885830194147,7.54990211099762,-0.189965946529199,-0.516166696007535
"6268","Arkansas-Pine Bluff",1,2014,2.03195488721805,1.36470588235294,8.41208133971292,6.34052287581699,-3.28831388483256,1.62030550041097
"6269","Auburn",1,2014,1.49775342086713,1.66014781269159,6.80569647125364,7.2735260848957,1.65837499817865,-0.947509724085163
"6270","Austin Peay",1,2014,2.17861489423356,1.47026374126759,8.76949072732541,6.87310651246104,-4.01161443055839,1.32276087678265
"6271","Ball State",1,2014,1.50831140606233,1.70110785876715,6.19137462650414,7.04021803151649,0.563692855282175,-0.816909720748616
"6272","Baylor",1,2014,1.76251679440997,1.77373598927875,7.57715312270234,7.60789473684211,-0.79662503119981,-0.611819166647602
"6273","Bethune-Cookman",1,2014,1.88007978557139,1.52216529407077,7.94696991009116,6.93416641706214,-2.80196602936365,0.950279880643775
"6274","Boise State",1,2014,1.61048110381995,1.83887911038268,7.07287714817435,7.48792126583424,0.00491726994812591,-1.45128624627325
"6275","Boston College",1,2014,1.64071672608437,1.71791140668051,6.59864527629234,7.68024643307088,-1.40708832469359,-0.384661069237336
"6276","Bowling Green",1,2014,1.51851211302656,2.0453888032452,7.05211831736342,8.126208522574,-0.341800083369636,-1.18165229444801
"6277","Buffalo",1,2014,1.7462829622985,1.90295217227242,7.26429983147651,8.01342225170237,-0.411720889191351,-1.2765231237287
"6278","BYU",1,2014,1.75083096542674,1.87313225832806,7.28666518407214,7.65383492928086,-1.50861658617135,-0.0562409774654884
"6279","Cal Poly",1,2014,1.79699155933145,1.63021288566718,7.75154698242934,6.65431702998107,-2.16202314115919,1.16064018114154
"6280","California",1,2014,1.86474114900906,1.49152150835311,7.56773038315094,6.65036926759899,-0.955837338188569,0.413969345623095
"6281","Central Arkansas",1,2014,1.79680420053237,1.48404456878411,7.42744843534016,7.07371702490466,-2.21144769928111,0.911737171356975
"6282","Central Michigan",1,2014,1.54659722222222,1.81259832366215,6.80777777777778,7.83536750483559,-0.832382958928736,-1.44710263484111
"6283","Chattanooga",1,2014,1.9455332495317,1.58696313620928,8.20710249679582,7.16256659422859,-2.37856287268019,1.0778557696437
"6284","Clemson",1,2014,1.48704418411376,1.94944700483472,7.26795000967702,7.84642678157305,0.509625493397767,-1.47583947168244
"6285","Colgate",1,2014,1.93827160493827,1.52,7.2962962962963,5.88,-2.75916887662936,3.62508563645404
"6286","Colorado",1,2014,1.77083600406111,1.65386537335373,7.34015847514501,7.03199906283115,-1.10974295898711,-0.201124732594642
"6287","Colorado State",1,2014,1.54443787679082,1.87803815410956,7.08601387020505,7.53596286473424,0.569802676148978,-1.44143921542287
"6288","Connecticut",1,2014,1.76499005325652,1.82284212280625,6.85660724699769,8.46256526222735,-0.531345654210434,-1.34824258374574
"6289","Duke",1,2014,1.72004195711605,1.67914194015088,6.83838655570713,7.40283587439551,-1.13967315283273,0.0465285842244497
"6290","Duquesne",1,2014,NA,NA,NA,NA,NA,NA
"6291","East Carolina",1,2014,1.47444012735185,1.72661998374135,6.6705184630807,6.85083660961919,0.350193362489199,-1.06232665136771
"6292","Eastern Illinois",1,2014,1.75188687592769,1.60970211989612,7.19218845852446,6.90014647361919,-2.36453682400629,0.761635109759212
"6293","Elon",1,2014,1.97507753178188,1.37021935518771,8.15244455862264,6.33550952973421,-3.33713309867924,1.54700402885539
"6294","Florida Atlantic",1,2014,1.61724712750954,1.99923429033018,7.34688433300149,8.82567693783447,0.475997881205264,-2.65955567178232
"6295","Florida International",1,2014,2.06118813871206,1.55820175737692,8.51013211406766,7.12845272353067,-2.87810331234142,0.473628182952999
"6296","Florida State",1,2014,1.32149004186048,2.04494028957016,6.83741734428571,8.37338043831765,1.62825624024013,-2.83448041268417
"6297","Fresno State",1,2014,1.49517644918748,1.80858650543184,6.74967661088204,7.48376751387573,0.848357087398026,-0.850614301443821
"6298","Georgia",1,2014,1.41037397441603,1.85225076251951,7.46345021281937,7.84812473400482,0.839238710150676,-0.636118951925061
"6299","Georgia Southern",1,2014,1.90490928331105,1.68902273713129,7.34050711628893,7.08519194621168,-2.69433548025864,1.31833018218205
"6300","Georgia State",1,2014,1.77266591107867,1.57662059410491,7.75999095626088,6.66827255577192,-0.478003985882943,-0.947996368956731
"6301","Georgia Tech",1,2014,1.54580496051449,1.7390290460713,7.03507648839079,8.16846205437755,0.585908196934426,-1.57065262334808
"6302","Hampton",1,2014,2.20454545454545,1.72380952380952,8.63636363636364,7.45714285714286,-4.25728487571932,-1.02274430931894
"6303","Houston",1,2014,1.88256649227126,1.88791539410898,8.28030759714017,8.35620489174018,-1.75831646643095,-1.25042237300501
"6304","Howard",1,2014,1.91313840653728,1.51082662492546,8.27989799682215,6.95799924397308,-3.45785224113871,1.23700009907418
"6305","Idaho State",1,2014,2.02948815162957,1.34306563166432,8.38798745135733,6.69834166899877,-3.38660503613685,1.91422898579568
"6306","Illinois",1,2014,1.70397763859985,1.67823342265715,7.53873834147034,6.81938458039532,-0.490059227911602,-0.354864545039644
"6307","Indiana",1,2014,1.69524424859253,1.44428701821203,7.13116794998458,6.57003577329709,-0.42664539775425,0.267538763302752
"6308","Indiana State",1,2014,1.73741349631381,1.78655188075022,7.52758525756943,6.97880098018153,-2.22155820567374,0.327402554969077
"6309","Iowa",1,2014,1.74714470922336,1.88335504002171,7.15140758118286,7.51838013838014,-0.414493905423573,-1.02806195853634
"6310","Iowa State",1,2014,1.79750891071725,1.86888740344623,7.67901013860324,7.40550462609286,-0.775338762163291,-1.03006005679655
"6311","Jacksonville State",1,2014,1.91972431077694,1.63983817336062,7.74434837092732,6.9039572328765,-3.29430848137897,0.127853053602538
"6312","James Madison",1,2014,1.94206251647097,1.45821118316655,7.94617158250961,6.7762600594255,-2.03890139903376,1.79619776489758
"6313","Kansas State",1,2014,1.52671637080479,1.72864815444511,7.96046108833848,7.22003366873264,0.497785133309809,-0.190608912517853
"6314","Kent State",1,2014,1.72944830955757,1.85569950454178,7.39987874228876,7.71560877537735,-0.378338996596164,-1.01040094651874
"6315","Kentucky",1,2014,1.93326064913635,1.56571410774964,8.75954474558647,7.06349428279112,-1.19937169275543,0.12131322183046
"6316","Liberty",1,2014,1.76610488999487,1.75924107142857,7.97425968716673,7.08942193223443,-2.73218866000608,-0.298270238559024
"6317","Louisiana",1,2014,1.64193005585817,1.75576719400582,7.232955452243,7.58239689638038,-0.927529486431421,-0.830569088064297
"6318","Louisiana Monroe",1,2014,1.81117446642943,1.65980576441103,8.10017112822393,7.53926691729323,-1.32457551652005,0.22233456381047
"6319","Louisiana Tech",1,2014,1.87812335473,1.72083249307628,8.20404062291519,7.09881266076918,-1.38682042918625,-0.471658108987854
"6320","Louisville",1,2014,1.76670018098406,1.9233394909688,8.36880574804833,7.84324316795684,-0.582825097006426,-0.995934664102313
"6321","LSU",1,2014,1.53984948470098,1.75474477315293,7.49962426113095,7.32982121698582,1.4384159290811,-1.25879839855565
"6322","Marshall",1,2014,1.56814712831075,1.78947798105218,7.01255489369704,7.35942534261054,-0.872175932749657,-0.261235801036526
"6323","Maryland",1,2014,1.81224899598394,1.88460279521238,7.99947028373233,7.37251708996254,-1.19018740662306,-1.17199209868839
"6324","Memphis",1,2014,1.85397918794183,1.75969320694128,7.97489004203577,7.17186949004668,-2.10777471703116,-0.264648867799782
