"","season","week","team","opp_team","L4_sos","L4_opp_sos"
"35744",2021,7,"Harding","Henderson State",0.53125,0.572916666666667
"35745",2021,7,"Indiana State","Missouri State",0.401041666666667,0.364583333333333
"35746",2021,7,"Ouachita Baptist","Arkansas-Monticello",0.277777777777778,0.310763888888889
"35747",2021,7,"Arkansas Tech","Southern Arkansas",0.463541666666667,0.597222222222222
"35748",2021,7,"North Dakota","Southern Illinois",0.489583333333333,0.552083333333333
"35749",2021,7,"UT Martin","Eastern Illinois",0.302083333333333,0.354166666666667
"35750",2021,7,"Clark Atlanta","Savannah State",0.407986111111111,0.282986111111111
"35751",2021,7,"Murray State","Southeast Missouri State",0.479166666666667,0.229166666666667
"35752",2021,7,"Troy","Texas State",0.364583333333333,0.369791666666667
"35753",2021,7,"Tennessee Tech","Tennessee State",0.296875,0.314236111111111
"35754",2021,7,"North Dakota State","Illinois State",0.4375,0.364583333333333
"35755",2021,7,"Butler","Morehead State",0.378472222222222,0.359375
"35756",2021,7,"Sacramento State","Montana",0.347222222222222,0.324652777777778
"35757",2021,7,"Alabama State","Jackson State",0.329861111111111,0.347222222222222
"35758",2021,7,"Southern","Arkansas-Pine Bluff",0.135416666666667,0.453125
"35759",2021,7,"Simon Fraser","MONTANASTN",0.0729166666666667,0
"35760",2021,7,"Colorado State-Pueblo","New Mexico Highlands",0.472800925925926,0.520833333333333
"35761",2021,7,"Black Hills State","Western State",0.265625,0.282986111111111
"35762",2021,7,"Chadron State","Adams State",0.611111111111111,0.378472222222222
"35763",2021,7,"North Greenville","Delta State",0.338541666666667,0.689236111111111
"35764",2021,7,"UAB","Southern Mississippi",0.557291666666667,0.578125
"35765",2021,7,"Western Kentucky","Old Dominion",0.739583333333333,0.442708333333333
"35766",2021,7,"Pittsburgh","Virginia Tech",0.510416666666667,0.59375
"35767",2021,7,"Kentucky","Georgia",0.536458333333333,0.541666666666667
"35768",2021,7,"Purdue","Iowa",0.390625,0.604166666666667
"35769",2021,7,"BYU","Baylor",0.572916666666667,0.552083333333333
"35770",2021,7,"Miami","North Carolina",0.494791666666667,0.494791666666667
"35771",2021,7,"Bowling Green","Northern Illinois",0.375,0.53125
"35772",2021,7,"Kent State","Western Michigan",0.567708333333333,0.541666666666667
"35773",2021,7,"Arizona","Colorado",0.395833333333333,0.588541666666667
"35774",2021,7,"Fresno State","Wyoming",0.302083333333333,0.46875
"35775",2021,7,"Toledo","Central Michigan",0.354166666666667,0.432291666666667
"35776",2021,7,"Morgan State","South Carolina State",0.458333333333333,0.361111111111111
"35777",2021,7,"Villanova","Albany",0.645833333333333,0.557291666666667
"35778",2021,7,"Delaware","Stony Brook",0.479166666666667,0.427083333333333
"35779",2021,7,"VMI","Mercer",0.4375,0.463541666666667
"35780",2021,7,"Rhode Island","Towson",0.447916666666667,0.489583333333333
"35781",2021,7,"Lamar","Abilene Christian",0.5625,0.375
"35782",2021,7,"Southern Utah","Northern Arizona",0.472222222222222,0.145833333333333
"35783",2021,7,"Alcorn State","Mississippi Valley State",0.296875,0.239583333333333
"35784",2021,7,"McNeese","Northwestern State",0.447916666666667,0.328125
"35785",2021,7,"Mars Hill","Limestone",0.477430555555556,0.380208333333333
"35786",2021,7,"Bluefield","Erskine",0.112847222222222,0.385416666666667
"35787",2021,7,"Texas Tech","Kansas",0.489583333333333,0.567708333333333
"35788",2021,7,"Vanderbilt","South Carolina",0.567708333333333,0.651041666666667
"35789",2021,7,"McKendree","Quincy",0.456597222222222,0.366319444444444
"35790",2021,7,"Gannon","Seton Hill College",0.431134259259259,0.40162037037037
"35791",2021,7,"Northeastern State","Missouri Western",0.263888888888889,0.689814814814815
"35792",2021,7,"West Georgia","West Florida",0.541666666666667,0.307291666666667
"35793",2021,7,"Western New Mexico","Texas A&M-Commerce",0.482638888888889,0.404513888888889
"35794",2021,7,"Catawba","Newberry",0.119791666666667,0.486111111111111
"35795",2021,7,"Central Missouri State","Missouri Southern State",0.602430555555556,0.362847222222222
"35796",2021,7,"Houston Baptist","Southeastern Louisiana",0.307291666666667,0.463541666666667
"35797",2021,7,"Eastern Kentucky","Central Arkansas",0.395833333333333,0.244791666666667
"35798",2021,7,"Idaho State","Portland State",0.432291666666667,0.357638888888889
"35799",2021,7,"North Carolina A&T","Kennesaw State",0.307291666666667,0.34375
"35800",2021,7,"South Dakota","Northern Iowa",0.364583333333333,0.520833333333333
"35801",2021,7,"Drake","San Diego",0.354166666666667,0.564236111111111
"35802",2021,7,"Shippensburg","Kutztown",0.477430555555556,0.659722222222222
"35803",2021,7,"Wingate","Barton College",0.206597222222222,0.401041666666667
"35804",2021,7,"Lindenwood","Indianapolis",0.508680555555555,0.425347222222222
"35805",2021,7,"UNC Pembroke","WV State",0.553819444444444,0.247106481481481
"35806",2021,7,"Rice","UT San Antonio",0.328125,0.473958333333333
"35807",2021,7,"Hampton","Charleston Southern",0.359375,0.359375
"35808",2021,7,"The Citadel","Furman",0.520833333333333,0.333333333333333
"35809",2021,7,"Presbyterian College","Davidson",0.296875,0.166666666666667
"35810",2021,7,"Robert Morris","North Alabama",0.34375,0.427083333333333
"35811",2021,7,"Liberty","Louisiana Monroe",0.489583333333333,0.46875
"35812",2021,7,"Alabama","Mississippi State",0.541666666666667,0.765625
"35813",2021,7,"Oklahoma Baptist","East Central",0.368055555555556,0.420138888888889
"35814",2021,7,"Minot State","Northern State",0.526041666666667,0.328125
"35815",2021,7,"Ferris State","Grand Valley State",0.237268518518519,0.284722222222222
"35816",2021,7,"University of Texas of the Permian Basin","Angelo State",0.236111111111111,0.439814814814815
"35817",2021,7,"Utah State","UNLV",0.5,0.609375
"35818",2021,7,"Colorado State","New Mexico",0.505208333333333,0.630208333333333
"35819",2021,7,"Ole Miss","Tennessee",0.614583333333333,0.416666666666667
"35820",2021,7,"Stanford","Washington State",0.520833333333333,0.53125
"35821",2021,7,"NC State","Boston College",0.526041666666667,0.369791666666667
"35822",2021,7,"Iowa State","Kansas State",0.463541666666667,0.567708333333333
"35823",2021,7,"TCU","Oklahoma",0.572916666666667,0.604166666666667
"35824",2021,7,"Lincoln University (CA)","Texas A&M-Kingsville",0.474537037037037,0.352430555555556
"35825",2021,7,"West Texas A&M","Eastern New Mexico",0.436342592592593,0.345486111111111
"35826",2021,7,"Central Oklahoma","Fort Hays State",0.269097222222222,0.402777777777778
"35827",2021,7,"Army","Wisconsin",0.411458333333333,0.635416666666667
"35828",2021,7,"Northern Colorado","UC Davis",0.418402777777778,0.21875
"35829",2021,7,"UCLA","Washington",0.416666666666667,0.515625
"35830",2021,7,"Tarleton State","Dixie State",0.331597222222222,0.473958333333333
"35831",2021,7,"Air Force","Boise State",0.583333333333333,0.666666666666667
"35832",2021,7,"Louisiana Tech","UTEP",0.53125,0.46875
"35833",2021,7,"Arizona State","Utah",0.53125,0.46875
"35834",2021,7,"Hawai'i","Nevada",0.40625,0.369791666666667
"35835",2021,7,"Louisiana","Appalachian State",0.427083333333333,0.385416666666667
"35836",2021,7,"Southern Nazarene","Southwestern Oklahoma",0.508680555555555,0.590277777777778
"35837",2021,7,"Memphis","Navy",0.588541666666667,0.651041666666667
"35838",2021,7,"South Alabama","Georgia Southern",0.421875,0.479166666666667
"35839",2021,7,"Syracuse","Clemson",0.546875,0.53125
"35840",2021,7,"North Texas","Marshall",0.46875,0.4375
"35841",2021,7,"Cornell","Colgate",0.489583333333333,0.317708333333333
"35842",2021,7,"Weber State","Montana State",0.442708333333333,0.197916666666667
"35843",2021,7,"Oregon","California",0.4375,0.427083333333333
"35844",2021,7,"San José State","San Diego State",0.354166666666667,0.427083333333333
"35845",2021,7,"Edinboro","Mercyhurst",0.642361111111111,0.579861111111111
"35846",2021,7,"Charleston (WV)","Concord",0.456597222222222,0.461805555555556
"35847",2021,7,"West Chester","East Stroudsburg",0.407986111111111,0.477430555555556
"35848",2021,7,"Arkansas","Auburn",0.723958333333333,0.770833333333333
"35849",2021,7,"Missouri","Texas A&M",0.34375,0.75
"35850",2021,7,"LSU","Florida",0.651041666666667,0.645833333333333
"35851",2021,7,"Minnesota","Nebraska",0.447916666666667,0.671875
"35852",2021,7,"Indiana","Michigan State",0.619791666666667,0.53125
"35853",2021,7,"Northwestern","Rutgers",0.270833333333333,0.671875
"35854",2021,7,"South Florida","Tulsa",0.684027777777778,0.583333333333333
"35855",2021,7,"Texas","Oklahoma State",0.640625,0.625
"35856",2021,7,"Cincinnati","UCF",0.598958333333333,0.348958333333333
"35857",2021,7,"Buffalo","Ohio",0.598958333333333,0.442708333333333
"35858",2021,7,"Ohio Dominican","Findlay",0.388888888888889,0.350694444444444
"35859",2021,7,"Dayton","Marist",0.359375,0.385416666666667
"35860",2021,7,"Maine","William & Mary",0.53125,0.364583333333333
"35861",2021,7,"Incarnate Word","Nicholls",0.276041666666667,0.4375
"35862",2021,7,"Long Island University","Merrimack",0.317708333333333,0.359375
"35863",2021,7,"Bryant","St Francis (PA)",0.385416666666667,0.255208333333333
"35864",2021,7,"Connecticut","Yale",0.536458333333333,0.390625
"35865",2021,7,"Northern Michigan","Michigan Tech",0.196180555555556,0.277777777777778
"35866",2021,7,"American International","New Haven",0.539930555555556,0.373263888888889
"35867",2021,7,"Davenport","Wayne State (MI)",0.430555555555556,0.364583333333333
"35868",2021,7,"Brown","Princeton",0.421875,0.458333333333333
"35869",2021,7,"Virginia","Duke",0.609375,0.463541666666667
"35870",2021,7,"Chowan","Virginia Union",0.319444444444444,0.197916666666667
"35871",2021,7,"Lincoln (PA)","Elizabeth City State",0.3125,0.152777777777778
"35872",2021,7,"Harvard","Lafayette",0.40625,0.421875
"35873",2021,7,"Fordham","Bucknell",0.260416666666667,0.447916666666667
"35874",2021,7,"Bowie State","Virginia State",0.401041666666667,0.210069444444444
"35875",2021,7,"Sacred Heart","Central Connecticut",0.317708333333333,0.359375
"35876",2021,7,"Stetson","St. Thomas (MN)",0.265625,0.34375
"35877",2021,7,"New Hampshire","Dartmouth",0.635416666666667,0.484375
"35878",2021,7,"Shorter","Mississippi College",0.668981481481482,0.453125
"35879",2021,7,"Central State","Tuskegee",0.300347222222222,0.145833333333333
"35880",2021,7,"Slippery Rock","Indiana (PA)",0.354166666666667,0.44212962962963
"35881",2021,7,"Alderson-Broaddus","Glenville State",0.392361111111111,0.371527777777778
"35882",2021,7,"Notre Dame College","WV Wesleyan",0.491319444444444,0.3125
"35883",2021,7,"Hillsdale","Lake Erie College",0.539930555555556,0.295138888888889
"35884",2021,7,"Upper Iowa","Minnesota State",0.399305555555556,0.453125
"35885",2021,7,"Carson-Newman","Lenoir-Rhyne",0.520833333333333,0.324652777777778
"35886",2021,7,"Stonehill","St. Anselm",0.59375,0.548611111111111
"35887",2021,7,"Edward Waters","Kentucky State",0.366319444444444,0.401041666666667
"35888",2021,7,"Walsh","Kentucky Wesleyan",0.336805555555556,0.35474537037037
"35889",2021,7,"Pace","Franklin Pierce",0.490740740740741,0.409722222222222
"35890",2021,7,"West Liberty","Fairmont State",0.320023148148148,0.262152777777778
"35891",2021,7,"Western Illinois","South Dakota State",0.272569444444444,0.366319444444444
"35892",2021,7,"Tiffin","Ashland",0.53125,0.538194444444444
"35893",2021,7,"Livingstone","Shaw",0.291666666666667,0.328125
"35894",2021,7,"Bethune-Cookman","Prairie View",0.1875,0.192708333333333
"35895",2021,7,"Campbell","Monmouth",0.3125,0.4375
"35896",2021,7,"Minnesota-Duluth","Concordia-St. Paul",0.605902777777778,0.302083333333333
"35897",2021,7,"Winston-Salem","St. Augustine's",0.255208333333333,0.173611111111111
"35898",2021,7,"Tusculum","UVA-Wise",0.424768518518519,0.37037037037037
"35899",2021,7,"Wofford","Samford",0.526041666666667,0.354166666666667
"35900",2021,7,"Columbia","Pennsylvania",0.286458333333333,0.25
"35901",2021,7,"Holy Cross","Georgetown",0.515625,0.359375
"35902",2021,7,"Chattanooga","East Tennessee State",0.348958333333333,0.416666666666667
"35903",2021,7,"Richmond","James Madison",0.4375,0.661458333333333
"35904",2021,7,"Fort Lewis","Colorado Mesa",0.473958333333333,0.269097222222222
"35905",2021,7,"Eastern Michigan","Ball State",0.380208333333333,0.671875
"35906",2021,7,"Norfolk State","Virginia Lynchburg",0.34375,0.302083333333333
"35907",2021,7,"Alabama A&M","Florida A&M",0.317708333333333,0.298611111111111
"35908",2021,7,"Southern Connecticut State","Bentley",0.399305555555556,0.467013888888889
"35909",2021,7,"Frostburg State","Wheeling Jesuit",0.496527777777778,0.260416666666667
"35910",2021,7,"Washburn","Northwest Missouri State",0.571180555555555,0.418402777777778
"35911",2021,7,"Pittsburg State","Lincoln (MO)",0.474537037037037,0.222800925925926
"35912",2021,7,"Emporia State","Nebraska-Kearney",0.46875,0.451388888888889
"35913",2021,7,"Millersville","Shepherd",0.560763888888889,0.625
"35914",2021,7,"Colorado Mines","South Dakota Mines",0.401041666666667,0.131944444444444
"35915",2021,7,"West Alabama","Valdosta State",0.458333333333333,0.491319444444444
"35916",2021,7,"Fayetteville State","Johnson C Smith",0.338541666666667,0.421875
"35917",2021,7,"Missouri S&T","William Jewell College",0.364583333333333,0.265625
"35918",2021,7,"Southwest Baptist","Truman State",0.399305555555556,0.439236111111111
"35919",2021,7,"Saginaw Valley","Northwood (MI)",0.524305555555556,0.642361111111111
"35920",2021,7,"Bemidji State","Minnesota St-Moorhead",0.39525462962963,0.395833333333333
"35921",2021,7,"Winona State","Southwest Minnesota State",0.598958333333333,0.243055555555556
"35922",2021,7,"Benedict College","Albany State (GA)",0.40625,0.401041666666667
"35923",2021,7,"Morehouse","Fort Valley State",0.237847222222222,0.345486111111111
"35924",2021,7,"Sioux Falls","University of Mary",0.475694444444444,0.493055555555556
"35925",2021,7,"Wayne State (NE)","Augustana (SD)",0.567708333333333,0.388310185185185
"35926",2021,7,"Bloomsburg","Lock Haven",0.626736111111111,0.652777777777778
"35927",2021,7,"Eastern Washington","Idaho",0.440972222222222,0.53125
"35928",2021,7,"Miami (OH)","Akron",0.473958333333333,0.4375
"35929",2021,7,"Lane","Miles",0.178819444444444,0.322916666666667
"35930",2021,7,"Grambling","Texas Southern",0.489583333333333,0.260416666666667
"35931",2021,7,"Southeastern Oklahoma","Northwestern Oklahoma State",0.362847222222222,0.479166666666667
"35932",2021,7,"Henderson State","Harding",0.572916666666667,0.53125
"35933",2021,7,"Missouri State","Indiana State",0.364583333333333,0.401041666666667
"35934",2021,7,"Arkansas-Monticello","Ouachita Baptist",0.310763888888889,0.277777777777778
"35935",2021,7,"Southern Arkansas","Arkansas Tech",0.597222222222222,0.463541666666667
"35936",2021,7,"Southern Illinois","North Dakota",0.552083333333333,0.489583333333333
"35937",2021,7,"Eastern Illinois","UT Martin",0.354166666666667,0.302083333333333
"35938",2021,7,"Savannah State","Clark Atlanta",0.282986111111111,0.407986111111111
"35939",2021,7,"Southeast Missouri State","Murray State",0.229166666666667,0.479166666666667
"35940",2021,7,"Texas State","Troy",0.369791666666667,0.364583333333333
"35941",2021,7,"Tennessee State","Tennessee Tech",0.314236111111111,0.296875
"35942",2021,7,"Illinois State","North Dakota State",0.364583333333333,0.4375
"35943",2021,7,"Morehead State","Butler",0.359375,0.378472222222222
"35944",2021,7,"Montana","Sacramento State",0.324652777777778,0.347222222222222
"35945",2021,7,"Jackson State","Alabama State",0.347222222222222,0.329861111111111
"35946",2021,7,"Arkansas-Pine Bluff","Southern",0.453125,0.135416666666667
"35947",2021,7,"MONTANASTN","Simon Fraser",0,0.0729166666666667
"35948",2021,7,"New Mexico Highlands","Colorado State-Pueblo",0.520833333333333,0.472800925925926
"35949",2021,7,"Western State","Black Hills State",0.282986111111111,0.265625
"35950",2021,7,"Adams State","Chadron State",0.378472222222222,0.611111111111111
"35951",2021,7,"Delta State","North Greenville",0.689236111111111,0.338541666666667
"35952",2021,7,"Southern Mississippi","UAB",0.578125,0.557291666666667
"35953",2021,7,"Old Dominion","Western Kentucky",0.442708333333333,0.739583333333333
"35954",2021,7,"Virginia Tech","Pittsburgh",0.59375,0.510416666666667
"35955",2021,7,"Georgia","Kentucky",0.541666666666667,0.536458333333333
"35956",2021,7,"Iowa","Purdue",0.604166666666667,0.390625
"35957",2021,7,"Baylor","BYU",0.552083333333333,0.572916666666667
"35958",2021,7,"North Carolina","Miami",0.494791666666667,0.494791666666667
"35959",2021,7,"Northern Illinois","Bowling Green",0.53125,0.375
"35960",2021,7,"Western Michigan","Kent State",0.541666666666667,0.567708333333333
"35961",2021,7,"Colorado","Arizona",0.588541666666667,0.395833333333333
"35962",2021,7,"Wyoming","Fresno State",0.46875,0.302083333333333
"35963",2021,7,"Central Michigan","Toledo",0.432291666666667,0.354166666666667
"35964",2021,7,"South Carolina State","Morgan State",0.361111111111111,0.458333333333333
"35965",2021,7,"Albany","Villanova",0.557291666666667,0.645833333333333
"35966",2021,7,"Stony Brook","Delaware",0.427083333333333,0.479166666666667
"35967",2021,7,"Mercer","VMI",0.463541666666667,0.4375
"35968",2021,7,"Towson","Rhode Island",0.489583333333333,0.447916666666667
"35969",2021,7,"Abilene Christian","Lamar",0.375,0.5625
"35970",2021,7,"Northern Arizona","Southern Utah",0.145833333333333,0.472222222222222
"35971",2021,7,"Mississippi Valley State","Alcorn State",0.239583333333333,0.296875
"35972",2021,7,"Northwestern State","McNeese",0.328125,0.447916666666667
"35973",2021,7,"Limestone","Mars Hill",0.380208333333333,0.477430555555556
"35974",2021,7,"Erskine","Bluefield",0.385416666666667,0.112847222222222
"35975",2021,7,"Kansas","Texas Tech",0.567708333333333,0.489583333333333
"35976",2021,7,"South Carolina","Vanderbilt",0.651041666666667,0.567708333333333
"35977",2021,7,"Quincy","McKendree",0.366319444444444,0.456597222222222
"35978",2021,7,"Seton Hill College","Gannon",0.40162037037037,0.431134259259259
"35979",2021,7,"Missouri Western","Northeastern State",0.689814814814815,0.263888888888889
"35980",2021,7,"West Florida","West Georgia",0.307291666666667,0.541666666666667
"35981",2021,7,"Texas A&M-Commerce","Western New Mexico",0.404513888888889,0.482638888888889
"35982",2021,7,"Newberry","Catawba",0.486111111111111,0.119791666666667
"35983",2021,7,"Missouri Southern State","Central Missouri State",0.362847222222222,0.602430555555556
"35984",2021,7,"Southeastern Louisiana","Houston Baptist",0.463541666666667,0.307291666666667
"35985",2021,7,"Central Arkansas","Eastern Kentucky",0.244791666666667,0.395833333333333
"35986",2021,7,"Portland State","Idaho State",0.357638888888889,0.432291666666667
"35987",2021,7,"Kennesaw State","North Carolina A&T",0.34375,0.307291666666667
"35988",2021,7,"Northern Iowa","South Dakota",0.520833333333333,0.364583333333333
"35989",2021,7,"San Diego","Drake",0.564236111111111,0.354166666666667
"35990",2021,7,"Kutztown","Shippensburg",0.659722222222222,0.477430555555556
"35991",2021,7,"Barton College","Wingate",0.401041666666667,0.206597222222222
"35992",2021,7,"Indianapolis","Lindenwood",0.425347222222222,0.508680555555555
"35993",2021,7,"WV State","UNC Pembroke",0.247106481481481,0.553819444444444
"35994",2021,7,"UT San Antonio","Rice",0.473958333333333,0.328125
"35995",2021,7,"Charleston Southern","Hampton",0.359375,0.359375
"35996",2021,7,"Furman","The Citadel",0.333333333333333,0.520833333333333
"35997",2021,7,"Davidson","Presbyterian College",0.166666666666667,0.296875
"35998",2021,7,"North Alabama","Robert Morris",0.427083333333333,0.34375
"35999",2021,7,"Louisiana Monroe","Liberty",0.46875,0.489583333333333
"36000",2021,7,"Mississippi State","Alabama",0.765625,0.541666666666667
"36001",2021,7,"East Central","Oklahoma Baptist",0.420138888888889,0.368055555555556
"36002",2021,7,"Northern State","Minot State",0.328125,0.526041666666667
"36003",2021,7,"Grand Valley State","Ferris State",0.284722222222222,0.237268518518519
"36004",2021,7,"Angelo State","University of Texas of the Permian Basin",0.439814814814815,0.236111111111111
"36005",2021,7,"UNLV","Utah State",0.609375,0.5
"36006",2021,7,"New Mexico","Colorado State",0.630208333333333,0.505208333333333
"36007",2021,7,"Tennessee","Ole Miss",0.416666666666667,0.614583333333333
"36008",2021,7,"Washington State","Stanford",0.53125,0.520833333333333
"36009",2021,7,"Boston College","NC State",0.369791666666667,0.526041666666667
"36010",2021,7,"Kansas State","Iowa State",0.567708333333333,0.463541666666667
"36011",2021,7,"Oklahoma","TCU",0.604166666666667,0.572916666666667
"36012",2021,7,"Texas A&M-Kingsville","Lincoln University (CA)",0.352430555555556,0.474537037037037
"36013",2021,7,"Eastern New Mexico","West Texas A&M",0.345486111111111,0.436342592592593
"36014",2021,7,"Fort Hays State","Central Oklahoma",0.402777777777778,0.269097222222222
"36015",2021,7,"Wisconsin","Army",0.635416666666667,0.411458333333333
"36016",2021,7,"UC Davis","Northern Colorado",0.21875,0.418402777777778
"36017",2021,7,"Washington","UCLA",0.515625,0.416666666666667
"36018",2021,7,"Dixie State","Tarleton State",0.473958333333333,0.331597222222222
"36019",2021,7,"Boise State","Air Force",0.666666666666667,0.583333333333333
"36020",2021,7,"UTEP","Louisiana Tech",0.46875,0.53125
"36021",2021,7,"Utah","Arizona State",0.46875,0.53125
"36022",2021,7,"Nevada","Hawai'i",0.369791666666667,0.40625
"36023",2021,8,"Coastal Carolina","Appalachian State",0.307291666666667,0.458333333333333
"36024",2021,8,"Louisiana","Arkansas State",0.46875,0.385416666666667
"36025",2021,8,"Tulane","SMU",0.635416666666667,0.536458333333333
"36026",2021,8,"Florida Atlantic","Charlotte",0.380208333333333,0.359375
"36027",2021,8,"San José State","UNLV",0.489583333333333,0.583333333333333
"36028",2021,8,"Middle Tennessee","Connecticut",0.572916666666667,0.4375
"36029",2021,8,"Columbia","Dartmouth",0.270833333333333,0.59375
"36030",2021,8,"Memphis","UCF",0.510416666666667,0.552083333333333
"36031",2021,8,"Colorado State","Utah State",0.53125,0.53125
"36032",2021,8,"Washington","Arizona",0.520833333333333,0.348958333333333
"36033",2021,8,"Northwestern","Michigan",0.354166666666667,0.520833333333333
"36034",2021,8,"Pennsylvania","Yale",0.255208333333333,0.307291666666667
"36035",2021,8,"Morehead State","Marist",0.395833333333333,0.416666666666667
"36036",2021,8,"Duquesne","Sacred Heart",0.427083333333333,0.260416666666667
"36037",2021,8,"Bryant","Wagner",0.453125,0.34375
"36038",2021,8,"Long Island University","Central Connecticut",0.364583333333333,0.411458333333333
"36039",2021,8,"Northern Illinois","Central Michigan",0.489583333333333,0.34375
"36040",2021,8,"Eastern Michigan","Bowling Green",0.46875,0.479166666666667
"36041",2021,8,"UMass","Florida State",0.5,0.630208333333333
"36042",2021,8,"Wake Forest","Army",0.494791666666667,0.364583333333333
"36043",2021,8,"Illinois","Penn State",0.484375,0.666666666666667
"36044",2021,8,"Seton Hill College","Clarion",0.394675925925926,0.642361111111111
"36045",2021,8,"West Chester","Shepherd",0.491319444444444,0.467013888888889
"36046",2021,8,"Slippery Rock","Mercyhurst",0.420138888888889,0.53125
"36047",2021,8,"Tiffin","Kentucky Wesleyan",0.505208333333333,0.390625
"36048",2021,8,"Wingate","UVA-Wise",0.232638888888889,0.396412037037037
"36049",2021,8,"Upper Iowa","Minot State",0.482638888888889,0.552083333333333
"36050",2021,8,"Edinboro","Gannon",0.567708333333333,0.462384259259259
"36051",2021,8,"Hillsdale","Findlay",0.425347222222222,0.510416666666667
"36052",2021,8,"Kansas State","Texas Tech",0.692708333333333,0.46875
"36053",2021,8,"Oklahoma","Kansas",0.619791666666667,0.494791666666667
"36054",2021,8,"Cincinnati","Navy",0.645833333333333,0.583333333333333
"36055",2021,8,"Arkansas-Pine Bluff","Arkansas",0.447916666666667,0.760416666666667
"36056",2021,8,"Walsh","Ohio Dominican",0.409722222222222,0.513888888888889
"36057",2021,8,"Syracuse","Virginia Tech",0.614583333333333,0.572916666666667
"36058",2021,8,"University of Mary","Minnesota St-Moorhead",0.673611111111111,0.348958333333333
"36059",2021,8,"Harvard","Princeton",0.4375,0.494791666666667
"36060",2021,8,"Ferris State","Michigan Tech",0.429976851851852,0.361111111111111
"36061",2021,8,"Lehigh","Fordham",0.385416666666667,0.265625
"36062",2021,8,"San Diego","Presbyterian College",0.491319444444444,0.432291666666667
"36063",2021,8,"Stetson","Drake",0.359375,0.394097222222222
"36064",2021,8,"Incarnate Word","McNeese",0.385416666666667,0.354166666666667
"36065",2021,8,"Brown","Cornell",0.510416666666667,0.505208333333333
"36066",2021,8,"Maine","Albany",0.526041666666667,0.625
"36067",2021,8,"New Hampshire","Elon",0.651041666666667,0.473958333333333
"36068",2021,8,"Chattanooga","Samford",0.526041666666667,0.364583333333333
"36069",2021,8,"Grand Valley State","Northern Michigan",0.46875,0.237847222222222
"36070",2021,8,"Dayton","Valparaiso",0.34375,0.28125
"36071",2021,8,"Davidson","Butler",0.213541666666667,0.456597222222222
"36072",2021,8,"Northern State","Concordia-St. Paul",0.368055555555556,0.482638888888889
"36073",2021,8,"Georgetown","Bucknell",0.380208333333333,0.442708333333333
"36074",2021,8,"Youngstown State","Indiana State",0.46875,0.458333333333333
"36075",2021,8,"Miles","Kentucky State",0.421875,0.473958333333333
"36076",2021,8,"Norfolk State","Howard",0.255208333333333,0.322916666666667
"36077",2021,8,"New Haven","Stonehill",0.378472222222222,0.453125
"36078",2021,8,"North Carolina Central","Morgan State",0.333333333333333,0.369791666666667
"36079",2021,8,"Kent State","Ohio",0.520833333333333,0.369791666666667
"36080",2021,8,"Bowie State","Virginia Union",0.335069444444444,0.317708333333333
"36081",2021,8,"Davenport","Northwood (MI)",0.385416666666667,0.611111111111111
"36082",2021,8,"Lake Erie College","Ashland",0.442708333333333,0.512152777777778
"36083",2021,8,"Livingstone","Winston-Salem",0.364583333333333,0.234375
"36084",2021,8,"Johnson C Smith","Shaw",0.5,0.333333333333333
"36085",2021,8,"Fayetteville State","St. Augustine's",0.208333333333333,0.236111111111111
"36086",2021,8,"Millersville","Shippensburg",0.553819444444444,0.706597222222222
"36087",2021,8,"Catawba","Mars Hill",0.296875,0.449652777777778
"36088",2021,8,"Alderson-Broaddus","WV Wesleyan",0.383680555555556,0.486111111111111
"36089",2021,8,"WV State","Concord",0.346064814814815,0.602430555555555
"36090",2021,8,"Southern Connecticut State","Franklin Pierce",0.565972222222222,0.288194444444444
"36091",2021,8,"West Liberty","Wheeling Jesuit",0.295717592592593,0.366319444444444
"36092",2021,8,"Frostburg State","Fairmont State",0.465277777777778,0.34375
"36093",2021,8,"American International","Assumption",0.647569444444444,0.394097222222222
"36094",2021,8,"Bloomsburg","East Stroudsburg",0.559027777777778,0.536458333333333
"36095",2021,8,"Notre Dame College","Glenville State",0.454861111111111,0.401041666666667
"36096",2021,8,"Chowan","Elizabeth City State",0.413194444444444,0.137152777777778
"36097",2021,8,"Robert Morris","Gardner-Webb",0.302083333333333,0.302083333333333
"36098",2021,8,"Illinois State","South Dakota",0.5,0.46875
"36099",2021,8,"Texas State","Georgia State",0.411458333333333,0.541666666666667
"36100",2021,8,"Charleston (WV)","UNC Pembroke",0.414930555555556,0.532986111111111
"36101",2021,8,"Barton College","Tusculum",0.401041666666667,0.519097222222222
"36102",2021,8,"Pace","St. Anselm",0.42650462962963,0.576388888888889
"36103",2021,8,"Western State","South Dakota Mines",0.387152777777778,0.326388888888889
"36104",2021,8,"Indianapolis","Quincy",0.480902777777778,0.342013888888889
"36105",2021,8,"Texas A&M-Kingsville","Western New Mexico",0.388888888888889,0.519097222222222
"36106",2021,8,"Northwest Missouri State","Northeastern State",0.517361111111111,0.265625
"36107",2021,8,"South Carolina State","Delaware State",0.220486111111111,0.333333333333333
"36108",2021,8,"Limestone","Lenoir-Rhyne",0.506944444444444,0.319444444444444
"36109",2021,8,"North Carolina A&T","Hampton",0.416666666666667,0.380208333333333
"36110",2021,8,"Fort Lewis","Chadron State",0.439236111111111,0.467013888888889
"36111",2021,8,"Winona State","Sioux Falls",0.491319444444444,0.520833333333333
