"","season","week","team","opp_team","L4_sos","L4_opp_sos"
"1",2004,1,"Indiana State","Miami (OH)",0,0
"2",2004,1,"USC","Virginia Tech",0,0
"3",2004,1,"Miami (OH)","Indiana State",0,0
"4",2004,1,"Virginia Tech","USC",0,0
"5",2004,2,"Buffalo","Eastern Michigan",0,0
"6",2004,2,"Texas A&M","Utah",0,0
"7",2004,2,"Boston College","Ball State",0,0
"8",2004,2,"UT Martin","Western Michigan",0,0
"9",2004,2,"Northwestern","TCU",0,0
"10",2004,2,"UTEP","Arizona State",0,0
"11",2004,2,"Washington State","New Mexico",0,0
"12",2004,2,"UCF","Wisconsin",0,0
"13",2004,2,"Bowling Green","Oklahoma",0,0
"14",2004,2,"California","Air Force",0,0
"15",2004,2,"Virginia","Temple",0,0
"16",2004,2,"Cincinnati","Ohio State",0,0
"17",2004,2,"Kent State","Iowa",0,0
"18",2004,2,"Miami (OH)","Michigan",0,0
"19",2004,2,"Murray State","Connecticut",0,0
"20",2004,2,"South Carolina","Vanderbilt",0,0
"21",2004,2,"Samford","Georgia Tech",0,0
"22",2004,2,"William & Mary","North Carolina",0,0
"23",2004,2,"Northern Iowa","Iowa State",0,0
"24",2004,2,"Louisiana Monroe","Auburn",0,0
"25",2004,2,"Georgia Southern","Georgia",0,0
"26",2004,2,"Appalachian State","Wyoming",0,0
"27",2004,2,"Akron","Penn State",0,0
"28",2004,2,"Oklahoma State","UCLA",0,0
"29",2004,2,"Michigan State","Rutgers",0,0
"30",2004,2,"Wake Forest","Clemson",0,0
"31",2004,2,"Troy","Marshall",0,0
"32",2004,2,"Northern Illinois","Maryland",0,0
"33",2004,2,"Oregon State","LSU",0,0
"34",2004,2,"Florida A&M","Illinois",0,0
"35",2004,2,"Tulane","Mississippi State",0,0
"36",2004,2,"Richmond","NC State",0,0
"37",2004,2,"East Carolina","West Virginia",0,0
"38",2004,2,"Duke","Navy",0,0
"39",2004,2,"Baylor","UAB",0,0
"40",2004,2,"Utah State","Alabama",0,0
"41",2004,2,"North Texas","Texas",0,0
"42",2004,2,"VMI","Ohio",0,0
"43",2004,2,"Western Illinois","Nebraska",0,0
"44",2004,2,"Tulsa","Kansas",0,0
"45",2004,2,"Central Michigan","Indiana",0,0
"46",2004,2,"New Mexico State","Arkansas",0,0
"47",2004,2,"Arkansas State","Missouri",0,0
"48",2004,2,"Memphis","Ole Miss",0,0
"49",2004,2,"Western Kentucky","Kansas State",0,0
"50",2004,2,"Texas Tech","SMU",0,0
"51",2004,2,"Colorado State","Colorado",0,0
"52",2004,2,"Northwestern State","Louisiana",0,0
"53",2004,2,"Idaho","Boise State",0,0
"54",2004,2,"Toledo","Minnesota",0,0
"55",2004,2,"Idaho State","San Diego State",0,0
"56",2004,2,"Notre Dame","BYU",0,0
"57",2004,2,"Northern Arizona","Arizona",0,0
"58",2004,2,"San José State","Stanford",0,0
"59",2004,2,"Florida Atlantic","Hawai'i",0,0
"60",2004,2,"Syracuse","Purdue",0,0
"61",2004,2,"Kentucky","Louisville",0,0
"62",2004,2,"Houston","Rice",0,0
"63",2004,2,"Fresno State","Washington",0,0
"64",2004,2,"UNLV","Tennessee",0,0
"65",2004,2,"Nevada","Louisiana Tech",0,0
"66",2004,2,"Eastern Michigan","Buffalo",0,0
"67",2004,2,"Utah","Texas A&M",0,0
"68",2004,2,"Ball State","Boston College",0,0
"69",2004,2,"Western Michigan","UT Martin",0,0
"70",2004,2,"TCU","Northwestern",0,0
"71",2004,2,"Arizona State","UTEP",0,0
"72",2004,2,"New Mexico","Washington State",0,0
"73",2004,2,"Wisconsin","UCF",0,0
"74",2004,2,"Oklahoma","Bowling Green",0,0
"75",2004,2,"Air Force","California",0,0
"76",2004,2,"Temple","Virginia",0,0
"77",2004,2,"Ohio State","Cincinnati",0,0
"78",2004,2,"Iowa","Kent State",0,0
"79",2004,2,"Michigan","Miami (OH)",0,0
"80",2004,2,"Connecticut","Murray State",0,0
"81",2004,2,"Vanderbilt","South Carolina",0,0
"82",2004,2,"Georgia Tech","Samford",0,0
"83",2004,2,"North Carolina","William & Mary",0,0
"84",2004,2,"Iowa State","Northern Iowa",0,0
"85",2004,2,"Auburn","Louisiana Monroe",0,0
"86",2004,2,"Georgia","Georgia Southern",0,0
"87",2004,2,"Wyoming","Appalachian State",0,0
"88",2004,2,"Penn State","Akron",0,0
"89",2004,2,"UCLA","Oklahoma State",0,0
"90",2004,2,"Rutgers","Michigan State",0,0
"91",2004,2,"Clemson","Wake Forest",0,0
"92",2004,2,"Marshall","Troy",0,0
"93",2004,2,"Maryland","Northern Illinois",0,0
"94",2004,2,"LSU","Oregon State",0,0
"95",2004,2,"Illinois","Florida A&M",0,0
"96",2004,2,"Mississippi State","Tulane",0,0
"97",2004,2,"NC State","Richmond",0,0
"98",2004,2,"West Virginia","East Carolina",0,0
"99",2004,2,"Navy","Duke",0,0
"100",2004,2,"UAB","Baylor",0,0
"101",2004,2,"Alabama","Utah State",0,0
"102",2004,2,"Texas","North Texas",0,0
"103",2004,2,"Ohio","VMI",0,0
"104",2004,2,"Nebraska","Western Illinois",0,0
"105",2004,2,"Kansas","Tulsa",0,0
"106",2004,2,"Indiana","Central Michigan",0,0
"107",2004,2,"Arkansas","New Mexico State",0,0
"108",2004,2,"Missouri","Arkansas State",0,0
"109",2004,2,"Ole Miss","Memphis",0,0
"110",2004,2,"Kansas State","Western Kentucky",0,0
"111",2004,2,"SMU","Texas Tech",0,0
"112",2004,2,"Colorado","Colorado State",0,0
"113",2004,2,"Louisiana","Northwestern State",0,0
"114",2004,2,"Boise State","Idaho",0,0
"115",2004,2,"Minnesota","Toledo",0,0
"116",2004,2,"San Diego State","Idaho State",0,0
"117",2004,2,"BYU","Notre Dame",0,0
"118",2004,2,"Arizona","Northern Arizona",0,0
"119",2004,2,"Stanford","San José State",0,0
"120",2004,2,"Hawai'i","Florida Atlantic",0,0
"121",2004,2,"Purdue","Syracuse",0,0
"122",2004,2,"Louisville","Kentucky",0,0
"123",2004,2,"Rice","Houston",0,0
"124",2004,2,"Washington","Fresno State",0,0
"125",2004,2,"Tennessee","UNLV",0,0
"126",2004,2,"Louisiana Tech","Nevada",0,0
"127",2004,3,"Missouri","Troy",0,0
"128",2004,3,"Florida State","Miami",0,0
"129",2004,3,"Oregon State","Boise State",0,0
"130",2004,3,"Florida International","Youngstown State",0,0
"131",2004,3,"Iowa State","Iowa",0,0
"132",2004,3,"Southern Mississippi","Nebraska",0,0
"133",2004,3,"Duke","Connecticut",0,0
"134",2004,3,"UNLV","Wisconsin",0,0
"135",2004,3,"UCLA","Illinois",0,0
"136",2004,3,"Central Michigan","Michigan State",0,0
"137",2004,3,"Arizona State","Northwestern",0,0
"138",2004,3,"Fresno State","Kansas State",0,0
"139",2004,3,"Auburn","Mississippi State",0,0
"140",2004,3,"Western Michigan","Virginia Tech",0,0
"141",2004,3,"Ball State","Purdue",0,0
"142",2004,3,"Louisville","Army",0,0
"143",2004,3,"Eastern Michigan","Florida",0,0
"144",2004,3,"Northeastern","Navy",0,0
"145",2004,3,"Eastern Washington","Air Force",0,0
"146",2004,3,"Illinois State","Minnesota",0,0
"147",2004,3,"Michigan","Notre Dame",0.666666666666667,0
"148",2004,3,"Marshall","Ohio State",0,0
"149",2004,3,"Colorado","Washington State",0,0
"150",2004,3,"North Carolina","Virginia",0,0
"151",2004,3,"Wyoming","Texas A&M",0,0
"152",2004,3,"Sacramento State","Nevada",0,0
"153",2004,3,"Southern Illinois","Northern Illinois",0,0
"154",2004,3,"Georgia","South Carolina",0,0
"155",2004,3,"Syracuse","Buffalo",0,0
"156",2004,3,"Temple","Maryland",0,0
"157",2004,3,"Southeast Missouri State","Bowling Green",0,0
"158",2004,3,"Middle Tennessee","Akron",0,0
"159",2004,3,"West Virginia","UCF",0,0
"160",2004,3,"Indiana","Oregon",0,0
"161",2004,3,"New Mexico State","California",0,0
"162",2004,3,"Houston","Oklahoma",0,0
"163",2004,3,"Toledo","Kansas",0,0
"164",2004,3,"SMU","TCU",0,0
"165",2004,3,"Miami (OH)","Cincinnati",0,0
"166",2004,3,"Texas State","Baylor",0,0
"167",2004,3,"Liberty","Kent State",0,0
"168",2004,3,"Florida A&M","Tulane",0,0
"169",2004,3,"Ohio","Pittsburgh",0,0
"170",2004,3,"Florida Atlantic","North Texas",0,0
"171",2004,3,"Tulsa","Oklahoma State",0,0
"172",2004,3,"Louisiana","Louisiana Tech",0,0
"173",2004,3,"New Hampshire","Rutgers",0,0
"174",2004,3,"Tennessee Tech","South Florida",0,0
"175",2004,3,"Wake Forest","East Carolina",0,0
"176",2004,3,"Arkansas State","LSU",0,0
"177",2004,3,"Texas Tech","New Mexico",0,0
"178",2004,3,"Georgia Tech","Clemson",0,0
"179",2004,3,"Chattanooga","Memphis",0,0
"180",2004,3,"Colorado State","USC",0,0
"181",2004,3,"Penn State","Boston College",0,0
"182",2004,3,"Idaho","Utah State",0,0
"183",2004,3,"Texas","Arkansas",0,0
"184",2004,3,"Ole Miss","Alabama",0,0
"185",2004,3,"Weber State","UTEP",0,0
"186",2004,3,"Utah","Arizona",0,0
"187",2004,3,"BYU","Stanford",0,0
"188",2004,3,"Troy","Missouri",0,0
"189",2004,3,"Miami","Florida State",0,0
"190",2004,3,"Boise State","Oregon State",0,0
"191",2004,3,"Youngstown State","Florida International",0,0
"192",2004,3,"Iowa","Iowa State",0,0
"193",2004,3,"Nebraska","Southern Mississippi",0,0
"194",2004,3,"Connecticut","Duke",0,0
"195",2004,3,"Wisconsin","UNLV",0,0
"196",2004,3,"Illinois","UCLA",0,0
"197",2004,3,"Michigan State","Central Michigan",0,0
"198",2004,3,"Northwestern","Arizona State",0,0
"199",2004,3,"Kansas State","Fresno State",0,0
"200",2004,3,"Mississippi State","Auburn",0,0
"201",2004,3,"Virginia Tech","Western Michigan",0,0
"202",2004,3,"Purdue","Ball State",0,0
"203",2004,3,"Army","Louisville",0,0
"204",2004,3,"Florida","Eastern Michigan",0,0
"205",2004,3,"Navy","Northeastern",0,0
"206",2004,3,"Air Force","Eastern Washington",0,0
"207",2004,3,"Minnesota","Illinois State",0,0
"208",2004,3,"Notre Dame","Michigan",0,0.666666666666667
"209",2004,3,"Ohio State","Marshall",0,0
"210",2004,3,"Washington State","Colorado",0,0
"211",2004,3,"Virginia","North Carolina",0,0
"212",2004,3,"Texas A&M","Wyoming",0,0
"213",2004,3,"Nevada","Sacramento State",0,0
"214",2004,3,"Northern Illinois","Southern Illinois",0,0
"215",2004,3,"South Carolina","Georgia",0,0
"216",2004,3,"Buffalo","Syracuse",0,0
"217",2004,3,"Maryland","Temple",0,0
"218",2004,3,"Bowling Green","Southeast Missouri State",0,0
"219",2004,3,"Akron","Middle Tennessee",0,0
"220",2004,3,"UCF","West Virginia",0,0
"221",2004,3,"Oregon","Indiana",0,0
"222",2004,3,"California","New Mexico State",0,0
"223",2004,3,"Oklahoma","Houston",0,0
"224",2004,3,"Kansas","Toledo",0,0
"225",2004,3,"TCU","SMU",0,0
"226",2004,3,"Cincinnati","Miami (OH)",0,0
"227",2004,3,"Baylor","Texas State",0,0
"228",2004,3,"Kent State","Liberty",0,0
"229",2004,3,"Tulane","Florida A&M",0,0
"230",2004,3,"Pittsburgh","Ohio",0,0
"231",2004,3,"North Texas","Florida Atlantic",0,0
"232",2004,3,"Oklahoma State","Tulsa",0,0
"233",2004,3,"Louisiana Tech","Louisiana",0,0
"234",2004,3,"Rutgers","New Hampshire",0,0
"235",2004,3,"South Florida","Tennessee Tech",0,0
"236",2004,3,"East Carolina","Wake Forest",0,0
"237",2004,3,"LSU","Arkansas State",0,0
"238",2004,3,"New Mexico","Texas Tech",0,0
"239",2004,3,"Clemson","Georgia Tech",0,0
"240",2004,3,"Memphis","Chattanooga",0,0
"241",2004,3,"USC","Colorado State",0,0
"242",2004,3,"Boston College","Penn State",0,0
"243",2004,3,"Utah State","Idaho",0,0
"244",2004,3,"Arkansas","Texas",0,0
"245",2004,3,"Alabama","Ole Miss",0,0
"246",2004,3,"UTEP","Weber State",0,0
"247",2004,3,"Arizona","Utah",0,0
"248",2004,3,"Stanford","BYU",0,0
"249",2004,4,"Connecticut","Boston College",0,0.333333333333333
"250",2004,4,"Maryland","West Virginia",0,0
"251",2004,4,"UCF","Penn State",0.333333333333333,0.333333333333333
"252",2004,4,"Duke","Virginia Tech",0.333333333333333,0.333333333333333
"253",2004,4,"San Diego State","Michigan",0,0.333333333333333
"254",2004,4,"Nebraska","Pittsburgh",0,0.666666666666667
"255",2004,4,"Cincinnati","Syracuse",0.166666666666667,0
"256",2004,4,"TCU","Texas Tech",0,0
"257",2004,4,"Northern Illinois","Iowa State",0,0.333333333333333
"258",2004,4,"Vanderbilt","Ole Miss",0,0.333333333333333
"259",2004,4,"Marshall","Georgia",0.333333333333333,0.333333333333333
"260",2004,4,"Southeast Missouri State","Central Michigan",0,0
"261",2004,4,"Louisiana Tech","Miami",0.333333333333333,0
"262",2004,4,"Florida A&M","Temple",0,0.333333333333333
"263",2004,4,"Kansas","Northwestern",0,0.333333333333333
"264",2004,4,"Western Michigan","Illinois",0,0
"265",2004,4,"Ball State","Missouri",0.333333333333333,0.333333333333333
"266",2004,4,"Ohio","Miami (OH)",0,0
"267",2004,4,"Louisiana","Kansas State",0.333333333333333,0.333333333333333
"268",2004,4,"Florida Atlantic","Middle Tennessee",0,0
"269",2004,4,"Akron","Virginia",0,0.333333333333333
"270",2004,4,"Oregon","Oklahoma",0.666666666666667,0
"271",2004,4,"LSU","Auburn",0,0.333333333333333
"272",2004,4,"Ohio State","NC State",0,0
"273",2004,4,"New Mexico","Oregon State",0.333333333333333,0.333333333333333
"274",2004,4,"Wisconsin","Arizona",0,0.333333333333333
"275",2004,4,"Morgan State","San José State",0,0
"276",2004,4,"Toledo","Eastern Michigan",0.333333333333333,0
"277",2004,4,"Georgia Tech","North Carolina",0.333333333333333,0.333333333333333
"278",2004,4,"UAB","Florida State",0,0
"279",2004,4,"North Carolina A&T","Wake Forest",0,0
"280",2004,4,"Kent State","Rutgers",0,0
"281",2004,4,"Western Carolina","Alabama",0,0
"282",2004,4,"Maine","Mississippi State",0,0.333333333333333
"283",2004,4,"SMU","Oklahoma State",0.333333333333333,0
"284",2004,4,"Utah","Utah State",0.333333333333333,0
"285",2004,4,"North Texas","Colorado",0.333333333333333,0.333333333333333
"286",2004,4,"Notre Dame","Michigan State",0.5,0
"287",2004,4,"Navy","Tulsa",0,0.333333333333333
"288",2004,4,"South Florida","South Carolina",0,0.333333333333333
"289",2004,4,"Memphis","Arkansas State",0,0.333333333333333
"290",2004,4,"Arkansas","Louisiana Monroe",0.333333333333333,0
"291",2004,4,"Clemson","Texas A&M",0.333333333333333,0.333333333333333
"292",2004,4,"Indiana","Kentucky",0,0
"293",2004,4,"UCLA","Washington",0.333333333333333,0
"294",2004,4,"Army","Houston",0.666666666666667,0.333333333333333
"295",2004,4,"Florida","Tennessee",0.666666666666667,0
"296",2004,4,"Hawai'i","Rice",0,0
"297",2004,4,"Troy","New Mexico State",0.333333333333333,0.333333333333333
"298",2004,4,"Boise State","UTEP",0,0
"299",2004,4,"Buffalo","Nevada",0,0
"300",2004,4,"USC","BYU",0,0.333333333333333
"301",2004,4,"Portland State","Fresno State",0,0.333333333333333
"302",2004,4,"Air Force","UNLV",0,0.333333333333333
"303",2004,4,"Iowa","Arizona State",0.333333333333333,0
"304",2004,4,"Minnesota","Colorado State",0,0.333333333333333
"305",2004,4,"Washington State","Idaho",0.333333333333333,0
"306",2004,4,"Boston College","Connecticut",0.333333333333333,0
"307",2004,4,"West Virginia","Maryland",0,0
"308",2004,4,"Penn State","UCF",0.333333333333333,0.333333333333333
"309",2004,4,"Virginia Tech","Duke",0.333333333333333,0.333333333333333
"310",2004,4,"Michigan","San Diego State",0.333333333333333,0
"311",2004,4,"Pittsburgh","Nebraska",0.666666666666667,0
"312",2004,4,"Syracuse","Cincinnati",0,0.166666666666667
"313",2004,4,"Texas Tech","TCU",0,0
"314",2004,4,"Iowa State","Northern Illinois",0.333333333333333,0
"315",2004,4,"Ole Miss","Vanderbilt",0.333333333333333,0
"316",2004,4,"Georgia","Marshall",0.333333333333333,0.333333333333333
"317",2004,4,"Central Michigan","Southeast Missouri State",0,0
"318",2004,4,"Miami","Louisiana Tech",0,0.333333333333333
"319",2004,4,"Temple","Florida A&M",0.333333333333333,0
"320",2004,4,"Northwestern","Kansas",0.333333333333333,0
"321",2004,4,"Illinois","Western Michigan",0,0
"322",2004,4,"Missouri","Ball State",0.333333333333333,0.333333333333333
"323",2004,4,"Miami (OH)","Ohio",0,0
"324",2004,4,"Kansas State","Louisiana",0.333333333333333,0.333333333333333
"325",2004,4,"Middle Tennessee","Florida Atlantic",0,0
"326",2004,4,"Virginia","Akron",0.333333333333333,0
"327",2004,4,"Oklahoma","Oregon",0,0.666666666666667
"328",2004,4,"Auburn","LSU",0.333333333333333,0
"329",2004,4,"NC State","Ohio State",0,0
"330",2004,4,"Oregon State","New Mexico",0.333333333333333,0.333333333333333
"331",2004,4,"Arizona","Wisconsin",0.333333333333333,0
"332",2004,4,"San José State","Morgan State",0,0
"333",2004,4,"Eastern Michigan","Toledo",0,0.333333333333333
"334",2004,4,"North Carolina","Georgia Tech",0.333333333333333,0.333333333333333
"335",2004,4,"Florida State","UAB",0,0
"336",2004,4,"Wake Forest","North Carolina A&T",0,0
"337",2004,4,"Rutgers","Kent State",0,0
"338",2004,4,"Alabama","Western Carolina",0,0
"339",2004,4,"Mississippi State","Maine",0.333333333333333,0
"340",2004,4,"Oklahoma State","SMU",0,0.333333333333333
"341",2004,4,"Utah State","Utah",0,0.333333333333333
"342",2004,4,"Colorado","North Texas",0.333333333333333,0.333333333333333
"343",2004,4,"Michigan State","Notre Dame",0,0.5
"344",2004,4,"Tulsa","Navy",0.333333333333333,0
"345",2004,4,"South Carolina","South Florida",0.333333333333333,0
"346",2004,4,"Arkansas State","Memphis",0.333333333333333,0
"347",2004,4,"Louisiana Monroe","Arkansas",0,0.333333333333333
"348",2004,4,"Texas A&M","Clemson",0.333333333333333,0.333333333333333
"349",2004,4,"Kentucky","Indiana",0,0
"350",2004,4,"Washington","UCLA",0,0.333333333333333
"351",2004,4,"Houston","Army",0.333333333333333,0.666666666666667
"352",2004,4,"Tennessee","Florida",0,0.666666666666667
"353",2004,4,"Rice","Hawai'i",0,0
"354",2004,4,"New Mexico State","Troy",0.333333333333333,0.333333333333333
"355",2004,4,"UTEP","Boise State",0,0
"356",2004,4,"Nevada","Buffalo",0,0
"357",2004,4,"BYU","USC",0.333333333333333,0
"358",2004,4,"Fresno State","Portland State",0.333333333333333,0
"359",2004,4,"UNLV","Air Force",0.333333333333333,0
"360",2004,4,"Arizona State","Iowa",0,0.333333333333333
"361",2004,4,"Colorado State","Minnesota",0.333333333333333,0
"362",2004,4,"Idaho","Washington State",0,0.333333333333333
"363",2004,5,"Akron","Kent State",0.277777777777778,0.111111111111111
"364",2004,5,"Miami","Houston",0.416666666666667,0.333333333333333
"365",2004,5,"Bowling Green","Northern Illinois",0,0.166666666666667
"366",2004,5,"BYU","Boise State",0.444444444444444,0.111111111111111
"367",2004,5,"Tennessee State","Florida A&M",0,0.0555555555555556
"368",2004,5,"Kentucky","Florida",0.333333333333333,0.666666666666667
"369",2004,5,"Michigan State","Indiana",0.166666666666667,0
"370",2004,5,"Purdue","Illinois",0,0.111111111111111
"371",2004,5,"Maryland","Duke",0.222222222222222,0.388888888888889
"372",2004,5,"Boston College","Wake Forest",0.444444444444444,0
"373",2004,5,"Army","Connecticut",0.416666666666667,0.277777777777778
"374",2004,5,"NC State","Virginia Tech",0.333333333333333,0.277777777777778
"375",2004,5,"Mississippi State","LSU",0.222222222222222,0.277777777777778
"376",2004,5,"Furman","Pittsburgh",0,0.5
"377",2004,5,"Vanderbilt","Navy",0.0833333333333333,0.0555555555555556
"378",2004,5,"Louisville","North Carolina",0,0.5
"379",2004,5,"The Citadel","Auburn",0,0.444444444444444
"380",2004,5,"Montana State","Colorado State",0,0.444444444444444
"381",2004,5,"Ole Miss","Wyoming",0.222222222222222,0
"382",2004,5,"Air Force","Utah",0.0555555555555556,0.333333333333333
"383",2004,5,"Washington","Notre Dame",0.25,0.444444444444444
"384",2004,5,"Syracuse","Virginia",0.138888888888889,0.222222222222222
"385",2004,5,"Clemson","Florida State",0.388888888888889,0.333333333333333
"386",2004,5,"Iowa","Michigan",0.444444444444444,0.444444444444444
"387",2004,5,"Idaho","Oregon",0.166666666666667,0.666666666666667
"388",2004,5,"Texas Tech","Kansas",0.222222222222222,0.0555555555555556
"389",2004,5,"Alabama","Arkansas",0,0.222222222222222
"390",2004,5,"Washington State","Arizona",0.222222222222222,0.444444444444444
"391",2004,5,"James Madison","West Virginia",0,0.222222222222222
"392",2004,5,"Penn State","Wisconsin",0.277777777777778,0.166666666666667
"393",2004,5,"Eastern Illinois","Eastern Michigan",0,0.0555555555555556
"394",2004,5,"USC","Stanford",0.166666666666667,0.333333333333333
"395",2004,5,"Cincinnati","East Carolina",0.222222222222222,0
"396",2004,5,"Missouri State","Tulsa",0,0.444444444444444
"397",2004,5,"North Texas","Baylor",0.5,0
"398",2004,5,"South Florida","TCU",0.25,0.111111111111111
"399",2004,5,"Rice","Texas",0,0.333333333333333
"400",2004,5,"Louisiana Tech","Tennessee",0.444444444444444,0.5
"401",2004,5,"Memphis","UAB",0.0555555555555556,0
"402",2004,5,"Middle Tennessee","Louisiana",0.333333333333333,0.388888888888889
"403",2004,5,"Buffalo","Ohio",0.111111111111111,0.0740740740740741
"404",2004,5,"Temple","Toledo",0.222222222222222,0.333333333333333
"405",2004,5,"Troy","South Carolina",0.277777777777778,0.444444444444444
"406",2004,5,"Arkansas State","Louisiana Monroe",0.444444444444444,0.25
"407",2004,5,"Southern Mississippi","Tulane",0.666666666666667,0
"408",2004,5,"San José State","SMU",0,0.444444444444444
"409",2004,5,"Western Michigan","Ball State",0.111111111111111,0.388888888888889
"410",2004,5,"New Mexico","New Mexico State",0.277777777777778,0.5
"411",2004,5,"Northwestern","Minnesota",0.444444444444444,0.0555555555555556
"412",2004,5,"Nevada","San Diego State",0,0.25
"413",2004,5,"Utah State","UNLV",0.277777777777778,0.333333333333333
"414",2004,5,"Oregon State","Arizona State",0.388888888888889,0.277777777777778
"415",2004,5,"Kent State","Akron",0.111111111111111,0.277777777777778
"416",2004,5,"Houston","Miami",0.333333333333333,0.416666666666667
"417",2004,5,"Northern Illinois","Bowling Green",0.166666666666667,0
"418",2004,5,"Boise State","BYU",0.111111111111111,0.444444444444444
"419",2004,5,"Florida A&M","Tennessee State",0.0555555555555556,0
"420",2004,5,"Florida","Kentucky",0.666666666666667,0.333333333333333
"421",2004,5,"Indiana","Michigan State",0,0.166666666666667
"422",2004,5,"Illinois","Purdue",0.111111111111111,0
"423",2004,5,"Duke","Maryland",0.388888888888889,0.222222222222222
"424",2004,5,"Wake Forest","Boston College",0,0.444444444444444
"425",2004,5,"Connecticut","Army",0.277777777777778,0.416666666666667
"426",2004,5,"Virginia Tech","NC State",0.277777777777778,0.333333333333333
"427",2004,5,"LSU","Mississippi State",0.277777777777778,0.222222222222222
"428",2004,5,"Pittsburgh","Furman",0.5,0
"429",2004,5,"Navy","Vanderbilt",0.0555555555555556,0.0833333333333333
"430",2004,5,"North Carolina","Louisville",0.5,0
"431",2004,5,"Auburn","The Citadel",0.444444444444444,0
"432",2004,5,"Colorado State","Montana State",0.444444444444444,0
"433",2004,5,"Wyoming","Ole Miss",0,0.222222222222222
"434",2004,5,"Utah","Air Force",0.333333333333333,0.0555555555555556
"435",2004,5,"Notre Dame","Washington",0.444444444444444,0.25
"436",2004,5,"Virginia","Syracuse",0.222222222222222,0.138888888888889
"437",2004,5,"Florida State","Clemson",0.333333333333333,0.388888888888889
"438",2004,5,"Michigan","Iowa",0.444444444444444,0.444444444444444
"439",2004,5,"Oregon","Idaho",0.666666666666667,0.166666666666667
"440",2004,5,"Kansas","Texas Tech",0.0555555555555556,0.222222222222222
"441",2004,5,"Arkansas","Alabama",0.222222222222222,0
"442",2004,5,"Arizona","Washington State",0.444444444444444,0.222222222222222
"443",2004,5,"West Virginia","James Madison",0.222222222222222,0
"444",2004,5,"Wisconsin","Penn State",0.166666666666667,0.277777777777778
"445",2004,5,"Eastern Michigan","Eastern Illinois",0.0555555555555556,0
"446",2004,5,"Stanford","USC",0.333333333333333,0.166666666666667
"447",2004,5,"East Carolina","Cincinnati",0,0.222222222222222
"448",2004,5,"Tulsa","Missouri State",0.444444444444444,0
"449",2004,5,"Baylor","North Texas",0,0.5
"450",2004,5,"TCU","South Florida",0.111111111111111,0.25
"451",2004,5,"Texas","Rice",0.333333333333333,0
"452",2004,5,"Tennessee","Louisiana Tech",0.5,0.444444444444444
"453",2004,5,"UAB","Memphis",0,0.0555555555555556
"454",2004,5,"Louisiana","Middle Tennessee",0.388888888888889,0.333333333333333
"455",2004,5,"Ohio","Buffalo",0.0740740740740741,0.111111111111111
"456",2004,5,"Toledo","Temple",0.333333333333333,0.222222222222222
"457",2004,5,"South Carolina","Troy",0.444444444444444,0.277777777777778
"458",2004,5,"Louisiana Monroe","Arkansas State",0.25,0.444444444444444
"459",2004,5,"Tulane","Southern Mississippi",0,0.666666666666667
"460",2004,5,"SMU","San José State",0.444444444444444,0
"461",2004,5,"Ball State","Western Michigan",0.388888888888889,0.111111111111111
"462",2004,5,"New Mexico State","New Mexico",0.5,0.277777777777778
"463",2004,5,"Minnesota","Northwestern",0.0555555555555556,0.444444444444444
"464",2004,5,"San Diego State","Nevada",0.25,0
"465",2004,5,"UNLV","Utah State",0.333333333333333,0.277777777777778
"466",2004,5,"Arizona State","Oregon State",0.277777777777778,0.388888888888889
"467",2004,6,"Miami (OH)","Marshall",0.0833333333333333,0.5
"468",2004,6,"Pittsburgh","Connecticut",0.333333333333333,0.25
"469",2004,6,"Navy","Air Force",0.0416666666666667,0.25
"470",2004,6,"Utah","New Mexico",0.361111111111111,0.319444444444444
"471",2004,6,"Virginia Union","Florida A&M",0,0.0416666666666667
"472",2004,6,"Rutgers","Syracuse",0.111111111111111,0.298611111111111
"473",2004,6,"Michigan State","Iowa",0.236111111111111,0.5
"474",2004,6,"North Carolina","Florida State",0.541666666666667,0.351851851851852
"475",2004,6,"West Virginia","Virginia Tech",0.166666666666667,0.333333333333333
"476",2004,6,"Wake Forest","NC State",0.222222222222222,0.407407407407407
"477",2004,6,"Arkansas","Florida",0.333333333333333,0.611111111111111
"478",2004,6,"Baylor","Texas",0.0740740740740741,0.444444444444444
"479",2004,6,"Texas Tech","Oklahoma",0.277777777777778,0.111111111111111
"480",2004,6,"Kent State","Central Michigan",0.111111111111111,0
"481",2004,6,"TCU","Army",0.1875,0.462962962962963
"482",2004,6,"UMass","Boston College",0,0.444444444444444
"483",2004,6,"Arkansas State","Ole Miss",0.354166666666667,0.25
"484",2004,6,"Bowling Green","Temple",0.0925925925925926,0.263888888888889
"485",2004,6,"Houston","Memphis",0.458333333333333,0.125
"486",2004,6,"The Citadel","Duke",0.888888888888889,0.430555555555556
"487",2004,6,"Iowa State","Oklahoma State",0.333333333333333,0.0555555555555556
"488",2004,6,"Illinois","Wisconsin",0.25,0.263888888888889
"489",2004,6,"Idaho","Eastern Michigan",0.208333333333333,0.0416666666666667
"490",2004,6,"Purdue","Notre Dame",0.166666666666667,0.354166666666667
"491",2004,6,"East Carolina","Louisville",0.111111111111111,0.222222222222222
"492",2004,6,"Louisiana Monroe","Wyoming",0.240740740740741,0.111111111111111
"493",2004,6,"Michigan","Indiana",0.5,0.0694444444444444
"494",2004,6,"Miami","Georgia Tech",0.388888888888889,0.388888888888889
