"","team","conference","athlete_id","player","category","rushing_car","rushing_yds","rushing_td","rushing_ypc","rushing_long","week","team_rushes","runshare","season_team_rushes","season_rushes","total_runshare","avg_runshare","year","position","coach","L3_runshare","L3_rush_att","opp_team","opp_sacks","opp_hur","L3_sacks","L3_hurries","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency","tpp","L3_tpp","opp_tpp","L3_opp_tpp","L3_def_ppa","L3_def_success_rate","L3_def_explosiveness","L3_def_power_success","L3_def_stuff_rate","L3_def_line_yds","L3_def_second_lvl_yds","L3_def_open_field_yds","L3_def_pts_per_opp","L3def_field_pos_avg_predicted_points","L3_def_standard_downs_rate","L3_def_standard_downs_ppa","L3_def_standard_downs_success_rate","L3_def_standard_downs_explosiveness","L3_def_passing_downs_rate","L3_def_passing_downs_ppa","L3_def_passing_downs_success_rate","L3_def_passing_downs_explosiveness","L3_def_rushing_plays_rate","L3_def_rushing_plays_ppa","L3_def_rushing_plays_success_rate","L3_def_rushing_plays_explosiveness","L3_def_passing_plays_rate","L3_def_passing_plays_ppa","L3_def_passing_plays_success_rate","L3_def_passing_plays_explosiveness"
"11","Ohio State","Big Ten",4040616,"Dwayne Haskins","rushing",4,8,0,2,5,5,37,0.108108108108108,533,73,0.136960600375235,0.138700988792248,2018,"QB","Urban Meyer",0.132554263016031,5.25,"Penn State",1,4,3.75,3,1.80165028224953,2.00379652160633,8.06453101258823,9.00777096496476,1.80983235298054,-2.04160142504474,22.3815789473684,23.401800104164,24.9868421052632,23.6346545650485,0.0700270992504864,0.364885114885115,1.26420177783586,0.916666666666667,0.236524822695035,2.7827098108747,1.25103427895981,1.24042553191489,2.82916666666667,-1.115,0.632812839334578,-0.0796397806627329,0.422275641025641,0.952437126344602,0.367187160665422,0.334502133257269,0.266666666666667,2.06098169468536,0.529430714213323,0.108060026082064,0.382299054373522,1.09567656799945,0.457247462682245,-0.0187601581940534,0.297508742687192,1.29637035251116
"12","Oklahoma","Big 12",3917315,"Kyler Murray","rushing",10,45,1,4.5,22,5,31,0.32258064516129,493,123,0.249492900608519,0.253586678864092,2018,"QB","Lincoln Riley",0.263223443223443,9,"Baylor",2,1,2.25,2.25,1.73839459986988,2.01205188358493,8.82244097353012,8.47658846729226,1.62683703844273,-1.4315189673208,25.1851851851852,26.5179469368393,22.1782178217822,28.8323804043014,0.151738371395474,0.398996864806006,1.29501035959921,0.729166666666667,0.195804195804196,2.80884324009324,1.22472319347319,2.96845862470862,3.09375,-1.185,0.653622717814085,0.140226980461756,0.457720588235294,1.07892399923206,0.346377282185915,0.213565173697913,0.290776397515528,2.01275325442797,0.439579920916519,0.223220395276751,0.429778554778555,1.14063454762693,0.541967939815349,0.110917027452356,0.351931337316861,1.64211007267061
"13","Oregon State","Pac-12",4042803,"Conor Blount","rushing",6,-18,0,-3,13,5,53,0.113207547169811,486,56,0.11522633744856,0.142880046328428,2018,"QB","Jonathan Smith",0.182604895104895,7.5,"Arizona State",5,0,3.5,0.5,1.92887092996433,1.80714808221745,8.77299906548137,8.02801419238364,-0.39241918791162,0.68845088083875,23.7792207792208,24.5902843045113,24.2328767123288,24.0478698756359,0.0996455651619724,0.449682547352639,1.00851915933546,0.720833333333333,0.201687391555813,2.42841852226721,1.0640008675535,0.52344997108155,3.375,-0.982,0.684565291980246,0.0804268962129605,0.490943630837248,0.928790447427144,0.315434708019754,0.109019188577742,0.327696805006588,1.23233498789773,0.49622541605178,0.00868150011534518,0.443117408906883,0.722037144603292,0.482461038449699,0.23406171470027,0.424665551839465,1.42249041123828
"14","Penn State","Big Ten",3116172,"Trace McSorley","rushing",25,175,0,7,51,5,44,0.568181818181818,476,150,0.315126050420168,0.319686684498486,2018,"QB","James Franklin",0.231175641503959,10.25,"Ohio State",4,2,3.75,2,1.79846789328018,1.97342745653999,7.94431813630148,9.17639127848204,1.1911613942171,-1.05432187912036,24.9868421052632,23.6346545650485,22.3815789473684,23.401800104164,-0.00101160274424677,0.332868577636156,1.4599178066336,0.6875,0.258292790800531,2.13392580716497,0.937997567448032,2.21005639097744,1.575,-0.90975,0.609706273470105,-0.133382146682531,0.371619152046784,1.097841554807,0.390293726529895,0.189971590554506,0.269266381766382,2.3225192933517,0.52345906943852,0.0127871997347286,0.312140645731977,1.49926611977913,0.46854041852871,0.029642786910683,0.349729437229437,1.59671011453715
"15","Penn State","Big Ten",3116172,"Trace McSorley","rushing",25,175,0,7,51,5,44,0.568181818181818,476,150,0.315126050420168,0.319686684498486,2018,"QB","James Franklin",0.303453654188948,13.5,"Ohio State",4,2,3.75,2,1.79846789328018,1.97342745653999,7.94431813630148,9.17639127848204,1.1911613942171,-1.05432187912036,24.9868421052632,23.6346545650485,22.3815789473684,23.401800104164,-0.00101160274424677,0.332868577636156,1.4599178066336,0.6875,0.258292790800531,2.13392580716497,0.937997567448032,2.21005639097744,1.575,-0.90975,0.609706273470105,-0.133382146682531,0.371619152046784,1.097841554807,0.390293726529895,0.189971590554506,0.269266381766382,2.3225192933517,0.52345906943852,0.0127871997347286,0.312140645731977,1.49926611977913,0.46854041852871,0.029642786910683,0.349729437229437,1.59671011453715
"16","Rutgers","Big Ten",4361530,"Artur Sitkowski","rushing",2,-8,0,-4,0,5,23,0.0869565217391304,426,22,0.0516431924882629,0.0680325169999083,2018,"QB","Chris Ash",0.0780071644042232,2.75,"Indiana",2,2,2,2.25,2.03978271961134,1.90224091216979,8.42237249724627,8.89094521430722,-1.83351497855357,-0.227627376133267,25.0169491525424,26.623518613388,25.9024390243902,24.6513700249259,0.138514359514866,0.385446125565611,1.34928682750727,0.620833333333333,0.187640575798471,2.80890407107512,0.982624831309042,1.58215249662618,3.15,-1.101,0.693007635746606,0.0763261946247438,0.420209619462956,1.16999987213354,0.306992364253394,0.277474162085191,0.307678018575851,1.8752239321857,0.571475537330317,0.155705371891291,0.397829509671615,1.23648593453055,0.424847992081448,0.129323273660157,0.367373698583376,1.56524456761517
"17","USC","Pac-12",4374303,"JT Daniels","rushing",4,2,0,0.5,7,5,47,0.0851063829787234,388,45,0.115979381443299,0.131734826473105,2018,"QB","Clay Helton",0.161051570458404,4.75,"Arizona",2,0,1.25,1.5,1.91101992143659,2.04591895009358,8.66403816567674,8.68209193887201,-0.772799750779906,-0.350354445922627,27.7605633802817,24.7124958693824,23.2714285714286,22.0887574595055,0.229593440746475,0.411303838070142,1.29894860493356,0.830555555555555,0.221722039231816,2.88357742650254,1.08543482058648,1.17936003666442,4.49255952380952,-1.11975,0.663795956459,0.0950404121462557,0.463195581599526,1.0324893026541,0.336204043541,0.472120712827968,0.296238425925926,2.15198558676582,0.557339309241483,0.214391195224657,0.43721259173016,1.07386705874204,0.433885438233264,0.284001024509885,0.377115987460815,1.70416240332269
"18","UT San Antonio","Conference USA",4362984,"Cordale Grundy","rushing",9,44,1,4.9,14,5,24,0.375,355,64,0.180281690140845,0.2642390035524,2018,"QB","Frank Wilson",0.222560975609756,8,"UTEP",2,10,1.75,0.5,1.99715099634413,1.86906934749473,8.12999723907437,8.28204922833963,-1.59720419669566,0.318484987174113,26.728813559322,26.1228103568862,32.1111111111111,33.1664850879293,0.221895192617067,0.478670634920635,1.14041701660253,0.74375,0.211383046301525,2.94237701157538,1.33436353049125,1.75382375776398,3.48958333333333,-1.43275,0.726812947401183,0.228613808400856,0.524840425531915,1.04312322394839,0.273187052598817,0.155934805249397,0.32922149122807,1.37150216531215,0.647126906318083,0.178219740476805,0.467431006493506,0.995410395467661,0.332496887643946,0.288379504861999,0.433167989417989,1.69636641055387
"19","Air Force","Mountain West",4382332,"Donald Hammond III","rushing",19,60,3,3.2,10,6,56,0.339285714285714,690,84,0.121739130434783,0.189171252740227,2018,"QB","Troy Calhoun",0.280539541397955,20,"Navy",0,1,1.5,1.25,1.99276694992883,1.9969459440753,7.80615731149913,8.61100584856035,-0.884458579657723,-0.85623920773204,30.4153846153846,26.5758279297091,30.622641509434,29.3862521038951,0.242393400347174,0.415251168848842,1.45939576011311,0.875,0.200938735177866,2.91153173034695,1.09775252525253,3.17513614404919,3.24761904761905,-1.4965,0.700501317081231,0.153964913751859,0.43911313820588,1.28779805121922,0.299498682918769,0.462639198720906,0.373504733701261,1.98601883819228,0.429298010283926,0.169301658257346,0.393926218708827,1.34853643933088,0.563557674549714,0.312788749326852,0.426215277777778,1.5249684400599
"20","Alabama","SEC",4040715,"Jalen Hurts","rushing",4,35,0,8.8,27,6,41,0.0975609756097561,470,34,0.0723404255319149,0.0891370924891969,2018,"QB","Nick Saban",0.11427159796725,4.5,"Arkansas",0,1,2.5,3.75,1.79168089203288,2.05348753228668,8.52490065004234,8.73601844155473,2.16758050307111,-2.46073285748416,27.5254237288136,27.6362770567867,27.830985915493,25.8101850036756,0.0488732078736354,0.409759532704738,1.01725144515639,0.767857142857143,0.211597564795239,2.57199661342103,0.906807904627672,0.564012826912536,3.32291666666667,-1.81475,0.704829360137579,0.00788288378465067,0.461665987588541,0.934677641810066,0.295170639862421,0.126553430632969,0.278135698723934,1.44819157605382,0.439684516396845,-0.0114195210248386,0.374354616905489,0.951947526676933,0.525830220008302,0.0609129992185957,0.397742840575476,1.22908245625172
"21","Arizona","Pac-12",4039602,"Khalil Tate","rushing",8,40,0,5,17,6,35,0.228571428571429,444,67,0.150900900900901,0.169688302128387,2018,"QB","Kevin Sumlin",0.19958853811795,8,"California",1,0,1.5,1.25,1.82964436670726,1.98365863981644,7.89433352791535,8.78690557869803,0.0576446587083951,-0.347268791252137,25.6610169491525,22.8087885154062,27.0909090909091,25.281321029934,0.0897354724900863,0.393942234159625,1.09795726717428,0.732142857142857,0.196866976893453,2.75348202824134,0.797587050706033,0.778732750320924,2.94047619047619,-1.018,0.684591423721858,0.143772342579853,0.467102272727273,1.06267718769274,0.315408576278142,-0.0348242794031269,0.22663967611336,0.786124185751882,0.546294182381139,0.12244931884025,0.43339818677792,0.940353695996253,0.443370917501352,0.0781820589360469,0.332936507936508,1.52692895689982
"22","Arizona State","Pac-12",3128814,"Manny Wilkins","rushing",7,14,0,2,9,6,39,0.179487179487179,463,101,0.218142548596112,0.232989057357748,2018,"QB","Herm Edwards",0.213757183908046,7,"Colorado",2,2,3.25,4.5,1.95536155844235,1.92004525593009,8.02657592643597,8.28430670626364,0.0965505530379171,-0.492217959980694,27.9473684210526,23.1935890537181,25.7307692307692,24.9226093514329,0.0602645139845863,0.383838027696069,1.2586509435541,0.78968253968254,0.238739316239316,2.85111752136752,1.16389957264957,1.56946581196581,2.38333333333333,-1.0505,0.626319324119219,-0.0560796264308912,0.43515024170512,0.983160899527129,0.373680675880781,0.228228669216685,0.277649456521739,1.97233815986902,0.454898523861332,0.108306737879292,0.432980769230769,1.04964500617787,0.52715275818995,0.0363558800198184,0.320299235993209,1.66386997676726
"23","Arizona State","Pac-12",3128814,"Manny Wilkins","rushing",7,14,0,2,9,6,39,0.179487179487179,463,101,0.218142548596112,0.232989057357748,2018,"QB","Herm Edwards",0.189663461538462,6.75,"Colorado",2,2,3.25,4.5,1.95536155844235,1.92004525593009,8.02657592643597,8.28430670626364,0.0965505530379171,-0.492217959980694,27.9473684210526,23.1935890537181,25.7307692307692,24.9226093514329,0.0602645139845863,0.383838027696069,1.2586509435541,0.78968253968254,0.238739316239316,2.85111752136752,1.16389957264957,1.56946581196581,2.38333333333333,-1.0505,0.626319324119219,-0.0560796264308912,0.43515024170512,0.983160899527129,0.373680675880781,0.228228669216685,0.277649456521739,1.97233815986902,0.454898523861332,0.108306737879292,0.432980769230769,1.04964500617787,0.52715275818995,0.0363558800198184,0.320299235993209,1.66386997676726
"24","Boise State","Mountain West",3722362,"Brett Rypien","rushing",7,-14,0,-2,10,6,36,0.194444444444444,519,83,0.159922928709056,0.162729922057271,2018,"QB","Bryan Harsin",0.180472263868066,6.25,"San Diego State",4,0,2,1.5,1.84416314692987,2.05408812762289,8.37373501137728,8.90150079954542,0.481748460655372,-0.32548217227843,21.85,26.1545217992621,31.3898305084746,29.419484664565,0.13886111460183,0.355309975869493,1.46425677270369,0.644642857142857,0.229584377610693,1.96880047340574,0.435742133110554,0.162037037037037,3.34761904761905,-1.2845,0.648249093299811,-0.0158814132441304,0.378878626549434,1.11183344628993,0.351750906700189,0.437279746794935,0.313772338772339,2.16114140547072,0.467454520496482,-0.232291505777789,0.263070871623503,0.728538486471996,0.525192538327048,0.440674690385626,0.412558229813665,1.92477881942734
"25","Boston College","ACC",4035312,"Anthony Brown","rushing",6,21,0,3.5,28,6,25,0.24,560,54,0.0964285714285714,0.112443223810079,2018,"QB","Steve Addazio",0.113365800865801,6,"NC State",3,3,2.5,5.5,1.9738504704228,2.065189431051,8.32390537945329,7.9160178961854,-0.440109490142984,-1.51504313500065,22.2,22.7265579710145,28.6206896551724,26.0906548942779,0.0934503203953245,0.414000741106719,1.22471423134368,0.833333333333333,0.187380952380952,2.63764682539683,1.02416666666667,0.919404761904762,2.45178571428571,-1.202,0.668730443017128,-0.102108164206829,0.438332651391162,0.782484472234114,0.331269556982872,0.521480983427965,0.360591531934411,2.32321943219965,0.413223608366271,0.0489454355874322,0.357619047619048,1.13567340451896,0.571954257246377,0.175446427011032,0.449405657066947,1.38810062992528
"26","Bowling Green","Mid-American",4244029,"Jarret Doege","rushing",2,-4,0,-2,0,6,29,0.0689655172413793,423,51,0.120567375886525,0.120141631785816,2018,"QB","Mike Jinks",0.187676912870411,6.75,"Toledo",0,2,1.5,3.25,1.93637845966909,1.76159245966623,9.10658114680673,7.46116205419392,-0.0939646355213931,0.585089981913605,25.4603174603175,24.1816637744439,25.2658227848101,25.0916570300075,0.245111447767056,0.423213118580766,1.28037437954866,0.772321428571429,0.18972468972469,2.83682786807787,1.03534697284697,1.72383528633529,4.19444444444444,-1.20625,0.673356676003735,0.160586165649007,0.473782467532468,1.07802267311495,0.326643323996265,0.469514275085543,0.336938561969016,1.94063052769851,0.49281279178338,0.210348230130189,0.404436779436779,1.1034007608853,0.500773809523809,0.365317315100398,0.436740809630835,1.61189526421722
"27","Bowling Green","Mid-American",4244029,"Jarret Doege","rushing",2,-4,0,-2,0,6,29,0.0689655172413793,423,51,0.120567375886525,0.120141631785816,2018,"QB","Carl Pelini",0.187676912870411,6.75,"Toledo",0,2,1.5,3.25,1.93637845966909,1.76159245966623,9.10658114680673,7.46116205419392,-0.0939646355213931,0.585089981913605,25.4603174603175,24.1816637744439,25.2658227848101,25.0916570300075,0.245111447767056,0.423213118580766,1.28037437954866,0.772321428571429,0.18972468972469,2.83682786807787,1.03534697284697,1.72383528633529,4.19444444444444,-1.20625,0.673356676003735,0.160586165649007,0.473782467532468,1.07802267311495,0.326643323996265,0.469514275085543,0.336938561969016,1.94063052769851,0.49281279178338,0.210348230130189,0.404436779436779,1.1034007608853,0.500773809523809,0.365317315100398,0.436740809630835,1.61189526421722
"28","Colorado State","Mountain West",3127291,"K.J. Carta-Samuels","rushing",6,5,0,0.8,11,6,45,0.133333333333333,393,45,0.114503816793893,0.145412800332265,2018,"QB","Mike Bobo",0.207249611801242,10.25,"San José State",2,1,1.5,2.25,1.95111689214557,1.87640249744507,8.65621886555883,7.44143451392437,-0.429204226452092,-1.03455333995524,27.6081081081081,24.2572123389014,20.2207792207792,22.4055238340702,0.154616310026788,0.467835595776772,1.16040360777927,0.750694444444444,0.209895833333333,2.8390625,0.889583333333333,0.478645833333333,3.54148629148629,-1.58575,0.687384184443008,0.0713304436209683,0.527292471042471,0.89491687131724,0.312615815556992,0.340765894089494,0.340008739869696,2.02443408327628,0.415363068304245,0.0794248788580763,0.476041666666667,0.827191326074052,0.574342814048696,0.222050442425642,0.448015812422592,1.56270908066001
"29","Connecticut","American Athletic",4239134,"David Pindell","rushing",8,35,1,4.4,10,6,30,0.266666666666667,498,212,0.42570281124498,0.418794384496323,2018,"QB","Randy Edsall",0.381131151457239,13.25,"Memphis",1,4,2,2,1.9763527367694,1.67423834412179,8.61883579383579,8.01488338194066,-1.25566076232166,1.50440207488899,28.2328767123288,26.2502485268463,26.0847457627119,23.377899674301,0.171867746334112,0.40070593962999,1.28301445401513,0.770535714285714,0.173540185767513,2.73434037916524,0.898752948035304,0.94163798456782,4.02222222222222,-1.50925,0.663794222654982,0.00771275769834302,0.429022518098148,0.963762507563659,0.336205777345018,0.481726992763315,0.344827586206897,2.02266486148846,0.645837390457644,0.0829966523718992,0.376009309845942,1.09139966560784,0.344587796170075,0.338210989301301,0.431688311688312,1.69639566775405
"30","East Carolina","American Athletic",4360131,"Holton Ahlers","rushing",5,56,0,11.2,53,6,27,0.185185185185185,428,119,0.27803738317757,0.33808983074076,2018,"QB","David Blackwell",0.204145266548013,8.25,"Temple",3,0,3.75,0.25,1.97903387350214,2.06151488055176,7.77514201421791,8.20907770430827,0.139225683697463,-1.65537125406625,23.2727272727273,23.4345169670982,22.9358974358974,23.2096028446947,0.0185042712216154,0.395331773518176,1.20220134158436,0.720833333333333,0.207762664165103,2.81043151969981,1.10093026891807,1.16621325828643,1.81805555555556,-1.509,0.628982283169011,-0.072800884114043,0.449635103083379,0.808292017908363,0.371017716830989,0.205574573526263,0.316194334076522,2.32743370139924,0.546825525916287,0.134679623491919,0.428627267041901,0.993917459478584,0.445442420299284,-0.085248151865921,0.348453996983409,1.56592006443831
"31","East Carolina","American Athletic",4360131,"Holton Ahlers","rushing",5,56,0,11.2,53,6,27,0.185185185185185,428,119,0.27803738317757,0.33808983074076,2018,"QB","Scottie Montgomery",0.204145266548013,8.25,"Temple",3,0,3.75,0.25,1.97903387350214,2.06151488055176,7.77514201421791,8.20907770430827,0.139225683697463,-1.65537125406625,23.2727272727273,23.4345169670982,22.9358974358974,23.2096028446947,0.0185042712216154,0.395331773518176,1.20220134158436,0.720833333333333,0.207762664165103,2.81043151969981,1.10093026891807,1.16621325828643,1.81805555555556,-1.509,0.628982283169011,-0.072800884114043,0.449635103083379,0.808292017908363,0.371017716830989,0.205574573526263,0.316194334076522,2.32743370139924,0.546825525916287,0.134679623491919,0.428627267041901,0.993917459478584,0.445442420299284,-0.085248151865921,0.348453996983409,1.56592006443831
